03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_3_samples_per_second,04_peers/peer_2_samples_accumulated,04_peers/peer_4_samples_per_second,04_peers/peer_4_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_2_epoch,04_peers/peer_3_epoch_oos,04_peers/peer_3_epoch,04_peers/peer_4_epoch,04_peers/peer_3_samples_accumulated,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_4_epoch_oos,04_peers/peer_5_samples_per_second,04_peers/peer_5_samples_accumulated,04_peers/peer_5_epoch,04_peers/peer_5_epoch_oos,04_peers/peer_6_samples_accumulated,04_peers/peer_6_samples_per_second,04_peers/peer_6_epoch,04_peers/peer_6_epoch_oos,04_peers/peer_7_epoch,04_peers/peer_7_samples_per_second,04_peers/peer_7_samples_accumulated,04_peers/peer_8_samples_per_second,04_peers/peer_7_epoch_oos,04_peers/peer_8_samples_accumulated,04_peers/peer_8_epoch,04_peers/peer_8_epoch_oos,04_peers/peer_9_epoch,04_peers/peer_9_samples_accumulated,04_peers/peer_9_samples_per_second,04_peers/peer_9_epoch_oos,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
3215,837.6587919738738,9,2752,116,35.28,242,2,10.0,837.6587919738738,1683054080,0,192.0,95.1,160.0,93.33,192.0,2.0,2.0,0.0,2.0,2.0,160.0,0.0,95.15,94.6,0.0,0.0,93.85,192.0,2.0,0.0,192.0,93.79,2.0,0.0,2.0,94.15,192.0,93.51,0.0,192.0,2.0,0.0,2.0,128.0,88.28,0.0,,,,,,,
4387,835.28406326693,9,3904,117,33.98,243,2,10.0,835.28406326693,1683054081,0,320.0,94.63,288.0,92.98,320.0,2.0,2.0,0.0,2.0,2.0,288.0,0.0,94.81,94.29,0.0,0.0,93.6,320.0,2.0,0.0,320.0,93.54,2.0,0.0,2.0,93.92,320.0,93.24,0.0,320.0,2.0,0.0,2.0,256.0,86.66,0.0,,,,,,,
5544,832.3528794391627,9,5024,118,32.71,245,2,10.0,832.3528794391627,1683054083,0,448.0,94.37,416.0,92.79,448.0,2.0,2.0,0.0,2.0,2.0,416.0,0.0,94.56,94.1,0.0,0.0,93.39,448.0,2.0,0.0,448.0,93.35,2.0,0.0,2.0,93.76,448.0,93.11,0.0,448.0,2.0,0.0,2.0,384.0,85.85,0.0,,,,,,,
6730,836.2114586102615,9,6176,119,31.14,246,2,10.0,836.2114586102615,1683054084,0,576.0,94.12,544.0,92.74,576.0,2.0,2.0,0.0,2.0,2.0,544.0,0.0,94.38,94.11,0.0,0.0,93.3,576.0,2.0,0.0,576.0,93.17,2.0,0.0,2.0,93.67,576.0,93.06,0.0,576.0,2.0,0.0,2.0,480.0,83.8,0.0,,,,,,,
8881,1071.1835061729844,9,7712,120,22.3,247,2,10.0,1071.1835061729844,1683054085,0,704.0,94.17,672.0,92.69,704.0,2.0,2.0,0.0,2.0,2.0,672.0,0.0,94.58,94.11,0.0,0.0,94.1,704.0,2.0,0.0,704.0,93.41,2.0,0.0,2.0,94.43,704.0,93.02,0.0,704.0,2.0,0.0,2.0,608.0,85.69,0.0,,,,,,,
8979,781.2939108801065,9,8416,121,30.45,249,2,10.0,781.2939108801065,1683054087,0,896.0,133.34,832.0,127.18,896.0,2.0,2.0,0.0,2.0,2.0,896.0,0.0,115.4,132.6,0.0,0.0,120.11,864.0,2.0,0.0,864.0,120.7,2.0,0.0,2.0,111.18,832.0,123.69,0.0,896.0,2.0,0.0,2.0,736.0,86.99,0.0,,,,,,,
9926,758.6718832355319,9,9312,122,30.11,250,2,10.0,758.6718832355319,1683054088,0,992.0,88.86,896.0,86.44,992.0,2.0,2.0,0.0,2.0,2.0,960.0,0.0,77.92,89.61,0.0,0.0,85.88,960.0,2.0,0.0,896.0,84.32,2.0,0.0,2.0,80.42,928.0,83.97,0.0,960.0,2.0,0.0,2.0,832.0,103.87,0.0,,,,,,,
10925,755.2438544056873,9,10464,123,28.92,252,2,10.0,755.2438544056873,1683054090,0,1120.0,90.61,1024.0,87.96,1088.0,2.0,2.0,0.0,2.0,2.0,1088.0,0.0,82.77,91.09,0.0,0.0,88.11,1088.0,2.0,0.0,896.0,84.32,2.0,0.0,2.0,84.37,1056.0,86.75,0.0,1088.0,2.0,0.0,2.0,864.0,62.7,0.0,,,,,,,
12108,777.2897833752533,9,11616,124,26.58,253,2,10.0,777.2897833752533,1683054091,0,1248.0,91.63,1152.0,89.4,1216.0,2.0,2.0,0.0,2.0,2.0,1216.0,0.0,86.27,91.97,0.0,0.0,89.61,1216.0,2.0,0.0,1024.0,61.08,2.0,0.0,2.0,87.24,1184.0,88.63,0.0,1216.0,2.0,0.0,2.0,992.0,69.42,0.0,,,,,,,
13291,792.9662811089711,9,12736,125,24.56,254,2,10.0,792.9662811089711,1683054092,0,1376.0,92.4,1280.0,90.18,1344.0,2.0,2.0,0.0,2.0,2.0,1344.0,0.0,88.67,92.4,0.0,0.0,90.61,1344.0,2.0,0.0,1152.0,69.22,2.0,0.0,2.0,89.25,1312.0,89.92,0.0,1344.0,2.0,0.0,2.0,1120.0,74.64,0.0,,,,,,,
14473,804.9053374070046,9,13920,126,22.73,256,2,10.0,804.9053374070046,1683054094,0,1504.0,92.99,1408.0,90.87,1472.0,2.0,2.0,0.0,2.0,2.0,1472.0,0.0,90.37,92.69,0.0,0.0,91.29,1472.0,2.0,0.0,1280.0,75.81,2.0,0.0,2.0,90.61,1440.0,90.75,0.0,1472.0,2.0,0.0,2.0,1216.0,77.59,0.0,,,,,,,
15651,813.20904519637,9,15104,127,21.05,257,2,10.0,813.20904519637,1683054095,0,1632.0,93.42,1536.0,91.31,1600.0,2.0,2.0,0.0,2.0,2.0,1632.0,0.0,91.39,92.92,0.0,0.0,91.7,1600.0,2.0,0.0,1408.0,80.87,2.0,0.0,2.0,91.46,1568.0,91.25,0.0,1600.0,2.0,0.0,2.0,1344.0,80.59,0.0,,,,,,,
16828,818.3554012157025,9,16288,128,19.48,259,2,10.0,818.3554012157025,1683054097,0,1760.0,93.68,1664.0,91.66,1760.0,2.0,2.0,0.0,2.0,2.0,1760.0,0.0,92.12,92.99,0.0,0.0,92.01,1728.0,2.0,0.0,1536.0,84.52,2.0,0.0,2.0,92.02,1696.0,91.64,0.0,1728.0,2.0,0.0,2.0,1472.0,82.57,0.0,,,,,,,
18000,821.9240408360201,9,17472,129,17.97,260,2,10.0,821.9240408360201,1683054098,0,1920.0,93.71,1792.0,91.84,1888.0,2.0,2.0,0.0,2.0,2.0,1888.0,0.0,92.51,92.97,0.0,0.0,92.13,1856.0,2.0,0.0,1664.0,87.11,2.0,0.0,2.0,92.36,1824.0,91.85,0.0,1856.0,2.0,0.0,2.0,1600.0,83.88,0.0,,,,,,,
19267,824.5077516538577,9,18784,130,16.37,262,2,10.0,824.5077516538577,1683054100,0,2048.0,93.55,1920.0,91.9,2016.0,2.0,2.0,0.0,2.0,2.0,2016.0,0.0,92.86,92.94,0.0,0.0,92.36,1984.0,2.0,0.0,1792.0,88.89,2.0,0.0,2.0,92.58,1984.0,92.02,0.0,1984.0,2.0,0.0,2.0,1728.0,84.83,0.0,,,,,,,
20435,825.6892865851523,9,19936,131,14.94,263,2,10.0,825.6892865851523,1683054101,0,2176.0,93.64,2080.0,91.88,2144.0,2.0,2.0,0.0,2.0,2.0,2176.0,0.0,93.09,92.82,0.0,0.0,92.52,2144.0,2.0,0.0,1952.0,90.27,2.0,0.0,2.0,92.69,2112.0,92.23,0.0,2144.0,2.0,0.0,2.0,1856.0,85.37,0.0,,,,,,,
21600,826.1365615662098,9,21056,132,13.52,264,2,10.0,826.1365615662098,1683054102,0,2304.0,93.52,2208.0,91.79,2272.0,2.0,2.0,0.0,2.0,2.0,2304.0,0.0,93.38,92.79,0.0,0.0,92.54,2272.0,2.0,0.0,2080.0,90.9,2.0,0.0,2.0,92.67,2240.0,92.29,0.0,2272.0,2.0,0.0,2.0,1984.0,85.81,0.0,,,,,,,
22771,826.552998769028,9,22208,133,12.09,266,2,9.07,826.552998769028,1683054104,0,2432.0,93.51,2336.0,91.62,2400.0,2.0,2.0,0.0,2.0,2.0,2432.0,0.0,93.41,92.79,0.0,0.0,92.47,2400.0,2.0,0.0,2208.0,91.38,2.0,0.0,2.0,92.68,2368.0,92.29,0.0,2400.0,2.0,0.0,2.0,2080.0,85.99,0.0,,,,,,,
23934,826.5681822035119,9,23360,134,10.69,267,2,8.02,826.5681822035119,1683054105,0,2560.0,93.45,2464.0,91.6,2528.0,2.0,2.0,0.0,2.0,2.0,2560.0,0.0,93.44,92.77,0.0,0.0,92.48,2528.0,2.0,0.0,2336.0,91.6,2.0,0.0,2.0,92.67,2496.0,92.31,0.0,2528.0,2.0,0.0,2.0,2208.0,86.22,0.0,,,,,,,
25103,826.2314497335396,9,24576,135,9.28,269,2,6.96,826.2314497335396,1683054107,0,2688.0,93.43,2592.0,91.57,2656.0,2.0,2.0,0.0,2.0,2.0,2688.0,0.0,93.49,92.75,0.0,0.0,92.45,2656.0,2.0,0.0,2464.0,91.78,2.0,0.0,2.0,92.66,2624.0,92.32,0.0,2656.0,2.0,0.0,2.0,2336.0,86.11,0.0,,,,,,,
26286,825.4460911988438,9,25760,136,7.85,270,2,5.89,825.4460911988438,1683054108,0,2848.0,93.38,2752.0,91.55,2784.0,2.0,2.0,0.0,2.0,2.0,2816.0,0.0,93.52,92.55,0.0,0.0,92.42,2784.0,2.0,0.0,2592.0,91.9,2.0,0.0,2.0,92.63,2752.0,92.3,0.0,2784.0,2.0,0.0,2.0,2464.0,85.97,0.0,,,,,,,
27450,825.1758184783914,9,26880,137,6.45,271,2,4.83,825.1758184783914,1683054109,0,2976.0,93.29,2880.0,91.53,2912.0,2.0,2.0,0.0,2.0,2.0,2944.0,0.0,93.42,92.41,0.0,0.0,92.37,2912.0,2.0,0.0,2720.0,91.72,2.0,0.0,2.0,92.55,2912.0,92.25,0.0,2912.0,2.0,0.0,2.0,2592.0,85.91,0.0,,,,,,,
28615,824.599532992801,9,28064,138,5.04,273,2,3.78,824.599532992801,1683054111,0,3104.0,93.29,3008.0,91.46,3040.0,2.0,2.0,0.0,2.0,2.0,3072.0,0.0,93.37,92.49,0.0,0.0,92.27,3040.0,2.0,0.0,2848.0,91.72,2.0,0.0,2.0,92.51,3040.0,92.24,0.0,3040.0,2.0,0.0,2.0,2688.0,85.83,0.0,,,,,,,
29778,823.9543899197781,9,29248,139,3.63,274,2,2.72,823.9543899197781,1683054112,0,3232.0,93.19,3136.0,91.38,3168.0,2.0,2.0,0.0,2.0,2.0,3200.0,0.0,93.3,92.4,0.0,0.0,92.28,3200.0,2.0,0.0,2976.0,91.76,2.0,0.0,2.0,92.46,3168.0,92.15,0.0,3168.0,2.0,0.0,2.0,2816.0,85.68,0.0,,,,,,,
30963,823.9167295360638,9,30432,140,2.19,276,2,1.64,823.9167295360638,1683054114,0,3360.0,93.13,3264.0,91.16,3296.0,2.0,2.0,0.0,2.0,2.0,3360.0,0.0,93.21,92.25,0.0,0.0,92.18,3328.0,2.0,0.0,3104.0,91.8,2.0,0.0,2.0,92.45,3296.0,92.07,0.0,3296.0,2.0,0.0,2.0,2944.0,85.7,0.0,,,,,,,
32119,823.4433866800706,9,31616,141,0.79,277,2,0.59,823.4433866800706,1683054115,0,3488.0,93.11,3392.0,91.23,3424.0,2.0,2.0,0.0,2.0,2.0,3488.0,0.0,93.23,92.26,0.0,0.0,92.16,3456.0,2.0,0.0,3232.0,91.78,2.0,0.0,2.0,92.42,3424.0,92.08,0.0,3456.0,2.0,0.0,2.0,3072.0,85.66,0.0,,,,,,,
33276,823.1612834381474,9,32704,142,0.0,279,2,0.5,823.1612834381474,1683054117,0,3616.0,93.03,3520.0,91.19,3584.0,2.0,2.0,0.0,2.0,2.0,3616.0,0.0,93.24,92.19,0.0,0.0,92.12,3584.0,2.0,0.0,3360.0,91.77,2.0,0.0,2.0,92.24,3552.0,91.98,0.0,3584.0,2.0,0.0,2.0,3200.0,85.68,0.0,,,,,,,
34429,821.5609215194612,9,32928,143,0.0,280,2,0.5,821.5609215194612,1683054118,0,3744.0,92.96,3648.0,91.21,3712.0,2.0,2.0,0.0,2.0,2.0,3744.0,0.0,93.14,92.17,0.0,0.0,92.1,3712.0,2.0,0.0,3488.0,91.72,2.0,0.0,2.0,92.21,3680.0,91.99,0.0,3680.0,2.0,0.0,2.0,3296.0,85.66,0.0,,,,,,,
35579,821.5609215194612,9,32928,144,0.0,281,2,0.5,821.5609215194612,1683054119,0,3776.0,92.96,3680.0,91.21,3712.0,2.0,2.0,0.0,2.0,2.0,3744.0,0.0,93.16,92.14,0.0,0.0,92.1,3712.0,2.0,0.0,3520.0,91.67,2.0,0.0,2.0,92.17,3712.0,90.49,0.0,3712.0,2.0,0.0,2.0,3360.0,85.66,0.0,,,,,,,
36726,821.5609215194612,9,32928,145,0.0,283,2,0.5,821.5609215194612,1683054121,0,3776.0,92.96,3680.0,91.21,3712.0,2.0,2.0,0.0,2.0,2.0,3744.0,0.0,93.16,92.14,0.0,0.0,92.1,3712.0,2.0,0.0,3520.0,91.67,2.0,0.0,2.0,92.17,3712.0,90.49,0.0,3712.0,2.0,0.0,2.0,3360.0,85.66,0.0,,,,,,,
37883,821.5609215194612,9,32928,146,0.0,284,2,0.5,821.5609215194612,1683054122,0,3776.0,92.96,3680.0,91.21,3712.0,2.0,2.0,0.0,2.0,2.0,3744.0,0.0,93.16,92.14,0.0,0.0,92.1,3712.0,2.0,0.0,3520.0,91.67,2.0,0.0,2.0,92.17,3712.0,90.49,0.0,3712.0,2.0,0.0,2.0,3360.0,85.66,0.0,,,,,,,
39055,821.5609215194612,9,32928,147,0.0,286,2,0.5,821.5609215194612,1683054124,0,3776.0,92.96,3680.0,91.21,3712.0,2.0,2.0,0.0,2.0,2.0,3744.0,0.0,93.16,92.14,0.0,0.0,92.1,3712.0,2.0,0.0,3520.0,91.67,2.0,0.0,2.0,92.17,3712.0,90.49,0.0,3712.0,2.0,0.0,2.0,3360.0,85.66,0.0,,,,,,,
40210,821.5609215194612,9,32928,148,0.0,287,2,0.5,821.5609215194612,1683054125,0,3776.0,92.96,3680.0,91.21,3712.0,2.0,2.0,0.0,2.0,2.0,3744.0,0.0,93.16,92.14,0.0,0.0,92.1,3712.0,2.0,0.0,3520.0,91.67,2.0,0.0,2.0,92.17,3712.0,90.49,0.0,3712.0,2.0,0.0,2.0,3360.0,85.66,0.0,,,,,,,
41368,821.5609215194612,9,32928,149,0.0,288,2,0.5,821.5609215194612,1683054126,0,3776.0,92.96,3680.0,91.21,3712.0,2.0,2.0,0.0,2.0,2.0,3744.0,0.0,93.16,92.14,0.0,0.0,92.1,3712.0,2.0,0.0,3520.0,91.67,2.0,0.0,2.0,92.17,3712.0,90.49,0.0,3712.0,2.0,0.0,2.0,3360.0,85.66,0.0,,,,,,,
42526,821.5609215194612,9,32928,150,0.0,290,2,0.5,821.5609215194612,1683054128,0,3776.0,92.96,3680.0,91.21,3712.0,2.0,2.0,0.0,2.0,2.0,3744.0,0.0,93.16,92.14,0.0,0.0,92.1,3712.0,2.0,0.0,3520.0,91.67,2.0,0.0,2.0,92.17,3712.0,90.49,0.0,3712.0,2.0,0.0,2.0,3360.0,85.66,0.0,,,,,,,
43687,821.5609215194612,9,32928,151,0.0,291,2,0.5,821.5609215194612,1683054129,0,3776.0,92.96,3680.0,91.21,3712.0,2.0,2.0,0.0,2.0,2.0,3744.0,0.0,93.16,92.14,0.0,0.0,92.1,3712.0,2.0,0.0,3520.0,91.67,2.0,0.0,2.0,92.17,3712.0,90.49,0.0,3712.0,2.0,0.0,2.0,3360.0,85.66,0.0,,,,,,,
44840,821.5609215194612,9,32928,152,0.0,293,2,0.5,821.5609215194612,1683054131,0,3776.0,92.96,3680.0,91.21,3712.0,2.0,2.0,0.0,2.0,2.0,3744.0,0.0,93.16,92.14,0.0,0.0,92.1,3712.0,2.0,0.0,3520.0,91.67,2.0,0.0,2.0,92.17,3712.0,90.49,0.0,3712.0,2.0,0.0,2.0,3360.0,85.66,0.0,,,,,,,
46000,821.5609215194612,9,32928,153,0.0,294,2,0.5,821.5609215194612,1683054132,0,3776.0,92.96,3680.0,91.21,3712.0,2.0,2.0,0.0,2.0,2.0,3744.0,0.0,93.16,92.14,0.0,0.0,92.1,3712.0,2.0,0.0,3520.0,91.67,2.0,0.0,2.0,92.17,3712.0,90.49,0.0,3712.0,2.0,0.0,2.0,3360.0,85.66,0.0,,,,,,,
47175,821.5609215194612,9,32928,154,0.0,295,2,0.5,821.5609215194612,1683054133,0,3776.0,92.96,3680.0,91.21,3712.0,2.0,2.0,0.0,2.0,2.0,3744.0,0.0,93.16,92.14,0.0,0.0,92.1,3712.0,2.0,0.0,3520.0,91.67,2.0,0.0,2.0,92.17,3712.0,90.49,0.0,3712.0,2.0,0.0,2.0,3360.0,85.66,0.0,,,,,,,
48344,821.5609215194612,9,32928,155,0.0,297,2,0.5,821.5609215194612,1683054135,0,3776.0,92.96,3680.0,91.21,3712.0,2.0,2.0,0.0,2.0,2.0,3744.0,0.0,93.16,92.14,0.0,0.0,92.1,3712.0,2.0,0.0,3520.0,91.67,2.0,0.0,2.0,92.17,3712.0,90.49,0.0,3712.0,2.0,0.0,2.0,3360.0,85.66,0.0,,,,,,,
49517,821.5609215194612,9,32928,156,0.0,298,2,0.5,821.5609215194612,1683054136,0,3776.0,92.96,3680.0,91.21,3712.0,2.0,2.0,0.0,2.0,2.0,3744.0,0.0,93.16,92.14,0.0,0.0,92.1,3712.0,2.0,0.0,3520.0,91.67,2.0,0.0,2.0,92.17,3712.0,90.49,0.0,3712.0,2.0,0.0,2.0,3360.0,85.66,0.0,,,,,,,
50676,821.5609215194612,9,32928,157,0.0,300,2,0.5,821.5609215194612,1683054138,0,3776.0,92.96,3680.0,91.21,3712.0,2.0,2.0,0.0,2.0,2.0,3744.0,0.0,93.16,92.14,0.0,0.0,92.1,3712.0,2.0,0.0,3520.0,91.67,2.0,0.0,2.0,92.17,3712.0,90.49,0.0,3712.0,2.0,0.0,2.0,3360.0,85.66,0.0,,,,,,,
51842,821.5609215194612,9,32928,158,0.0,301,2,0.5,821.5609215194612,1683054139,0,3776.0,92.96,3680.0,91.21,3712.0,2.0,2.0,0.0,2.0,2.0,3744.0,0.0,93.16,92.14,0.0,0.0,92.1,3712.0,2.0,0.0,3520.0,91.67,2.0,0.0,2.0,92.17,3712.0,90.49,0.0,3712.0,2.0,0.0,2.0,3360.0,85.66,0.0,,,,,,,
52996,821.5609215194612,9,32928,159,0.0,303,2,0.5,821.5609215194612,1683054141,0,3776.0,92.96,3680.0,91.21,3712.0,2.0,2.0,0.0,2.0,2.0,3744.0,0.0,93.16,92.14,0.0,0.0,92.1,3712.0,2.0,0.0,3520.0,91.67,2.0,0.0,2.0,92.17,3712.0,90.49,0.0,3712.0,2.0,0.0,2.0,3360.0,85.66,0.0,,,,,,,
54150,821.5609215194612,9,32928,160,0.0,304,2,0.5,821.5609215194612,1683054142,0,3776.0,92.96,3680.0,91.21,3712.0,2.0,2.0,0.0,2.0,2.0,3744.0,0.0,93.16,92.14,0.0,0.0,92.1,3712.0,2.0,0.0,3520.0,91.67,2.0,0.0,2.0,92.17,3712.0,90.49,0.0,3712.0,2.0,0.0,2.0,3360.0,85.66,0.0,,,,,,,
55307,821.5609215194612,9,32928,161,0.0,305,2,0.5,821.5609215194612,1683054143,0,3776.0,92.96,3680.0,91.21,3712.0,2.0,2.0,0.0,2.0,2.0,3744.0,0.0,93.16,92.14,0.0,0.0,92.1,3712.0,2.0,0.0,3520.0,91.67,2.0,0.0,2.0,92.17,3712.0,90.49,0.0,3712.0,2.0,0.0,2.0,3360.0,85.66,0.0,,,,,,,
56466,821.5609215194612,9,32928,162,0.0,307,2,0.5,821.5609215194612,1683054145,0,3776.0,92.96,3680.0,91.21,3712.0,2.0,2.0,0.0,2.0,2.0,3744.0,0.0,93.16,92.14,0.0,0.0,92.1,3712.0,2.0,0.0,3520.0,91.67,2.0,0.0,2.0,92.17,3712.0,90.49,0.0,3712.0,2.0,0.0,2.0,3360.0,85.66,0.0,,,,,,,
57620,821.5609215194612,9,32928,163,0.0,308,2,0.5,821.5609215194612,1683054146,0,3776.0,92.96,3680.0,91.21,3712.0,2.0,2.0,0.0,2.0,2.0,3744.0,0.0,93.16,92.14,0.0,0.0,92.1,3712.0,2.0,0.0,3520.0,91.67,2.0,0.0,2.0,92.17,3712.0,90.49,0.0,3712.0,2.0,0.0,2.0,3360.0,85.66,0.0,,,,,,,
58774,821.5609215194612,9,32928,164,0.0,310,2,0.5,821.5609215194612,1683054148,0,3776.0,92.96,3680.0,91.21,3712.0,2.0,2.0,0.0,2.0,2.0,3744.0,0.0,93.16,92.14,0.0,0.0,92.1,3712.0,2.0,0.0,3520.0,91.67,2.0,0.0,2.0,92.17,3712.0,90.49,0.0,3712.0,2.0,0.0,2.0,3360.0,85.66,0.0,,,,,,,
59930,821.5609215194612,9,32928,165,0.0,311,2,0.5,821.5609215194612,1683054149,0,3776.0,92.96,3680.0,91.21,3712.0,2.0,2.0,0.0,2.0,2.0,3744.0,0.0,93.16,92.14,0.0,0.0,92.1,3712.0,2.0,0.0,3520.0,91.67,2.0,0.0,2.0,92.17,3712.0,90.49,0.0,3712.0,2.0,0.0,2.0,3360.0,85.66,0.0,,,,,,,
61084,821.5609215194612,9,32928,166,0.0,312,2,0.5,821.5609215194612,1683054150,0,3776.0,92.96,3680.0,91.21,3712.0,2.0,2.0,0.0,2.0,2.0,3744.0,0.0,93.16,92.14,0.0,0.0,92.1,3712.0,2.0,0.0,3520.0,91.67,2.0,0.0,2.0,92.17,3712.0,90.49,0.0,3712.0,2.0,0.0,2.0,3360.0,85.66,0.0,,,,,,,
62231,821.5609215194612,9,32928,167,0.0,314,2,0.5,821.5609215194612,1683054152,0,3776.0,92.96,3680.0,91.21,3712.0,2.0,2.0,0.0,2.0,2.0,3744.0,0.0,93.16,92.14,0.0,0.0,92.1,3712.0,2.0,0.0,3520.0,91.67,2.0,0.0,2.0,92.17,3712.0,90.49,0.0,3712.0,2.0,0.0,2.0,3360.0,85.66,0.0,,,,,,,
1306,819.2862532765452,9,832,168,38.4,315,3,10.0,819.2862532765452,1683054153,0,3776.0,92.96,3680.0,91.21,3712.0,2.0,2.0,0.0,2.0,2.0,3744.0,0.0,93.16,92.14,0.0,0.0,92.1,3712.0,2.0,0.0,3520.0,91.67,2.0,0.0,2.0,92.17,3712.0,90.49,0.0,3712.0,2.0,0.0,2.0,3360.0,85.66,0.0,,,,,,,
2526,834.4479742242053,9,1984,169,36.24,317,3,10.0,834.4479742242053,1683054155,0,96.0,94.43,64.0,93.17,96.0,3.0,3.0,0.0,3.0,3.0,96.0,0.0,96.57,89.99,0.0,0.0,89.79,96.0,3.0,0.0,96.0,89.39,3.0,0.0,3.0,89.86,96.0,88.48,0.0,96.0,3.0,0.0,3.0,96.0,87.61,0.0,76.40089665539563,0.0,98720.0,32928.0,0.0,430.9897061617082,3.0
3693,832.8172730286173,9,3136,170,34.91,318,3,10.0,832.8172730286173,1683054156,0,224.0,94.49,224.0,92.94,224.0,3.0,3.0,0.0,3.0,3.0,224.0,0.0,94.43,93.93,0.0,0.0,93.36,224.0,3.0,0.0,224.0,93.2,3.0,0.0,3.0,93.59,224.0,92.33,0.0,224.0,3.0,0.0,3.0,192.0,86.18,0.0,,,,,,,
4854,829.9047554429983,9,4256,171,33.63,319,3,10.0,829.9047554429983,1683054157,0,352.0,94.29,352.0,92.83,352.0,3.0,3.0,0.0,3.0,3.0,352.0,0.0,94.13,93.98,0.0,0.0,93.15,352.0,3.0,0.0,352.0,93.06,3.0,0.0,3.0,93.41,352.0,92.37,0.0,352.0,3.0,0.0,3.0,320.0,85.6,0.0,,,,,,,
6025,830.0497919651716,9,5440,172,32.22,321,3,10.0,830.0497919651716,1683054159,0,480.0,92.62,480.0,92.71,480.0,3.0,3.0,0.0,3.0,3.0,480.0,0.0,94.07,93.85,0.0,0.0,92.98,480.0,3.0,0.0,480.0,92.97,3.0,0.0,3.0,93.31,480.0,92.51,0.0,480.0,3.0,0.0,3.0,416.0,84.89,0.0,,,,,,,
7690,975.3114832973471,9,7296,173,25.71,322,3,10.0,975.3114832973471,1683054160,0,608.0,94.28,608.0,92.54,608.0,3.0,3.0,0.0,3.0,3.0,640.0,0.0,94.07,93.72,0.0,0.0,92.22,608.0,3.0,0.0,608.0,92.87,3.0,0.0,3.0,93.29,608.0,93.42,0.0,608.0,3.0,0.0,3.0,544.0,83.64,0.0,,,,,,,
9510,1078.5745004841626,9,7808,174,21.56,324,3,10.0,1078.5745004841626,1683054162,0,832.0,111.07,800.0,110.8,832.0,3.0,3.0,0.0,3.0,3.0,832.0,0.0,104.95,112.86,0.0,0.0,111.15,832.0,3.0,0.0,832.0,112.86,3.0,0.0,3.0,124.19,864.0,102.83,0.0,800.0,3.0,0.0,3.0,672.0,84.62,0.0,,,,,,,
9472,792.5858960708796,9,8832,175,29.39,325,3,10.0,792.5858960708796,1683054163,0,864.0,127.82,896.0,117.42,864.0,3.0,3.0,0.0,3.0,3.0,896.0,0.0,129.47,119.18,0.0,0.0,117.27,864.0,3.0,0.0,864.0,120.8,3.0,0.0,3.0,132.73,896.0,110.71,0.0,832.0,3.0,0.0,3.0,832.0,103.17,0.0,,,,,,,
10408,771.4235435588535,9,9952,176,28.99,326,3,10.0,771.4235435588535,1683054164,0,992.0,89.81,1024.0,85.38,992.0,3.0,3.0,0.0,3.0,3.0,1024.0,0.0,88.96,85.03,0.0,0.0,84.45,992.0,3.0,0.0,992.0,85.23,3.0,0.0,3.0,87.73,1024.0,82.83,0.0,960.0,3.0,0.0,3.0,832.0,103.17,0.0,,,,,,,
11584,788.0178761631128,9,11072,177,26.88,328,3,10.0,788.0178761631128,1683054166,0,1120.0,91.12,1152.0,87.6,1120.0,3.0,3.0,0.0,3.0,3.0,1152.0,0.0,90.5,87.7,0.0,0.0,87.07,1120.0,3.0,0.0,1120.0,87.64,3.0,0.0,3.0,89.49,1152.0,85.85,0.0,1088.0,3.0,0.0,3.0,928.0,64.46,0.0,,,,,,,
12765,801.0552950761767,9,12224,178,24.97,329,3,10.0,801.0552950761767,1683054167,0,1248.0,92.09,1280.0,89.08,1248.0,3.0,3.0,0.0,3.0,3.0,1280.0,0.0,91.37,89.46,0.0,0.0,88.92,1248.0,3.0,0.0,1248.0,89.23,3.0,0.0,3.0,90.61,1280.0,87.98,0.0,1216.0,3.0,0.0,3.0,1024.0,69.28,0.0,,,,,,,
13929,809.8217491401788,9,13408,179,23.26,331,3,10.0,809.8217491401788,1683054169,0,1376.0,92.63,1408.0,90.06,1376.0,3.0,3.0,0.0,3.0,3.0,1408.0,0.0,92.08,90.6,0.0,0.0,90.14,1376.0,3.0,0.0,1376.0,90.32,3.0,0.0,3.0,91.33,1408.0,89.52,0.0,1344.0,3.0,0.0,3.0,1152.0,74.36,0.0,,,,,,,
