process/memory/lib_memory_proc_MB,process/voluntary_proc_ctx_switches,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/resident_set_size_proc_MB,02_timing/backward_time_s,disk/time/disk_read_time_sys_s,disk/counter/disk_write_sys_count,02_timing/forward_time_s,memory/used_memory_sys_percent,process/memory/virtual_memory_size_proc_MB,cpu/load/avg_sys_load_five_min_percent,01_general/lr,01_general/step,cpu/interrupts/interrupts_count,01_general/minibatch_loss,memory/total_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,memory/available_memory_sys_MB,disk/time/disk_write_time_sys_s,cpu/interrupts/ctx_switches_count,01_general/locally_processed_samples,cpu/load/avg_sys_load_fifteen_min_percent,_timestamp,02_timing/step_time_s,cpu/logical_core_count,cpu/load/avg_sys_load_one_min_percent,process/memory/dirty_pages_proc_count,process/memory/text_resident_set_proc_MB,02_timing/loss_calc_time_s,disk/time/disk_busy_time_sys_s,process/memory/shared_memory_proc_MB,02_timing/dataload_time_s,02_timing/opt_step_time_s,disk/counter/disk_read_sys_count,01_general/dataset_iteration_count,02_timing/dataload_cuda_move_time_s,_step,03_hivemind/num_peers,03_hivemind/global_epoch,process/memory/data_resident_set_proc_MB,bandwidth/disk_read_sys_bandwidth_MBs,process/involuntary_proc_ctx_switches,bandwidth/net_recv_sys_bandwidth_Mbits,_runtime,memory/used_memory_sys_MB,cpu/interrupts/soft_interrupts_count
,,,,0.030011089000026914,,,0.03644754299989472,,,,0.0001,88.0,,7.0108642578125,,,,,,2848.0,,1680687591.0,0.08324955499983844,,,,,0.00030985399985183903,,,0.0025727029999416118,0.011259161999987555,,0.0,0.0026492040001357964,154,2.0,0.0,,,,,65,,
,,,,0.030672606000052838,,,0.03642106000006606,,,,0.0001,89.0,,7.1112060546875,,,,,,2880.0,,1680687591.0,0.08423206199995548,,,,,0.00033495399998173525,,,0.002790113999935784,0.011273565000010421,,0.0,0.002739762999908635,155,2.0,0.0,,,,,65,,
,,,,0.030287773999816636,,,0.036338883000098576,,,,0.0001,90.0,,7.0306396484375,,,,,,2912.0,,1680687592.0,0.08350883999946745,,,,,0.0002628939998885471,,,0.002155541999854904,0.011805358999936288,,0.0,0.0026583879998725024,156,2.0,0.0,,,,,66,,
,,,,0.03127295299987054,,,0.03638005700008762,,,,0.0001,91.0,,7.03564453125,,,,,,2944.0,,1680687592.0,0.08356153799968524,,,,,0.0002818550001393305,,,0.002704633999883299,0.01023153099981755,,0.0,0.002690507999886904,157,2.0,0.0,,,,,66,,
,,,,0.03026540600012595,,,0.03637931599996591,,,,0.0001,92.0,,7.138916015625,,,,,,2976.0,,1680687592.0,0.08332027600044967,,,,,0.00028173400005471194,,,0.0027499810000790603,0.011002533000009862,,0.0,0.002641306000214172,158,2.0,0.0,,,,,66,,
6183.960576,1749.0,2.8054325066595958,5454.553088,,0.0,387.0,,4.4,25514.1888,3.3666666666666663,,,769764.0,,,0.13481510829222043,201787.1872,0.17200000000002547,147914.0,,2.1333333333333333,1680687592.0,,,5.066666666666666,0.0,2.719744,,0.7760000000000105,1908.232192,,,0.0,,0.002658080999935919,159,,,0.0,0.0,618.0,251.1756911187811,66,6432.579584,126058.0
,,,,0.029611477999878844,,,0.037190212000041356,,,,0.0001,93.0,,7.2308349609375,,,,,,3008.0,,1680687592.0,0.08340233199965041,,,,,0.0002541649998875073,,,0.002570794999883219,0.01111760100002357,,0.0,,160,2.0,0.0,,,,,66,,
,,,,0.029815585000051215,,,0.0365661389998877,,,,0.0001,94.0,,7.197509765625,,,,,,3040.0,,1680687592.0,0.08356417099980717,,,,,0.0002767499997844425,,,0.0025429869999697985,0.011714535999999498,,0.0,0.0026481740001145226,161,2.0,0.0,,,,,66,,
,,,,0.029415801000141073,,,0.03641891699999178,,,,0.0001,95.0,,7.1600341796875,,,,,,3072.0,,1680687592.0,0.08334146600032,,,,,0.00026657800003704324,,,0.0026565299999674608,0.011894306000158394,,0.0,0.002689334000024246,162,2.0,0.0,,,,,66,,
,,,,0.02955185799987703,,,0.03685477799990622,,,,0.0001,96.0,,7.087646484375,,,,,,3104.0,,1680687593.0,0.0830792419997124,,,,,0.00027963799993813154,,,0.002504336000129115,0.011208884999859947,,0.0,0.002679747000001953,163,2.0,0.0,,,,,67,,
,,,,0.02967618599996058,,,0.03639631699979873,,,,0.0001,97.0,,7.0712890625,,,,,,3136.0,,1680687593.0,0.08396455799947944,,,,,0.0002666169998519763,,,0.002694202999919071,0.012200855999935811,,0.0,0.002730379000013272,164,2.0,0.0,,,,,67,,
,,,,0.029630558000008023,,,0.03641757399987,,,,0.0001,98.0,,7.185302734375,,,,,,3168.0,,1680687593.0,0.08388144099967576,,,,,0.0002576009999302187,,,0.002995236000060686,0.011933064999993803,,0.0,0.002647406999813029,165,2.0,0.0,,,,,67,,
,,,,0.02988127200001145,,,0.036109682999949655,,,,0.0001,99.0,,7.30126953125,,,,,,3200.0,,1680687593.0,0.08349728400025924,,,,,0.0003445930001362285,,,0.002538014000037947,0.01195125399999597,,0.0,0.002672468000127992,166,2.0,0.0,,,,,67,,
6183.97696,1860.0,3.1070715719426047,5454.548992,,0.0,395.0,,4.4,25514.1888,3.3666666666666663,,,799450.0,,,0.0326901385800353,201785.462784,0.17499999999995453,193441.0,,2.1333333333333333,1680687593.0,,,5.066666666666666,0.0,2.719744,,0.8120000000000118,1908.228096,,,0.0,,0.0026949269999931857,167,,,0.0,0.0,620.0,213.82119234085297,67,6433.910784,143220.0
,,,,0.029873672999883638,,,0.03705337599990344,,,,0.0001,100.0,,6.95703125,,,,,,3232.0,,1680687593.0,0.08353391099967666,,,,,0.00026579499990475597,,,0.002661535000015647,0.010984604999976,,0.0,,168,2.0,0.0,,,,,67,,
,,,,0.030080320000024585,,,0.03621433100011018,,,,0.0001,101.0,,7.159912109375,,,,,,3264.0,,1680687593.0,0.08356971800026258,,,,,0.0002983110000513989,,,0.0026536130001204583,0.011615551999966556,,0.0,0.0027075909999894066,169,2.0,0.0,,,,,67,,
,,,,0.03001015500012727,,,0.03631102999997893,,,,0.0001,102.0,,7.1734619140625,,,,,,3296.0,,1680687593.0,0.08372907500006477,,,,,0.00026464400002623734,,,0.0028948530000434403,0.011596943999848008,,0.0,0.002651449000040884,170,2.0,0.0,,,,,67,,
,,,,0.029475336999894353,,,0.03681941900003949,,,,0.0001,103.0,,7.0560302734375,,,,,,3328.0,,1680687594.0,0.08420597600002111,,,,,0.0002614640000047075,,,0.0032845600001110142,0.011716677000094933,,0.0,0.0026485189998766145,171,2.0,0.0,,,,,68,,
,,,,0.02932569900008275,,,0.035876028000075166,,,,0.0001,104.0,,7.04150390625,,,,,,3360.0,,1680687594.0,0.08382905000007668,,,,,0.00027151499989486183,,,0.0025580290000561945,0.013139429999910135,,0.0,0.0026583490000575694,172,2.0,0.0,,,,,68,,
,,,,0.029620016000080795,,,0.03624795400014591,,,,0.0001,105.0,,7.1881103515625,,,,,,3392.0,,1680687594.0,0.08338215600042531,,,,,0.00027474900002744107,,,0.002679393000107666,0.011885567000035735,,0.0,0.002674477000027764,173,2.0,0.0,,,,,68,,
6183.97696,1975.0,3.036921410516459,5454.548992,0.029453677999981664,0.0,465.0,0.03591963099984241,4.4,25514.192896,3.3666666666666663,,,828890.0,,,0.41271771146767783,201771.02848,0.2259999999999991,238998.0,,2.1333333333333333,1680687594.0,,,5.066666666666666,0.0,2.719744,0.0002935970001090027,0.847999999999999,1908.228096,,0.013295989999960511,0.0,,0.002724164000028395,174,,,0.0,0.0,622.0,207.83324091585902,68,6440.738816,160893.0
,,,,,,,,,,,0.0001,106.0,,7.0689697265625,,,,,,3424.0,,1680687594.0,0.08426844399991751,,,,,,,,0.0025813839999955235,,,0.0,,175,2.0,0.0,,,,,68,,
,,,,0.02961539900002208,,,0.03642425300017749,,,,0.0001,107.0,,6.969970703125,,,,,,3456.0,,1680687594.0,0.08364240300056736,,,,,0.000264385000036782,,,0.002544715000112774,0.012126124000133132,,0.0,0.0026675270000851015,176,2.0,0.0,,,,,68,,
,,,,0.02948367099997995,,,0.03578899800004365,,,,0.0001,108.0,,7.039306640625,,,,,,3488.0,,1680687594.0,0.08367228999986764,,,,,0.00025309099987680383,,,0.0027047119999679126,0.012813180999955875,,0.0,0.0026286370000434545,177,2.0,0.0,,,,,68,,
,,,,0.03405214600002182,,,0.03620734200012521,,,,0.0001,109.0,,7.1431884765625,,,,,,3520.0,,1680687594.0,0.08362775299997338,,,,,0.00026789699995788396,,,0.002617333999978655,0.007812657999920702,,0.0,0.00267037599996911,178,2.0,0.0,,,,,68,,
,,,,0.03051798299998154,,,0.0364149700001235,,,,0.0001,110.0,,7.0867919921875,,,,,,3552.0,,1680687595.0,0.08328879600003347,,,,,0.0003033360001154506,,,0.0026013229999080068,0.010830057000021043,,0.0,0.002621126999883927,179,2.0,0.0,,,,,69,,
,,,,0.03125373700004275,,,0.036725241000112874,,,,0.0001,111.0,,7.140869140625,,,,,,3584.0,,1680687595.0,0.08305305800035967,,,,,0.0003217060000224592,,,0.0026592480000999785,0.009314467000194782,,0.0,0.0027786589998868294,180,2.0,0.0,,,,,69,,
,,,,0.030152738999959183,,,0.0362271530000271,,,,0.0001,112.0,,7.2802734375,,,,,,3616.0,,1680687595.0,0.08366095300016241,,,,,0.0002658999999312073,,,0.002607269999998607,0.011770272000148907,,0.0,0.002637619000097402,181,2.0,0.0,,,,,69,,
6183.97696,2093.0,3.5019611843044576,5454.553088,0.03202708100002383,0.0,473.0,0.03631221099999493,4.4,25514.192896,3.3666666666666663,,,857792.0,,,0.03269578450763992,201742.442496,0.22900000000004184,283154.0,,2.1333333333333333,1680687595.0,,,5.066666666666666,0.0,2.719744,0.0002796440001020528,0.8800000000000097,1908.232192,,0.010065704999988156,0.0,,0.002669426000011299,182,,,0.0,0.0,622.0,232.5317887786577,69,6477.29152,178645.0
,,,,,,,,,,,0.0001,113.0,,7.1754150390625,,,,,,3648.0,,1680687595.0,0.08402592600009484,,,,,,,,0.0026718589999745745,,,0.0,,183,2.0,0.0,,,,,69,,
,,,,0.030794201999924553,,,0.036404759999868475,,,,0.0001,114.0,,7.0289306640625,,,,,,3680.0,,1680687595.0,0.08385400999941339,,,,,0.0002664329999788606,,,0.0026798899998539127,0.011004696999862063,,0.0,0.002704027999925529,184,2.0,0.0,,,,,69,,
,,,,0.0306019480001396,,,0.03634011300005113,,,,0.0001,115.0,,7.1763916015625,,,,,,3712.0,,1680687595.0,0.08365883100009341,,,,,0.00030264599990914576,,,0.002614177999930689,0.01114772300002187,,0.0,0.0026522230000409763,185,2.0,0.0,,,,,69,,
,,,,0.030836537999903157,,,0.03619229199989604,,,,0.0001,116.0,,6.9957275390625,,,,,,3744.0,,1680687595.0,0.08348031599962269,,,,,0.0002741909997894254,,,0.002659975000142367,0.010873027999878104,,0.0,0.0026442920000135928,186,2.0,0.0,,,,,69,,
,,,,0.030915400000139925,,,0.03603433399985079,,,,0.0001,117.0,,7.2044677734375,,,,,,3776.0,,1680687596.0,0.08293079000031867,,,,,0.00028608600018742436,,,0.002586342000086006,0.010431828000037058,,0.0,0.002676800000017465,187,2.0,0.0,,,,,70,,
,,,,0.030911459999970248,,,0.03750455900012639,,,,0.0001,118.0,,7.0106201171875,,,,,,3808.0,,1680687596.0,0.08353566499999943,,,,,0.000263836999920386,,,0.0026136139999834995,0.009567948000039905,,0.0,0.0026742469999589957,188,2.0,0.0,,,,,70,,
,,,,0.030480026000077487,,,0.03621251499998834,,,,0.0001,119.0,,7.2474365234375,,,,,,3840.0,,1680687596.0,0.0839936690003924,,,,,0.00029988300002514734,,,0.0026631540001744725,0.011628612000095018,,0.0,0.0027094790000319335,189,2.0,0.0,,,,,70,,
6183.97696,2221.0,2.9249483991259244,5454.544896,0.030753661000062493,0.0,481.0,0.03773664299978918,4.4,25514.192896,3.3666666666666663,,,888813.0,,,0.0326502605129326,201739.853824,0.2340000000000373,330054.0,,2.1333333333333333,1680687596.0,,,5.066666666666666,0.0,2.719744,0.00025196699994012306,0.9200000000000017,1908.224,,0.009764213000153177,0.0,,0.0026999619999514834,190,,,0.0,0.0,624.0,219.20787863185973,70,6479.89248,196724.0
,,,,,,,,,,,0.0001,120.0,,6.9420166015625,,,,,,3872.0,,1680687596.0,0.08398856299982072,,,,,,,,0.0027821169999242557,,,0.0,,191,2.0,0.0,,,,,70,,
,,,,0.030576494000115417,,,0.03649980099999084,,,,0.0001,121.0,,7.03662109375,,,,,,3904.0,,1680687596.0,0.08412903400017058,,,,,0.00028680800005531637,,,0.002579355000079886,0.0115142150000338,,0.0,0.002672360999895318,192,2.0,0.0,,,,,70,,
,,,,0.030930269000009503,,,0.036557484000013574,,,,0.0001,122.0,,6.92236328125,,,,,,3936.0,,1680687596.0,0.08368079299975761,,,,,0.0002612009998301801,,,0.002661837999994532,0.010596148999866273,,0.0,0.002673852000043553,193,2.0,0.0,,,,,70,,
,,,,0.03028236799991646,,,0.03643522699985624,,,,0.0001,123.0,,7.333984375,,,,,,3968.0,,1680687596.0,0.08350712699984797,,,,,0.00026697399994191073,,,0.002562182000019675,0.011313163000068016,,0.0,0.0026472130000456673,194,2.0,0.0,,,,,70,,
,,,,0.03099130900000091,,,0.03645973800007596,,,,0.0001,124.0,,7.0699462890625,,,,,,4000.0,,1680687597.0,0.08372193900027014,,,,,0.0002632270000049175,,,0.00260493700011466,0.01076047100013966,,0.0,0.002642256999934034,195,2.0,0.0,,,,,71,,
,,,,0.030673358999820266,,,0.03644050299999435,,,,0.0001,125.0,,7.09228515625,,,,,,4032.0,,1680687597.0,0.08346201099948303,,,,,0.00028417099997568585,,,0.00269777499988777,0.010691541999904075,,0.0,0.0026746609999008797,196,2.0,0.0,,,,,71,,
,,,,0.03070646800006216,,,0.03659803499999725,,,,0.0001,126.0,,7.0328369140625,,,,,,4064.0,,1680687597.0,0.0834097690001272,,,,,0.00025306300017291505,,,0.002498621000086132,0.010675120999849241,,0.0,0.0026784609999594977,197,2.0,0.0,,,,,71,,
6183.985152,2324.0,2.830090549473604,5454.548992,,0.0,492.0,0.03643618199998855,4.4,25514.192896,3.4666666666666663,,,919126.0,,,0.13487036775374947,201741.217792,0.23900000000003274,376798.0,,2.166666666666667,1680687597.0,,,5.466666666666666,0.0,2.719744,0.0002564070000516949,0.960000000000008,1908.228096,,,0.0,,0.0024906730000111565,198,,,0.0,0.0,625.0,206.26634693710395,71,6478.512128,212913.0
,,,,0.03119277000018883,,,,,,,0.0001,127.0,,7.056396484375,,,,,,4096.0,,1680687597.0,0.08502483200004463,,,,,,,,0.002659691999951974,0.011989107999852422,,0.0,,199,2.0,0.0,,,,,71,,
,,,,0.03048314400007257,,,0.03640988000006473,,,,0.0001,128.0,,7.00732421875,,,,,,4128.0,,1680687597.0,0.08386336300009134,,,,,0.0003165749999425316,,,0.0025893909999012976,0.01136786300003223,,0.0,0.0026965100000779785,200,2.0,0.0,,,,,71,,
,,,,0.030034568000019135,,,0.03566810699999223,,,,0.0001,129.0,,7.07861328125,,,,,,4160.0,,1680687597.0,0.08377587499990113,,,,,0.0002581480000571901,,,0.0025714329999573238,0.012580552999907013,,0.0,0.0026630659999682393,201,2.0,0.0,,,,,71,,
,,,,0.03063404900012756,,,0.03573793900000055,,,,0.0001,130.0,,7.1641845703125,,,,,,4192.0,,1680687598.0,0.08351903399989169,,,,,0.00026758399985737924,,,0.0026759869999750663,0.0115579670000443,,0.0,0.0026455079998868314,202,2.0,0.0,,,,,72,,
,,,,0.03017298499980825,,,0.035800846000029196,,,,0.0001,131.0,,7.1861572265625,,,,,,4224.0,,1680687598.0,0.08367887800000062,,,,,0.0002658260000316659,,,0.0028290930001730885,0.011931637000088813,,0.0,0.0026784909998696094,203,2.0,0.0,,,,,72,,
,,,,0.02994433999992907,,,0.03575039699990157,,,,0.0001,132.0,,6.9903564453125,,,,,,4256.0,,1680687598.0,0.08339452999985042,,,,,0.00025948400002562266,,,0.002632611000080942,0.012132749999864245,,0.0,0.002674948000048971,204,2.0,0.0,,,,,72,,
,,,,0.029965121000032013,,,0.03579663499999697,,,,0.0001,133.0,,6.8658447265625,,,,,,4288.0,,1680687598.0,0.08390043300005345,,,,,0.0002583769999091601,,,0.002639969000028941,0.01259963899997274,,0.0,0.0026406920001136314,205,2.0,0.0,,,,,72,,
6183.985152,2420.0,0.8060423742134891,5454.5408,,0.0,500.0,,4.4,25514.192896,3.4666666666666663,,,928289.0,,,0.032691522655581666,201735.397376,0.24300000000005184,386897.0,,2.166666666666667,1680687598.0,,,5.466666666666666,0.0,2.719744,,0.9960000000000093,1908.219904,,,0.0,,0.0027260120000391908,206,,,0.0,0.0,626.0,210.92619903355364,72,6485.127168,221453.0
,,,,0.031011474000024464,,,0.036758501000122124,,,,0.0001,134.0,,6.992431640625,,,,,,4320.0,,1680687598.0,0.0838964990000477,,,,,0.0002601399999093701,,,0.002521285000057105,0.010619086999895444,,0.0,,207,2.0,0.0,,,,,72,,
,,,,0.030117686000039612,,,0.03580795900006706,,,,0.0001,135.0,,7.1436767578125,,,,,,4352.0,,1680687598.0,0.08420335899972997,,,,,0.0002574099999037571,,,0.0025799729999107512,0.01278628199997911,,0.0,0.0026540489998296835,208,2.0,0.0,,,,,72,,
,,,,0.03013235599996733,,,0.03577264599994123,,,,0.0001,136.0,,7.1002197265625,,,,,,4384.0,,1680687598.0,0.08428258299954905,,,,,0.0002868550000130199,,,0.0026051169998027035,0.01276680299997679,,0.0,0.002718805999847973,209,2.0,0.0,,,,,72,,
,,,,0.030116528000007747,,,0.037314818999902855,,,,0.0001,137.0,,7.163818359375,,,,,,4416.0,,1680687599.0,0.0833107929995549,,,,,0.00027123199993184244,,,0.0025501819998225983,0.010434288999931596,,0.0,0.0026237429999582673,210,2.0,0.0,,,,,73,,
,,,,0.030144522000000507,,,0.035592386999951486,,,,0.0001,138.0,,7.1319580078125,,,,,,4448.0,,1680687599.0,0.08394183299992619,,,,,0.0002669870000318042,,,0.002655596000067817,0.01259308399994552,,0.0,0.002689256999929057,211,2.0,0.0,,,,,73,,
,,,,0.030169849999992948,,,0.03561597099997016,,,,0.0001,139.0,,6.8145751953125,,,,,,4480.0,,1680687599.0,0.08339250899985018,,,,,0.0002660539998942113,,,0.002562155000077837,0.012073636999957671,,0.0,0.0027048419999573525,212,2.0,0.0,,,,,73,,
,,,,0.02988874500010752,,,0.035679100999914226,,,,0.0001,140.0,,7.0555419921875,,,,,,4512.0,,1680687599.0,0.08341393999990032,,,,,0.00025677799999357376,,,0.0026321459999962826,0.012275485999907687,,0.0,0.0026816839999810327,213,2.0,0.0,,,,,73,,
6184.251392,2517.0,0.460128183983363,5454.544896,,0.0,520.0,,4.4,25514.45504,3.4666666666666663,,,934855.0,,,0.1389355343622863,201739.6736,0.25,391895.0,,2.166666666666667,1680687599.0,,,5.466666666666666,0.0,2.719744,,1.0320000000000107,1908.224,,,0.0,,0.0027232299999013776,214,,,0.0,0.0,627.0,217.76994131381068,73,6480.09728,229604.0
,,,,0.03027674300005856,,,0.036553763000028994,,,,0.0001,141.0,,7.2781982421875,,,,,,4544.0,,1680687599.0,0.0843568380000761,,,,,0.00026259099990966206,,,0.002635125000097105,0.011905386000080398,,0.0,,215,2.0,0.0,,,,,73,,
,,,,0.0309409809999579,,,0.036133465999910186,,,,0.0001,142.0,,7.08740234375,,,,,,4576.0,,1680687599.0,0.08418141899983311,,,,,0.0002964679999877262,,,0.002726136000092083,0.011368734999905428,,0.0,0.002715632999979789,216,2.0,0.0,,,,,73,,
,,,,0.03019627800017588,,,0.0364973949999694,,,,0.0001,143.0,,7.01904296875,,,,,,4608.0,,1680687599.0,0.08360370900027192,,,,,0.00026789000003191177,,,0.002535466000153974,0.011395843999935096,,0.0,0.0027108360000056564,217,2.0,0.0,,,,,73,,
,,,,0.03194783200001439,,,0.037743286000022636,,,,0.0001,144.0,,7.0869140625,,,,,,4640.0,,1680687600.0,0.08386810900015007,,,,,0.0002740059999268851,,,0.002706630000147925,0.008482024000159072,,0.0,0.0027143309998791665,218,2.0,0.0,,,,,74,,
,,,,0.030226233000121283,,,0.035247082000068986,,,,0.0001,145.0,,7.043701171875,,,,,,4672.0,,1680687600.0,0.08354786600034458,,,,,0.0002352890001020569,,,0.0025877989999116835,0.01249124700007087,,0.0,0.002760216000069704,219,2.0,0.0,,,,,74,,
,,,,0.03185729199981324,,,0.035729216999925484,,,,0.0001,146.0,,6.9244384765625,,,,,,4704.0,,1680687600.0,0.08347107899953699,,,,,0.00028277199999138247,,,0.002773896999997305,0.010228336999944077,,0.0,0.002599563999865495,220,2.0,0.0,,,,,74,,
6184.251392,2662.0,0.7145099530607859,5454.5408,0.032251648000055866,0.0,527.0,0.03580567099993459,4.4,25514.45504,3.4666666666666663,,,943065.0,,,0.02860530005812224,201708.76928,0.25300000000004275,398709.0,,2.166666666666667,1680687600.0,,,5.466666666666666,0.0,2.719744,0.00033012900007634016,1.068000000000012,1908.219904,,0.010731285000019852,0.0,,0.0026576729999305826,221,,,0.0,0.0,637.0,253.9068129267128,74,6511.435776,239106.0
,,,,,,,,,,,0.0001,147.0,,6.9727783203125,,,,,,4736.0,,1680687600.0,0.08443104000002677,,,,,,,,0.002654634000009537,,,0.0,,222,2.0,0.0,,,,,74,,
,,,,0.03165404900005342,,,0.03607623299990337,,,,0.0001,148.0,,7.0509033203125,,,,,,4768.0,,1680687600.0,0.08394806399974186,,,,,0.0002577029999883962,,,0.0026763379999010795,0.01061232500001097,,0.0,0.00267141599988463,223,2.0,0.0,,,,,74,,
,,,,0.03159125699994547,,,0.035959773999820754,,,,0.0001,149.0,,7.0296630859375,,,,,,4800.0,,1680687600.0,0.08378932100004022,,,,,0.00027840999996442406,,,0.0023395149999032583,0.010931499000207623,,0.0,0.0026888660001986864,224,2.0,0.0,,,,,74,,
,,,,0.03220908799994504,,,0.03601977000016632,,,,0.0001,150.0,,7.2271728515625,,,,,,4832.0,,1680687600.0,0.08416155700001582,,,,,0.00026149099994654534,,,0.0027278190000288305,0.010278964000008273,,0.0,0.0026644249999208114,225,2.0,0.0,,,,,74,,
,,,,0.03228695699999662,,,0.03580005699996036,,,,0.0001,151.0,,7.018310546875,,,,,,4864.0,,1680687601.0,0.08345758999985264,,,,,0.0002647750000051019,,,0.0024993229999381583,0.009959705000028407,,0.0,0.0026467729999239964,226,2.0,0.0,,,,,75,,
,,,,0.030601002000139488,,,0.036014166000086334,,,,0.0001,152.0,,7.2021484375,,,,,,4896.0,,1680687601.0,0.08331345000033252,,,,,0.00026359200001024874,,,0.0028110020000440272,0.010931689000017286,,0.0,0.002691999000035139,227,2.0,0.0,,,,,75,,
,,,,0.031570814000133396,,,0.03614093600003798,,,,0.0001,153.0,,7.1103515625,,,,,,4928.0,,1680687601.0,0.08438084200042795,,,,,0.000267050000047675,,,0.002625744000170016,0.011030140000002575,,0.0,0.002746158000036303,228,2.0,0.0,,,,,75,,
6184.275968,2781.0,0.5120985563905547,5454.544896,0.03199471900006756,0.0,538.0,0.03871101400000043,4.4,25514.45504,3.4666666666666663,,,949879.0,,,0.11851243574842633,201711.120384,0.25900000000001455,404080.0,,2.166666666666667,1680687601.0,,,5.466666666666666,0.0,2.719744,0.00026528700004746497,1.1039999999999992,1908.219904,,0.007319724000126371,0.0,,0.002626624999948035,229,,,0.0,0.0,674.0,246.32972597531366,75,6509.084672,247358.0
,,,,,,,,,,,0.0001,154.0,,7.1591796875,,,,,,4960.0,,1680687601.0,0.0836765850001484,,,,,,,,0.002759215999958542,,,0.0,,230,2.0,0.0,,,,,75,,
,,,,0.03124062300003061,,,0.035975311999891346,,,,0.0001,155.0,,6.992919921875,,,,,,4992.0,,1680687601.0,0.08360160899997027,,,,,0.00030547999995178543,,,0.0026891090001299744,0.010698972999989564,,0.0,0.002692111999976987,231,2.0,0.0,,,,,75,,
,,,,0.030855469000016456,,,0.03578846400000657,,,,0.0001,156.0,,6.85302734375,,,,,,5024.0,,1680687601.0,0.08418979199996102,,,,,0.00028942600010850583,,,0.0028357759999835253,0.011822295999991184,,0.0,0.0025983609998547763,232,2.0,0.0,,,,,75,,
,,,,0.030000999000094453,,,0.03573725499995817,,,,0.0001,157.0,,7.1737060546875,,,,,,5056.0,,1680687601.0,0.08375306099992486,,,,,0.00026071000002048095,,,0.002753091999920798,0.012317316999997274,,0.0,0.0026836879999336816,233,2.0,0.0,,,,,75,,
6184.280064,2820.0,0.4239702021324056,5457.170432,0.03076787399982095,0.0,543.0,0.0359795800000029,4.4,25514.45504,3.5333333333333337,,,955351.0,,,0.02042691529750948,201688.424448,0.26099999999996726,407732.0,,2.2,1680687602.0,,,5.566666666666666,0.0,2.719744,0.00026614199987307074,1.1240000000000094,1910.571008,,,0.0,,0.002774061000081929,234,,,0.0,0.0,707.0,168.0461280221714,76,6511.874048,252523.0
6184.280064,2820.0,0.04805238678872378,5457.276928,,0.0,544.0,,4.4,25514.45504,3.5333333333333337,,,955741.0,,,0.004084811890636194,201688.424448,0.26099999999996726,408323.0,,2.2,1680687603.0,,,5.566666666666666,0.0,2.719744,,1.1280000000000001,1910.571008,,,0.0,,,235,,,0.0,0.0,707.0,0.06880355033482974,77,6511.874048,252766.0
6184.280064,2820.0,0.025385008102705886,5457.276928,,0.0,551.0,,4.4,25514.45504,3.5333333333333337,,,956055.0,,,0.06537377755049675,201688.424448,0.26400000000001,408828.0,,2.2,1680687604.0,,,5.566666666666666,0.0,2.719744,,1.13600000000001,1910.571008,,,0.0,,,236,,,0.0,0.0,707.0,0.0061846530308028525,78,6511.874048,252927.0
6184.280064,2820.0,0.5468553897220335,5457.276928,,0.0,552.0,,4.4,25514.45504,3.5333333333333337,,,956372.0,,,0.0040874446689870645,201688.428544,0.26400000000001,409329.0,,2.2,1680687605.0,,,5.566666666666666,0.0,2.719744,,1.1400000000000006,1910.571008,,,0.0,,,237,,,0.0,0.0,707.0,0.03308275525920962,79,6511.869952,253100.0
6184.280064,2820.0,0.024682595536893004,5457.276928,,0.0,553.0,,4.4,25514.45504,3.5333333333333337,,,956641.0,,,0.004087156825768644,201688.45312,0.26499999999998636,409768.0,,2.2,1680687606.0,,,5.566666666666666,0.0,2.719744,,1.1440000000000055,1910.571008,,,0.0,,,238,,,0.0,0.0,707.0,0.006952956247419115,80,6511.865856,253257.0
6184.280064,2820.0,0.025046087107565278,5457.276928,,0.0,556.0,,4.4,25514.45504,3.4666666666666663,,,956899.0,,,0.06944923293350383,201688.457216,0.2659999999999627,410221.0,,2.166666666666667,1680687607.0,,,5.133333333333334,0.0,2.719744,,1.1480000000000103,1910.571008,,,0.0,,,239,,,0.0,0.0,707.0,0.007588030850176506,81,6511.849472,253392.0
6184.280064,2820.0,0.0252063972801121,5457.276928,,0.0,557.0,,4.4,25514.45504,3.4666666666666663,,,957392.0,,,0.004086660994536286,201688.461312,0.26700000000005275,410786.0,,2.166666666666667,1680687608.0,,,5.133333333333334,0.0,2.719744,,1.152000000000001,1910.571008,,,0.0,,,240,,,0.0,0.0,707.0,0.0074789088738028125,82,6511.849472,253565.0
6184.280064,2820.0,0.02452115812453843,5457.276928,,0.0,565.0,,4.4,25514.45504,3.4666666666666663,,,957689.0,,,0.049026357148482747,201688.4736,0.2680000000000291,411323.0,,2.166666666666667,1680687609.0,,,5.133333333333334,0.0,2.719744,,1.1640000000000015,1910.571008,,,0.0,,,241,,,0.0,0.0,707.0,0.00706190204101619,83,6511.845376,253687.0
