04_peers/peer_2_epoch_oos,03_hivemind/epoch_based_sps,03_hivemind/eta_next_epoch_s,04_peers/peer_2_samples_per_second,04_peers/peer_3_samples_accumulated,03_hivemind/global_samples_accumulated,03_hivemind/global_epoch,03_hivemind/per_epoch_training_samples,_timestamp,03_hivemind/reached_TBS,03_hivemind/overshot_TBS,03_hivemind/next_fetch_time_s,04_peers/peer_1_samples_per_second,04_peers/peer_3_samples_per_second,04_peers/peer_2_samples_accumulated,03_hivemind/actual_total_samples_per_second,03_hivemind/num_clients,03_hivemind/undershot_TBS,03_hivemind/num_peers,04_peers/peer_1_epoch,04_peers/peer_2_epoch,03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,_runtime,03_hivemind/epoch_s,04_peers/peer_3_epoch_oos,03_hivemind/total_training_samples,_step,04_peers/peer_3_epoch,04_peers/peer_1_epoch_oos,04_peers/peer_1_samples_accumulated
,,11661.0,,,128,0,,1681389457.0,,,10.0,,,,2.7989728402543395,0,,1,,,129,2.7989728402543395,50,,,,0,,,
,,4024.01,,,288,0,,1681389458.0,,,10.0,2.8,,,8.070971589155004,0,,1,0.0,,290,8.070971589155004,51,,,,1,,0.0,128.0
,,2281.64,,,416,0,,1681389459.0,,,10.0,8.07,,,14.176647130647648,0,,1,0.0,,422,14.176647130647648,52,,,,2,,0.0,288.0
,,1303.6,,,576,0,,1681389460.0,,,10.0,14.18,,,24.689294136292983,0,,1,0.0,,583,24.689294136292983,53,,,,3,,0.0,416.0
,,902.97,,,704,0,,1681389462.0,,,10.0,24.69,,,35.49324883379426,0,,1,0.0,,719,35.49324883379426,55,,,,4,,0.0,576.0
,,621.67,,,864,0,,1681389463.0,,,10.0,35.49,,,51.29761007144315,0,,1,0.0,,878,51.29761007144315,56,,,,5,,0.0,704.0
,,490.8,,,992,0,,1681389464.0,,,10.0,51.3,,,64.69094413498892,0,,1,0.0,,1018,64.69094413498892,57,,,,6,,0.0,864.0
,,392.3,,,1152,0,,1681389465.0,,,10.0,64.69,,,80.53888353843502,0,,1,0.0,,1173,80.53888353843502,58,,,,7,,0.0,992.0
,,341.62,,,1280,0,,1681389469.0,,,10.0,80.54,,,91.26863599803761,0,,1,0.0,,1589,91.26863599803761,62,,,,8,,0.0,1152.0
,,35.99,,,5632,0,,1681389471.0,,,10.0,91.27,,,745.8380366022521,0,,2,0.0,,5926,745.8380366022521,64,,,,9,,0.0,1280.0
0.0,,21.64,631.22,,7808,0,,1681389472.0,,,8.66,114.62,,3840.0,1133.9460207019702,0,,2,0.0,0.0,8229,1133.9460207019702,65,,,,10,,0.0,1792.0
0.0,,14.98,1017.13,,10080,0,,1681389473.0,,,7.49,116.81,,5888.0,1479.936809757573,0,,3,0.0,0.0,10600,1479.936809757573,66,,,,11,,0.0,1920.0
0.0,,13.26,1353.22,64.0,11904,0,,1681389474.0,,,6.63,118.53,8.18,7936.0,1526.9046963602932,0,,3,0.0,0.0,12517,1526.9046963602932,67,,0.0,,12,0.0,0.0,2080.0
0.0,,12.21,1376.56,224.0,13728,0,,1681389475.0,,,6.11,119.67,30.67,9472.0,1509.2027282866813,0,,3,0.0,0.0,14335,1509.2027282866813,68,,0.0,,13,0.0,0.0,2208.0
0.0,,11.31,1339.57,352.0,15552,0,,1681389476.0,,,5.65,120.37,49.26,11008.0,1467.5519201909538,0,,3,0.0,0.0,16174,1467.5519201909538,69,,0.0,,14,0.0,0.0,2368.0
0.0,,8.12,1276.23,512.0,17632,0,,1681389478.0,,,4.06,120.69,70.64,12544.0,1732.430958737928,0,,3,0.0,0.0,18706,1732.430958737928,71,,0.0,,15,0.0,0.0,2496.0
0.0,,7.03,1526.63,640.0,19968,0,,1681389479.0,,,3.52,120.92,84.88,14336.0,1732.9920182015912,0,,3,0.0,0.0,20583,1732.9920182015912,72,,0.0,,16,0.0,0.0,2656.0
0.0,,6.04,1513.48,800.0,21504,0,,1681389480.0,,,3.02,120.99,98.51,16384.0,1704.3337539472639,0,,3,0.0,0.0,22480,1704.3337539472639,73,,0.0,,17,0.0,0.0,2784.0
0.0,,4.64,1477.09,928.0,23872,0,,1681389481.0,,,2.32,120.94,106.3,17664.0,1756.0175856583467,0,,3,0.0,0.0,24614,1756.0175856583467,74,,0.0,,18,0.0,0.0,2912.0
0.0,,3.53,1522.24,1088.0,25984,0,,1681389482.0,,,1.77,121.01,112.77,19712.0,1734.0678590500281,0,,3,0.0,0.0,26641,1734.0678590500281,75,,0.0,,19,0.0,0.0,3072.0
0.0,,2.33,1496.06,1248.0,28032,0,,1681389484.0,,,1.17,121.06,116.94,21504.0,1737.1393178193198,0,,3,0.0,0.0,28718,1737.1393178193198,77,,0.0,,20,0.0,0.0,3232.0
0.0,,1.09,1497.04,1376.0,29888,0,,1681389485.0,,,0.54,121.1,118.99,23296.0,1758.739587178215,0,,3,0.0,0.0,30855,1758.739587178215,78,,0.0,,21,0.0,0.0,3360.0
0.0,,0.0,1516.85,1536.0,30144,0,,1681389486.0,,,0.5,121.01,120.88,24832.0,1759.5310293630844,0,,3,0.0,0.0,32939,1759.5310293630844,79,,0.0,,22,0.0,0.0,3520.0
0.0,,0.0,1516.85,1664.0,30272,0,,1681389487.0,,,0.5,121.0,121.68,24832.0,1760.0234562735159,0,,3,0.0,0.0,35032,1760.0234562735159,80,,0.0,,23,0.0,0.0,3648.0
0.0,,0.0,1516.85,1728.0,30272,0,,1681389488.0,,,0.5,121.0,122.17,24832.0,1760.0234562735159,0,,3,0.0,0.0,37113,1760.0234562735159,81,,0.0,,24,0.0,0.0,3712.0
0.0,,0.0,1516.85,1728.0,30272,0,,1681389492.0,,,0.5,121.0,122.17,24832.0,1760.0234562735159,0,,3,0.0,0.0,44482,1760.0234562735159,85,,0.0,,25,0.0,0.0,3712.0
0.0,,0.0,1516.85,1728.0,30272,0,,1681389494.0,,,0.5,121.0,122.17,24832.0,1760.0234562735159,0,,3,0.0,0.0,46573,1760.0234562735159,87,,0.0,,26,0.0,0.0,3712.0
0.0,,0.0,1516.85,1728.0,30272,0,,1681389495.0,,,0.5,121.0,122.17,24832.0,1760.0234562735159,0,,3,0.0,0.0,48660,1760.0234562735159,88,,0.0,,27,0.0,0.0,3712.0
0.0,,0.0,1516.85,1728.0,30272,0,,1681389496.0,,,0.5,121.0,122.17,24832.0,1760.0234562735159,0,,3,0.0,0.0,50759,1760.0234562735159,89,,0.0,,28,0.0,0.0,3712.0
0.0,,0.0,1516.85,1728.0,30272,0,,1681389497.0,,,0.5,121.0,122.17,24832.0,1760.0234562735159,0,,3,0.0,0.0,52837,1760.0234562735159,90,,0.0,,29,0.0,0.0,3712.0
0.0,,0.0,1516.85,1728.0,30272,0,,1681389498.0,,,0.5,121.0,122.17,24832.0,1760.0234562735159,0,,3,0.0,0.0,54928,1760.0234562735159,91,,0.0,,30,0.0,0.0,3712.0
0.0,,0.0,1516.85,1728.0,30272,0,,1681389500.0,,,0.5,121.0,122.17,24832.0,1760.0234562735159,0,,3,0.0,0.0,57030,1760.0234562735159,93,,0.0,,31,0.0,0.0,3712.0
0.0,,0.0,1516.85,1728.0,30272,0,,1681389501.0,,,0.5,121.0,122.17,24832.0,1760.0234562735159,0,,3,0.0,0.0,59112,1760.0234562735159,94,,0.0,,32,0.0,0.0,3712.0
0.0,,0.0,1516.85,1728.0,30272,0,,1681389502.0,,,0.5,121.0,122.17,24832.0,1760.0234562735159,0,,3,0.0,0.0,61188,1760.0234562735159,95,,0.0,,33,0.0,0.0,3712.0
0.0,,0.0,1516.85,1728.0,30272,0,,1681389503.0,,,0.5,121.0,122.17,24832.0,1760.0234562735159,0,,3,0.0,0.0,63271,1760.0234562735159,96,,0.0,,34,0.0,0.0,3712.0
0.0,,0.0,1516.85,1728.0,30272,0,,1681389504.0,,,0.5,121.0,122.17,24832.0,1760.0234562735159,0,,3,0.0,0.0,65359,1760.0234562735159,97,,0.0,,35,0.0,0.0,3712.0
0.0,,0.0,1516.85,1728.0,30272,0,,1681389506.0,,,0.5,121.0,122.17,24832.0,1760.0234562735159,0,,3,0.0,0.0,67448,1760.0234562735159,99,,0.0,,36,0.0,0.0,3712.0
0.0,,0.0,1516.85,1728.0,30272,0,,1681389507.0,,,0.5,121.0,122.17,24832.0,1760.0234562735159,0,,3,0.0,0.0,69532,1760.0234562735159,100,,0.0,,37,0.0,0.0,3712.0
0.0,,0.0,1516.85,1728.0,30272,0,,1681389508.0,,,0.5,121.0,122.17,24832.0,1760.0234562735159,0,,3,0.0,0.0,71621,1760.0234562735159,101,,0.0,,38,0.0,0.0,3712.0
0.0,,0.0,1516.85,1728.0,30272,0,,1681389509.0,,,0.5,121.0,122.17,24832.0,1760.0234562735159,0,,3,0.0,0.0,73710,1760.0234562735159,102,,0.0,,39,0.0,0.0,3712.0
0.0,,0.0,1516.85,1728.0,30272,0,,1681389510.0,,,0.5,121.0,122.17,24832.0,1760.0234562735159,0,,3,0.0,0.0,75786,1760.0234562735159,103,,0.0,,40,0.0,0.0,3712.0
0.0,,0.0,1516.85,1728.0,30272,0,,1681389511.0,,,0.5,121.0,122.17,24832.0,1760.0234562735159,0,,3,0.0,0.0,77864,1760.0234562735159,104,,0.0,,41,0.0,0.0,3712.0
0.0,,0.0,1516.85,1728.0,30272,0,,1681389513.0,,,0.5,121.0,122.17,24832.0,1760.0234562735159,0,,3,0.0,0.0,79960,1760.0234562735159,106,,0.0,,42,0.0,0.0,3712.0
0.0,,0.0,1516.85,1728.0,30528,0,,1681389514.0,,,0.5,121.0,122.17,24832.0,326.828698979259,0,,3,0.0,0.0,37345,326.828698979259,107,,0.0,,43,0.0,0.0,3712.0
0.0,,0.0,83.66,1728.0,30528,0,,1681389515.0,,,0.5,121.0,122.17,25088.0,326.828698979259,0,,3,0.0,0.0,37735,326.828698979259,108,,0.0,,44,0.0,0.0,3712.0
0.0,,0.0,83.66,1728.0,30528,0,,1681389516.0,,,0.5,121.0,122.17,25088.0,326.828698979259,0,,3,0.0,0.0,38123,326.828698979259,109,,0.0,,45,0.0,0.0,3712.0
0.0,,0.0,83.66,1728.0,30528,0,,1681389517.0,,,0.5,121.0,122.17,25088.0,326.828698979259,0,,3,0.0,0.0,38512,326.828698979259,110,,0.0,,46,0.0,0.0,3712.0
0.0,,0.0,83.66,1728.0,30528,0,,1681389519.0,,,0.5,121.0,122.17,25088.0,326.828698979259,0,,3,0.0,0.0,38898,326.828698979259,112,,0.0,,47,0.0,0.0,3712.0
0.0,,0.0,83.66,1728.0,30528,0,,1681389520.0,,,0.5,121.0,122.17,25088.0,326.828698979259,0,,3,0.0,0.0,39286,326.828698979259,113,,0.0,,48,0.0,0.0,3712.0
0.0,,0.0,83.66,1728.0,30528,0,,1681389521.0,,,0.5,121.0,122.17,25088.0,326.828698979259,0,,3,0.0,0.0,39673,326.828698979259,114,,0.0,,49,0.0,0.0,3712.0
0.0,,0.0,83.66,1728.0,30528,0,,1681389522.0,,,0.5,121.0,122.17,25088.0,326.828698979259,0,,3,0.0,0.0,40062,326.828698979259,115,,0.0,,50,0.0,0.0,3712.0
0.0,,0.0,83.66,1728.0,30528,0,,1681389523.0,,,0.5,121.0,122.17,25088.0,326.828698979259,0,,3,0.0,0.0,40450,326.828698979259,116,,0.0,,51,0.0,0.0,3712.0
0.0,,0.0,83.66,1728.0,30528,0,,1681389525.0,,,0.5,121.0,122.17,25088.0,326.828698979259,0,,3,0.0,0.0,40839,326.828698979259,118,,0.0,,52,0.0,0.0,3712.0
0.0,,0.0,83.66,1728.0,30528,0,,1681389526.0,,,0.5,121.0,122.17,25088.0,326.828698979259,0,,3,0.0,0.0,41224,326.828698979259,119,,0.0,,53,0.0,0.0,3712.0
0.0,,0.0,83.66,1728.0,30528,0,,1681389527.0,,,0.5,121.0,122.17,25088.0,326.828698979259,0,,3,0.0,0.0,41612,326.828698979259,120,,0.0,,54,0.0,0.0,3712.0
0.0,,0.0,83.66,1728.0,30528,0,,1681389528.0,,,0.5,121.0,122.17,25088.0,326.828698979259,0,,3,0.0,0.0,42000,326.828698979259,121,,0.0,,55,0.0,0.0,3712.0
0.0,,0.0,83.66,1728.0,30528,0,,1681389529.0,,,0.5,121.0,122.17,25088.0,326.828698979259,0,,3,0.0,0.0,42388,326.828698979259,122,,0.0,,56,0.0,0.0,3712.0
0.0,,0.0,83.66,1728.0,30528,0,,1681389530.0,,,0.5,121.0,122.17,25088.0,326.828698979259,0,,3,0.0,0.0,42776,326.828698979259,123,,0.0,,57,0.0,0.0,3712.0
0.0,,0.0,83.66,1728.0,30528,0,,1681389532.0,,,0.5,121.0,122.17,25088.0,326.828698979259,0,,3,0.0,0.0,43164,326.828698979259,125,,0.0,,58,0.0,0.0,3712.0
0.0,,0.0,83.66,1728.0,30528,0,,1681389534.0,,,0.5,121.0,122.17,25088.0,326.828698979259,0,,3,0.0,0.0,44090,326.828698979259,127,,0.0,,59,0.0,0.0,3712.0
0.0,,0.0,83.66,1728.0,30528,0,,1681389536.0,,,0.5,121.0,122.17,25088.0,326.828698979259,0,,3,0.0,0.0,44477,326.828698979259,129,,0.0,,60,0.0,0.0,3712.0
0.0,,0.0,83.66,1728.0,30528,0,,1681389537.0,,,0.5,121.0,122.17,25088.0,326.828698979259,0,,3,0.0,0.0,44863,326.828698979259,130,,0.0,,61,0.0,0.0,3712.0
0.0,,0.0,83.66,1728.0,30528,0,,1681389538.0,,,0.5,121.0,122.17,25088.0,326.828698979259,0,,3,0.0,0.0,45252,326.828698979259,131,,0.0,,62,0.0,0.0,3712.0
0.0,,0.0,83.66,1728.0,30528,0,,1681389539.0,,,0.5,121.0,122.17,25088.0,326.828698979259,0,,3,0.0,0.0,45638,326.828698979259,132,,0.0,,63,0.0,0.0,3712.0
0.0,,0.0,83.66,1728.0,30528,0,,1681389540.0,,,0.5,121.0,122.17,25088.0,326.828698979259,0,,3,0.0,0.0,46026,326.828698979259,133,,0.0,,64,0.0,0.0,3712.0
0.0,,0.0,83.66,1728.0,30528,0,,1681389542.0,,,0.5,121.0,122.17,25088.0,326.828698979259,0,,3,0.0,0.0,46412,326.828698979259,135,,0.0,,65,0.0,0.0,3712.0
0.0,,0.0,83.66,1728.0,30528,0,,1681389543.0,,,0.5,121.0,122.17,25088.0,326.828698979259,0,,3,0.0,0.0,46798,326.828698979259,136,,0.0,,66,0.0,0.0,3712.0
0.0,,0.0,83.66,1728.0,30528,0,,1681389544.0,,,0.5,121.0,122.17,25088.0,326.828698979259,0,,3,0.0,0.0,47188,326.828698979259,137,,0.0,,67,0.0,0.0,3712.0
0.0,,0.0,83.66,1728.0,30528,0,,1681389545.0,,,0.5,121.0,122.17,25088.0,326.828698979259,0,,3,0.0,0.0,47574,326.828698979259,138,,0.0,,68,0.0,0.0,3712.0
0.0,,0.0,83.66,1728.0,30528,0,,1681389546.0,,,0.5,121.0,122.17,25088.0,326.828698979259,0,,3,0.0,0.0,47960,326.828698979259,139,,0.0,,69,0.0,0.0,3712.0
0.0,,0.0,83.66,1728.0,30528,0,,1681389547.0,,,0.5,121.0,122.17,25088.0,326.828698979259,0,,3,0.0,0.0,48346,326.828698979259,140,,0.0,,70,0.0,0.0,3712.0
0.0,,0.0,83.66,1728.0,30528,0,,1681389549.0,,,0.5,121.0,122.17,25088.0,326.828698979259,0,,3,0.0,0.0,48733,326.828698979259,142,,0.0,,71,0.0,0.0,3712.0
0.0,,0.0,83.66,1728.0,30528,0,,1681389550.0,,,0.5,121.0,122.17,25088.0,326.828698979259,0,,3,0.0,0.0,49120,326.828698979259,143,,0.0,,72,0.0,0.0,3712.0
0.0,,0.0,83.66,1728.0,30528,0,,1681389551.0,,,0.5,121.0,122.17,25088.0,326.828698979259,0,,3,0.0,0.0,49505,326.828698979259,144,,0.0,,73,0.0,0.0,3712.0
0.0,,0.0,83.66,1728.0,30528,0,,1681389552.0,,,0.5,121.0,122.17,25088.0,326.828698979259,0,,3,0.0,0.0,49891,326.828698979259,145,,0.0,,74,0.0,0.0,3712.0
0.0,,0.0,83.66,1728.0,30528,0,,1681389553.0,,,0.5,121.0,122.17,25088.0,326.828698979259,0,,3,0.0,0.0,50279,326.828698979259,146,,0.0,,75,0.0,0.0,3712.0
0.0,,0.0,83.66,1728.0,30528,0,,1681389555.0,,,0.5,121.0,122.17,25088.0,326.828698979259,0,,3,0.0,0.0,50667,326.828698979259,148,,0.0,,76,0.0,0.0,3712.0
0.0,,0.0,83.66,1728.0,30528,0,,1681389556.0,,,0.5,121.0,122.17,25088.0,326.828698979259,0,,3,0.0,0.0,51054,326.828698979259,149,,0.0,,77,0.0,0.0,3712.0
0.0,,0.0,83.66,1728.0,30528,0,,1681389557.0,,,0.5,121.0,122.17,25088.0,326.828698979259,0,,3,0.0,0.0,51442,326.828698979259,150,,0.0,,78,0.0,0.0,3712.0
0.0,,0.0,83.66,1728.0,30528,0,,1681389558.0,,,0.5,121.0,122.17,25088.0,326.828698979259,0,,3,0.0,0.0,51829,326.828698979259,151,,0.0,,79,0.0,0.0,3712.0
0.0,,0.0,83.66,1728.0,30528,0,,1681389559.0,,,0.5,121.0,122.17,25088.0,326.828698979259,0,,3,0.0,0.0,52216,326.828698979259,152,,0.0,,80,0.0,0.0,3712.0
0.0,,0.0,83.66,1728.0,30528,0,,1681389561.0,,,0.5,121.0,122.17,25088.0,326.828698979259,0,,3,0.0,0.0,52605,326.828698979259,154,,0.0,,81,0.0,0.0,3712.0
0.0,,0.0,83.66,1728.0,30528,0,,1681389562.0,,,0.5,121.0,122.17,25088.0,326.828698979259,0,,3,0.0,0.0,52992,326.828698979259,155,,0.0,,82,0.0,0.0,3712.0
0.0,,0.0,83.66,1728.0,30528,0,,1681389563.0,,,0.5,121.0,122.17,25088.0,326.828698979259,0,,3,0.0,0.0,53379,326.828698979259,156,,0.0,,83,0.0,0.0,3712.0
0.0,,0.0,83.66,1728.0,30528,0,,1681389564.0,,,0.5,121.0,122.17,25088.0,326.828698979259,0,,3,0.0,0.0,53766,326.828698979259,157,,0.0,,84,0.0,0.0,3712.0
0.0,,0.0,83.66,1728.0,30528,0,,1681389565.0,,,0.5,121.0,122.17,25088.0,326.828698979259,0,,3,0.0,0.0,54153,326.828698979259,158,,0.0,,85,0.0,0.0,3712.0
0.0,,0.0,83.66,1728.0,30528,0,,1681389566.0,,,0.5,121.0,122.17,25088.0,326.828698979259,0,,3,0.0,0.0,54546,326.828698979259,159,,0.0,,86,0.0,0.0,3712.0
0.0,,0.0,83.66,1728.0,30528,0,,1681389568.0,,,0.5,121.0,122.17,25088.0,326.828698979259,0,,3,0.0,0.0,54933,326.828698979259,161,,0.0,,87,0.0,0.0,3712.0
0.0,,0.0,83.66,1728.0,30528,0,,1681389569.0,,,0.5,121.0,122.17,25088.0,326.828698979259,0,,3,0.0,0.0,55320,326.828698979259,162,,0.0,,88,0.0,0.0,3712.0
0.0,,0.0,83.66,1728.0,30528,0,,1681389570.0,,,0.5,121.0,122.17,25088.0,326.828698979259,0,,3,0.0,0.0,55708,326.828698979259,163,,0.0,,89,0.0,0.0,3712.0
0.0,,0.0,83.66,1728.0,30528,0,,1681389571.0,,,0.5,121.0,122.17,25088.0,326.828698979259,0,,3,0.0,0.0,56095,326.828698979259,164,,0.0,,90,0.0,0.0,3712.0
