01_general/step,01_general/minibatch_loss,process/voluntary_proc_ctx_switches,01_general/locally_processed_samples,bandwidth/net_sent_sys_bandwidth_Mbits,_step,memory/available_memory_sys_MB,disk/counter/disk_read_sys_count,cpu/interrupts/ctx_switches_count,process/memory/data_resident_set_proc_MB,02_timing/step_time_s,01_general/step_based_sps,memory/used_memory_sys_percent,cpu/interrupts/interrupts_count,process/memory/lib_memory_proc_MB,_timestamp,disk/time/disk_read_time_sys_s,disk/time/disk_write_time_sys_s,process/memory/resident_set_size_proc_MB,process/memory/virtual_memory_size_proc_MB,cpu/logical_core_count,02_timing/backward_time_s,disk/time/disk_busy_time_sys_s,disk/counter/disk_write_sys_count,process/memory/shared_memory_proc_MB,01_general/lr,cpu/interrupts/soft_interrupts_count,process/involuntary_proc_ctx_switches,process/memory/text_resident_set_proc_MB,cpu/load/avg_sys_load_fifteen_min_percent,bandwidth/disk_read_sys_bandwidth_MBs,bandwidth/disk_write_sys_bandwidth_MBs,cpu/load/avg_sys_load_five_min_percent,_runtime,02_timing/dataload_time_s,02_timing/opt_step_time_s,memory/used_memory_sys_MB,memory/total_memory_sys_MB,process/memory/dirty_pages_proc_count,bandwidth/net_recv_sys_bandwidth_Mbits,02_timing/forward_time_s,02_timing/loss_calc_time_s,01_general/dataset_iteration_count,02_timing/dataload_cuda_move_time_s,cpu/load/avg_sys_load_one_min_percent
1193.0,12.798457145690918,,38208.0,,1339,,,,,0.06880880100106879,465.0567882951914,,,,1680630580.0,,,,,,0.04902740199941036,,,,0.0001,,,,,,,,145,0.0009663410000939621,1.8240007193526253e-06,,,,,0.018053167999823927,0.0005354269997042138,0.0,0.000224639001316973,
1194.0,12.567851066589355,,38240.0,,1340,,,,,0.06853568500264373,466.91004837502703,,,,1680630580.0,,,,,,0.048832964999746764,,,,0.0001,,,,,,,,145,0.0009266150009352714,2.120999852195382e-06,,,,,0.017980611000893987,0.0006315850005194079,0.0,0.00016178800069610588,
1195.0,12.69435977935791,,38272.0,,1341,,,,,0.06987839099747362,457.9384204933529,,,,1680630581.0,,,,,,0.04896496699984709,,,,0.0001,,,,,,,,146,0.0010605519983073464,1.5260011423379183e-06,,,,,0.01908654599901638,0.0005279350007185712,0.0,0.00023686499844188802,
1196.0,12.717141151428223,,38304.0,,1342,,,,,0.06869532299788261,465.82501695182845,,,,1680630581.0,,,,,,0.04931006500009971,,,,0.0001,,,,,,,,146,0.0008748019990889588,1.5879995771683753e-06,,,,,0.017843192999862367,0.0004988139990018681,0.0,0.00016686100025253836,
1197.0,12.800406455993652,,38336.0,,1343,,,,,0.06961965999835229,459.64027978242575,,,,1680630581.0,,,,,,0.04903281400038395,,,,0.0001,,,,,,,,146,0.000974828999460442,1.8069986253976822e-06,,,,,0.018851945000278647,0.0005812170002172934,0.0,0.00017704799938655924,
1198.0,12.703125,,38368.0,,1344,,,,,0.06927947099939047,461.89729133875085,,,,1680630581.0,,,,,,0.04835602300045139,,,,0.0001,,,,,,,,146,0.0009452129997953307,2.0429997675819322e-06,,,,,0.01911146199927316,0.0006802469997637672,0.0,0.0001844830003392417,
,,14427.0,,0.10918809375555487,1345,204801.855488,0.0,1109910.0,0.0,,,3.0,824126.0,5233.770496,1680630581.0,0.0,0.6970000000000027,3340.06272,27782.836224,,,6.072000000000003,1803.0,651.329536,,797124.0,11103.0,2.719744,5.766666666666667,0.0,0.040871694692657286,5.9,146,,,4510.547968,,0.0,50.44555390065664,0.02013451399943733,0.000610917999438243,,0.00016209099885600153,6.266666666666667
1199.0,12.56788444519043,,38400.0,,1346,,,,,0.07040871599747334,454.4891857017864,,,,1680630581.0,,,,,,0.048537435999605805,,,,0.0001,,,,,,,,146,0.0009621389999665553,1.618000169401057e-06,,,,,,,0.0,,
1200.0,12.72139835357666,,38432.0,,1347,,,,,0.06907882899940887,463.23888901292514,,,,1680630581.0,,,,,,0.04894065500047873,,,,0.0001,,,,,,,,146,0.0009077419999812264,1.6279991541523486e-06,,,,,0.018502942000850453,0.0005667449986503925,0.0,0.00015911700029391795,
1201.0,12.53620433807373,,38464.0,,1348,,,,,0.0689656759986974,463.9989318832226,,,,1680630581.0,,,,,,0.04907876600009331,,,,0.0001,,,,,,,,146,0.0010336909999750787,1.6129997675307095e-06,,,,,0.01813024500006577,0.0005504870005097473,0.0,0.00017087399828596972,
1202.0,12.705825805664062,,38496.0,,1349,,,,,0.06962442199983343,459.6088424271092,,,,1680630581.0,,,,,,0.04961528300009377,,,,0.0001,,,,,,,,146,0.0009050199987541419,1.4590004866477102e-06,,,,,0.018377205000433605,0.0005542510007217061,0.0,0.000171203999343561,
1203.0,12.753954887390137,,38528.0,,1350,,,,,0.06912404800095828,462.93585120414787,,,,1680630581.0,,,,,,0.0482447049998882,,,,0.0001,,,,,,,,146,0.00104845399982878,1.513000825070776e-06,,,,,0.018921888000477338,0.000663306000205921,0.0,0.00024418199973297305,
1204.0,12.661951065063477,,38560.0,,1351,,,,,0.06960506799987343,459.7366387180053,,,,1680630582.0,,,,,,0.050079433000064455,,,,0.0001,,,,,,,,147,0.0009456250008952338,1.434000296285376e-06,,,,,0.017907661000208464,0.0005207169997447636,0.0,0.00015019799866422545,
1205.0,12.657020568847656,,38592.0,,1352,,,,,0.06891358099528588,464.3496904070186,,,,1680630582.0,,,,,,0.04961799499869812,,,,0.0001,,,,,,,,147,0.0008956450001278426,1.4879988157190382e-06,,,,,0.01774294999995618,0.0005035139984101988,0.0,0.00015198899927781895,
1206.0,12.734230041503906,,38624.0,,1353,,,,,0.0688947900034691,464.47634136614226,,,,1680630582.0,,,,,,0.0491991170001711,,,,0.0001,,,,,,,,147,0.0007855969997763168,1.7590009520063177e-06,,,,,0.018158865001169033,0.0005966429998807143,0.0,0.00015280900151992682,
1207.0,12.712376594543457,,38656.0,,1354,,,,,0.07006355399971653,456.72818709895114,,,,1680630582.0,,,,,,0.048955063000903465,,,,0.0001,,,,,,,,147,0.001049775999490521,1.4689994713990018e-06,,,,,0.019301095000628266,0.0005889149997528875,0.0,0.00016723599946999457,
,,14535.0,,0.16716631084462757,1355,204806.176768,0.0,1116067.0,0.0,,,3.0,831570.0,5233.770496,1680630582.0,0.0,0.7030000000000314,3340.06272,27782.836224,,0.049140466000608285,6.1200000000000045,1819.0,651.329536,,805468.0,11162.0,2.719744,5.766666666666667,0.0,0.14305048901080628,5.9,147,,1.4439992810366675e-06,4506.07104,,0.0,66.13912218050125,0.01779693200114707,0.0005231140003161272,,0.00015175399857980665,6.266666666666667
1208.0,12.480147361755371,,38688.0,,1356,,,,,0.06839323400163266,467.8825393639977,,,,1680630582.0,,,,,,,,,,0.0001,,,,,,,,147,0.000779524001700338,,,,,,,,0.0,,
1209.0,12.82852554321289,,38720.0,,1357,,,,,0.06938040799832379,461.2253073053867,,,,1680630582.0,,,,,,0.04880891199900361,,,,0.0001,,,,,,,,147,0.0006903329995111562,1.606000296305865e-06,,,,,0.01921371999924304,0.000514260998897953,0.0,0.00015157600137172267,
1210.0,12.661770820617676,,38752.0,,1358,,,,,0.0687823100015521,465.235901488012,,,,1680630582.0,,,,,,0.049264572000538465,,,,0.0001,,,,,,,,147,0.0007375700006377883,1.6459998732898384e-06,,,,,0.01806237799974042,0.0005707380005333107,0.0,0.00014540600022883154,
1211.0,12.689288139343262,,38784.0,,1359,,,,,0.06920820199775335,462.3729424590281,,,,1680630582.0,,,,,,0.04997542599994631,,,,0.0001,,,,,,,,147,0.0008382899995922344,2.2069998522056267e-06,,,,,0.01774106499942718,0.0004997169999114703,0.0,0.00015149699902394786,
1212.0,12.653718948364258,,38816.0,,1360,,,,,0.06894619100057753,464.13006339584376,,,,1680630582.0,,,,,,0.04897070399965742,,,,0.0001,,,,,,,,147,0.0008005239997146418,1.5280002116924152e-06,,,,,0.01841226200122037,0.0006048010000085924,0.0,0.00015637199976481497,
1213.0,12.67380142211914,,38848.0,,1361,,,,,0.0684980429996358,467.1666313177756,,,,1680630583.0,,,,,,0.04925869299950136,,,,0.0001,,,,,,,,148,0.0008908929994504433,1.618000169401057e-06,,,,,0.01771256599931803,0.0004918450013065012,0.0,0.00014242799989006016,
1214.0,12.644577980041504,,38880.0,,1362,,,,,0.0694829000003665,460.54496861574876,,,,1680630583.0,,,,,,0.050205070998345036,,,,0.0001,,,,,,,,148,0.0008350600000994746,1.6080011846497655e-06,,,,,0.01770307600054366,0.0005678750003426103,0.0,0.00017020999985106755,
1215.0,12.668749809265137,,38912.0,,1363,,,,,0.06987536399901728,457.958258370576,,,,1680630583.0,,,,,,0.04757426799915265,,,,0.0001,,,,,,,,148,0.0019102859987469856,1.8869995983550325e-06,,,,,0.019537412999852677,0.0006819800000812393,0.0,0.0001695300015853718,
1216.0,12.705422401428223,,38944.0,,1364,,,,,0.06947510700047133,460.5966277933607,,,,1680630583.0,,,,,,0.0496102390006854,,,,0.0001,,,,,,,,148,0.0008162119993357919,1.6600006347289309e-06,,,,,0.01833806800095772,0.0005552329985221149,0.0,0.00015369500033557415,
,,14634.0,,0.1365847391343949,1365,204803.432448,0.0,1122243.0,0.0,,,3.0,838552.0,5233.770496,1680630583.0,0.0,0.7090000000000032,3340.06272,27782.836224,,0.04902648800089082,6.168000000000006,1832.0,651.329536,,812872.0,11213.0,2.719744,5.766666666666667,0.0,0.10626627979909467,5.9,148,,1.720000000204891e-06,4508.83584,,0.0,60.66580023681625,0.018589751000035903,0.0005300159991747933,,0.0001478789999964647,6.266666666666667
1217.0,12.774054527282715,,38976.0,,1366,,,,,0.06926255200050946,462.01012055929766,,,,1680630583.0,,,,,,,,,,0.0001,,,,,,,,148,0.0009666980004112702,,,,,,,,0.0,,
1218.0,12.571004867553711,,39008.0,,1367,,,,,0.0689806350019353,463.89830999819327,,,,1680630583.0,,,,,,0.04933745000016643,,,,0.0001,,,,,,,,148,0.0008304980001412332,1.5810001059435308e-06,,,,,0.01813025500086951,0.000532177000422962,0.0,0.00014867400022922084,
1219.0,12.5153169631958,,39040.0,,1368,,,,,0.06942365300164965,460.93800335225245,,,,1680630583.0,,,,,,0.0495816790007666,,,,0.0001,,,,,,,,148,0.001056344000971876,1.6579997463850304e-06,,,,,0.018090216999553377,0.0005408070010162191,0.0,0.00015294799959519878,
1220.0,12.696231842041016,,39072.0,,1369,,,,,0.06870029399942723,465.79131088240746,,,,1680630583.0,,,,,,0.04831312699934642,,,,0.0001,,,,,,,,148,0.0008625640002719592,1.67500002135057e-06,,,,,0.018698312000196893,0.000660637000692077,0.0,0.00016397899889852852,
1221.0,12.801011085510254,,39104.0,,1370,,,,,0.0697292600016226,458.9178201411482,,,,1680630583.0,,,,,,0.04957466399901023,,,,0.0001,,,,,,,,148,0.0010305520008841995,1.6780013538664207e-06,,,,,0.01837998000155494,0.0005511269991984591,0.0,0.00019125899962091353,
1222.0,12.572571754455566,,39136.0,,1371,,,,,0.0688439230016229,464.81953097364374,,,,1680630584.0,,,,,,0.0490025830004015,,,,0.0001,,,,,,,,149,0.0007975799999258015,1.5559999155811965e-06,,,,,0.018361922000622144,0.000525866000316455,0.0,0.00015441600044141524,
1223.0,12.601662635803223,,39168.0,,1372,,,,,0.06930722799916111,461.71230510600316,,,,1680630584.0,,,,,,0.04907535799975449,,,,0.0001,,,,,,,,149,0.0008995339994726237,1.844000507844612e-06,,,,,0.018556417999207042,0.0006108449997554999,0.0,0.0001632290004636161,
1224.0,12.471354484558105,,39200.0,,1373,,,,,0.06909598300080688,463.12388376653263,,,,1680630584.0,,,,,,0.04873560600026394,,,,0.0001,,,,,,,,149,0.0008656950012664311,1.739001163514331e-06,,,,,0.018654363999303314,0.0006849109995528124,0.0,0.00015366799925686792,
1225.0,12.643988609313965,,39232.0,,1374,,,,,0.06867460899957223,465.96552155396074,,,,1680630584.0,,,,,,0.048514762998820515,,,,0.0001,,,,,,,,149,0.0009779100000741892,1.5530004020547494e-06,,,,,0.018444499000906944,0.000572730999920168,0.0,0.00016315299944835715,
1226.0,12.753605842590332,,39264.0,,1375,,,,,0.06926736300010816,461.97803141358264,,,,1680630584.0,,,,,,0.04982798200035177,,,,0.0001,,,,,,,,149,0.0006066480000299634,1.6530011635040864e-06,,,,,0.01815945100133831,0.0005198209983063862,0.0,0.00015180799891822971,
,,14738.0,,0.11811669154354111,1376,204804.624384,0.0,1128629.0,0.0,,,3.0,844800.0,5233.770496,1680630584.0,0.0,0.7139999999999986,3340.06272,27782.836224,,,6.20799999999997,1843.0,651.329536,,818712.0,11246.0,2.719744,5.766666666666667,0.0,0.04495730260901805,5.9,149,,,4508.028928,,0.0,55.90205895210548,0.018255630999192363,0.0005691169990313938,,0.00015944499864417594,6.266666666666667
1227.0,12.679291725158691,,39296.0,,1377,,,,,0.06889535499794874,464.4725323057375,,,,1680630584.0,,,,,,0.04897917400012375,,,,0.0001,,,,,,,,149,0.0009300920009991387,1.8959999579237774e-06,,,,,,,0.0,,
1228.0,12.698081016540527,,39328.0,,1378,,,,,0.06916693700077303,462.6487941723133,,,,1680630584.0,,,,,,0.04944941400026437,,,,0.0001,,,,,,,,149,0.0007707640015723882,1.7620004655327648e-06,,,,,0.018192503999671317,0.000593165999816847,0.0,0.00015932699898257852,
1229.0,12.595369338989258,,39360.0,,1379,,,,,0.06915151100110961,462.75199972834326,,,,1680630584.0,,,,,,0.04852793900136021,,,,0.0001,,,,,,,,149,0.0010511999989830656,1.4050001482246444e-06,,,,,0.01874316100111173,0.0006599489988730056,0.0,0.00016785700063337572,
1230.0,12.5714111328125,,39392.0,,1380,,,,,0.06869302700033586,465.8405866994847,,,,1680630584.0,,,,,,0.04960785399998713,,,,0.0001,,,,,,,,149,0.0007916360009403434,1.4429988368647173e-06,,,,,0.017623060000914847,0.0005243589985184371,0.0,0.00014467500113823917,
1231.0,12.781933784484863,,39424.0,,1381,,,,,0.06961655799932487,459.6607605953505,,,,1680630585.0,,,,,,0.050293091000639834,,,,0.0001,,,,,,,,150,0.0009053789999597939,1.5459991118405014e-06,,,,,0.017741048999596387,0.0005264310002530692,0.0,0.00014906199976394419,
1232.0,12.606670379638672,,39456.0,,1382,,,,,0.06872101999761071,465.6508299951394,,,,1680630585.0,,,,,,0.048270290999425924,,,,0.0001,,,,,,,,150,0.000713466999513912,2.02999945031479e-06,,,,,0.0188890569988871,0.0006821580009273021,0.0,0.000164016999406158,
1233.0,12.7418794631958,,39488.0,,1383,,,,,0.06957924500056833,459.9072611342451,,,,1680630585.0,,,,,,0.049924361001103534,,,,0.0001,,,,,,,,150,0.0007801629999448778,2.0170009520370513e-06,,,,,0.018120704999091686,0.0005834029998368351,0.0,0.0001685959996393649,
1234.0,12.636914253234863,,39520.0,,1384,,,,,0.06875904799926502,465.3932963170469,,,,1680630585.0,,,,,,0.04927503399994748,,,,0.0001,,,,,,,,150,0.0005633450000459561,1.6009998944355175e-06,,,,,0.018195132999608177,0.0005685819996870123,0.0,0.00015535300008195918,
1235.0,12.783437728881836,,39552.0,,1385,,,,,0.06867711700033396,465.9485050871368,,,,1680630585.0,,,,,,0.049560903000383405,,,,0.0001,,,,,,,,150,0.0008027849999052705,1.606000296305865e-06,,,,,0.017651246000241372,0.0005107430006319191,0.0,0.0001498339988756925,
,,14830.0,,0.8346051924202855,1386,204801.400832,0.0,1134161.0,0.0,,,3.0,849791.0,5233.770496,1680630585.0,0.0,0.7180000000000177,3340.06272,27782.836224,,,6.2520000000000095,1853.0,651.329536,,823184.0,11315.0,2.719744,5.766666666666667,0.0,0.04087171414705309,5.933333333333334,150,,,4510.613504,,0.0,41.178451566328405,0.01753491700037557,0.0005083609994471772,,0.00014434599870583043,6.3
1236.0,12.641218185424805,,39584.0,,1387,,,,,0.06925998399856326,462.02725083886554,,,,1680630585.0,,,,,,0.050358582999251666,,,,0.0001,,,,,,,,150,0.0007122380011423957,1.538999640615657e-06,,,,,,,0.0,,
1237.0,12.660579681396484,,39616.0,,1388,,,,,0.06921325199800776,462.3392063837874,,,,1680630585.0,,,,,,0.04974588400000357,,,,0.0001,,,,,,,,150,0.0011698300004354678,1.736998456181027e-06,,,,,0.0176585539993539,0.00048473800052306615,0.0,0.0001525089992355788,
1238.0,12.684494972229004,,39648.0,,1389,,,,,0.06955288900098822,460.0815359308129,,,,1680630585.0,,,,,,0.04978089500036731,,,,0.0001,,,,,,,,150,0.0008025500010262476,1.4449997252086177e-06,,,,,0.01822661999904085,0.0005966839999018703,0.0,0.00014469500092673115,
1239.0,12.800347328186035,,39680.0,,1390,,,,,0.06874273300127243,465.5037500386794,,,,1680630585.0,,,,,,0.049166360000526765,,,,0.0001,,,,,,,,150,0.0009149359993898543,1.5040004655020311e-06,,,,,0.018015001000094344,0.0004950900001858827,0.0,0.00014984200061007868,
1240.0,12.877083778381348,,39712.0,,1391,,,,,0.06885553900065133,464.74111544893,,,,1680630585.0,,,,,,0.04937304600025527,,,,0.0001,,,,,,,,150,0.0007188229992607376,1.546000930829905e-06,,,,,0.018021415000475827,0.0005804219999845373,0.0,0.0001602869997441303,
1241.0,12.703804016113281,,39744.0,,1392,,,,,0.06946889099890541,460.637841483668,,,,1680630586.0,,,,,,0.04879974399955245,,,,0.0001,,,,,,,,151,0.001103168000554433,1.5810001059435308e-06,,,,,0.018724782999925083,0.0006574749986612005,0.0,0.00018214000010630116,
1242.0,12.697293281555176,,39776.0,,1393,,,,,0.06850962800126581,467.08763327993483,,,,1680630586.0,,,,,,0.04921801700038486,,,,0.0001,,,,,,,,151,0.0007515119996241992,1.7239999579032883e-06,,,,,0.01785518399992725,0.0005359420010790927,0.0,0.0001472490002925042,
1243.0,12.644481658935547,,39808.0,,1394,,,,,0.06975415300257737,458.7540472151905,,,,1680630586.0,,,,,,0.050264412000615266,,,,0.0001,,,,,,,,151,0.001069216001269524,1.6340000001946464e-06,,,,,0.01777126200067869,0.0004965629996149801,0.0,0.0001510660003987141,
1244.0,12.643750190734863,,39840.0,,1395,,,,,0.06877296499988006,465.2991186297669,,,,1680630586.0,,,,,,0.04958654599977308,,,,0.0001,,,,,,,,151,0.0007310359997063642,1.4720008039148524e-06,,,,,0.017803471999286558,0.0005089930000394816,0.0,0.0001414460002706619,
,,14936.0,,0.11126201020802996,1396,204806.774784,0.0,1140215.0,0.0,,,3.0,856037.0,5233.770496,1680630586.0,0.0,0.7210000000000036,3340.06272,27782.836224,,0.04985147799925471,6.295999999999992,1863.0,651.329536,,829629.0,11352.0,2.719744,5.766666666666667,0.0,0.04086817506591675,5.933333333333334,151,,1.788999725249596e-06,4505.57952,,0.0,56.2823416442705,0.017838624999058084,0.0004990240013285074,,0.0001440819996787468,6.3
1245.0,12.69542121887207,,39872.0,,1397,,,,,0.06942294599866727,460.94269754288894,,,,1680630586.0,,,,,,,,,,0.0001,,,,,,,,151,0.0010879479996219743,,,,,,,,0.0,,
1246.0,12.596632957458496,,39904.0,,1398,,,,,0.06961751000017102,459.6544748572793,,,,1680630586.0,,,,,,0.04905323399907502,,,,0.0001,,,,,,,,151,0.0008021639987418894,1.4510005712509155e-06,,,,,0.01890724100121588,0.0006910209995112382,0.0,0.00016239900105574634,
1247.0,11.91796875,,39936.0,,1399,,,,,0.06846855100047833,467.36785768661065,,,,1680630586.0,,,,,,0.04861299200092617,,,,0.0001,,,,,,,,151,0.0008728809989406727,1.5980003809090704e-06,,,,,0.018292259999725502,0.0005442990004667081,0.0,0.00014452100003836676,
1248.0,12.837890625,,39968.0,,1400,,,,,0.06924290899769403,462.1411847538884,,,,1680630586.0,,,,,,0.05035100900022371,,,,0.0001,,,,,,,,151,0.0005638589991576737,1.6149988368852064e-06,,,,,0.01769110900022497,0.0004907969996565953,0.0,0.00014451999959419481,
1249.0,12.722610473632812,,40000.0,,1401,,,,,0.06880483999884746,465.0835609898378,,,,1680630586.0,,,,,,0.04889836900110822,,,,0.0001,,,,,,,,151,0.0007664079985261196,1.8079990695696324e-06,,,,,0.0183424910010217,0.0006407629989553243,0.0,0.0001550010001665214,
1250.0,12.750184059143066,,40032.0,,1402,,,,,0.06930061600178306,461.7563572476277,,,,1680630587.0,,,,,,0.049586739000005764,,,,0.0001,,,,,,,,152,0.0005720879998989403,1.7010006558848545e-06,,,,,0.018326471999898786,0.0006636180005443748,0.0,0.00014999800077930558,
1251.0,12.715997695922852,,40064.0,,1403,,,,,0.06920116200308257,462.41998073059176,,,,1680630587.0,,,,,,0.049314122001305805,,,,0.0001,,,,,,,,152,0.0010528650000196649,1.5969999367371202e-06,,,,,0.018126516000847914,0.0005581879995588679,0.0,0.00014787400141358376,
1252.0,12.618597984313965,,40096.0,,1404,,,,,0.06874422000146296,465.49368076791035,,,,1680630587.0,,,,,,0.04930138400050055,,,,0.0001,,,,,,,,152,0.0007921550004539313,1.7269994714297354e-06,,,,,0.017958635000468348,0.0005414900006144308,0.0,0.0001488289999542758,
1253.0,12.814313888549805,,40128.0,,1405,,,,,0.06940049800323322,461.09179214404463,,,,1680630587.0,,,,,,0.04968611000003875,,,,0.0001,,,,,,,,152,0.0010081440013891552,1.571999746374786e-06,,,,,0.01802524800041283,0.0005348030008462956,0.0,0.0001446210007998161,
1254.0,12.730925559997559,,40160.0,,1406,,,,,0.06849754100221617,467.17005503839437,,,,1680630587.0,,,,,,0.04910642100003315,,,,0.0001,,,,,,,,152,0.0007364970006165095,1.637001332710497e-06,,,,,0.017956762001631432,0.0005469299994729226,0.0,0.00014929399912944064,
,,15051.0,,0.1189067008056967,1407,204811.493376,0.0,1146978.0,0.0,,,3.0,862357.0,5233.770496,1680630587.0,0.0,0.7309999999999945,3340.06272,27782.836224,,,6.348000000000013,1884.0,651.329536,,835275.0,11398.0,2.719744,5.766666666666667,0.0,0.21653930830318857,5.933333333333334,152,,,4500.815872,,0.0,47.45326157975771,,,,0.0001504419997218065,6.3
1255.0,12.698333740234375,,40192.0,,1408,,,,,0.07024076400011836,455.57591030681385,,,,1680630587.0,,,,,,0.04943677099981869,,,,0.0001,,,,,,,,152,0.0006929470000613946,1.4640008885180578e-06,,,,,0.019322001000546152,0.0006371389990817988,0.0,,
1256.0,12.59415054321289,,40224.0,,1409,,,,,0.06865114200263633,466.1248023925245,,,,1680630587.0,,,,,,0.04908275100024184,,,,0.0001,,,,,,,,152,0.0005037549999542534,1.6550002328585833e-06,,,,,0.018404735999865807,0.0005123700011608889,0.0,0.0001458750011806842,
1257.0,12.691883087158203,,40256.0,,1410,,,,,0.06888885999796912,464.5163238431203,,,,1680630587.0,,,,,,0.04933942599927832,,,,0.0001,,,,,,,,152,0.0009417290002602385,1.7409984138794243e-06,,,,,0.017929011999513023,0.0005281040012050653,0.0,0.00014884799929859582,
1258.0,12.514288902282715,,40288.0,,1411,,,,,0.06899326399980055,463.81339488580375,,,,1680630587.0,,,,,,0.04861815799995384,,,,0.0001,,,,,,,,152,0.0005896940001548501,1.7379989003529772e-06,,,,,0.018872102000386803,0.0007557429998996668,0.0,0.00015582900050503667,
1259.0,12.721875190734863,,40320.0,,1412,,,,,0.06870615399930102,465.7515831889753,,,,1680630588.0,,,,,,0.04901274100120645,,,,0.0001,,,,,,,,153,0.0009760610009834636,1.6969988791970536e-06,,,,,0.017974967000554898,0.0005841339989274275,0.0,0.00015655399874958675,
1260.0,12.6013765335083,,40352.0,,1413,,,,,0.06953230500039354,460.2177361992945,,,,1680630588.0,,,,,,0.05001106400050048,,,,0.0001,,,,,,,,153,0.0008436230000370415,1.4979996194597334e-06,,,,,0.017967518000659766,0.0005566470008488977,0.0,0.00015195499872788787,
1261.0,12.736808776855469,,40384.0,,1414,,,,,0.06863933100248687,466.20501005233587,,,,1680630588.0,,,,,,0.04939417100104038,,,,0.0001,,,,,,,,153,0.0005968599998595892,1.5589994291076437e-06,,,,,0.017970533999687177,0.0005269610010145698,0.0,0.00014924600145604927,
1262.0,12.465941429138184,,40416.0,,1415,,,,,0.06881982700178924,464.9822790046833,,,,1680630588.0,,,,,,0.04967955199936114,,,,0.0001,,,,,,,,153,0.0007172480000008363,1.7210004443768412e-06,,,,,0.01772269499997492,0.0005524170010176022,0.0,0.00014619400099036284,
1263.0,12.646775245666504,,40448.0,,1416,,,,,0.06943738800146093,460.84682792686175,,,,1680630588.0,,,,,,0.049808228000983945,,,,0.0001,,,,,,,,153,0.001002811000944348,1.5860005078138784e-06,,,,,0.01789534899944556,0.0005765499990957323,0.0,0.00015286400048353244,
,,15169.0,,0.13871675864033023,1417,204806.582272,0.0,1153644.0,0.0,,,3.0,869243.0,5233.770496,1680630588.0,0.0,0.7350000000000136,3340.06272,27782.836224,,,6.403999999999996,1894.0,651.329536,,842114.0,11441.0,2.719744,5.766666666666667,0.0,0.04087183082299462,5.933333333333334,153,,,4506.128384,,0.0,56.20491412386657,0.01798690099894884,0.000574103998587816,,0.0001469269991503097,6.3
1264.0,12.631117820739746,,40480.0,,1418,,,,,0.06829640999785624,468.5458576959528,,,,1680630588.0,,,,,,0.048990905001119245,,,,0.0001,,,,,,,,153,0.0005959900008747354,1.5829991752980277e-06,,,,,,,0.0,,
1265.0,12.65303897857666,,40512.0,,1419,,,,,0.06936307199976,461.3405819181527,,,,1680630588.0,,,,,,0.050109840000004624,,,,0.0001,,,,,,,,153,0.0007593020000058459,1.571999746374786e-06,,,,,0.01782627500142553,0.0005183019984542625,0.0,0.00014778100012335926,
1266.0,12.765218734741211,,40544.0,,1420,,,,,0.06876535399896966,465.350618284892,,,,1680630588.0,,,,,,0.049010566999641014,,,,0.0001,,,,,,,,153,0.0006052820008335402,1.6499998309882358e-06,,,,,0.018399413998849923,0.0005960720009170473,0.0,0.0001523689988971455,
1267.0,12.62259578704834,,40576.0,,1421,,,,,0.06970005999755813,459.11007825705013,,,,1680630588.0,,,,,,0.04885468299835338,,,,0.0001,,,,,,,,153,0.0013015920012549032,1.7419988580513746e-06,,,,,0.018683078998947167,0.0006820790003985167,0.0,0.0001768849997461075,
1268.0,12.639342308044434,,40608.0,,1422,,,,,0.06904979499995534,463.4336713095339,,,,1680630589.0,,,,,,0.04948806199899991,,,,0.0001,,,,,,,,154,0.0008827659985399805,1.6200010577449575e-06,,,,,0.017954388000362087,0.0005693690000043716,0.0,0.00015359000099124387,
1269.0,12.779179573059082,,40640.0,,1423,,,,,0.0685824979973404,466.591345232729,,,,1680630589.0,,,,,,0.04916273599883425,,,,0.0001,,,,,,,,154,0.0009094600009120768,1.5019995771581307e-06,,,,,0.017798413000491564,0.0005577389983955072,0.0,0.00015264799912984017,
1270.0,12.610016822814941,,40672.0,,1424,,,,,0.06938327599891636,461.20624227227006,,,,1680630589.0,,,,,,0.04882018200078164,,,,0.0001,,,,,,,,154,0.0007594159997097449,1.8390001059742644e-06,,,,,0.01910844200028805,0.0005474569989019074,0.0,0.0001459399991290411,
1271.0,12.742701530456543,,40704.0,,1425,,,,,0.06879939599821228,465.1203624059651,,,,1680630589.0,,,,,,0.04949730800035468,,,,0.0001,,,,,,,,154,0.0007863640003051842,1.679998604231514e-06,,,,,0.017819045000578626,0.0005448329993669176,0.0,0.00015016599900263827,
1272.0,12.643072128295898,,40736.0,,1426,,,,,0.06958488700183807,459.86997146599845,,,,1680630589.0,,,,,,0.048365321001256234,,,,0.0001,,,,,,,,154,0.0009549380010867026,1.5709993022028357e-06,,,,,0.0194477340010053,0.0006540590002259705,0.0,0.00016126399896165822,
,,15265.0,,0.11129426959693411,1427,204802.039808,0.0,1160132.0,0.0,,,3.0,875473.0,5233.770496,1680630589.0,0.0,0.7390000000000327,3340.06272,27782.836224,,,6.456000000000017,1904.0,651.329536,,847837.0,11505.0,2.719744,5.766666666666667,0.0,0.04087122796695641,5.933333333333334,154,,,4509.966336,,0.0,51.92515491388369,0.018144751000363613,0.0005067490001238184,,0.00015255899961630348,6.3
