_runtime,03_hivemind/num_peers,02_timing/forward_time_s,disk/time/disk_read_time_sys_s,cpu/load/avg_sys_load_one_min_percent,cpu/load/avg_sys_load_fifteen_min_percent,03_hivemind/global_epoch,02_timing/dataload_time_s,memory/used_memory_sys_percent,cpu/interrupts/ctx_switches_count,01_general/locally_processed_samples,bandwidth/disk_read_sys_bandwidth_MBs,01_general/lr,process/memory/lib_memory_proc_MB,process/voluntary_proc_ctx_switches,cpu/load/avg_sys_load_five_min_percent,01_general/step,cpu/logical_core_count,process/memory/shared_memory_proc_MB,process/memory/dirty_pages_proc_count,bandwidth/net_recv_sys_bandwidth_Mbits,bandwidth/net_sent_sys_bandwidth_Mbits,_timestamp,02_timing/step_time_s,01_general/minibatch_loss,memory/used_memory_sys_MB,disk/time/disk_write_time_sys_s,process/memory/text_resident_set_proc_MB,02_timing/opt_step_time_s,memory/available_memory_sys_MB,disk/counter/disk_read_sys_count,disk/counter/disk_write_sys_count,process/involuntary_proc_ctx_switches,bandwidth/disk_write_sys_bandwidth_MBs,_step,02_timing/loss_calc_time_s,memory/total_memory_sys_MB,disk/time/disk_busy_time_sys_s,02_timing/dataload_cuda_move_time_s,cpu/interrupts/soft_interrupts_count,02_timing/backward_time_s,cpu/interrupts/interrupts_count,01_general/dataset_iteration_count,process/memory/data_resident_set_proc_MB,process/memory/resident_set_size_proc_MB,process/memory/virtual_memory_size_proc_MB
79,,,0.0,5.390625,1.109375,,,7.7,1809920.0,,0.0,,9078.972416,2485.0,2.4375,,,2405.122048,0.0,104.10696250412991,131.51283961798154,1681395499.0,,,8728.465408,0.5560000000004948,2.854912,,235850.428416,0.0,387.0,561.0,0.004076192916107609,157,,,0.7999999999999545,,442560.0,,2389340.0,,0.0,6268.452864,36592.324608
80,,,0.0,5.390625,1.109375,,,7.7,1842309.0,,0.0,,9078.972416,2485.0,2.4375,,,2405.122048,0.0,99.02385712481603,86.19783409177056,1681395500.0,,,8680.493056,0.5570000000006985,2.854912,,235898.396672,0.0,388.0,561.0,0.004077968392092052,158,,,0.8039999999998599,,448586.0,,2408564.0,,0.0,6268.452864,36592.324608
81,,,0.0,5.390625,1.109375,,,7.7,1867837.0,,0.0,,9078.972416,2485.0,2.4375,,,2405.122048,0.0,65.04621406126375,86.83165282483107,1681395501.0,,,8678.383616,0.5570000000006985,2.854912,,235900.506112,0.0,389.0,561.0,0.004079453819334621,159,,,0.8079999999999927,,453058.0,,2423614.0,,0.0,6268.452864,36592.324608
82,,,0.0,4.953125,1.109375,,,7.7,1881190.0,,0.0,,9078.972416,2485.0,2.390625,,,2405.122048,0.0,97.78353230830479,9.459126030656524,1681395502.0,,,8682.033152,0.5650000000005093,2.854912,,235896.85248,0.0,399.0,561.0,0.06519144606733351,160,,,0.8199999999999363,,454873.0,,2431042.0,,0.0,6268.452864,36592.324608
83,,,0.0,4.953125,1.109375,,,7.7,1901344.0,,0.0,,9078.972416,2485.0,2.390625,,,2405.122048,0.0,28.85803211847488,91.08544000871159,1681395503.0,,,8678.100992,0.5650000000005093,2.854912,,235900.78464,0.0,400.0,561.0,0.0040760933030617435,161,,,0.8239999999998417,,459962.0,,2443654.0,,0.0,6268.452864,36592.324608
84,,,0.0,4.953125,1.109375,,,7.7,1917438.0,,0.0,,9078.972416,2485.0,2.390625,,,2405.122048,0.0,100.36017893117409,13.731623680450308,1681395504.0,,,8683.249664,0.568000000000211,2.854912,,235895.660544,0.0,404.0,561.0,0.06115855109419269,162,,,0.83199999999988,,461478.0,,2452012.0,,0.0,6268.452864,36592.324608
85,,,0.0,4.953125,1.109375,,,7.7,1945235.0,,0.0,,9078.972416,2485.0,2.390625,,,2405.122048,0.0,29.92336637522168,126.63284066549079,1681395505.0,,,8679.059456,0.568000000000211,2.854912,,235899.850752,0.0,405.0,561.0,0.004074841301896808,163,,,0.8360000000000127,,467007.0,,2468195.0,,0.0,6268.452864,36592.324608
86,,,0.0,4.953125,1.109375,,,7.7,1971635.0,,0.0,,9078.972416,2485.0,2.390625,,,2405.122048,0.0,40.639748127746365,72.8822452682034,1681395506.0,,,8685.088768,0.5690000000004147,2.854912,,235893.817344,0.0,406.0,561.0,0.004076656229103418,164,,,0.8399999999999181,,470034.0,,2482131.0,,0.0,6268.452864,36592.324608
87,,,0.0,4.5625,1.109375,,,7.7,2008271.0,,0.0,,9078.972416,2485.0,2.359375,,,2405.122048,0.0,37.69528022018355,125.72550978939073,1681395507.0,,,8680.22272,0.5690000000004147,2.854912,,235898.683392,0.0,407.0,561.0,0.004077903538243217,165,,,0.8440000000000509,,475226.0,,2502953.0,,0.0,6268.452864,36592.324608
88,,,0.0,4.5625,1.109375,,,7.7,2042596.0,,0.0,,9078.972416,2485.0,2.359375,,,2405.122048,0.0,58.94838321744005,74.38214957211119,1681395508.0,,,8708.845568,0.5700000000006185,2.854912,,235870.060544,0.0,408.0,561.0,0.0040730966094094994,166,,,0.8479999999999563,,480247.0,,2522290.0,,0.0,6268.452864,36592.324608
89,9.0,,,,,1.0,0.0032816999591886997,,,2528.0,,0.0001,,,,78.0,,,,,,1681395509.0,39.22913403995335,7.039306640625,,,,39.070427999831736,,,,,,167,,,,,,,,0.0,,,
89,,0.02987106889486313,0.0,4.5625,1.109375,,,7.7,2125541.0,,0.0,,9618.276352,2525.0,2.359375,,,2403.106816,0.0,1.3834778919429318,230.54193967289746,1681395509.0,,,8690.302976,0.5720000000001164,2.854912,,235907.690496,0.0,412.0,565.0,0.03258330471504697,168,0.0005213133990764618,,0.8679999999999382,0.0038347039371728897,488990.0,,2579332.0,,0.0,6267.387904,38337.421312
90,9.0,,,,,1.0,0.00575320003554225,,,2560.0,,0.0001,,,,79.0,,,,,,1681395510.0,0.22335340129211545,7.3746337890625,,,,0.04579166695475578,,,,,,169,,,,,,0.13758144807070494,,0.0,,,
90,9.0,0.04894231539219618,,,,1.0,0.012497744988650084,,,2592.0,,0.0001,,,,80.0,,,,,,1681395510.0,0.2109664510935545,7.203857421875,,,,0.0439811940304935,,,,,,170,0.000786089338362217,,,0.003525826148688793,,0.10123328119516373,,0.0,,,
90,,0.04530644603073597,0.0,4.5625,1.109375,,,7.7,2153735.0,,0.0,,9624.49408,2561.0,2.359375,,,2403.10272,0.0,53.12589552016798,6.422275102453571,1681395510.0,,,8816.18944,0.5730000000003201,2.854912,0.04376442776992917,235762.8928,0.0,415.0,733.0,0.012174748760281528,171,0.0011206669732928276,,0.8799999999998818,0.0032430486753582954,504776.0,0.10358583787456155,2902221.0,,0.0,6268.932096,41424.42496
90,9.0,,,,,1.0,0.031961620319634676,,,2624.0,,0.0001,,,,81.0,,,,,,1681395510.0,0.2289820476435125,7.29150390625,,,,,,,,,,172,,,,,,,,0.0,,,
91,9.0,0.03164910199120641,,,,1.0,0.004220473114401102,,,2656.0,,0.0001,,,,82.0,,,,,,1681395511.0,0.2022979469038546,7.181640625,,,,0.04450375633314252,,,,,,173,0.0008661122992634773,,,0.0034214630722999573,,0.11763704009354115,,0.0,,,
91,9.0,0.03215535497292876,,,,1.0,0.008135107811540365,,,2688.0,,0.0001,,,,83.0,,,,,,1681395511.0,0.21057832753285766,7.285888671875,,,,0.04548867978155613,,,,,,174,0.000602393876761198,,,0.004143150988966227,,0.12005364010110497,,0.0,,,
91,,0.03685898892581463,0.0,4.5625,1.109375,,,7.7,2172776.0,,0.0,,9624.502272,2611.0,2.359375,,,2403.110912,0.0,9.330172474252619,2.5240157411629407,1681395511.0,,,8938.405888,0.5750000000007276,2.854912,,235698.335744,0.0,419.0,752.0,0.016306214823829043,175,0.0006976970471441746,,0.8959999999999582,0.004170551896095276,518478.0,0.1121736578643322,3220985.0,,0.0,6268.940288,41443.700736
91,9.0,,,,,1.0,0.011475299950689077,,,2720.0,,0.0001,,,,84.0,,,,,,1681395511.0,0.20995023380964994,7.533203125,,,,0.04457403812557459,,,,,,176,,,,,,,,0.0,,,
92,9.0,0.03424292616546154,,,,1.0,0.004360816907137632,,,2752.0,,0.0001,,,,85.0,,,,,,1681395512.0,0.20244657108560205,7.150390625,,,,0.045015588868409395,,,,,,177,0.0008264295756816864,,,0.0037937727756798267,,0.11420703679323196,,0.0,,,
92,,,0.0,10.578125,1.53125,,,7.8,2194273.0,,0.0,,9624.502272,2639.0,3.640625,,,2403.10272,0.0,2.5553135952900567,2.1981602708486934,1681395512.0,,,9094.361088,0.5760000000000218,2.854912,,235542.38464,0.0,422.0,801.0,0.012241977730075786,178,,,0.9120000000000346,,531798.0,,3570947.0,,0.0,6268.932096,41424.42496
93,,0.041815269738435745,0.0,10.578125,1.53125,,,7.9,2212705.0,,0.0,,9624.502272,2673.0,3.640625,,,2403.10272,0.0,95.98085802866282,2.37345491466127,1681395513.0,,,9234.522112,0.5770000000002256,2.854912,0.04278539400547743,235383.128064,0.0,423.0,801.0,0.004078279138404745,179,0.0008739018812775612,,0.91599999999994,0.004019957967102528,547477.0,0.10738087119534612,3871875.0,,0.0,6268.932096,41424.42496
93,9.0,,,,,1.0,1.2420721356756985,,,2784.0,,0.0001,,,,86.0,,,,,,1681395513.0,1.438947530463338,6.9674072265625,,,,,,,,,,180,,,,,,,,0.0,,,
94,9.0,0.05880781635642052,,,,1.0,0.029946520924568176,,,2816.0,,0.0001,,,,87.0,,,,,,1681395514.0,0.24265560414642096,7.0101318359375,,,,0.04238797537982464,,,,,,181,0.001911316066980362,,,0.003280490171164274,,0.10632148524746299,,0.0,,,
94,9.0,0.03043021308258176,,,,1.0,0.005780862178653479,,,2848.0,,0.0001,,,,88.0,,,,,,1681395514.0,0.2040564720518887,6.9453125,,,,0.04121153615415096,,,,,,182,0.0006364560686051846,,,0.003646718803793192,,0.12235068576410413,,0.0,,,
94,,0.024323593825101852,0.0,10.578125,1.53125,,,8.0,2225317.0,,0.0,,9633.026048,2705.0,3.640625,,,2403.127296,0.0,177.04814301669776,2.6419642640477146,1681395514.0,,,9477.840896,0.579000000000633,2.854912,,235120.340992,0.0,429.0,876.0,0.05704628997226437,183,0.00041705090552568436,,0.9359999999999218,0.0031226961873471737,561316.0,,4095193.0,,0.0,6268.98944,41519.202304
95,9.0,,,,,1.0,0.003320991061627865,,,2880.0,,0.0001,,,,89.0,,,,,,1681395515.0,0.4618930439464748,7.420166015625,,,,0.3044163598679006,,,,,,184,,,,,,0.1262923520989716,,0.0,,,
95,9.0,0.025411680806428194,,,,1.0,0.004103280138224363,,,2912.0,,0.0001,,,,90.0,,,,,,1681395515.0,0.2010681964457035,7.0107421875,,,,0.04405297478660941,,,,,,185,0.0008081588894128799,,,0.0030028331093490124,,0.12368926871567965,,0.0,,,
95,,0.025414661038666964,0.0,10.578125,1.53125,,,8.0,2230018.0,,0.0,,9633.026048,2763.0,3.640625,,,2403.119104,0.0,79.40617502299263,2.58946903224392,1681395515.0,,,9480.37632,0.5799999999999272,2.854912,0.04441582364961505,235098.529792,0.0,432.0,934.0,0.012227844790603237,186,0.0006226957775652409,,0.9519999999999982,0.004485519137233496,564054.0,0.12463526288047433,4099281.0,,0.0,6268.981248,41499.926528
95,9.0,,,,,1.0,0.003186708316206932,,,2944.0,,0.0001,,,,91.0,,,,,,1681395515.0,0.202760670799762,7.4825439453125,,,,,,,,,,187,,,,,,,,0.0,,,
96,9.0,0.02674017194658518,,,,1.0,0.0036225379444658756,,,2976.0,,0.0001,,,,92.0,,,,,,1681395516.0,0.20277946908026934,7.1702880859375,,,,0.043801029212772846,,,,,,188,0.0007498478516936302,,,0.004205512814223766,,0.12366036931052804,,0.0,,,
96,9.0,0.028113146778196096,,,,1.0,0.0031594866886734962,,,3008.0,,0.0001,,,,93.0,,,,,,1681395516.0,0.19852181524038315,7.36474609375,,,,0.044364693108946085,,,,,,189,0.0007226779125630856,,,0.004698514007031918,,0.11746329674497247,,0.0,,,
96,,0.02642750507220626,0.0,10.578125,1.53125,,,8.0,2235952.0,,0.0,,9633.026048,2825.0,3.640625,,,2403.119104,0.0,72.68180171231332,2.443112730627897,1681395516.0,,,9478.67648,0.5860000000002401,2.854912,,235100.38528,0.0,439.0,1076.0,0.08559225315877095,190,0.0007588779553771019,,0.97199999999998,0.004369087051600218,567001.0,0.12445739842951298,4103770.0,,0.0,6268.981248,41499.926528
96,9.0,,,,,1.0,0.0036573903635144234,,,3040.0,,0.0001,,,,94.0,,,,,,1681395516.0,0.204347999766469,7.38818359375,,,,0.04467774089425802,,,,,,191,,,,,,,,0.0,,,
97,9.0,0.025797600392252207,,,,1.0,0.0031281467527151108,,,3072.0,,0.0001,,,,95.0,,,,,,1681395517.0,0.20365171367302537,7.269287109375,,,,0.045166152995079756,,,,,,192,0.0006846170872449875,,,0.004207493271678686,,0.12466770317405462,,0.0,,,
97,9.0,0.026498407125473022,,,,1.0,0.0032584196887910366,,,3104.0,,0.0001,,,,96.0,,,,,,1681395517.0,0.20377366431057453,7.252197265625,,,,0.045078810304403305,,,,,,193,0.0007815388962626457,,,0.004112230148166418,,0.1240442581474781,,0.0,,,
97,,0.025857062079012394,0.0,9.859375,1.53125,,,8.0,2241947.0,,0.0,,9633.026048,2883.0,3.609375,,,2403.115008,0.0,79.39164750513254,2.606266741917072,1681395517.0,,,9481.138176,0.5870000000004438,2.854912,,235116.838912,0.0,443.0,1081.0,0.01629687588560986,194,0.0006595361046493053,,0.987999999999829,0.0040048277005553246,570026.0,,4108071.0,,0.0,6268.977152,41499.926528
98,9.0,,,,,1.0,0.0031243558041751385,,,3136.0,,0.0001,,,,97.0,,,,,,1681395518.0,0.20289388298988342,7.344482421875,,,,0.044045574963092804,,,,,,195,,,,,,0.12520252633839846,,0.0,,,
98,9.0,0.026928206905722618,,,,1.0,0.0034876749850809574,,,3168.0,,0.0001,,,,98.0,,,,,,1681395518.0,0.2038234556093812,7.2236328125,,,,0.04485476529225707,,,,,,196,0.0007657390087842941,,,0.00404704874381423,,0.12374002067372203,,0.0,,,
98,9.0,0.03888147044926882,,,,1.0,0.0032829600386321545,,,3200.0,,0.0001,,,,99.0,,,,,,1681395518.0,0.20291356462985277,7.1875,,,,0.044462224934250116,,,,,,197,0.0012644710950553417,,,0.004463219083845615,,0.11055921902880073,,0.0,,,
98,,,0.0,9.859375,1.53125,,,8.0,2247920.0,,0.0,,9633.026048,2948.0,3.609375,,,2403.115008,0.0,87.88222201739825,2.617440564964427,1681395518.0,,,9486.176256,0.5900000000001455,2.854912,,235112.316928,0.0,447.0,1120.0,0.016292081117410238,198,,,1.0080000000000382,0.0035894671455025673,573339.0,,4112691.0,,0.0,6268.977152,41499.926528
99,9.0,0.029358487110584974,,,,1.0,0.0029079709202051163,,,3232.0,,0.0001,,,,100.0,,,,,,1681395519.0,0.2029570727609098,7.2255859375,,,,0.045014457777142525,,,,,,199,0.0007392279803752899,,,,,0.12134746182709932,,0.0,,,
99,9.0,0.026128828059881926,,,,1.0,0.0029326509684324265,,,3264.0,,0.0001,,,,101.0,,,,,,1681395519.0,0.2026457986794412,7.1395263671875,,,,0.044833725318312645,,,,,,200,0.000774608924984932,,,0.0035478570498526096,,0.12442812835797668,,0.0,,,
99,,0.025701118167489767,0.0,9.859375,1.53125,,,8.0,2254026.0,,0.0,,9633.026048,3011.0,3.609375,,,2403.115008,0.0,78.78189822309186,2.681074262902884,1681395519.0,,,9488.216064,0.5910000000003492,2.854912,0.04468266060575843,235090.681856,0.0,450.0,1123.0,0.012227081855886736,201,0.0007188068702816963,,1.0239999999998872,0.0036648190580308437,576547.0,0.12512957537546754,4117130.0,,0.0,6268.977152,41499.926528
99,9.0,,,,,1.0,0.003766561858355999,,,3296.0,,0.0001,,,,102.0,,,,,,1681395519.0,0.20366354193538427,7.40087890625,,,,,,,,,,202,,,,,,,,0.0,,,
100,9.0,0.025546484161168337,,,,1.0,0.0031227958388626575,,,3328.0,,0.0001,,,,103.0,,,,,,1681395520.0,0.20309691783040762,7.1904296875,,,,0.04502578917890787,,,,,,203,0.0006280648522078991,,,0.0036215190775692463,,0.1251522647216916,,0.0,,,
100,9.0,0.025481531862169504,,,,1.0,0.0031925179064273834,,,3360.0,,0.0001,,,,104.0,,,,,,1681395520.0,0.20252264430746436,7.3402099609375,,,,0.044703991152346134,,,,,,204,0.0006749373860657215,,,0.0032223290763795376,,0.12524733692407608,,0.0,,,
100,,0.026611540000885725,0.0,9.859375,1.53125,,,8.0,2261602.0,,0.0,,9633.026048,3071.0,3.609375,,,2403.115008,0.0,87.53234777481093,3.680375778376565,1681395520.0,,,9488.91648,0.5940000000000509,2.854912,,235089.98144,0.0,454.0,1159.0,0.0163075033270218,205,0.0007990389131009579,,1.0399999999999636,0.003740491345524788,580352.0,0.12332950998097658,4122682.0,,0.0,6268.977152,41499.926528
100,9.0,,,,,1.0,0.005598387215286493,,,3392.0,,0.0001,,,,105.0,,,,,,1681395520.0,0.2054371745325625,7.080078125,,,,0.04535820707678795,,,,,,206,,,,,,,,0.0,,,
101,9.0,0.02908696001395583,,,,1.0,0.004645213019102812,,,3424.0,,0.0001,,,,106.0,,,,,,1681395521.0,0.20385267352685332,7.4488525390625,,,,0.044643228873610497,,,,,,207,0.0007553980685770512,,,0.003214807715266943,,0.12150706583634019,,0.0,,,
101,9.0,0.025955733843147755,,,,1.0,0.003042715135961771,,,3456.0,,0.0001,,,,107.0,,,,,,1681395521.0,0.20216287579387426,7.2200927734375,,,,0.04451942630112171,,,,,,208,0.0007038479670882225,,,0.0033819829113781452,,0.12455916963517666,,0.0,,,
101,,0.02614418789744377,0.0,9.859375,1.53125,,,8.0,2267633.0,,0.0,,9633.026048,3120.0,3.609375,,,2403.115008,0.0,77.55844651171411,2.6330636454626335,1681395521.0,,,9490.583552,0.5979999999999563,2.854912,,235107.741696,0.0,460.0,1191.0,0.040758883011751186,209,0.0007551480084657669,,1.0599999999999454,0.0033712019212543964,583430.0,,4127095.0,,0.0,6268.977152,41499.926528
102,9.0,,,,,1.0,0.0033853929489851,,,3488.0,,0.0001,,,,108.0,,,,,,1681395522.0,0.20296881394460797,7.3875732421875,,,,0.04450370604172349,,,,,,210,,,,,,0.12480917712673545,,0.0,,,
102,9.0,0.026242000982165337,,,,1.0,0.0032546301372349262,,,3520.0,,0.0001,,,,109.0,,,,,,1681395522.0,0.20296216616407037,7.050048828125,,,,0.04464551992714405,,,,,,211,0.0007597780786454678,,,0.003249010071158409,,0.12481122696772218,,0.0,,,
102,9.0,0.026220450177788734,,,,1.0,0.0032396791502833366,,,3552.0,,0.0001,,,,110.0,,,,,,1681395522.0,0.2033601552248001,7.043701171875,,,,0.04525240510702133,,,,,,212,0.0006944667547941208,,,0.0035774470306932926,,0.1243757070042193,,0.0,,,
102,,,0.0,9.3125,1.53125,,,8.0,2273784.0,,0.0,,9633.026048,3178.0,3.5937499999999996,,,2403.110912,0.0,90.04533013401212,2.6222096849125127,1681395522.0,,,9494.634496,0.7380000000002838,2.854912,,235103.358976,0.0,528.0,1225.0,0.4276132966736028,213,,,1.0879999999999654,0.0035878578200936317,586909.0,,4131955.0,,0.0,6268.973056,41499.926528
103,9.0,0.028200717642903328,,,,1.0,0.00306261470541358,,,3584.0,,0.0001,,,,111.0,,,,,,1681395523.0,0.20275273965671659,7.4677734375,,,,0.04540092824026942,,,,,,214,0.0005924748256802559,,,,,0.12190814642235637,,0.0,,,
103,9.0,0.024742535315454006,,,,1.0,0.002952252048999071,,,3616.0,,0.0001,,,,112.0,,,,,,1681395523.0,0.2028988739475608,7.4483642578125,,,,0.04528008494526148,,,,,,215,0.0006017652340233326,,,0.003613327629864216,,0.12570890877395868,,0.0,,,
103,,0.0243317442946136,0.0,9.3125,1.53125,,,8.0,2280363.0,,0.0,,9633.026048,3250.0,3.5937499999999996,,,2403.110912,0.0,52.28045049818277,2.816996411493046,1681395523.0,,,9490.45248,0.7390000000004875,2.854912,0.04505130974575877,235088.986112,0.0,531.0,1250.0,0.012229428924000188,216,0.0004581008106470108,,1.099999999999909,0.003634038846939802,589517.0,0.12598898634314537,4136025.0,,0.0,6268.973056,41499.926528
103,9.0,,,,,1.0,0.003228857647627592,,,3648.0,,0.0001,,,,113.0,,,,,,1681395523.0,0.20269303768873215,7.206787109375,,,,,,,,,,217,,,,,,,,0.0,,,
104,9.0,0.024530969094485044,,,,1.0,0.002830518875271082,,,3680.0,,0.0001,,,,114.0,,,,,,1681395524.0,0.2025506948120892,7.171142578125,,,,0.04534361697733402,,,,,,218,0.0005413629114627838,,,0.003395053092390299,,0.12590917386114597,,0.0,,,
104,9.0,0.024533319287002087,,,,1.0,0.002908612135797739,,,3712.0,,0.0001,,,,115.0,,,,,,1681395524.0,0.2027402427047491,7.3094482421875,,,,0.04546200018376112,,,,,,219,0.0005504540167748928,,,0.0035769669339060783,,0.1257088901475072,,0.0,,,
104,,0.02443882590159774,0.0,9.3125,1.53125,,,8.0,2286160.0,,0.0,,9633.026048,3290.0,3.5937499999999996,,,2403.110912,0.0,119.34801931700065,2.8604766284285827,1681395524.0,,,9498.181632,0.7409999999999854,2.854912,0.04537741793319583,235080.740864,0.0,535.0,1278.0,0.016308041313063768,220,0.0005733040161430836,,1.1159999999999854,0.0034806253388524055,593414.0,0.1255242438055575,4141432.0,,0.0,6268.973056,41499.926528
104,9.0,,,,,1.0,0.002867310307919979,,,3744.0,,0.0001,,,,116.0,,,,,,1681395524.0,0.20226172730326653,7.3385009765625,,,,,,,,,,221,,,,,,,,0.0,,,
105,9.0,0.024490918032824993,,,,1.0,0.0032422090880572796,,,3776.0,,0.0001,,,,117.0,,,,,,1681395525.0,0.20251935394480824,6.8995361328125,,,,0.04432439198717475,,,,,,222,0.0006839167326688766,,,0.003493925090879202,,0.12628399301320314,,0.0,,,
105,9.0,0.02743872022256255,,,,1.0,0.0034257741644978523,,,3808.0,,0.0001,,,,118.0,,,,,,1681395525.0,0.20244300458580256,7.09912109375,,,,0.045140672009438276,,,,,,223,0.0008987020701169968,,,0.003714011050760746,,0.12182512506842613,,0.0,,,
105,,0.026776304002851248,0.0,9.3125,1.53125,,,8.0,2292345.0,,0.0,,9633.026048,3338.0,3.5937499999999996,,,2403.110912,0.0,80.14810637048319,2.707417688878116,1681395525.0,,,9479.979008,0.7460000000000946,2.854912,,235118.03904,0.0,542.0,1292.0,0.06522133067485938,224,0.0007951087318360806,,1.1399999999998727,0.004383346997201443,596769.0,,4147116.0,,0.0,6268.973056,41499.926528
106,9.0,,,,,1.0,0.003300309646874666,,,3840.0,,0.0001,,,,119.0,,,,,,1681395526.0,0.20481819938868284,7.2822265625,,,,0.04524725489318371,,,,,,225,,,,,,0.1243158751167357,,0.0,,,
106,9.0,0.0256959181278944,,,,1.0,0.003836874384433031,,,3872.0,,0.0001,,,,120.0,,,,,,1681395526.0,0.20507909869775176,7.1240234375,,,,0.0452764849178493,,,,,,226,0.0006947871297597885,,,0.004340006038546562,,0.12523502809926867,,0.0,,,
106,9.0,0.026173179037868977,,,,1.0,0.003186427988111973,,,3904.0,,0.0001,,,,121.0,,,,,,1681395526.0,0.20463739661499858,7.0103759765625,,,,0.04527978505939245,,,,,,227,0.0008109896443784237,,,0.004284434951841831,,0.12490257993340492,,0.0,,,
106,,,0.0,9.3125,1.53125,,,8.0,2298584.0,,0.0,,9633.026048,3406.0,3.5937499999999996,,,2403.110912,0.0,91.28134541762114,2.779622055766357,1681395526.0,,,9482.768384,0.748000000000502,2.854912,,235115.249664,0.0,546.0,1292.0,0.01629744795642169,228,,,1.1639999999999873,0.004002228379249573,600349.0,,4152070.0,,0.0,6268.973056,41499.926528
107,9.0,0.028789002913981676,,,,1.0,0.0035190857015550137,,,3936.0,,0.0001,,,,122.0,,,,,,1681395527.0,0.20393418846651912,7.0494384765625,,,,0.044560317881405354,,,,,,229,0.0007403679192066193,,,,,0.12232318567112088,,0.0,,,
107,9.0,0.026113077998161316,,,,1.0,0.00373179093003273,,,3968.0,,0.0001,,,,123.0,,,,,,1681395527.0,0.20348047791048884,7.0604248046875,,,,0.04543582908809185,,,,,,230,0.0008251499384641647,,,0.004373976960778236,,0.12300065299496055,,0.0,,,
107,,0.026010375004261732,0.0,8.6875,1.53125,,,8.0,2304828.0,,0.0,,9633.026048,3486.0,3.5624999999999996,,,2403.110912,0.0,94.01857476727521,2.8147508694753096,1681395527.0,,,9484.914688,0.75,2.854912,0.044697701930999756,235094.007808,0.0,549.0,1292.0,0.012230984500152592,231,0.0006825467571616173,,1.1759999999999309,0.004077848978340626,603548.0,0.12496969057247043,4156664.0,,0.0,6268.973056,41499.926528
107,9.0,,,,,1.0,0.00437682680785656,,,4000.0,,0.0001,,,,124.0,,,,,,1681395527.0,0.20481499005109072,6.9696044921875,,,,,,,,,,232,,,,,,,,0.0,,,
108,9.0,0.02600716520100832,,,,1.0,0.0031160260550677776,,,4032.0,,0.0001,,,,125.0,,,,,,1681395528.0,0.20429384801536798,7.2225341796875,,,,0.045052059926092625,,,,,,233,0.0007541878148913383,,,0.0042720152996480465,,0.12509239371865988,,0.0,,,
108,9.0,0.02592432266101241,,,,1.0,0.003267670050263405,,,4064.0,,0.0001,,,,126.0,,,,,,1681395528.0,0.2043004585430026,7.1571044921875,,,,0.04514005221426487,,,,,,234,0.000719267874956131,,,0.004046198911964893,,0.1252029468305409,,0.0,,,
108,,0.02588030230253935,0.0,8.6875,1.53125,,,8.0,2311230.0,,0.0,,9633.026048,3543.0,3.5624999999999996,,,2403.106816,0.0,78.07932145060998,2.96895129311695,1681395528.0,,,9498.865664,0.7530000000006112,2.854912,0.045174903236329556,235099.287552,0.0,553.0,1294.0,0.016307406639063615,235,0.0008654911071062088,,1.2000000000000455,0.004163862206041813,606727.0,0.12505128281190991,4161514.0,,0.0,6268.96896,41499.926528
108,9.0,,,,,1.0,0.003578966949135065,,,4096.0,,0.0001,,,,127.0,,,,,,1681395528.0,0.2047148086130619,7.2960205078125,,,,,,,,,,236,,,,,,,,0.0,,,
109,9.0,0.02651700796559453,,,,1.0,0.0038560940884053707,,,4128.0,,0.0001,,,,128.0,,,,,,1681395529.0,0.2038787780329585,7.2591552734375,,,,0.04513374203816056,,,,,,237,0.0007543079555034637,,,0.00297037186101079,,0.12464725412428379,,0.0,,,
109,9.0,0.0260457256808877,,,,1.0,0.0033213812857866287,,,4160.0,,0.0001,,,,129.0,,,,,,1681395529.0,0.20456335600465536,7.0301513671875,,,,0.04490132676437497,,,,,,238,0.0008920920081436634,,,0.004227943252772093,,0.1251748870126903,,0.0,,,
109,,0.02552761323750019,0.0,8.6875,1.53125,,,8.0,2317926.0,,0.0,,9633.026048,3595.0,3.5624999999999996,,,2403.106816,0.0,109.57570416833718,2.723718671092956,1681395529.0,,,9548.300288,0.7539999999999054,2.854912,,235049.668608,0.0,557.0,1297.0,0.016307356273716978,239,0.0006323950365185738,,1.2200000000000273,0.004167621023952961,610564.0,,4166551.0,,0.0,6268.96896,41499.926528
110,9.0,,,,,1.0,0.003408893011510372,,,4192.0,,0.0001,,,,130.0,,,,,,1681395530.0,0.20491074211895466,6.9598388671875,,,,0.045327556785196066,,,,,,240,,,,,,0.1258466630242765,,0.0,,,
110,9.0,0.027184593956917524,,,,1.0,0.003420013003051281,,,4224.0,,0.0001,,,,131.0,,,,,,1681395530.0,0.2050377051346004,7.331298828125,,,,0.04526045499369502,,,,,,241,0.0008755810558795929,,,0.004284773953258991,,0.12401228817179799,,0.0,,,
110,9.0,0.025562504306435585,,,,1.0,0.0036534988321363926,,,4256.0,,0.0001,,,,132.0,,,,,,1681395530.0,0.21555283199995756,6.9708251953125,,,,0.0558652738109231,,,,,,242,0.000632725190371275,,,0.004140760749578476,,0.12569806911051273,,0.0,,,
