03_hivemind/global_epoch,03_hivemind/overshot_TBS,03_hivemind/optimistic_total_samples_per_second,_timestamp,04_peers/peer_1_epoch,04_peers/peer_2_epoch,03_hivemind/undershot_TBS,04_peers/peer_2_epoch_oos,03_hivemind/epoch_based_sps,03_hivemind/total_training_samples,04_peers/peer_1_samples_accumulated,03_hivemind/eta_next_epoch_s,04_peers/peer_2_samples_accumulated,03_hivemind/next_fetch_time_s,03_hivemind/num_peers,03_hivemind/num_clients,03_hivemind/reached_TBS,03_hivemind/per_epoch_training_samples,03_hivemind/actual_total_samples_per_second,_step,04_peers/peer_1_epoch_oos,03_hivemind/estimated_current_samples,_runtime,03_hivemind/global_samples_accumulated,04_peers/peer_2_samples_per_second,03_hivemind/epoch_s,04_peers/peer_1_samples_per_second
2,,698.457863525181,1680693236.0,2.0,2.0,,0.0,,,13568.0,6.78,13504.0,2.71,2,0,,,698.457863525181,124,0.0,28033,194,27936,277.68,,360.26
2,,708.9486638317949,1680693237.0,2.0,2.0,,0.0,,,13984.0,5.49,13952.0,2.19,2,0,,,708.9486638317949,125,0.0,28879,195,28800,337.94,,360.52
2,,717.7979777524723,1680693238.0,2.0,2.0,,0.0,,,14432.0,4.23,14368.0,1.69,2,0,,,717.7979777524723,126,0.0,29735,196,29632,353.91,,355.04
2,,720.0733332941293,1680693239.0,2.0,2.0,,0.0,,,14848.0,3.02,14784.0,1.21,2,0,,,720.0733332941293,127,0.0,30593,197,30496,359.11,,358.69
2,,720.7363714051603,1680693240.0,2.0,2.0,,0.0,,,15264.0,1.83,15232.0,0.73,2,0,,,720.7363714051603,128,0.0,31449,198,31360,360.04,,360.03
2,,714.5007279934342,1680693242.0,2.0,2.0,,0.0,,,15712.0,0.66,15648.0,0.5,2,0,,,714.5007279934342,129,0.0,32295,200,32192,360.51,,360.23
2,,593.8754345478923,1680693243.0,2.0,2.0,,0.0,,,16128.0,0.0,16064.0,0.5,2,0,,,593.8754345478923,130,0.0,32966,201,32768,360.42,,354.08
2,,593.8754345478923,1680693244.0,2.0,2.0,,0.0,,,16384.0,0.0,16384.0,0.5,2,0,,,593.8754345478923,131,0.0,33669,202,32768,360.71,,233.16
2,,593.8754345478923,1680693245.0,2.0,2.0,,0.0,,,16384.0,0.0,16384.0,0.5,2,0,,,593.8754345478923,132,0.0,34375,203,32768,360.71,,233.16
2,,593.8754345478923,1680693246.0,2.0,2.0,,0.0,,,16384.0,0.0,16384.0,0.5,2,0,,,593.8754345478923,133,0.0,35080,204,32768,360.71,,233.16
2,,593.8754345478923,1680693248.0,2.0,2.0,,0.0,,,16384.0,0.0,16384.0,0.5,2,0,,,593.8754345478923,134,0.0,35785,206,32768,360.71,,233.16
2,,593.8754345478923,1680693249.0,2.0,2.0,,0.0,,,16384.0,0.0,16384.0,0.5,2,0,,,593.8754345478923,135,0.0,36490,207,32768,360.71,,233.16
3,,593.8754345478923,1680693250.0,2.0,2.0,,0.0,,,16384.0,54.82,16384.0,10.0,2,0,,,593.8754345478923,136,0.0,214,208,0,360.71,,233.16
3,0.0,593.8754345478923,1680693251.0,3.0,3.0,2.0,0.0,611.8717693205155,97984.0,0.0,53.63,0.0,10.0,2,0,1.0,32768.0,593.8754345478923,137,0.0,918,209,0,360.71,53.55370462080464,233.16
3,,593.8754345478923,1680693252.0,3.0,3.0,,0.0,,,0.0,52.44,0.0,10.0,2,0,,,593.8754345478923,138,0.0,1624,210,0,360.71,,233.16
3,,593.8754345478923,1680693253.0,3.0,3.0,,0.0,,,0.0,51.25,0.0,10.0,2,0,,,593.8754345478923,139,0.0,2330,211,0,360.71,,233.16
3,,233.16433806963292,1680693255.0,3.0,3.0,,0.0,,,0.0,135.43,0.0,10.0,1,0,,,233.16433806963292,140,0.0,1190,213,0,360.71,,233.16
3,,233.16433806963292,1680693259.0,3.0,,,,,,0.0,131.41,,10.0,1,0,,,233.16433806963292,141,0.0,2128,217,0,,,233.16
3,,233.16433806963292,1680693260.0,3.0,,,,,,0.0,130.39,,10.0,1,0,,,233.16433806963292,142,0.0,2365,218,0,,,233.16
3,,233.16433806963292,1680693261.0,3.0,,,,,,0.0,129.38,,10.0,1,0,,,233.16433806963292,143,0.0,2602,219,0,,,233.16
3,,233.16433806963292,1680693262.0,3.0,,,,,,0.0,128.36,,10.0,1,0,,,233.16433806963292,144,0.0,2839,220,0,,,233.16
3,,233.16433806963292,1680693263.0,3.0,,,,,,0.0,127.34,,10.0,1,0,,,233.16433806963292,145,0.0,3076,221,0,,,233.16
3,,233.16433806963292,1680693264.0,3.0,,,,,,0.0,126.33,,10.0,1,0,,,233.16433806963292,146,0.0,3312,222,0,,,233.16
3,,233.16433806963292,1680693265.0,3.0,,,,,,0.0,125.31,,10.0,1,0,,,233.16433806963292,147,0.0,3549,223,0,,,233.16
3,,233.16433806963292,1680693266.0,3.0,,,,,,0.0,124.3,,10.0,1,0,,,233.16433806963292,148,0.0,3786,224,0,,,233.16
3,,233.16433806963292,1680693267.0,3.0,,,,,,0.0,123.28,,10.0,1,0,,,233.16433806963292,149,0.0,4023,225,0,,,233.16
3,,233.16433806963292,1680693268.0,3.0,,,,,,0.0,122.26,,10.0,1,0,,,233.16433806963292,150,0.0,4260,226,0,,,233.16
3,,233.16433806963292,1680693269.0,3.0,,,,,,0.0,121.25,,10.0,1,0,,,233.16433806963292,151,0.0,4497,227,0,,,233.16
3,,233.16433806963292,1680693270.0,3.0,,,,,,0.0,120.23,,10.0,1,0,,,233.16433806963292,152,0.0,4734,228,0,,,233.16
3,,233.16433806963292,1680693271.0,3.0,,,,,,0.0,119.22,,10.0,1,0,,,233.16433806963292,153,0.0,4971,229,0,,,233.16
3,,233.16433806963292,1680693272.0,3.0,,,,,,0.0,118.2,,10.0,1,0,,,233.16433806963292,154,0.0,5208,230,0,,,233.16
3,,233.16433806963292,1680693273.0,3.0,,,,,,0.0,117.18,,10.0,1,0,,,233.16433806963292,155,0.0,5445,231,0,,,233.16
3,,233.16433806963292,1680693274.0,3.0,,,,,,0.0,116.17,,10.0,1,0,,,233.16433806963292,156,0.0,5682,232,0,,,233.16
3,,233.16433806963292,1680693275.0,3.0,,,,,,0.0,115.15,,10.0,1,0,,,233.16433806963292,157,0.0,5919,233,0,,,233.16
3,,233.16433806963292,1680693276.0,3.0,,,,,,0.0,114.14,,10.0,1,0,,,233.16433806963292,158,0.0,6156,234,0,,,233.16
3,,233.16433806963292,1680693277.0,3.0,,,,,,0.0,113.12,,10.0,1,0,,,233.16433806963292,159,0.0,6392,235,0,,,233.16
3,,233.16433806963292,1680693278.0,3.0,,,,,,0.0,112.1,,10.0,1,0,,,233.16433806963292,160,0.0,6629,236,0,,,233.16
3,,233.16433806963292,1680693279.0,3.0,,,,,,0.0,111.09,,10.0,1,0,,,233.16433806963292,161,0.0,6866,237,0,,,233.16
3,,233.16433806963292,1680693280.0,3.0,,,,,,0.0,110.07,,10.0,1,0,,,233.16433806963292,162,0.0,7103,238,0,,,233.16
3,,233.16433806963292,1680693281.0,3.0,,,,,,0.0,109.06,,10.0,1,0,,,233.16433806963292,163,0.0,7340,239,0,,,233.16
3,,233.16433806963292,1680693282.0,3.0,,,,,,0.0,108.04,,10.0,1,0,,,233.16433806963292,164,0.0,7577,240,0,,,233.16
3,,233.16433806963292,1680693283.0,3.0,,,,,,0.0,107.02,,10.0,1,0,,,233.16433806963292,165,0.0,7814,241,0,,,233.16
3,,233.16433806963292,1680693284.0,3.0,,,,,,0.0,106.01,,10.0,1,0,,,233.16433806963292,166,0.0,8051,242,0,,,233.16
3,,233.16433806963292,1680693285.0,3.0,,,,,,0.0,104.99,,10.0,1,0,,,233.16433806963292,167,0.0,8288,243,0,,,233.16
3,,233.16433806963292,1680693286.0,3.0,,,,,,0.0,103.97,,10.0,1,0,,,233.16433806963292,168,0.0,8525,244,0,,,233.16
3,,233.16433806963292,1680693287.0,3.0,,,,,,0.0,102.96,,10.0,1,0,,,233.16433806963292,169,0.0,8762,245,0,,,233.16
3,,233.16433806963292,1680693288.0,3.0,,,,,,0.0,101.94,,10.0,1,0,,,233.16433806963292,170,0.0,8999,246,0,,,233.16
3,,233.16433806963292,1680693289.0,3.0,,,,,,0.0,100.92,,10.0,1,0,,,233.16433806963292,171,0.0,9236,247,0,,,233.16
3,,233.16433806963292,1680693290.0,3.0,,,,,,0.0,99.91,,10.0,1,0,,,233.16433806963292,172,0.0,9473,248,0,,,233.16
3,,233.16433806963292,1680693291.0,3.0,,,,,,0.0,98.89,,10.0,1,0,,,233.16433806963292,173,0.0,9710,249,0,,,233.16
3,,233.16433806963292,1680693292.0,3.0,,,,,,0.0,97.87,,10.0,1,0,,,233.16433806963292,174,0.0,9948,250,0,,,233.16
3,,233.16433806963292,1680693293.0,3.0,,,,,,0.0,96.85,,10.0,1,0,,,233.16433806963292,175,0.0,10185,251,0,,,233.16
3,,233.16433806963292,1680693294.0,3.0,,,,,,0.0,95.84,,10.0,1,0,,,233.16433806963292,176,0.0,10423,252,0,,,233.16
3,,233.16433806963292,1680693295.0,3.0,,,,,,0.0,94.82,,10.0,1,0,,,233.16433806963292,177,0.0,10660,253,0,,,233.16
3,,233.16433806963292,1680693296.0,3.0,,,,,,0.0,93.8,,10.0,1,0,,,233.16433806963292,178,0.0,10897,254,0,,,233.16
3,,233.16433806963292,1680693297.0,3.0,,,,,,0.0,92.78,,10.0,1,0,,,233.16433806963292,179,0.0,11135,255,0,,,233.16
3,,233.16433806963292,1680693298.0,3.0,,,,,,0.0,91.77,,10.0,1,0,,,233.16433806963292,180,0.0,11372,256,0,,,233.16
3,,233.16433806963292,1680693299.0,3.0,,,,,,0.0,90.75,,10.0,1,0,,,233.16433806963292,181,0.0,11609,257,0,,,233.16
3,,233.16433806963292,1680693300.0,3.0,,,,,,0.0,89.72,,10.0,1,0,,,233.16433806963292,182,0.0,11848,258,0,,,233.16
3,,233.16433806963292,1680693301.0,3.0,,,,,,0.0,88.7,,10.0,1,0,,,233.16433806963292,183,0.0,12086,259,0,,,233.16
3,,233.16433806963292,1680693302.0,3.0,,,,,,0.0,87.68,,10.0,1,0,,,233.16433806963292,184,0.0,12323,260,0,,,233.16
3,,233.16433806963292,1680693303.0,3.0,,,,,,0.0,86.66,,10.0,1,0,,,233.16433806963292,185,0.0,12561,261,0,,,233.16
3,,233.16433806963292,1680693304.0,3.0,,,,,,0.0,85.65,,10.0,1,0,,,233.16433806963292,186,0.0,12798,262,0,,,233.16
3,,233.16433806963292,1680693305.0,3.0,,,,,,0.0,84.63,,10.0,1,0,,,233.16433806963292,187,0.0,13035,263,0,,,233.16
3,,233.16433806963292,1680693306.0,3.0,,,,,,0.0,83.61,,10.0,1,0,,,233.16433806963292,188,0.0,13274,264,0,,,233.16
3,,233.16433806963292,1680693307.0,3.0,,,,,,0.0,82.59,,10.0,1,0,,,233.16433806963292,189,0.0,13511,265,0,,,233.16
3,,233.16433806963292,1680693309.0,3.0,,,,,,0.0,81.57,,10.0,1,0,,,233.16433806963292,190,0.0,13748,267,0,,,233.16
3,,233.16433806963292,1680693310.0,3.0,,,,,,0.0,80.56,,10.0,1,0,,,233.16433806963292,191,0.0,13985,268,0,,,233.16
3,,233.16433806963292,1680693311.0,3.0,,,,,,0.0,79.54,,10.0,1,0,,,233.16433806963292,192,0.0,14223,269,0,,,233.16
3,,233.16433806963292,1680693312.0,3.0,,,,,,0.0,78.52,,10.0,1,0,,,233.16433806963292,193,0.0,14460,270,0,,,233.16
3,,233.16433806963292,1680693313.0,3.0,,,,,,0.0,77.5,,10.0,1,0,,,233.16433806963292,194,0.0,14698,271,0,,,233.16
3,,233.16433806963292,1680693314.0,3.0,,,,,,0.0,76.48,,10.0,1,0,,,233.16433806963292,195,0.0,14935,272,0,,,233.16
