04_peers/peer_3_epoch,04_peers/peer_7_epoch_oos,04_peers/peer_8_epoch_oos,03_hivemind/next_fetch_time_s,04_peers/peer_1_samples_per_second,04_peers/peer_8_samples_per_second,04_peers/peer_8_samples_accumulated,03_hivemind/num_clients,03_hivemind/undershot_TBS,04_peers/peer_3_epoch_oos,04_peers/peer_3_samples_per_second,03_hivemind/global_samples_accumulated,03_hivemind/epoch_s,04_peers/peer_4_epoch_oos,03_hivemind/epoch_based_sps,04_peers/peer_7_samples_per_second,04_peers/peer_4_samples_accumulated,03_hivemind/optimistic_total_samples_per_second,_timestamp,04_peers/peer_2_epoch,04_peers/peer_5_epoch,04_peers/peer_6_epoch,04_peers/peer_1_epoch_oos,04_peers/peer_2_samples_accumulated,04_peers/peer_6_samples_accumulated,04_peers/peer_7_samples_accumulated,_step,_runtime,04_peers/peer_1_epoch,04_peers/peer_7_epoch,03_hivemind/global_epoch,04_peers/peer_2_epoch_oos,04_peers/peer_6_epoch_oos,03_hivemind/eta_next_epoch_s,03_hivemind/total_training_samples,04_peers/peer_2_samples_per_second,04_peers/peer_5_samples_accumulated,03_hivemind/per_epoch_training_samples,03_hivemind/num_peers,03_hivemind/reached_TBS,04_peers/peer_4_samples_per_second,04_peers/peer_6_samples_per_second,03_hivemind/estimated_current_samples,03_hivemind/actual_total_samples_per_second,04_peers/peer_4_epoch,04_peers/peer_8_epoch,03_hivemind/overshot_TBS,04_peers/peer_5_epoch_oos,04_peers/peer_5_samples_per_second,04_peers/peer_1_samples_accumulated,04_peers/peer_3_samples_accumulated
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051183.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,67,163,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,166206,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051184.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,68,164,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,170594,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051185.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,69,165,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,175015,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051186.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,70,166,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,179460,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051187.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,71,167,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,183856,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051188.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,72,168,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,188227,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051189.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,73,169,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,192611,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051190.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,74,170,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,196974,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051191.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,75,171,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,201330,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051192.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,76,172,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,205716,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051194.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,77,174,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,210104,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051195.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,78,175,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,214502,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051196.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,79,176,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,218880,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051197.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,80,177,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,223269,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051198.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,81,178,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,227643,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051199.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,82,179,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,232025,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051200.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,83,180,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,236400,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051201.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,84,181,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,240778,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051202.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,85,182,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,245167,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051203.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,86,183,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,249593,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.63,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,524.2649032007685,1683051204.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,87,184,4.0,4.0,4,0.0,0.0,2.5,,533.46,0.0,,1,,537.18,528.32,31456,524.2649032007685,4.0,4.0,,0.0,527.41,0.0,0.0
