04_peers/peer_3_samples_accumulated,03_hivemind/epoch_s,03_hivemind/global_epoch,03_hivemind/overshot_TBS,04_peers/peer_2_epoch_oos,03_hivemind/next_fetch_time_s,04_peers/peer_4_samples_per_second,04_peers/peer_5_samples_per_second,04_peers/peer_1_samples_accumulated,_step,04_peers/peer_2_epoch,03_hivemind/num_clients,03_hivemind/per_epoch_training_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/total_training_samples,04_peers/peer_1_samples_per_second,04_peers/peer_4_samples_accumulated,03_hivemind/estimated_current_samples,_timestamp,03_hivemind/num_peers,04_peers/peer_5_epoch_oos,04_peers/peer_3_epoch_oos,03_hivemind/epoch_based_sps,04_peers/peer_2_samples_per_second,04_peers/peer_3_samples_per_second,04_peers/peer_4_epoch,03_hivemind/undershot_TBS,04_peers/peer_4_epoch_oos,04_peers/peer_5_samples_accumulated,03_hivemind/global_samples_accumulated,03_hivemind/actual_total_samples_per_second,_runtime,04_peers/peer_1_epoch,04_peers/peer_5_epoch,04_peers/peer_3_epoch,03_hivemind/reached_TBS,03_hivemind/eta_next_epoch_s,04_peers/peer_1_epoch_oos,04_peers/peer_2_samples_accumulated
1664.0,,1,,0.0,0.59,121.56,1411.07,1664.0,98,1.0,0,,2065.1225940177924,,119.49,1632.0,30828,1681384131.0,5,0.0,0.0,,122.45,121.88,1.0,,0.0,20736.0,29504,2065.1225940177924,174,1.0,1.0,1.0,,0.94,0.0,1664.0
1824.0,,1,,0.0,0.5,122.43,1577.49,1792.0,99,1.0,0,,2040.0347332499473,,119.89,1792.0,33078,1681384132.0,5,0.0,0.0,,122.95,122.36,1.0,,0.0,22272.0,32128,2040.0347332499473,175,1.0,1.0,1.0,,0.0,0.0,1824.0
1984.0,,1,,0.0,0.5,122.76,1551.17,1952.0,100,1.0,0,,1744.81311033096,,120.34,1920.0,34578,1681384133.0,5,0.0,0.0,,123.11,122.66,1.0,,0.0,24320.0,32576,1744.81311033096,176,1.0,1.0,1.0,,0.0,0.0,1952.0
2016.0,,1,,0.0,0.5,122.83,1255.75,1984.0,101,1.0,0,,1744.81311033096,,120.32,1984.0,36682,1681384134.0,5,0.0,0.0,,123.23,122.68,1.0,,0.0,24576.0,32576,1744.81311033096,177,1.0,1.0,1.0,,0.0,0.0,2016.0
2016.0,,1,,0.0,0.5,122.83,1255.75,1984.0,102,1.0,0,,1744.81311033096,,120.32,1984.0,38772,1681384135.0,5,0.0,0.0,,123.23,122.68,1.0,,0.0,24576.0,32576,1744.81311033096,178,1.0,1.0,1.0,,0.0,0.0,2016.0
2016.0,,1,,0.0,0.5,122.83,1255.75,1984.0,103,1.0,0,,1744.81311033096,,120.32,1984.0,40853,1681384137.0,5,0.0,0.0,,123.23,122.68,1.0,,0.0,24576.0,32576,1744.81311033096,180,1.0,1.0,1.0,,0.0,0.0,2016.0
2016.0,,1,,0.0,0.5,122.83,1255.75,1984.0,104,1.0,0,,1744.81311033096,,120.32,1984.0,42943,1681384138.0,5,0.0,0.0,,123.23,122.68,1.0,,0.0,24576.0,32576,1744.81311033096,181,1.0,1.0,1.0,,0.0,0.0,2016.0
2016.0,,1,,0.0,0.5,122.83,1255.75,1984.0,105,1.0,0,,1744.81311033096,,120.32,1984.0,45033,1681384139.0,5,0.0,0.0,,123.23,122.68,1.0,,0.0,24576.0,32576,1744.81311033096,182,1.0,1.0,1.0,,0.0,0.0,2016.0
2016.0,,1,,0.0,0.5,122.83,1255.75,1984.0,106,1.0,0,,1744.81311033096,,120.32,1984.0,47369,1681384140.0,5,0.0,0.0,,123.23,122.68,1.0,,0.0,24576.0,32576,1744.81311033096,183,1.0,1.0,1.0,,0.0,0.0,2016.0
2016.0,,1,,0.0,0.5,122.83,1255.75,1984.0,107,1.0,0,,1744.81311033096,,120.32,1984.0,49438,1681384142.0,5,0.0,0.0,,123.23,122.68,1.0,,0.0,24576.0,32576,1744.81311033096,185,1.0,1.0,1.0,,0.0,0.0,2016.0
2016.0,,1,,0.0,0.5,122.83,1255.75,1984.0,108,1.0,0,,1744.81311033096,,120.32,1984.0,51529,1681384143.0,5,0.0,0.0,,123.23,122.68,1.0,,0.0,24576.0,32576,1744.81311033096,186,1.0,1.0,1.0,,0.0,0.0,2016.0
2016.0,,1,,0.0,0.5,122.83,1255.75,1984.0,109,1.0,0,,1744.81311033096,,120.32,1984.0,53633,1681384144.0,5,0.0,0.0,,123.23,122.68,1.0,,0.0,24576.0,32576,1744.81311033096,187,1.0,1.0,1.0,,0.0,0.0,2016.0
2016.0,,1,,0.0,0.5,122.83,1255.75,1984.0,110,1.0,0,,1744.81311033096,,120.32,1984.0,55728,1681384145.0,5,0.0,0.0,,123.23,122.68,1.0,,0.0,24576.0,32576,1744.81311033096,188,1.0,1.0,1.0,,0.0,0.0,2016.0
2016.0,,1,,0.0,0.5,122.83,1255.75,1984.0,111,1.0,0,,1744.81311033096,,120.32,1984.0,57818,1681384146.0,5,0.0,0.0,,123.23,122.68,1.0,,0.0,24576.0,32576,1744.81311033096,189,1.0,1.0,1.0,,0.0,0.0,2016.0
2016.0,,1,,0.0,0.5,122.83,1255.75,1984.0,112,1.0,0,,1744.81311033096,,120.32,1984.0,59910,1681384148.0,5,0.0,0.0,,123.23,122.68,1.0,,0.0,24576.0,32576,1744.81311033096,191,1.0,1.0,1.0,,0.0,0.0,2016.0
2016.0,,1,,0.0,0.5,122.83,1255.75,1984.0,113,1.0,0,,1744.81311033096,,120.32,1984.0,62002,1681384149.0,5,0.0,0.0,,123.23,122.68,1.0,,0.0,24576.0,32576,1744.81311033096,192,1.0,1.0,1.0,,0.0,0.0,2016.0
2016.0,,1,,0.0,0.5,122.83,1255.75,1984.0,114,1.0,0,,1744.81311033096,,120.32,1984.0,64076,1681384150.0,5,0.0,0.0,,123.23,122.68,1.0,,0.0,24576.0,32576,1744.81311033096,193,1.0,1.0,1.0,,0.0,0.0,2016.0
2016.0,,1,,0.0,0.5,122.83,1255.75,1984.0,115,1.0,0,,1744.81311033096,,120.32,1984.0,66157,1681384151.0,5,0.0,0.0,,123.23,122.68,1.0,,0.0,24576.0,32576,1744.81311033096,194,1.0,1.0,1.0,,0.0,0.0,2016.0
2016.0,,1,,0.0,0.5,122.83,1255.75,1984.0,116,1.0,0,,1744.81311033096,,120.32,1984.0,68249,1681384152.0,5,0.0,0.0,,123.23,122.68,1.0,,0.0,24576.0,32576,1744.81311033096,195,1.0,1.0,1.0,,0.0,0.0,2016.0
2016.0,,1,,0.0,0.5,122.83,1255.75,1984.0,117,1.0,0,,1744.81311033096,,120.32,1984.0,70345,1681384154.0,5,0.0,0.0,,123.23,122.68,1.0,,0.0,24576.0,32576,1744.81311033096,197,1.0,1.0,1.0,,0.0,0.0,2016.0
2016.0,,1,,0.0,0.5,122.83,1255.75,1984.0,118,1.0,0,,1744.81311033096,,120.32,1984.0,72434,1681384155.0,5,0.0,0.0,,123.23,122.68,1.0,,0.0,24576.0,32576,1744.81311033096,198,1.0,1.0,1.0,,0.0,0.0,2016.0
2016.0,,1,,0.0,0.5,122.83,1255.75,1984.0,119,1.0,0,,1744.81311033096,,120.32,1984.0,74510,1681384156.0,5,0.0,0.0,,123.23,122.68,1.0,,0.0,24576.0,32576,1744.81311033096,199,1.0,1.0,1.0,,0.0,0.0,2016.0
2016.0,,1,,0.0,0.5,122.83,1255.75,1984.0,120,1.0,0,,1744.81311033096,,120.32,1984.0,76599,1681384157.0,5,0.0,0.0,,123.23,122.68,1.0,,0.0,24576.0,32576,1744.81311033096,200,1.0,1.0,1.0,,0.0,0.0,2016.0
2016.0,,1,,0.0,0.5,122.83,1255.75,1984.0,121,1.0,0,,1744.81311033096,,120.32,1984.0,78692,1681384158.0,5,0.0,0.0,,123.23,122.68,1.0,,0.0,24576.0,32576,1744.81311033096,201,1.0,1.0,1.0,,0.0,0.0,2016.0
2016.0,,1,,0.0,0.5,122.83,1255.75,1984.0,122,1.0,0,,1744.81311033096,,120.32,1984.0,80786,1681384159.0,5,0.0,0.0,,123.23,122.68,1.0,,0.0,24576.0,32576,1744.81311033096,202,1.0,1.0,1.0,,0.0,0.0,2016.0
