04_peers/peer_2_epoch_oos,04_peers/peer_1_samples_per_second,04_peers/peer_9_samples_per_second,03_hivemind/global_samples_accumulated,03_hivemind/optimistic_total_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_3_epoch_oos,03_hivemind/epoch_s,04_peers/peer_3_samples_per_second,03_hivemind/per_epoch_training_samples,04_peers/peer_6_epoch_oos,03_hivemind/reached_TBS,_step,03_hivemind/global_epoch,04_peers/peer_6_samples_accumulated,03_hivemind/actual_total_samples_per_second,04_peers/peer_5_epoch,04_peers/peer_1_samples_accumulated,04_peers/peer_2_epoch,03_hivemind/eta_next_epoch_s,04_peers/peer_3_samples_accumulated,04_peers/peer_8_samples_accumulated,03_hivemind/estimated_current_samples,04_peers/peer_8_epoch,04_peers/peer_7_epoch,04_peers/peer_6_epoch,04_peers/peer_9_epoch,03_hivemind/num_clients,04_peers/peer_4_samples_accumulated,04_peers/peer_3_epoch,04_peers/peer_4_epoch_oos,04_peers/peer_2_samples_per_second,04_peers/peer_5_samples_per_second,04_peers/peer_2_samples_accumulated,04_peers/peer_4_epoch,04_peers/peer_6_samples_per_second,03_hivemind/epoch_based_sps,03_hivemind/num_peers,03_hivemind/overshot_TBS,03_hivemind/undershot_TBS,04_peers/peer_8_samples_per_second,03_hivemind/total_training_samples,04_peers/peer_4_samples_per_second,04_peers/peer_7_samples_per_second,04_peers/peer_7_samples_accumulated,_timestamp,04_peers/peer_5_epoch_oos,03_hivemind/next_fetch_time_s,04_peers/peer_5_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_7_epoch_oos,04_peers/peer_8_epoch_oos,04_peers/peer_9_epoch_oos,_runtime,04_peers/peer_9_samples_accumulated
,,,6400,1207.475900189063,,,,,,,,0,0,,1207.475900189063,,,,21.43,,,6888,,,,,0,,,,,,,,,,1,,,,,,,,1681383042.0,,5.36,,,,,,36,
,1207.48,,8192,1404.6061940348093,0.0,,,,,,,1,0,,1404.6061940348093,,6400.0,,17.05,,,8825,,,,,0,,,,,,,,,,1,,,,,,,,1681383044.0,,4.26,,0.0,,,,38,
,1404.61,,9984,1451.2870759842358,0.0,,,,,,,2,0,,1451.2870759842358,,8192.0,,15.28,,,10587,,,,,0,,,,,,,,,,1,,,,,,,,1681383045.0,,3.82,,0.0,,,,39,
,1451.29,,11776,1477.6737610372495,0.0,,,,,,,3,0,,1477.6737610372495,,9984.0,,13.84,,,12319,,,,,0,,,,,,,,,,1,,,,,,,,1681383046.0,,3.46,,0.0,,,,40,
,1477.67,,13312,1384.8276752399306,0.0,,,,,,,4,0,,1384.8276752399306,,11776.0,,13.68,,,13820,,,,,0,,,,,,,,,,1,,,,,,,,1681383047.0,,3.42,,0.0,,,,41,
,1384.83,,14848,1329.534800396639,0.0,,,,,,,5,0,,1329.534800396639,,13312.0,,13.07,,,15391,,,,,0,,,,,,,,,,1,,,,,,,,1681383048.0,,3.27,,0.0,,,,42,
,1329.53,,16640,1534.104533387913,0.0,,,,,,,6,0,,1534.104533387913,,14848.0,,9.93,,,17527,,,,,0,,,,,,,,,,1,,,,,,,,1681383049.0,,2.48,,0.0,,,,43,
,1534.1,,18432,1460.8475996428422,0.0,,,,,,,7,0,,1460.8475996428422,,16640.0,,9.42,,,19009,,,,,0,,,,,,,,,,1,,,,,,,,1681383051.0,,2.35,,0.0,,,,45,
,1460.85,,19968,1415.8048331489617,0.0,,,,,,,8,0,,1415.8048331489617,,18432.0,,8.62,,,20564,,,,,0,,,,,,,,,,1,,,,,,,,1681383052.0,,2.15,,0.0,,,,46,
,1415.8,,21760,1458.2656817508564,0.0,,,,,,,9,0,,1458.2656817508564,,19968.0,,7.14,,,22350,,,,,0,,,,,,,,,,1,,,,,,,,1681383053.0,,1.79,,0.0,,,,47,
,1458.27,,23392,1376.6631579935263,0.0,,,,,,,10,0,,1376.6631579935263,,21760.0,,6.41,,,23947,,,,,0,,,,,,,,,,2,,,,,,,,1681383054.0,,2.56,,0.0,,,,48,
0.0,1374.65,,25056,1532.9663890712231,0.0,,,,,,,11,0,,1532.9663890712231,,23296.0,0.0,4.33,,,26136,,,,,0,,,,2.02,,96.0,,,,2,,,,,,,,1681383055.0,,1.73,,0.0,,,,49,
0.0,1527.24,,27264,1481.6602749487852,0.0,,,,,,,12,0,,1481.6602749487852,,24832.0,0.0,3.38,,,27757,,,,,0,,,,5.73,,224.0,,,,2,,,,,,,,1681383057.0,,1.35,,0.0,,,,51,
0.0,1469.12,,29184,1571.524735911948,0.0,,,,,,,13,0,,1571.524735911948,,26880.0,0.0,1.9,,,29787,,,,,0,,,,12.54,,384.0,,,,2,,,,,,,,1681383058.0,,0.76,,0.0,,,,52,
0.0,1551.36,,31136,1607.1839677366966,0.0,,,,,,,14,0,,1607.1839677366966,,28672.0,0.0,0.61,,,31783,,,,,0,,,,20.16,,512.0,,,,2,,,,,,,,1681383059.0,,0.5,,0.0,,,,53,
0.0,1574.56,,32768,1551.9943215992114,0.0,,,,,,,15,0,,1551.9943215992114,,30464.0,0.0,0.0,,,33551,,,,,0,,,,32.63,,672.0,,,,2,,,,,,,,1681383060.0,,0.5,,0.0,,,,54,
0.0,1510.5,,32768,1551.9943215992114,0.0,,,,,,,16,0,,1551.9943215992114,,32000.0,0.0,0.0,,,35398,,,,,0,,,,41.5,,768.0,,,,2,,,,,,,,1681383061.0,,0.5,,0.0,,,,55,
0.0,1510.5,,32768,1551.9943215992114,0.0,,,,,,,17,0,,1551.9943215992114,,32000.0,0.0,0.0,,,41887,,,,,0,,,,41.5,,768.0,,,,2,,,,,,,,1681383065.0,,0.5,,0.0,,,,59,
0.0,1510.5,,32768,1551.9943215992114,0.0,,,,,,,18,0,,1551.9943215992114,,32000.0,0.0,0.0,,,43715,,,,,0,,,,41.5,,768.0,,,,2,,,,,,,,1681383067.0,,0.5,,0.0,,,,61,
0.0,1510.5,,32768,1551.9943215992114,0.0,,,,,,,19,0,,1551.9943215992114,,32000.0,0.0,0.0,,,45540,,,,,0,,,,41.5,,768.0,,,,2,,,,,,,,1681383068.0,,0.5,,0.0,,,,62,
0.0,1510.5,,32768,1551.9943215992114,0.0,,,,,,,20,0,,1551.9943215992114,,32000.0,0.0,0.0,,,47365,,,,,0,,,,41.5,,768.0,,,,2,,,,,,,,1681383069.0,,0.5,,0.0,,,,63,
0.0,1510.5,,32768,1551.9943215992114,0.0,,,,,,,21,0,,1551.9943215992114,,32000.0,0.0,0.0,,,49191,,,,,0,,,,41.5,,768.0,,,,2,,,,,,,,1681383070.0,,0.5,,0.0,,,,64,
0.0,1510.5,,32768,1551.9943215992114,0.0,,,,,,,22,0,,1551.9943215992114,,32000.0,0.0,0.0,,,51015,,,,,0,,,,41.5,,768.0,,,,2,,,,,,,,1681383071.0,,0.5,,0.0,,,,65,
0.0,1510.5,,32768,1551.9943215992114,0.0,,,,,,,23,0,,1551.9943215992114,,32000.0,0.0,0.0,,,52841,,,,,0,,,,41.5,,768.0,,,,2,,,,,,,,1681383072.0,,0.5,,0.0,,,,66,
0.0,1510.5,,32768,1551.9943215992114,0.0,,,,,,,24,0,,1551.9943215992114,,32000.0,0.0,0.0,,,54666,,,,,0,,,,41.5,,768.0,,,,2,,,,,,,,1681383074.0,,0.5,,0.0,,,,68,
0.0,1510.5,,32768,1551.9943215992114,0.0,,,,,,,25,0,,1551.9943215992114,,32000.0,0.0,0.0,,,65813,,,,,0,,,,41.5,,768.0,,,,2,,,,,,,,1681383081.0,,0.5,,0.0,,,,75,
0.0,1510.5,,32768,1551.9943215992114,0.0,,,,,,,26,0,,1551.9943215992114,,32000.0,0.0,0.0,,,72311,,,,,0,,,,41.5,,768.0,,,,2,,,,,,,,1681383085.0,,0.5,,0.0,,,,79,
0.0,1510.5,,32768,1551.9943215992114,0.0,,,,,,,27,0,,1551.9943215992114,,32000.0,0.0,0.0,,,74638,,,,,0,,,,41.5,,768.0,,,,2,,,,,,,,1681383087.0,,0.5,,0.0,,,,81,
0.0,1510.5,,32768,1551.9943215992114,0.0,,,,,,,28,0,,1551.9943215992114,,32000.0,0.0,0.0,,,76708,,,,,0,,,,41.5,,768.0,,,,2,,,,,,,,1681383088.0,,0.5,,0.0,,,,82,
0.0,1510.5,,32768,1551.9943215992114,0.0,,,,,,,29,0,,1551.9943215992114,,32000.0,0.0,0.0,,,78792,,,,,0,,,,41.5,,768.0,,,,2,,,,,,,,1681383089.0,,0.5,,0.0,,,,83,
0.0,1510.5,,32768,1551.9943215992114,0.0,,,,,,,30,0,,1551.9943215992114,,32000.0,0.0,0.0,,,80871,,,,,0,,,,41.5,,768.0,,,,2,,,,,,,,1681383091.0,,0.5,,0.0,,,,85,
0.0,1510.5,,32768,1551.9943215992114,0.0,,,,,,,31,0,,1551.9943215992114,,32000.0,0.0,0.0,,,82960,,,,,0,,,,41.5,,768.0,,,,2,,,,,,,,1681383092.0,,0.5,,0.0,,,,86,
0.0,1510.5,,32768,1551.9943215992114,0.0,,,,,,,32,0,,1551.9943215992114,,32000.0,0.0,0.0,,,85051,,,,,0,,,,41.5,,768.0,,,,2,,,,,,,,1681383093.0,,0.5,,0.0,,,,87,
0.0,1510.5,,32768,1551.9943215992114,0.0,,,,,,,33,0,,1551.9943215992114,,32000.0,0.0,0.0,,,87144,,,,,0,,,,41.5,,768.0,,,,2,,,,,,,,1681383095.0,,0.5,,0.0,,,,89,
0.0,1510.5,,32768,1551.9943215992114,0.0,,,,,,,34,0,,1551.9943215992114,,32000.0,0.0,0.0,,,89237,,,,,0,,,,41.5,,768.0,,,,2,,,,,,,,1681383096.0,,0.5,,0.0,,,,90,
0.0,1510.5,,32768,1551.9943215992114,0.0,,,,,,,35,0,,1551.9943215992114,,32000.0,0.0,0.0,,,91336,,,,,0,,,,41.5,,768.0,,,,2,,,,,,,,1681383097.0,,0.5,,0.0,,,,91,
0.0,1510.5,,32768,1551.9943215992114,0.0,,,,,,,36,0,,1551.9943215992114,,32000.0,0.0,0.0,,,93428,,,,,0,,,,41.5,,768.0,,,,2,,,,,,,,1681383099.0,,0.5,,0.0,,,,93,
0.0,1510.5,,32832,1560.129068574162,0.0,,,,,,,37,0,,1560.129068574162,,32000.0,0.0,0.0,,,95591,,,,,0,,,,41.5,,768.0,,,,4,,,,,,,,1681383100.0,,0.5,,0.0,,,,94,
0.0,1510.5,,32928,1572.2908331696406,0.0,0.0,,4.09,,,,38,0,,1572.2908331696406,,32000.0,0.0,0.0,32.0,,98052,,,,,0,32.0,0.0,0.0,41.5,,768.0,0.0,,,7,,,,,4.05,,,1681383101.0,,0.5,,0.0,,,,95,
0.0,1510.5,,32928,1572.2908331696406,0.0,0.0,,4.09,,0.0,,39,0,32.0,1572.2908331696406,0.0,32000.0,0.0,0.0,32.0,,100240,,0.0,0.0,,0,32.0,0.0,0.0,41.5,4.12,768.0,0.0,4.03,,7,,,,,4.05,4.01,32.0,1681383103.0,0.0,0.5,32.0,0.0,0.0,,,97,
0.0,1510.5,,32928,1572.2908331696406,0.0,0.0,,4.09,,0.0,,40,0,32.0,1572.2908331696406,0.0,32000.0,0.0,0.0,32.0,,102403,,0.0,0.0,,0,32.0,0.0,0.0,41.5,4.12,768.0,0.0,4.03,,7,,,,,4.05,4.01,32.0,1681383104.0,0.0,0.5,32.0,0.0,0.0,,,98,
0.0,1510.5,,32928,1572.2908331696406,0.0,0.0,,4.09,,0.0,,41,0,32.0,1572.2908331696406,0.0,32000.0,0.0,0.0,32.0,,104816,,0.0,0.0,,0,32.0,0.0,0.0,41.5,4.12,768.0,0.0,4.03,,7,,,,,4.05,4.01,32.0,1681383106.0,0.0,0.5,32.0,0.0,0.0,,,100,
0.0,1510.5,,32992,1580.6426021182078,0.0,0.0,,4.09,,0.0,,42,0,32.0,1580.6426021182078,0.0,32000.0,0.0,0.0,32.0,,107070,,0.0,0.0,,0,32.0,0.0,0.0,41.5,4.12,768.0,0.0,4.03,,9,,,,,4.05,4.01,32.0,1681383107.0,0.0,0.5,32.0,0.0,0.0,,,101,
0.0,1510.5,4.14,32992,1580.6426021182078,0.0,0.0,,4.09,,0.0,,43,0,32.0,1580.6426021182078,0.0,32000.0,0.0,0.0,32.0,32.0,109261,0.0,0.0,0.0,0.0,0,32.0,0.0,0.0,41.5,4.12,768.0,0.0,4.03,,9,,,4.21,,4.05,4.01,32.0,1681383109.0,0.0,0.5,32.0,0.0,0.0,0.0,0.0,103,32.0
0.0,1510.5,4.14,32992,1580.6426021182078,0.0,0.0,,4.09,,0.0,,44,0,32.0,1580.6426021182078,0.0,32000.0,0.0,0.0,32.0,32.0,111456,0.0,0.0,0.0,0.0,0,32.0,0.0,0.0,41.5,4.12,768.0,0.0,4.03,,9,,,4.21,,4.05,4.01,32.0,1681383110.0,0.0,0.5,32.0,0.0,0.0,0.0,0.0,104,32.0
0.0,1510.5,4.14,32992,1580.6426021182078,0.0,0.0,,4.09,,0.0,,45,0,32.0,1580.6426021182078,0.0,32000.0,0.0,0.0,32.0,32.0,113656,0.0,0.0,0.0,0.0,0,32.0,0.0,0.0,41.5,4.12,768.0,0.0,4.03,,9,,,4.21,,4.05,4.01,32.0,1681383111.0,0.0,0.5,32.0,0.0,0.0,0.0,0.0,105,32.0
0.0,1510.5,4.14,32992,1580.6426021182078,0.0,0.0,,4.09,,0.0,,46,0,32.0,1580.6426021182078,0.0,32000.0,0.0,0.0,32.0,32.0,115861,0.0,0.0,0.0,0.0,0,32.0,0.0,0.0,41.5,4.12,768.0,0.0,4.03,,9,,,4.21,,4.05,4.01,32.0,1681383113.0,0.0,0.5,32.0,0.0,0.0,0.0,0.0,107,32.0
0.0,1510.5,4.14,32992,1580.6426021182078,0.0,0.0,,4.09,,0.0,,47,0,32.0,1580.6426021182078,0.0,32000.0,0.0,0.0,32.0,32.0,118056,0.0,0.0,0.0,0.0,0,32.0,0.0,0.0,41.5,4.12,768.0,0.0,4.03,,9,,,4.21,,4.05,4.01,32.0,1681383114.0,0.0,0.5,32.0,0.0,0.0,0.0,0.0,108,32.0
0.0,1510.5,4.14,32992,1580.6426021182078,0.0,0.0,,4.09,,0.0,,48,0,32.0,1580.6426021182078,0.0,32000.0,0.0,0.0,32.0,32.0,120243,0.0,0.0,0.0,0.0,0,32.0,0.0,0.0,41.5,4.12,768.0,0.0,4.03,,9,,,4.21,,4.05,4.01,32.0,1681383115.0,0.0,0.5,32.0,0.0,0.0,0.0,0.0,109,32.0
0.0,1510.5,4.14,32992,1580.6426021182078,0.0,0.0,,4.09,,0.0,,49,0,32.0,1580.6426021182078,0.0,32000.0,0.0,0.0,32.0,32.0,122566,0.0,0.0,0.0,0.0,0,32.0,0.0,0.0,41.5,4.12,768.0,0.0,4.03,,9,,,4.21,,4.05,4.01,32.0,1681383117.0,0.0,0.5,32.0,0.0,0.0,0.0,0.0,111,32.0
0.0,1510.5,4.14,32992,1580.6426021182078,0.0,0.0,,4.09,,0.0,,50,0,32.0,1580.6426021182078,0.0,32000.0,0.0,0.0,32.0,32.0,124751,0.0,0.0,0.0,0.0,0,32.0,0.0,0.0,41.5,4.12,768.0,0.0,4.03,,9,,,4.21,,4.05,4.01,32.0,1681383118.0,0.0,0.5,32.0,0.0,0.0,0.0,0.0,112,32.0
0.0,1510.5,4.14,32992,1580.6426021182078,0.0,0.0,,4.09,,0.0,,51,0,32.0,1580.6426021182078,0.0,32000.0,0.0,0.0,32.0,32.0,126939,0.0,0.0,0.0,0.0,0,32.0,0.0,0.0,41.5,4.12,768.0,0.0,4.03,,9,,,4.21,,4.05,4.01,32.0,1681383120.0,0.0,0.5,32.0,0.0,0.0,0.0,0.0,114,32.0
0.0,1510.5,4.14,32992,1580.6426021182078,0.0,0.0,,4.09,,0.0,,52,0,32.0,1580.6426021182078,0.0,32000.0,0.0,0.0,32.0,32.0,129113,0.0,0.0,0.0,0.0,0,32.0,0.0,0.0,41.5,4.12,768.0,0.0,4.03,,9,,,4.21,,4.05,4.01,32.0,1681383121.0,0.0,0.5,32.0,0.0,0.0,0.0,0.0,115,32.0
0.0,1510.5,4.14,32992,1580.6426021182078,0.0,0.0,,4.09,,0.0,,53,0,32.0,1580.6426021182078,0.0,32000.0,0.0,0.0,32.0,32.0,131301,0.0,0.0,0.0,0.0,0,32.0,0.0,0.0,41.5,4.12,768.0,0.0,4.03,,9,,,4.21,,4.05,4.01,32.0,1681383122.0,0.0,0.5,32.0,0.0,0.0,0.0,0.0,116,32.0
0.0,1510.5,4.14,32992,1580.6426021182078,0.0,0.0,,4.09,,0.0,,54,0,32.0,1580.6426021182078,0.0,32000.0,0.0,0.0,32.0,32.0,133474,0.0,0.0,0.0,0.0,0,32.0,0.0,0.0,41.5,4.12,768.0,0.0,4.03,,9,,,4.21,,4.05,4.01,32.0,1681383124.0,0.0,0.5,32.0,0.0,0.0,0.0,0.0,118,32.0
0.0,1510.5,4.14,32992,1580.6426021182078,0.0,0.0,,4.09,,0.0,,55,0,32.0,1580.6426021182078,0.0,32000.0,0.0,0.0,32.0,32.0,135663,0.0,0.0,0.0,0.0,0,32.0,0.0,0.0,41.5,4.12,768.0,0.0,4.03,,9,,,4.21,,4.05,4.01,32.0,1681383125.0,0.0,0.5,32.0,0.0,0.0,0.0,0.0,119,32.0
0.0,1510.5,4.14,32992,1580.6426021182078,0.0,0.0,,4.09,,0.0,,56,0,32.0,1580.6426021182078,0.0,32000.0,0.0,0.0,32.0,32.0,137834,0.0,0.0,0.0,0.0,0,32.0,0.0,0.0,41.5,4.12,768.0,0.0,4.03,,9,,,4.21,,4.05,4.01,32.0,1681383127.0,0.0,0.5,32.0,0.0,0.0,0.0,0.0,121,32.0
0.0,1510.5,4.14,32992,1580.6426021182078,0.0,0.0,,4.09,,0.0,,57,0,32.0,1580.6426021182078,0.0,32000.0,0.0,0.0,32.0,32.0,140012,0.0,0.0,0.0,0.0,0,32.0,0.0,0.0,41.5,4.12,768.0,0.0,4.03,,9,,,4.21,,4.05,4.01,32.0,1681383128.0,0.0,0.5,32.0,0.0,0.0,0.0,0.0,122,32.0
0.0,1510.5,4.14,32992,1580.6426021182078,0.0,0.0,,4.09,,0.0,,58,0,32.0,1580.6426021182078,0.0,32000.0,0.0,0.0,32.0,32.0,142203,0.0,0.0,0.0,0.0,0,32.0,0.0,0.0,41.5,4.12,768.0,0.0,4.03,,9,,,4.21,,4.05,4.01,32.0,1681383129.0,0.0,0.5,32.0,0.0,0.0,0.0,0.0,123,32.0
0.0,1510.5,4.14,32992,1580.6426021182078,0.0,0.0,,4.09,,0.0,,59,0,32.0,1580.6426021182078,0.0,32000.0,0.0,0.0,32.0,32.0,144389,0.0,0.0,0.0,0.0,0,32.0,0.0,0.0,41.5,4.12,768.0,0.0,4.03,,9,,,4.21,,4.05,4.01,32.0,1681383131.0,0.0,0.5,32.0,0.0,0.0,0.0,0.0,125,32.0
0.0,1510.5,4.14,32992,1580.6426021182078,0.0,0.0,,4.09,,0.0,,60,0,32.0,1580.6426021182078,0.0,32000.0,0.0,0.0,32.0,32.0,146578,0.0,0.0,0.0,0.0,0,32.0,0.0,0.0,41.5,4.12,768.0,0.0,4.03,,9,,,4.21,,4.05,4.01,32.0,1681383132.0,0.0,0.5,32.0,0.0,0.0,0.0,0.0,126,32.0
0.0,1510.5,4.14,32992,1580.6426021182078,0.0,0.0,,4.09,,0.0,,61,0,32.0,1580.6426021182078,0.0,32000.0,0.0,0.0,32.0,32.0,148777,0.0,0.0,0.0,0.0,0,32.0,0.0,0.0,41.5,4.12,768.0,0.0,4.03,,9,,,4.21,,4.05,4.01,32.0,1681383134.0,0.0,0.5,32.0,0.0,0.0,0.0,0.0,128,32.0
0.0,1510.5,4.14,32992,1580.6426021182078,0.0,0.0,,4.09,,0.0,,62,0,32.0,1580.6426021182078,0.0,32000.0,0.0,0.0,32.0,32.0,150986,0.0,0.0,0.0,0.0,0,32.0,0.0,0.0,41.5,4.12,768.0,0.0,4.03,,9,,,4.21,,4.05,4.01,32.0,1681383135.0,0.0,0.5,32.0,0.0,0.0,0.0,0.0,129,32.0
0.0,1510.5,4.14,32992,1580.6426021182078,0.0,0.0,,4.09,,0.0,,63,0,32.0,1580.6426021182078,0.0,32000.0,0.0,0.0,32.0,32.0,153214,0.0,0.0,0.0,0.0,0,32.0,0.0,0.0,41.5,4.12,768.0,0.0,4.03,,9,,,4.21,,4.05,4.01,32.0,1681383136.0,0.0,0.5,32.0,0.0,0.0,0.0,0.0,130,32.0
