03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_3_samples_per_second,04_peers/peer_2_samples_accumulated,04_peers/peer_2_epoch,04_peers/peer_3_epoch_oos,04_peers/peer_3_epoch,04_peers/peer_3_samples_accumulated,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,04_peers/peer_4_samples_per_second,04_peers/peer_4_samples_accumulated,04_peers/peer_4_epoch,04_peers/peer_4_epoch_oos,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
348,54.539100557117465,4,280,30,0.0,85,1,0.5,54.539100557117465,1696170812,0,64.0,1.0,12.42,0.0,15.3,64.0,1.0,0.0,1.0,72.0,0.0,14.2,12.03,64.0,1.0,0.0,,,,,,,
412,54.539100557117465,4,280,31,0.0,86,1,0.5,54.539100557117465,1696170813,0,72.0,1.0,12.77,0.0,15.3,64.0,1.0,0.0,1.0,72.0,0.0,14.2,12.27,72.0,1.0,0.0,,,,,,,
475,54.539100557117465,4,280,32,0.0,88,1,0.5,54.539100557117465,1696170815,0,72.0,1.0,12.77,0.0,15.3,64.0,1.0,0.0,1.0,72.0,0.0,14.2,12.27,72.0,1.0,0.0,,,,,,,
539,54.539100557117465,4,280,33,0.0,89,1,0.5,54.539100557117465,1696170816,0,72.0,1.0,12.77,0.0,15.3,64.0,1.0,0.0,1.0,72.0,0.0,14.2,12.27,72.0,1.0,0.0,,,,,,,
602,54.539100557117465,4,280,34,0.0,90,1,0.5,54.539100557117465,1696170817,0,72.0,1.0,12.77,0.0,15.3,64.0,1.0,0.0,1.0,72.0,0.0,14.2,12.27,72.0,1.0,0.0,,,,,,,
666,54.539100557117465,4,280,35,0.0,91,1,0.5,54.539100557117465,1696170818,0,72.0,1.0,12.77,0.0,15.3,64.0,1.0,0.0,1.0,72.0,0.0,14.2,12.27,72.0,1.0,0.0,,,,,,,
730,54.539100557117465,4,280,36,0.0,92,1,0.5,54.539100557117465,1696170819,0,72.0,1.0,12.77,0.0,15.3,64.0,1.0,0.0,1.0,72.0,0.0,14.2,12.27,72.0,1.0,0.0,,,,,,,
793,54.539100557117465,4,280,37,0.0,93,1,0.5,54.539100557117465,1696170820,0,72.0,1.0,12.77,0.0,15.3,64.0,1.0,0.0,1.0,72.0,0.0,14.2,12.27,72.0,1.0,0.0,,,,,,,
857,54.539100557117465,4,280,38,0.0,95,1,0.5,54.539100557117465,1696170822,0,72.0,1.0,12.77,0.0,15.3,64.0,1.0,0.0,1.0,72.0,0.0,14.2,12.27,72.0,1.0,0.0,,,,,,,
920,54.539100557117465,4,280,39,0.0,96,1,0.5,54.539100557117465,1696170823,0,72.0,1.0,12.77,0.0,15.3,64.0,1.0,0.0,1.0,72.0,0.0,14.2,12.27,72.0,1.0,0.0,,,,,,,
984,54.539100557117465,4,280,40,0.0,97,1,0.5,54.539100557117465,1696170824,0,72.0,1.0,12.77,0.0,15.3,64.0,1.0,0.0,1.0,72.0,0.0,14.2,12.27,72.0,1.0,0.0,,,,,,,
1047,54.539100557117465,4,280,41,0.0,98,1,0.5,54.539100557117465,1696170825,0,72.0,1.0,12.77,0.0,15.3,64.0,1.0,0.0,1.0,72.0,0.0,14.2,12.27,72.0,1.0,0.0,,,,,,,
1111,54.539100557117465,4,280,42,0.0,99,1,0.5,54.539100557117465,1696170826,0,72.0,1.0,12.77,0.0,15.3,64.0,1.0,0.0,1.0,72.0,0.0,14.2,12.27,72.0,1.0,0.0,,,,,,,
1174,54.539100557117465,4,280,43,0.0,100,1,0.5,54.539100557117465,1696170827,0,72.0,1.0,12.77,0.0,15.3,64.0,1.0,0.0,1.0,72.0,0.0,14.2,12.27,72.0,1.0,0.0,,,,,,,
1237,54.539100557117465,4,280,44,0.0,102,1,0.5,54.539100557117465,1696170829,0,72.0,1.0,12.77,0.0,15.3,64.0,1.0,0.0,1.0,72.0,0.0,14.2,12.27,72.0,1.0,0.0,,,,,,,
1301,54.539100557117465,4,280,45,0.0,103,1,0.5,54.539100557117465,1696170830,0,72.0,1.0,12.77,0.0,15.3,64.0,1.0,0.0,1.0,72.0,0.0,14.2,12.27,72.0,1.0,0.0,,,,,,,
1364,54.539100557117465,4,280,46,0.0,104,1,0.5,54.539100557117465,1696170831,0,72.0,1.0,12.77,0.0,15.3,64.0,1.0,0.0,1.0,72.0,0.0,14.2,12.27,72.0,1.0,0.0,,,,,,,
41,54.846362119875124,4,32,47,3.92,105,2,2.24,54.846362119875124,1696170832,0,72.0,1.0,12.77,0.0,15.3,64.0,1.0,0.0,1.0,72.0,0.0,14.2,12.27,72.0,1.0,0.0,,,,,,,
146,62.089447855054516,4,128,48,1.77,106,2,1.01,62.089447855054516,1696170833,0,8.0,2.0,12.94,0.0,15.2,8.0,2.0,0.0,2.0,8.0,0.0,14.23,12.48,8.0,2.0,0.0,24.43565503699938,0.0,744.0,280.0,0.0,11.458665608760498,2.0
216,61.607416883294576,4,192,49,0.65,107,2,0.5,61.607416883294576,1696170834,0,32.0,2.0,14.53,0.0,16.88,32.0,2.0,0.0,2.0,32.0,0.0,16.06,14.61,32.0,2.0,0.0,,,,,,,
294,62.69434995173522,4,272,50,0.0,109,2,0.5,62.69434995173522,1696170836,0,48.0,2.0,14.87,0.0,16.81,48.0,2.0,0.0,2.0,48.0,0.0,15.18,14.75,48.0,2.0,0.0,,,,,,,
367,62.69434995173522,4,272,51,0.0,110,2,0.5,62.69434995173522,1696170837,0,72.0,2.0,15.43,0.0,17.05,64.0,2.0,0.0,2.0,72.0,0.0,15.22,15.0,64.0,2.0,0.0,,,,,,,
440,62.69434995173522,4,272,52,0.0,111,2,0.5,62.69434995173522,1696170838,0,72.0,2.0,15.43,0.0,17.05,64.0,2.0,0.0,2.0,72.0,0.0,15.22,15.0,64.0,2.0,0.0,,,,,,,
513,62.69434995173522,4,272,53,0.0,112,2,0.5,62.69434995173522,1696170839,0,72.0,2.0,15.43,0.0,17.05,64.0,2.0,0.0,2.0,72.0,0.0,15.22,15.0,64.0,2.0,0.0,,,,,,,
586,62.69434995173522,4,272,54,0.0,113,2,0.5,62.69434995173522,1696170840,0,72.0,2.0,15.43,0.0,17.05,64.0,2.0,0.0,2.0,72.0,0.0,15.22,15.0,64.0,2.0,0.0,,,,,,,
659,62.69434995173522,4,272,55,0.0,114,2,0.5,62.69434995173522,1696170841,0,72.0,2.0,15.43,0.0,17.05,64.0,2.0,0.0,2.0,72.0,0.0,15.22,15.0,64.0,2.0,0.0,,,,,,,
732,62.69434995173522,4,272,56,0.0,116,2,0.5,62.69434995173522,1696170843,0,72.0,2.0,15.43,0.0,17.05,64.0,2.0,0.0,2.0,72.0,0.0,15.22,15.0,64.0,2.0,0.0,,,,,,,
805,62.69434995173522,4,272,57,0.0,117,2,0.5,62.69434995173522,1696170844,0,72.0,2.0,15.43,0.0,17.05,64.0,2.0,0.0,2.0,72.0,0.0,15.22,15.0,64.0,2.0,0.0,,,,,,,
878,62.69434995173522,4,272,58,0.0,118,2,0.5,62.69434995173522,1696170845,0,72.0,2.0,15.43,0.0,17.05,64.0,2.0,0.0,2.0,72.0,0.0,15.22,15.0,64.0,2.0,0.0,,,,,,,
951,62.69434995173522,4,272,59,0.0,119,2,0.5,62.69434995173522,1696170846,0,72.0,2.0,15.43,0.0,17.05,64.0,2.0,0.0,2.0,72.0,0.0,15.22,15.0,64.0,2.0,0.0,,,,,,,
1024,62.69434995173522,4,272,60,0.0,120,2,0.5,62.69434995173522,1696170847,0,72.0,2.0,15.43,0.0,17.05,64.0,2.0,0.0,2.0,72.0,0.0,15.22,15.0,64.0,2.0,0.0,,,,,,,
1098,62.69434995173522,4,272,61,0.0,121,2,0.5,62.69434995173522,1696170848,0,72.0,2.0,15.43,0.0,17.05,64.0,2.0,0.0,2.0,72.0,0.0,15.22,15.0,64.0,2.0,0.0,,,,,,,
1171,62.69434995173522,4,272,62,0.0,123,2,0.5,62.69434995173522,1696170850,0,72.0,2.0,15.43,0.0,17.05,64.0,2.0,0.0,2.0,72.0,0.0,15.22,15.0,64.0,2.0,0.0,,,,,,,
1244,62.69434995173522,4,272,63,0.0,124,2,0.5,62.69434995173522,1696170851,0,72.0,2.0,15.43,0.0,17.05,64.0,2.0,0.0,2.0,72.0,0.0,15.22,15.0,64.0,2.0,0.0,,,,,,,
1317,62.69434995173522,4,272,64,0.0,125,2,0.5,62.69434995173522,1696170852,0,72.0,2.0,15.43,0.0,17.05,64.0,2.0,0.0,2.0,72.0,0.0,15.22,15.0,64.0,2.0,0.0,,,,,,,
1389,62.69434995173522,4,272,65,0.0,126,2,0.5,62.69434995173522,1696170853,0,72.0,2.0,15.43,0.0,17.05,64.0,2.0,0.0,2.0,72.0,0.0,15.22,15.0,64.0,2.0,0.0,,,,,,,
1462,62.69434995173522,4,272,66,0.0,127,2,0.5,62.69434995173522,1696170854,0,72.0,2.0,15.43,0.0,17.05,64.0,2.0,0.0,2.0,72.0,0.0,15.22,15.0,64.0,2.0,0.0,,,,,,,
1536,62.69434995173522,4,272,67,0.0,128,2,0.5,62.69434995173522,1696170855,0,72.0,2.0,15.43,0.0,17.05,64.0,2.0,0.0,2.0,72.0,0.0,15.22,15.0,64.0,2.0,0.0,,,,,,,
15,62.69434995173522,4,0,68,3.85,129,3,2.2,30.215052182468533,1696170856,0,72.0,2.0,15.43,0.0,17.05,64.0,2.0,0.0,2.0,72.0,0.0,15.22,15.0,64.0,2.0,0.0,,,,,,,
127,67.5266193173595,4,104,69,1.91,131,3,1.09,67.5266193173595,1696170858,0,72.0,2.0,15.43,1.0,17.05,0.0,3.0,1.0,2.0,72.0,0.0,15.22,15.0,0.0,3.0,0.0,24.455974495998817,0.0,1016.0,272.0,0.0,11.122026646065617,3.0
201,66.5053930775026,4,184,70,0.83,132,3,0.5,66.5053930775026,1696170859,0,24.0,3.0,16.47,0.0,17.95,32.0,3.0,0.0,3.0,24.0,0.0,16.83,16.27,24.0,3.0,0.0,,,,,,,
278,66.21843268920102,4,256,71,0.0,133,3,0.5,66.21843268920102,1696170860,0,48.0,3.0,16.5,0.0,17.89,48.0,3.0,0.0,3.0,48.0,0.0,16.11,16.01,40.0,3.0,0.0,,,,,,,
356,66.36741695138035,4,264,72,0.0,134,3,0.5,66.36741695138035,1696170861,0,64.0,3.0,16.47,0.0,17.79,64.0,3.0,0.0,3.0,64.0,0.0,16.06,15.9,64.0,3.0,0.0,,,,,,,
433,66.36741695138035,4,264,73,0.0,135,3,0.5,66.36741695138035,1696170862,0,64.0,3.0,16.47,0.0,17.94,64.0,3.0,0.0,3.0,72.0,0.0,16.06,15.9,64.0,3.0,0.0,,,,,,,
510,66.36741695138035,4,264,74,0.0,136,3,0.5,66.36741695138035,1696170863,0,64.0,3.0,16.47,0.0,17.94,64.0,3.0,0.0,3.0,72.0,0.0,16.06,15.9,64.0,3.0,0.0,,,,,,,
587,66.36741695138035,4,264,75,0.0,138,3,0.5,66.36741695138035,1696170865,0,64.0,3.0,16.47,0.0,17.94,64.0,3.0,0.0,3.0,72.0,0.0,16.06,15.9,64.0,3.0,0.0,,,,,,,
665,66.36741695138035,4,264,76,0.0,139,3,0.5,66.36741695138035,1696170866,0,64.0,3.0,16.47,0.0,17.94,64.0,3.0,0.0,3.0,72.0,0.0,16.06,15.9,64.0,3.0,0.0,,,,,,,
742,66.36741695138035,4,264,77,0.0,140,3,0.5,66.36741695138035,1696170867,0,64.0,3.0,16.47,0.0,17.94,64.0,3.0,0.0,3.0,72.0,0.0,16.06,15.9,64.0,3.0,0.0,,,,,,,
820,66.36741695138035,4,264,78,0.0,141,3,0.5,66.36741695138035,1696170868,0,64.0,3.0,16.47,0.0,17.94,64.0,3.0,0.0,3.0,72.0,0.0,16.06,15.9,64.0,3.0,0.0,,,,,,,
897,66.36741695138035,4,264,79,0.0,142,3,0.5,66.36741695138035,1696170869,0,64.0,3.0,16.47,0.0,17.94,64.0,3.0,0.0,3.0,72.0,0.0,16.06,15.9,64.0,3.0,0.0,,,,,,,
974,66.36741695138035,4,264,80,0.0,143,3,0.5,66.36741695138035,1696170870,0,64.0,3.0,16.47,0.0,17.94,64.0,3.0,0.0,3.0,72.0,0.0,16.06,15.9,64.0,3.0,0.0,,,,,,,
1051,66.36741695138035,4,264,81,0.0,145,3,0.5,66.36741695138035,1696170872,0,64.0,3.0,16.47,0.0,17.94,64.0,3.0,0.0,3.0,72.0,0.0,16.06,15.9,64.0,3.0,0.0,,,,,,,
1129,66.36741695138035,4,264,82,0.0,146,3,0.5,66.36741695138035,1696170873,0,64.0,3.0,16.47,0.0,17.94,64.0,3.0,0.0,3.0,72.0,0.0,16.06,15.9,64.0,3.0,0.0,,,,,,,
1205,66.36741695138035,4,264,83,0.0,147,3,0.5,66.36741695138035,1696170874,0,64.0,3.0,16.47,0.0,17.94,64.0,3.0,0.0,3.0,72.0,0.0,16.06,15.9,64.0,3.0,0.0,,,,,,,
1282,66.36741695138035,4,264,84,0.0,148,3,0.5,66.36741695138035,1696170875,0,64.0,3.0,16.47,0.0,17.94,64.0,3.0,0.0,3.0,72.0,0.0,16.06,15.9,64.0,3.0,0.0,,,,,,,
1359,66.36741695138035,4,264,85,0.0,149,3,0.5,66.36741695138035,1696170876,0,64.0,3.0,16.47,0.0,17.94,64.0,3.0,0.0,3.0,72.0,0.0,16.06,15.9,64.0,3.0,0.0,,,,,,,
1436,66.36741695138035,4,264,86,0.0,150,3,0.5,66.36741695138035,1696170877,0,64.0,3.0,16.47,0.0,17.94,64.0,3.0,0.0,3.0,72.0,0.0,16.06,15.9,64.0,3.0,0.0,,,,,,,
1513,66.36741695138035,4,264,87,0.0,152,3,0.5,66.36741695138035,1696170879,0,64.0,3.0,16.47,0.0,17.94,64.0,3.0,0.0,3.0,72.0,0.0,16.06,15.9,64.0,3.0,0.0,,,,,,,
1591,66.36741695138035,4,264,88,0.0,153,3,0.5,66.36741695138035,1696170880,0,64.0,3.0,16.47,0.0,17.94,64.0,3.0,0.0,3.0,72.0,0.0,16.06,15.9,64.0,3.0,0.0,,,,,,,
1669,66.36741695138035,4,264,89,0.0,154,3,0.5,66.36741695138035,1696170881,0,64.0,3.0,16.47,0.0,17.94,64.0,3.0,0.0,3.0,72.0,0.0,16.06,15.9,64.0,3.0,0.0,,,,,,,
110,69.75905762746885,4,88,90,2.09,155,4,1.2,69.75905762746885,1696170882,0,64.0,3.0,16.47,0.0,17.94,64.0,3.0,0.0,3.0,72.0,0.0,16.06,15.9,64.0,3.0,0.0,,,,,,,
189,69.17798365529366,4,168,91,0.97,156,4,0.55,69.17798365529366,1696170883,0,24.0,4.0,17.23,0.0,18.61,24.0,4.0,0.0,4.0,24.0,0.0,17.19,16.73,16.0,4.0,0.0,25.62617763300659,0.0,1280.0,264.0,0.0,10.301965583035967,4.0
267,68.64193988933826,4,248,92,0.0,157,4,0.5,68.64193988933826,1696170884,0,40.0,4.0,17.38,0.0,17.93,48.0,4.0,0.0,4.0,40.0,0.0,17.39,16.47,40.0,4.0,0.0,,,,,,,
345,68.26544677622073,4,264,93,0.0,159,4,0.5,68.26544677622073,1696170886,0,64.0,4.0,17.49,0.0,17.36,64.0,4.0,0.0,4.0,64.0,0.0,17.32,16.48,56.0,4.0,0.0,,,,,,,
390,63.24897431787585,4,272,94,0.0,160,4,0.5,63.24897431787585,1696170887,0,64.0,4.0,17.49,0.0,17.36,72.0,4.0,0.0,4.0,64.0,0.0,17.0,16.42,64.0,4.0,0.0,,,,,,,
464,63.24897431787585,4,272,95,0.0,161,4,0.5,63.24897431787585,1696170888,0,72.0,4.0,12.47,0.0,17.36,72.0,4.0,0.0,4.0,64.0,0.0,17.0,16.42,64.0,4.0,0.0,,,,,,,
537,63.24897431787585,4,272,96,0.0,162,4,0.5,63.24897431787585,1696170889,0,72.0,4.0,12.47,0.0,17.36,72.0,4.0,0.0,4.0,64.0,0.0,17.0,16.42,64.0,4.0,0.0,,,,,,,
611,63.24897431787585,4,272,97,0.0,163,4,0.5,63.24897431787585,1696170890,0,72.0,4.0,12.47,0.0,17.36,72.0,4.0,0.0,4.0,64.0,0.0,17.0,16.42,64.0,4.0,0.0,,,,,,,
685,63.24897431787585,4,272,98,0.0,164,4,0.5,63.24897431787585,1696170891,0,72.0,4.0,12.47,0.0,17.36,72.0,4.0,0.0,4.0,64.0,0.0,17.0,16.42,64.0,4.0,0.0,,,,,,,
758,63.24897431787585,4,272,99,0.0,166,4,0.5,63.24897431787585,1696170893,0,72.0,4.0,12.47,0.0,17.36,72.0,4.0,0.0,4.0,64.0,0.0,17.0,16.42,64.0,4.0,0.0,,,,,,,
831,63.24897431787585,4,272,100,0.0,167,4,0.5,63.24897431787585,1696170894,0,72.0,4.0,12.47,0.0,17.36,72.0,4.0,0.0,4.0,64.0,0.0,17.0,16.42,64.0,4.0,0.0,,,,,,,
905,63.24897431787585,4,272,101,0.0,168,4,0.5,63.24897431787585,1696170895,0,72.0,4.0,12.47,0.0,17.36,72.0,4.0,0.0,4.0,64.0,0.0,17.0,16.42,64.0,4.0,0.0,,,,,,,
979,63.24897431787585,4,272,102,0.0,169,4,0.5,63.24897431787585,1696170896,0,72.0,4.0,12.47,0.0,17.36,72.0,4.0,0.0,4.0,64.0,0.0,17.0,16.42,64.0,4.0,0.0,,,,,,,
1052,63.24897431787585,4,272,103,0.0,170,4,0.5,63.24897431787585,1696170897,0,72.0,4.0,12.47,0.0,17.36,72.0,4.0,0.0,4.0,64.0,0.0,17.0,16.42,64.0,4.0,0.0,,,,,,,
1126,63.24897431787585,4,272,104,0.0,171,4,0.5,63.24897431787585,1696170898,0,72.0,4.0,12.47,0.0,17.36,72.0,4.0,0.0,4.0,64.0,0.0,17.0,16.42,64.0,4.0,0.0,,,,,,,
1199,63.24897431787585,4,272,105,0.0,173,4,0.5,63.24897431787585,1696170900,0,72.0,4.0,12.47,0.0,17.36,72.0,4.0,0.0,4.0,64.0,0.0,17.0,16.42,64.0,4.0,0.0,,,,,,,
1274,63.24897431787585,4,272,106,0.0,174,4,0.5,63.24897431787585,1696170901,0,72.0,4.0,12.47,0.0,17.36,72.0,4.0,0.0,4.0,64.0,0.0,17.0,16.42,64.0,4.0,0.0,,,,,,,
1347,63.24897431787585,4,272,107,0.0,175,4,0.5,63.24897431787585,1696170902,0,72.0,4.0,12.47,0.0,17.36,72.0,4.0,0.0,4.0,64.0,0.0,17.0,16.42,64.0,4.0,0.0,,,,,,,
1421,63.24897431787585,4,272,108,0.0,176,4,0.5,63.24897431787585,1696170903,0,72.0,4.0,12.47,0.0,17.36,72.0,4.0,0.0,4.0,64.0,0.0,17.0,16.42,64.0,4.0,0.0,,,,,,,
1494,63.24897431787585,4,272,109,0.0,177,4,0.5,63.24897431787585,1696170904,0,72.0,4.0,12.47,0.0,17.36,72.0,4.0,0.0,4.0,64.0,0.0,17.0,16.42,64.0,4.0,0.0,,,,,,,
1568,63.24897431787585,4,272,110,0.0,178,4,0.5,63.24897431787585,1696170905,0,72.0,4.0,12.47,0.0,17.36,72.0,4.0,0.0,4.0,64.0,0.0,17.0,16.42,64.0,4.0,0.0,,,,,,,
66,63.24897431787585,4,0,111,3.01,180,5,1.72,63.24897431787585,1696170907,0,72.0,4.0,12.47,0.0,17.36,72.0,4.0,0.0,4.0,64.0,0.0,17.0,16.42,64.0,4.0,0.0,,,,,,,
140,63.24897431787585,4,0,112,1.84,181,5,1.05,63.24897431787585,1696170908,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,24.45056472500437,0.0,1552.0,272.0,0.0,11.124487432465688,5.0
213,63.24897431787585,4,0,113,0.68,182,5,0.5,63.24897431787585,1696170909,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
