02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/step,disk/counter/disk_write_sys_count,process/memory/data_resident_set_proc_MB,memory/used_memory_sys_MB,01_general/dataset_iteration_count,02_timing/step_time_s,disk/time/disk_busy_time_sys_s,process/involuntary_proc_ctx_switches,memory/used_memory_sys_percent,process/memory/resident_set_size_proc_MB,process/memory/virtual_memory_size_proc_MB,disk/time/disk_write_time_sys_s,disk/counter/disk_read_sys_count,cpu/load/avg_sys_load_one_min_percent,_timestamp,memory/available_memory_sys_MB,03_hivemind/num_peers,bandwidth/net_recv_sys_bandwidth_Mbits,bandwidth/net_sent_sys_bandwidth_Mbits,_runtime,cpu/logical_core_count,process/memory/text_resident_set_proc_MB,cpu/load/avg_sys_load_fifteen_min_percent,02_timing/dataload_cuda_move_time_s,_step,02_timing/backward_time_s,cpu/interrupts/interrupts_count,memory/total_memory_sys_MB,process/memory/dirty_pages_proc_count,03_hivemind/global_epoch,02_timing/dataload_time_s,process/voluntary_proc_ctx_switches,cpu/interrupts/soft_interrupts_count,process/memory/lib_memory_proc_MB,process/memory/shared_memory_proc_MB,cpu/interrupts/ctx_switches_count,cpu/load/avg_sys_load_five_min_percent,disk/time/disk_read_time_sys_s,02_timing/forward_time_s,01_general/minibatch_loss,01_general/lr,02_timing/loss_calc_time_s,bandwidth/disk_write_sys_bandwidth_MBs,bandwidth/disk_read_sys_bandwidth_MBs
,,,1520.0,0.0,5357.150208,,,7.460000000000008,182.0,20.2,4244.099072,31349.829632,38.19599999999991,4591.0,20.25,1696169657.0,25188.528128,,1.7521172674163599,1058.7314019338714,168,,2.654208,6.875000000000001,,208,,923333.0,,0.0,,,8860.0,364711.0,3815.436288,1438.773248,979244.0,11.25,4.5120000000000005,,,,,0.004082832505963611,0.0
,,,1523.0,0.0,5158.699008,,,7.472000000000008,182.0,19.6,4244.099072,31349.829632,38.19699999999966,4591.0,19.625,1696169658.0,25367.744512,,0.27733025814443246,151.0783608948773,169,,2.654208,6.875000000000001,,209,,925547.0,,0.0,,,8860.0,365961.0,3815.436288,1438.773248,981634.0,11.25,4.5120000000000005,,,,,0.03676566729521903,0.0
,,,1524.0,0.0,5158.699008,,,7.475999999999999,182.0,19.6,4244.099072,31349.829632,38.197999999999865,4591.0,19.625,1696169659.0,25367.744512,,0.02227921177940819,0.27853004556345295,170,,2.654208,6.875000000000001,,210,,925829.0,,0.0,,,8860.0,366123.0,3815.436288,1438.773248,982055.0,11.25,4.5120000000000005,,,,,0.00408558611518001,0.0
,,,1525.0,0.0,5158.699008,,,7.480000000000004,182.0,19.6,4244.099072,31349.829632,38.198999999999614,4591.0,19.625,1696169660.0,25367.744512,,0.0,0.0,171,,2.654208,6.875000000000001,,211,,926034.0,,0.0,,,8860.0,366211.0,3815.436288,1438.773248,982397.0,11.25,4.5120000000000005,,,,,0.004085019749104967,0.0
,,,1527.0,0.0,5158.66624,,,7.492000000000004,182.0,19.6,4244.099072,31349.829632,38.19999999999982,4591.0,19.625,1696169661.0,25367.77728,,0.005610208235782336,0.06741028301268369,172,,2.654208,6.875000000000001,,212,,926354.0,,0.0,,,8860.0,366353.0,3815.436288,1438.773248,982914.0,11.25,4.5120000000000005,,,,,0.020429776784972715,0.0
,,,1528.0,0.0,5158.72768,,,7.495999999999995,182.0,19.6,4244.099072,31349.829632,38.20100000000002,4591.0,19.625,1696169662.0,25367.711744,,0.008248999866067669,0.07128637154185266,173,,2.654208,6.875000000000001,,213,,926704.0,,0.0,,,8860.0,366508.0,3815.436288,1438.773248,983460.0,11.25,4.5120000000000005,,,,,0.004088565277821404,0.0
,,,1532.0,0.0,5158.453248,,,7.504000000000005,182.0,19.6,4244.099072,31349.829632,38.202999999999975,4591.0,19.0,1696169663.0,25367.998464,,0.07871254927584724,0.1261363814245298,174,,2.654208,7.000000000000001,,214,,927252.0,,0.0,,,8860.0,366931.0,3815.436288,1438.773248,984137.0,11.25,4.5120000000000005,,,,,0.016342589304737077,0.0
,,,1535.0,0.0,5158.408192,,,7.507999999999996,182.0,19.6,4244.099072,31349.829632,38.20499999999993,4591.0,19.0,1696169664.0,25368.027136,,0.05586012921702365,0.03113358437762571,175,,2.654208,7.000000000000001,,215,,927640.0,,0.0,,,8860.0,367101.0,3815.436288,1438.773248,984709.0,11.25,4.5120000000000005,,,,,0.057192601947707214,0.0
,,,1536.0,0.0,5158.408192,,,7.5120000000000005,182.0,19.6,4244.099072,31349.829632,38.205999999999676,4591.0,19.0,1696169665.0,25368.027136,,0.007667789870749776,0.06998354315652612,176,,2.654208,7.000000000000001,,216,,927936.0,,0.0,,,8860.0,367270.0,3815.436288,1438.773248,985156.0,11.25,4.5120000000000005,,,,,0.004085232482268783,0.0
,,,1537.0,0.0,5158.371328,,,7.519999999999996,182.0,19.6,4244.099072,31349.829632,38.205999999999676,4591.0,19.0,1696169666.0,25368.059904,,0.006663469631161186,0.06740877599600234,177,,2.654208,7.000000000000001,,217,,928232.0,,0.0,,,8860.0,367424.0,3815.436288,1438.773248,985624.0,11.25,4.5120000000000005,,,,,0.004085864010748895,0.0
,,,1540.0,0.0,5158.371328,,,7.528000000000006,182.0,19.6,4244.099072,31349.829632,38.20799999999963,4591.0,19.0,1696169667.0,25368.059904,,0.0071899356095067105,0.0681727191112632,178,,2.654208,7.000000000000001,,218,,928546.0,,0.0,,,8860.0,367592.0,3815.436288,1438.773248,986095.0,11.25,4.5120000000000005,,,,,0.012257204325768888,0.0
,,,1541.0,0.0,5158.371328,,,7.5319999999999965,182.0,19.6,4244.099072,31349.829632,38.20899999999983,4591.0,17.5,1696169668.0,25368.059904,,0.0,0.0,179,,2.654208,6.875000000000001,,219,,928778.0,,0.0,,,8860.0,367703.0,3815.436288,1438.773248,986470.0,11.125,4.5120000000000005,,,,,0.004087161691156049,0.0
,,,1558.0,0.0,5158.363136,,,7.543999999999997,182.0,19.6,4244.099072,31349.829632,38.2199999999998,4591.0,17.5,1696169669.0,25368.068096,,0.019526981237751168,0.2098970933884968,180,,2.654208,6.875000000000001,,220,,929083.0,,0.0,,,8860.0,367870.0,3815.436288,1438.773248,986924.0,11.125,4.5120000000000005,,,,,0.09805784448995407,0.0
,,,1562.0,0.0,5158.289408,,,7.548000000000002,182.0,19.6,4244.099072,31349.829632,38.222999999999956,4591.0,17.5,1696169670.0,25368.14592,,0.006136385101590812,0.0691121344010663,181,,2.654208,6.875000000000001,,221,,929406.0,,0.0,,,8860.0,368040.0,3815.436288,1438.773248,987390.0,11.125,4.5120000000000005,,,,,0.07354086486310109,0.0
,,,1563.0,0.0,5158.354944,,,7.552000000000007,182.0,19.6,4244.099072,31349.829632,38.223999999999705,4591.0,17.5,1696169671.0,25368.08448,,0.05421935705706504,0.08691536910683778,182,,2.654208,6.875000000000001,,222,,929760.0,,0.0,,,8860.0,368227.0,3815.436288,1438.773248,987923.0,11.125,4.5120000000000005,,,,,0.004086003947233868,0.0
,,,1564.0,0.0,5158.289408,,,7.555999999999997,182.0,19.6,4244.099072,31349.829632,38.223999999999705,4591.0,17.5,1696169672.0,25368.150016,,0.03282291902320334,0.029878193243931702,183,,2.654208,6.875000000000001,,223,,930173.0,,0.0,,,8860.0,368407.0,3815.436288,1438.773248,988582.0,11.125,4.5120000000000005,,,,,0.004085906767547943,0.0
,,,1567.0,0.0,5158.289408,,,7.564000000000007,182.0,19.6,4244.099072,31349.829632,38.22599999999966,4591.0,16.125,1696169673.0,25368.150016,,0.054975397221046995,0.12043673898428843,184,,2.654208,6.875000000000001,,224,,930694.0,,0.0,,,8860.0,368683.0,3815.436288,1438.773248,989348.0,10.875,4.5120000000000005,,,,,0.012257542477577541,0.0
,,,1624.0,0.0,5158.03136,,,7.576000000000008,182.0,19.6,4244.099072,31349.829632,38.3119999999999,4591.0,16.125,1696169674.0,25368.420352,,0.16806346415199108,0.23534151677191648,185,,2.654208,6.875000000000001,,225,,931802.0,,0.0,,,8860.0,369163.0,3815.436288,1438.773248,990721.0,10.875,4.5120000000000005,,,,,0.34319706881410245,0.0
,,,1627.0,0.0,5187.428352,,,7.584000000000003,182.0,19.7,4244.099072,31349.829632,38.31399999999985,4591.0,16.125,1696169675.0,25339.015168,,746.3715245971996,749.5873969056415,186,,2.654208,6.875000000000001,,226,,964910.0,,0.0,,,8860.0,379813.0,3815.436288,1438.773248,1041677.0,10.875,4.5120000000000005,,,,,0.057202558716541035,0.0
,,,1628.0,0.0,5186.523136,,,7.588000000000008,182.0,19.7,4244.099072,31349.829632,38.3149999999996,4591.0,16.125,1696169676.0,25339.920384,,241.11742827493453,302.94471682953684,187,,2.654208,6.875000000000001,,227,,988405.0,,0.0,,,8860.0,387820.0,3815.436288,1438.773248,1076281.0,10.875,4.5120000000000005,,,,,0.004084146706710002,0.0
,,,1634.0,0.0,5238.751232,,,7.603999999999999,182.0,19.9,4244.099072,31349.829632,38.31899999999996,4591.0,16.125,1696169677.0,25287.675904,,88.35644260619834,22.872570237847864,188,,2.654208,6.875000000000001,,228,,1014599.0,,0.0,,,8860.0,399455.0,3815.436288,1438.773248,1110349.0,10.875,4.5120000000000005,,,,,0.04902070322662613,0.0
22.80695463799998,804.0,14.0,,,,1.0,23.002819143000124,,,,,,,,,1696169677.0,,8.0,,,188,,,,,229,,,,,5.0,0.004495143999974971,,,,,,,,,2.440335512161255,0.0001,,,
,,,1636.0,0.0,5236.834304,,,7.611999999999995,183.0,19.9,4244.099072,31349.829632,38.31999999999971,4591.0,20.75,1696169678.0,25289.609216,,12.931584947229691,12.41833051944253,189,,2.654208,7.249999999999999,,230,,1040998.0,,0.0,,,8898.0,411292.0,3815.436288,1438.773248,1144675.0,12.0,4.5120000000000005,,,,,0.008168547802012182,0.0
,,,1637.0,0.0,5236.953088,,,7.616,183.0,19.9,4244.369408,31350.358016,38.32099999999991,4591.0,20.75,1696169679.0,25289.486336,,1.0498589395002138,1.3074502497776124,190,,2.654208,7.249999999999999,,231,,1042440.0,,0.0,,,8898.0,412046.0,3816.062976,1438.773248,1146493.0,12.0,4.5120000000000005,,,,,0.004085457865784309,0.0
,,,1638.0,0.0,5237.190656,,,7.623999999999995,183.0,19.9,4244.66432,31350.358016,38.32099999999991,4591.0,20.75,1696169680.0,25289.240576,,1.039278208008541,1.1449544748153788,191,,2.654208,7.249999999999999,,232,,1043801.0,,0.0,,,8898.0,412739.0,3816.148992,1438.773248,1148286.0,12.0,4.5120000000000005,,,,,0.004061725742151593,0.0
,,,1641.0,0.0,5237.014528,,,7.632000000000005,183.0,19.9,4244.66432,31350.358016,38.322999999999865,4591.0,20.75,1696169681.0,25289.416704,,0.5648470472518802,0.9923371406450664,192,,2.654208,7.249999999999999,,233,,1044956.0,,0.0,,,8898.0,413418.0,3816.148992,1438.773248,1149722.0,12.0,4.5120000000000005,,,,,0.05265798207924462,0.0
,,,1645.0,0.0,5236.969472,,,7.647999999999996,183.0,19.9,4244.66432,31350.358016,38.32600000000002,4591.0,20.75,1696169682.0,25289.445376,,1.887082327159046,2.6173472526953017,193,,2.654208,7.249999999999999,,234,,1048547.0,,0.0,,,8898.0,415107.0,3816.148992,1438.773248,1154207.0,12.0,4.5120000000000005,,,,,0.0817177855458428,0.0
,,,1646.0,0.0,3794.00192,,,7.652000000000001,183.0,15.3,4244.615168,31316.72576,38.32600000000002,4591.0,19.125,1696169683.0,26736.361472,,0.22479206834800336,0.09762776909105265,194,,2.654208,7.249999999999999,,235,,1050301.0,,0.0,,,8919.0,416043.0,3782.59456,1440.837632,1156071.0,11.75,4.5120000000000005,,,,,0.0040861127901232275,0.0
,,,1647.0,0.0,3793.788928,,,7.656000000000006,183.0,15.3,4244.615168,31316.72576,38.32699999999977,4591.0,19.125,1696169684.0,26736.570368,,0.0,0.0,195,,2.654208,7.249999999999999,,236,,1050548.0,,0.0,,,8919.0,416173.0,3782.59456,1440.837632,1156450.0,11.75,4.5120000000000005,,,,,0.004085281054591081,0.0
,,,1648.0,0.0,3793.784832,,,7.659999999999997,183.0,15.3,4244.615168,31316.72576,38.327999999999975,4591.0,19.125,1696169685.0,26736.574464,,0.0,0.0,196,,2.654208,7.249999999999999,,237,,1050776.0,,0.0,,,8919.0,416285.0,3782.59456,1440.837632,1156823.0,11.75,4.5120000000000005,,,,,0.004085121741692639,0.0
,,,1649.0,0.0,3793.752064,,,7.6640000000000015,183.0,15.3,4244.615168,31316.72576,38.327999999999975,4591.0,19.125,1696169686.0,26736.607232,,0.04336165833905587,0.010523280107976516,197,,2.654208,7.249999999999999,,238,,1051032.0,,0.0,,,8919.0,416423.0,3782.59456,1440.837632,1157222.0,11.75,4.5120000000000005,,,,,0.004084851713468528,0.0
,,,1650.0,0.0,3793.747968,,,7.668000000000006,183.0,15.3,4244.615168,31316.72576,38.32899999999972,4591.0,19.125,1696169687.0,26736.611328,,0.01183318910551754,0.007205239212905801,198,,2.654208,7.249999999999999,,239,,1051397.0,,0.0,,,8919.0,416566.0,3782.59456,1440.837632,1157833.0,11.75,4.5120000000000005,,,,,0.004085362658692785,0.0
,,,1653.0,0.0,3774.889984,,,7.671999999999997,186.0,13.7,3750.15424,30249.988096,38.330999999999676,4591.0,17.625,1696169688.0,27229.442048,,0.05376375800193719,0.028995735954165363,199,,2.654208,7.124999999999999,,240,,1052339.0,,0.0,,,8932.0,417187.0,3674.066944,966.868992,1159139.0,11.625,4.5120000000000005,,,,,0.044925442887347455,0.0
,,,1654.0,0.0,3772.788736,,,7.680000000000007,187.0,13.7,3750.137856,30233.202688,38.33199999999988,4591.0,17.625,1696169689.0,27231.543296,,0.023624425946669445,0.3702675985993955,200,,2.654208,7.124999999999999,,241,,1052630.0,,0.0,,,8936.0,417361.0,3657.289728,966.868992,1159569.0,11.625,4.5120000000000005,,,,,0.004085007119991452,0.0
,,,1655.0,0.0,3770.691584,,,7.6839999999999975,187.0,13.7,3750.21568,30208.024576,38.33199999999988,4591.0,17.625,1696169690.0,27233.640448,,0.0,0.0017045628945938376,201,,2.654208,7.124999999999999,,242,,1052902.0,,0.0,,,8939.0,417538.0,3632.123904,966.868992,1159969.0,11.625,4.5120000000000005,,,,,0.004078206540752791,0.0
