04_peers/peer_2_samples_per_second,04_peers/peer_5_samples_per_second,04_peers/peer_1_samples_accumulated,03_hivemind/estimated_current_samples,03_hivemind/epoch_s,04_peers/peer_7_epoch,04_peers/peer_4_epoch_oos,04_peers/peer_1_samples_per_second,04_peers/peer_6_samples_per_second,04_peers/peer_7_samples_per_second,04_peers/peer_5_epoch,03_hivemind/global_epoch,04_peers/peer_2_epoch,04_peers/peer_4_epoch,03_hivemind/next_fetch_time_s,03_hivemind/total_training_samples,04_peers/peer_3_samples_accumulated,03_hivemind/per_epoch_training_samples,_runtime,_timestamp,03_hivemind/overshot_TBS,03_hivemind/undershot_TBS,04_peers/peer_2_epoch_oos,04_peers/peer_5_epoch_oos,04_peers/peer_7_epoch_oos,03_hivemind/eta_next_epoch_s,04_peers/peer_1_epoch,04_peers/peer_6_epoch,03_hivemind/actual_total_samples_per_second,04_peers/peer_4_samples_accumulated,03_hivemind/global_samples_accumulated,04_peers/peer_1_epoch_oos,04_peers/peer_5_samples_accumulated,04_peers/peer_8_epoch,03_hivemind/reached_TBS,04_peers/peer_6_epoch_oos,03_hivemind/epoch_based_sps,04_peers/peer_4_samples_per_second,04_peers/peer_2_samples_accumulated,_step,04_peers/peer_3_epoch,03_hivemind/optimistic_total_samples_per_second,04_peers/peer_8_epoch_oos,04_peers/peer_8_samples_per_second,04_peers/peer_7_samples_accumulated,04_peers/peer_8_samples_accumulated,03_hivemind/num_peers,03_hivemind/num_clients,04_peers/peer_6_samples_accumulated,04_peers/peer_3_epoch_oos,04_peers/peer_3_samples_per_second
,,,65,,,,,,,,0,,,10.0,,,,51,1681077512.0,,,,,,25590.79,,,1.277938209032851,,64,,,,,,,,,0,,1.277938209032851,,,,,1,0,,,
,,64.0,226,,,,1.28,,,,0,,,10.0,,,,52,1681077513.0,,,,,,5692.19,0.0,,5.7169990553136865,,224,0.0,,,,,,,,1,,5.7169990553136865,,,,,1,0,,,
,,224.0,357,,,,5.72,,,,0,,,10.0,,,,54,1681077515.0,,,,,,2966.43,0.0,,10.925962409406873,,352,0.0,,,,,,,,2,,10.925962409406873,,,,,1,0,,,
,,352.0,518,,,,10.93,,,,0,,,10.0,,,,55,1681077516.0,,,,,,1606.44,0.0,,20.075379259469493,,512,0.0,,,,,,,,3,,20.075379259469493,,,,,1,0,,,
,,512.0,653,,,,20.08,,,,0,,,10.0,,,,56,1681077517.0,,,,,,1080.88,0.0,,29.71188213339011,,640,0.0,,,,,,,,4,,29.71188213339011,,,,,1,0,,,
,,640.0,813,,,,29.71,,,,0,,,10.0,,,,57,1681077518.0,,,,,,721.9,0.0,,44.265071537615796,,800,0.0,,,,,,,,5,,44.265071537615796,,,,,1,0,,,
,,800.0,986,,,,44.27,,,,0,,,10.0,,,,59,1681077520.0,,,,,,520.14,0.0,,61.103248436264835,,960,0.0,,,,,,,,6,,61.103248436264835,,,,,2,0,,,
4.0,,928.0,1448,,,,57.1,,,,0,0.0,,10.0,,,,60,1681077521.0,,,0.0,,,272.45,0.0,,114.95646536600911,,1408,0.0,,,,,,,32.0,7,,114.95646536600911,,,,,3,0,,,
21.34,,1088.0,2072,,,,72.76,,,,0,0.0,,10.0,,160.0,,61,1681077522.0,,,0.0,,,162.71,0.0,,188.6562832866595,,1984,0.0,,,,,,,160.0,8,0.0,188.6562832866595,,,,,5,0,,0.0,20.86
44.37,8.55,1216.0,3141,,,0.0,83.84,,,0.0,0,0.0,0.0,10.0,,288.0,,62,1681077523.0,,,0.0,0.0,,93.07,0.0,,318.3482784929375,96.0,3008,0.0,64.0,,,,,13.08,320.0,9,0.0,318.3482784929375,,,,,8,0,,0.0,38.82
66.02,31.57,1376.0,4444,,0.0,0.0,94.86,21.89,8.03,0.0,0,0.0,0.0,10.0,,448.0,,64,1681077525.0,,,0.0,0.0,0.0,60.26,0.0,0.0,470.040860654946,224.0,4224,0.0,224.0,0.0,,0.0,,31.78,480.0,10,0.0,470.040860654946,0.0,3.88,64.0,32.0,8,0,160.0,0.0,60.33
83.97,54.45,1504.0,5723,,0.0,0.0,101.31,45.2,29.98,0.0,0,0.0,0.0,10.0,,576.0,,65,1681077526.0,,,0.0,0.0,0.0,44.98,0.0,0.0,601.286686703699,384.0,5440,0.0,384.0,0.0,,0.0,,54.89,640.0,11,0.0,601.286686703699,0.0,25.13,224.0,192.0,8,0,320.0,0.0,75.11
97.03,74.45,1664.0,7024,,0.0,0.0,106.98,62.77,48.0,0.0,0,0.0,0.0,10.0,,736.0,,66,1681077527.0,,,0.0,0.0,0.0,35.85,0.0,0.0,718.1399936737348,544.0,6752,0.0,544.0,0.0,,0.0,,75.04,800.0,12,0.0,718.1399936737348,0.0,47.56,352.0,352.0,8,0,448.0,0.0,89.46
106.35,89.84,1824.0,8251,,0.0,0.0,110.55,84.52,68.67,0.0,0,0.0,0.0,10.0,,896.0,,67,1681077528.0,,,0.0,0.0,0.0,30.94,0.0,0.0,792.4023997613701,704.0,7872,0.0,704.0,0.0,,0.0,,90.62,960.0,13,0.0,792.4023997613701,0.0,68.26,512.0,512.0,8,0,640.0,0.0,99.33
110.86,98.95,1952.0,9502,,0.0,0.0,112.4,95.39,85.2,0.0,0,0.0,0.0,10.0,,1056.0,,69,1681077530.0,,,0.0,0.0,0.0,27.32,0.0,0.0,851.709695147695,864.0,9120,0.0,832.0,0.0,,0.0,,101.46,1088.0,14,0.0,851.709695147695,0.0,81.95,672.0,640.0,8,0,768.0,0.0,106.19
115.01,106.89,2112.0,10740,,0.0,0.0,113.78,105.1,97.22,0.0,0,0.0,0.0,10.0,,1184.0,,70,1681077531.0,,,0.0,0.0,0.0,24.77,0.0,0.0,889.1773810258012,1024.0,10336,0.0,992.0,0.0,,0.0,,108.86,1248.0,15,0.0,889.1773810258012,0.0,95.05,832.0,800.0,8,0,928.0,0.0,109.79
117.23,111.73,2272.0,11970,,0.0,0.0,114.85,111.28,104.31,0.0,0,0.0,0.0,10.0,,1344.0,,71,1681077532.0,,,0.0,0.0,0.0,22.75,0.0,0.0,914.3252130570768,1152.0,11584,0.0,1152.0,0.0,,0.0,,112.88,1408.0,16,0.0,914.3252130570768,0.0,104.18,960.0,960.0,8,0,1088.0,0.0,112.72
118.85,114.77,2400.0,13196,,0.0,0.0,115.3,115.0,109.73,0.0,0,0.0,0.0,10.0,,1504.0,,73,1681077534.0,,,0.0,0.0,0.0,21.07,0.0,0.0,928.7491886682792,1312.0,12768,0.0,1312.0,0.0,,0.0,,116.07,1568.0,17,0.0,928.7491886682792,0.0,110.01,1120.0,1120.0,8,0,1248.0,0.0,114.59
119.73,116.49,2560.0,14413,,0.0,0.0,115.86,117.01,113.24,0.0,0,0.0,0.0,10.0,,1632.0,,74,1681077535.0,,,0.0,0.0,0.0,19.59,0.0,0.0,937.1627522776316,1472.0,13984,0.0,1472.0,0.0,,0.0,,118.02,1728.0,18,0.0,937.1627522776316,0.0,113.07,1280.0,1248.0,8,0,1376.0,0.0,115.33
120.27,117.31,2688.0,15742,,0.0,0.0,115.59,118.5,115.3,0.0,0,0.0,0.0,10.0,,1792.0,,75,1681077536.0,,,0.0,0.0,0.0,18.06,0.0,0.0,942.5426162860977,1632.0,15200,0.0,1600.0,0.0,,0.0,,118.88,1888.0,19,0.0,942.5426162860977,0.0,115.43,1440.0,1408.0,8,0,1536.0,0.0,115.89
120.63,117.93,2848.0,16968,,0.0,0.0,115.58,119.56,116.53,0.0,0,0.0,0.0,10.0,,1952.0,,77,1681077538.0,,,0.0,0.0,0.0,16.7,0.0,0.0,945.9276497980611,1792.0,16544,0.0,1760.0,0.0,,0.0,,119.44,2016.0,20,0.0,945.9276497980611,0.0,116.64,1568.0,1568.0,8,0,1696.0,0.0,116.21
120.88,118.42,3008.0,18188,,0.0,0.0,115.57,120.1,117.36,0.0,0,0.0,0.0,10.0,,2112.0,,78,1681077539.0,,,0.0,0.0,0.0,15.39,0.0,0.0,947.2724940557339,1952.0,17760,0.0,1920.0,0.0,,0.0,,119.78,2208.0,21,0.0,947.2724940557339,0.0,117.5,1760.0,1728.0,8,0,1856.0,0.0,116.33
121.09,118.58,3168.0,19397,,0.0,0.0,115.47,120.51,117.61,0.0,0,0.0,0.0,10.0,,2240.0,,79,1681077540.0,,,0.0,0.0,0.0,14.1,0.0,0.0,948.3589421108522,2112.0,19008,0.0,2080.0,0.0,,0.0,,119.93,2368.0,22,0.0,948.3589421108522,0.0,117.79,1888.0,1888.0,8,0,2016.0,0.0,116.29
121.3,118.57,3328.0,20611,,0.0,0.0,115.43,120.62,117.77,0.0,0,0.0,0.0,9.32,,2400.0,,80,1681077541.0,,,0.0,0.0,0.0,12.82,0.0,0.0,948.280075681662,2272.0,20160,0.0,2240.0,0.0,,0.0,,120.39,2528.0,23,0.0,948.280075681662,0.0,118.05,2048.0,2016.0,8,0,2176.0,0.0,116.23
121.3,118.51,3456.0,21812,,0.0,0.0,115.4,120.6,117.85,0.0,0,0.0,0.0,8.4,,2560.0,,82,1681077543.0,,,0.0,0.0,0.0,11.55,0.0,0.0,948.3746753901715,2400.0,21376,0.0,2368.0,0.0,,0.0,,120.22,2656.0,24,0.0,948.3746753901715,0.0,118.18,2208.0,2176.0,8,0,2336.0,0.0,116.23
121.13,118.64,3616.0,23034,,0.0,0.0,115.44,120.55,117.87,0.0,0,0.0,0.0,7.47,,2688.0,,83,1681077544.0,,,0.0,0.0,0.0,10.27,0.0,0.0,947.6452570201691,2560.0,22624,0.0,2528.0,0.0,,0.0,,120.18,2816.0,25,0.0,947.6452570201691,0.0,118.32,2336.0,2336.0,8,0,2496.0,0.0,116.24
121.08,118.66,3744.0,24245,,0.0,0.0,115.44,120.31,117.83,0.0,0,0.0,0.0,6.54,,2848.0,,84,1681077545.0,,,0.0,0.0,0.0,9.0,0.0,0.0,947.4099848872015,2720.0,23872,0.0,2688.0,0.0,,0.0,,120.04,2976.0,26,0.0,947.4099848872015,0.0,118.12,2496.0,2496.0,8,0,2656.0,0.0,116.17
120.92,118.5,3904.0,25454,,0.0,0.0,115.47,120.31,117.83,0.0,0,0.0,0.0,5.62,,3008.0,,85,1681077546.0,,,0.0,0.0,0.0,7.73,0.0,0.0,946.7190033104961,2880.0,25024,0.0,2848.0,0.0,,0.0,,119.95,3136.0,27,0.0,946.7190033104961,0.0,118.19,2656.0,2624.0,8,0,2816.0,0.0,116.24
121.14,118.41,4032.0,26655,,0.0,0.0,115.43,120.1,117.62,0.0,0,0.0,0.0,4.7,,3136.0,,87,1681077548.0,,,0.0,0.0,0.0,6.46,0.0,0.0,946.311916871672,3040.0,26208,0.0,2976.0,0.0,,0.0,,120.0,3296.0,28,0.0,946.311916871672,0.0,117.93,2816.0,2784.0,8,0,2944.0,0.0,116.09
121.26,118.18,4192.0,27861,,0.0,0.0,115.51,120.12,117.52,0.0,0,0.0,0.0,3.77,,3296.0,,88,1681077549.0,,,0.0,0.0,0.0,5.19,0.0,0.0,945.8767494413356,3168.0,27424,0.0,3136.0,0.0,,0.0,,119.98,3424.0,29,0.0,945.8767494413356,0.0,117.88,2944.0,2944.0,8,0,3104.0,0.0,115.86
121.26,118.12,4352.0,29062,,0.0,0.0,115.58,119.87,117.5,0.0,0,0.0,0.0,2.85,,3424.0,,89,1681077550.0,,,0.0,0.0,0.0,3.92,0.0,0.0,945.362217675072,3328.0,28608,0.0,3296.0,0.0,,0.0,,119.85,3584.0,30,0.0,945.362217675072,0.0,117.86,3104.0,3072.0,8,0,3264.0,0.0,115.82
121.12,117.94,4480.0,30273,,0.0,0.0,115.64,119.74,117.59,0.0,0,0.0,0.0,1.92,,3584.0,,91,1681077552.0,,,0.0,0.0,0.0,2.64,0.0,0.0,945.2330888460297,3488.0,29952,0.0,3424.0,0.0,,0.0,,119.83,3744.0,31,0.0,945.2330888460297,0.0,117.75,3264.0,3232.0,8,0,3392.0,0.0,115.76
121.02,117.95,4640.0,31476,,0.0,0.0,115.76,119.99,117.47,0.0,0,0.0,0.0,0.99,,3744.0,,92,1681077553.0,,,0.0,0.0,0.0,1.37,0.0,0.0,944.5802882540656,3648.0,31040,0.0,3616.0,0.0,,0.0,,119.87,3904.0,32,0.0,944.5802882540656,0.0,117.66,3424.0,3392.0,8,0,3584.0,0.0,115.52
121.02,117.97,4768.0,32687,,0.0,0.0,115.85,119.51,117.49,0.0,0,0.0,0.0,0.5,,3872.0,,93,1681077554.0,,,0.0,0.0,0.0,0.09,0.0,0.0,943.8538321016517,3776.0,32320,0.0,3744.0,0.0,,0.0,,119.66,4064.0,33,0.0,943.8538321016517,0.0,117.65,3552.0,3552.0,8,0,3712.0,0.0,115.43
120.87,117.8,4928.0,33884,,0.0,0.0,115.91,119.49,117.37,0.0,0,0.0,0.0,0.5,,4032.0,,94,1681077555.0,,,0.0,0.0,0.0,0.0,0.0,0.0,943.5019223179472,3968.0,32896,0.0,3904.0,0.0,,0.0,,119.56,4224.0,34,0.0,943.5019223179472,0.0,117.62,3712.0,3680.0,8,0,3872.0,0.0,115.24
120.83,117.78,5024.0,35090,,0.0,0.0,115.91,119.42,117.27,0.0,0,0.0,0.0,0.5,,4096.0,,96,1681077557.0,,,0.0,0.0,0.0,0.0,0.0,0.0,943.5019223179472,4032.0,32896,0.0,3968.0,0.0,,0.0,,119.64,4288.0,35,0.0,943.5019223179472,0.0,117.52,3776.0,3776.0,8,0,3936.0,0.0,115.13
120.83,117.78,5024.0,36300,,0.0,0.0,115.91,119.42,117.27,0.0,0,0.0,0.0,0.5,,4096.0,,97,1681077558.0,,,0.0,0.0,0.0,0.0,0.0,0.0,943.5019223179472,4032.0,32896,0.0,3968.0,0.0,,0.0,,119.64,4288.0,36,0.0,943.5019223179472,0.0,117.52,3776.0,3776.0,8,0,3936.0,0.0,115.13
120.83,117.78,5024.0,37502,,0.0,0.0,115.91,119.42,117.27,0.0,0,0.0,0.0,0.5,,4096.0,,98,1681077559.0,,,0.0,0.0,0.0,0.0,0.0,0.0,943.5019223179472,4032.0,32896,0.0,3968.0,0.0,,0.0,,119.64,4288.0,37,0.0,943.5019223179472,0.0,117.52,3776.0,3776.0,8,0,3936.0,0.0,115.13
120.83,117.78,5024.0,38709,,0.0,0.0,115.91,119.42,117.27,0.0,0,0.0,0.0,0.5,,4096.0,,99,1681077560.0,,,0.0,0.0,0.0,0.0,0.0,0.0,943.5019223179472,4032.0,32896,0.0,3968.0,0.0,,0.0,,119.64,4288.0,38,0.0,943.5019223179472,0.0,117.52,3776.0,3776.0,8,0,3936.0,0.0,115.13
120.83,117.78,5024.0,39915,,0.0,0.0,115.91,119.42,117.27,0.0,0,0.0,0.0,0.5,,4096.0,,101,1681077562.0,,,0.0,0.0,0.0,0.0,0.0,0.0,943.5019223179472,4032.0,32896,0.0,3968.0,0.0,,0.0,,119.64,4288.0,39,0.0,943.5019223179472,0.0,117.52,3776.0,3776.0,8,0,3936.0,0.0,115.13
120.83,117.78,5024.0,41122,,0.0,0.0,115.91,119.42,117.27,0.0,0,0.0,0.0,0.5,,4096.0,,102,1681077563.0,,,0.0,0.0,0.0,0.0,0.0,0.0,943.5019223179472,4032.0,32896,0.0,3968.0,0.0,,0.0,,119.64,4288.0,40,0.0,943.5019223179472,0.0,117.52,3776.0,3776.0,8,0,3936.0,0.0,115.13
