03_hivemind/undershot_TBS,04_peers/peer_4_epoch_oos,04_peers/peer_3_samples_per_second,04_peers/peer_2_samples_accumulated,_runtime,03_hivemind/num_peers,04_peers/peer_5_epoch_oos,03_hivemind/epoch_based_sps,03_hivemind/eta_next_epoch_s,03_hivemind/estimated_current_samples,04_peers/peer_5_epoch,04_peers/peer_1_epoch_oos,04_peers/peer_4_samples_per_second,04_peers/peer_4_samples_accumulated,03_hivemind/optimistic_total_samples_per_second,03_hivemind/overshot_TBS,03_hivemind/total_training_samples,04_peers/peer_3_epoch,04_peers/peer_2_epoch_oos,04_peers/peer_6_epoch_oos,03_hivemind/next_fetch_time_s,04_peers/peer_5_samples_per_second,03_hivemind/global_samples_accumulated,_step,04_peers/peer_2_epoch,03_hivemind/global_epoch,04_peers/peer_3_epoch_oos,04_peers/peer_1_samples_accumulated,03_hivemind/num_clients,03_hivemind/reached_TBS,03_hivemind/actual_total_samples_per_second,04_peers/peer_2_samples_per_second,04_peers/peer_6_samples_accumulated,04_peers/peer_4_epoch,04_peers/peer_6_epoch,03_hivemind/per_epoch_training_samples,_timestamp,03_hivemind/epoch_s,04_peers/peer_6_samples_per_second,04_peers/peer_3_samples_accumulated,04_peers/peer_5_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_1_samples_per_second
,0.0,115.19,5536.0,351,6,0.0,,0.0,44899,2.0,0.0,119.14,5632.0,703.413793591712,,,2.0,0.0,0.0,0.5,115.34,32864,220,2.0,2,0.0,5472.0,0,,703.413793591712,120.55,5440.0,2.0,2.0,,1681080659.0,,117.03,5408.0,5376.0,2.0,116.17
,0.0,115.19,5536.0,352,6,0.0,,0.0,45829,2.0,0.0,119.14,5632.0,703.413793591712,,,2.0,0.0,0.0,0.5,115.34,32864,221,2.0,2,0.0,5472.0,0,,703.413793591712,120.55,5440.0,2.0,2.0,,1681080660.0,,117.03,5408.0,5376.0,2.0,116.17
,0.0,115.19,5536.0,354,6,0.0,,0.0,46761,2.0,0.0,119.14,5632.0,703.413793591712,,,2.0,0.0,0.0,0.5,115.34,32864,222,2.0,2,0.0,5472.0,0,,703.413793591712,120.55,5440.0,2.0,2.0,,1681080662.0,,117.03,5408.0,5376.0,2.0,116.17
,0.0,115.19,5536.0,355,6,0.0,,0.0,47697,2.0,0.0,119.14,5632.0,703.413793591712,,,2.0,0.0,0.0,0.5,115.34,32864,223,2.0,2,0.0,5472.0,0,,703.413793591712,120.55,5440.0,2.0,2.0,,1681080663.0,,117.03,5408.0,5376.0,2.0,116.17
,0.0,115.19,5536.0,356,6,0.0,,0.0,48624,2.0,0.0,119.14,5632.0,703.413793591712,,,2.0,0.0,0.0,0.5,115.34,32864,224,2.0,2,0.0,5472.0,0,,703.413793591712,120.55,5440.0,2.0,2.0,,1681080664.0,,117.03,5408.0,5376.0,2.0,116.17
,0.0,115.19,5536.0,358,6,0.0,,0.0,49556,2.0,0.0,119.14,5632.0,703.413793591712,,,2.0,0.0,0.0,0.5,115.34,32864,225,2.0,2,0.0,5472.0,0,,703.413793591712,120.55,5440.0,2.0,2.0,,1681080666.0,,117.03,5408.0,5376.0,2.0,116.17
,0.0,115.19,5536.0,359,6,0.0,,0.0,50484,2.0,0.0,119.14,5632.0,703.413793591712,,,2.0,0.0,0.0,0.5,115.34,32864,226,2.0,2,0.0,5472.0,0,,703.413793591712,120.55,5440.0,2.0,2.0,,1681080667.0,,117.03,5408.0,5376.0,2.0,116.17
,0.0,115.19,5536.0,360,6,0.0,,0.0,51418,2.0,0.0,119.14,5632.0,703.413793591712,,,2.0,0.0,0.0,0.5,115.34,32864,227,2.0,2,0.0,5472.0,0,,703.413793591712,120.55,5440.0,2.0,2.0,,1681080668.0,,117.03,5408.0,5376.0,2.0,116.17
,0.0,115.19,5536.0,362,6,0.0,,0.0,52365,2.0,0.0,119.14,5632.0,703.413793591712,,,2.0,0.0,0.0,0.5,115.34,32864,228,2.0,2,0.0,5472.0,0,,703.413793591712,120.55,5440.0,2.0,2.0,,1681080670.0,,117.03,5408.0,5376.0,2.0,116.17
,0.0,115.19,5536.0,363,6,0.0,,0.0,53295,2.0,0.0,119.14,5632.0,703.413793591712,,,2.0,0.0,0.0,0.5,115.34,32864,229,2.0,2,0.0,5472.0,0,,703.413793591712,120.55,5440.0,2.0,2.0,,1681080671.0,,117.03,5408.0,5376.0,2.0,116.17
,0.0,115.19,5536.0,364,6,0.0,,0.0,54229,2.0,0.0,119.14,5632.0,703.413793591712,,,2.0,0.0,0.0,0.5,115.34,32864,230,2.0,2,0.0,5472.0,0,,703.413793591712,120.55,5440.0,2.0,2.0,,1681080672.0,,117.03,5408.0,5376.0,2.0,116.17
,0.0,115.19,5536.0,366,6,0.0,,0.0,55166,2.0,0.0,119.14,5632.0,703.413793591712,,,2.0,0.0,0.0,0.5,115.34,32864,231,2.0,2,0.0,5472.0,0,,703.413793591712,120.55,5440.0,2.0,2.0,,1681080674.0,,117.03,5408.0,5376.0,2.0,116.17
,0.0,115.19,5536.0,367,6,0.0,,0.0,56100,2.0,0.0,119.14,5632.0,703.413793591712,,,2.0,0.0,0.0,0.5,115.34,32864,232,2.0,2,0.0,5472.0,0,,703.413793591712,120.55,5440.0,2.0,2.0,,1681080675.0,,117.03,5408.0,5376.0,2.0,116.17
,0.0,115.19,5536.0,368,6,0.0,,0.0,57036,2.0,0.0,119.14,5632.0,703.413793591712,,,2.0,0.0,0.0,0.5,115.34,32864,233,2.0,2,0.0,5472.0,0,,703.413793591712,120.55,5440.0,2.0,2.0,,1681080676.0,,117.03,5408.0,5376.0,2.0,116.17
,0.0,115.19,5536.0,370,6,0.0,,0.0,57965,2.0,0.0,119.14,5632.0,703.413793591712,,,2.0,0.0,0.0,0.5,115.34,32864,234,2.0,2,0.0,5472.0,0,,703.413793591712,120.55,5440.0,2.0,2.0,,1681080678.0,,117.03,5408.0,5376.0,2.0,116.17
,0.0,115.19,5536.0,371,6,0.0,,0.0,58895,2.0,0.0,119.14,5632.0,703.413793591712,,,2.0,0.0,0.0,0.5,115.34,32864,235,2.0,2,0.0,5472.0,0,,703.413793591712,120.55,5440.0,2.0,2.0,,1681080679.0,,117.03,5408.0,5376.0,2.0,116.17
,0.0,115.19,5536.0,372,6,0.0,,0.0,59829,2.0,0.0,119.14,5632.0,703.413793591712,,,2.0,0.0,0.0,0.5,115.34,32864,236,2.0,2,0.0,5472.0,0,,703.413793591712,120.55,5440.0,2.0,2.0,,1681080680.0,,117.03,5408.0,5376.0,2.0,116.17
,0.0,115.19,5536.0,374,6,0.0,,0.0,60760,2.0,0.0,119.14,5632.0,703.413793591712,,,2.0,0.0,0.0,0.5,115.34,32864,237,2.0,2,0.0,5472.0,0,,703.413793591712,120.55,5440.0,2.0,2.0,,1681080682.0,,117.03,5408.0,5376.0,2.0,116.17
,0.0,115.19,5536.0,375,6,0.0,,0.0,61692,2.0,0.0,119.14,5632.0,703.413793591712,,,2.0,0.0,0.0,0.5,115.34,32864,238,2.0,2,0.0,5472.0,0,,703.413793591712,120.55,5440.0,2.0,2.0,,1681080683.0,,117.03,5408.0,5376.0,2.0,116.17
,0.0,115.19,5536.0,376,6,0.0,,0.0,62630,2.0,0.0,119.14,5632.0,703.413793591712,,,2.0,0.0,0.0,0.5,115.34,32864,239,2.0,2,0.0,5472.0,0,,703.413793591712,120.55,5440.0,2.0,2.0,,1681080684.0,,117.03,5408.0,5376.0,2.0,116.17
,0.0,115.19,5536.0,378,6,0.0,,0.0,63562,2.0,0.0,119.14,5632.0,703.413793591712,,,2.0,0.0,0.0,0.5,115.34,32864,240,2.0,2,0.0,5472.0,0,,703.413793591712,120.55,5440.0,2.0,2.0,,1681080686.0,,117.03,5408.0,5376.0,2.0,116.17
,0.0,115.19,5536.0,379,6,0.0,,0.0,64495,2.0,0.0,119.14,5632.0,703.413793591712,,,2.0,0.0,0.0,0.5,115.34,32864,241,2.0,2,0.0,5472.0,0,,703.413793591712,120.55,5440.0,2.0,2.0,,1681080687.0,,117.03,5408.0,5376.0,2.0,116.17
,0.0,115.19,5536.0,380,6,0.0,,0.0,65430,2.0,0.0,119.14,5632.0,703.413793591712,,,2.0,0.0,0.0,0.5,115.34,32864,242,2.0,2,0.0,5472.0,0,,703.413793591712,120.55,5440.0,2.0,2.0,,1681080688.0,,117.03,5408.0,5376.0,2.0,116.17
,0.0,115.19,5536.0,382,6,0.0,,0.0,66375,2.0,0.0,119.14,5632.0,703.413793591712,,,2.0,0.0,0.0,0.5,115.34,32864,243,2.0,2,0.0,5472.0,0,,703.413793591712,120.55,5440.0,2.0,2.0,,1681080690.0,,117.03,5408.0,5376.0,2.0,116.17
,0.0,115.19,5536.0,383,6,0.0,,0.0,67371,2.0,0.0,119.14,5632.0,703.413793591712,,,2.0,0.0,0.0,0.5,115.34,32864,244,2.0,2,0.0,5472.0,0,,703.413793591712,120.55,5440.0,2.0,2.0,,1681080691.0,,117.03,5408.0,5376.0,2.0,116.17
,0.0,115.19,5536.0,384,6,0.0,,0.0,68307,2.0,0.0,119.14,5632.0,703.413793591712,,,2.0,0.0,0.0,0.5,115.34,32864,245,2.0,2,0.0,5472.0,0,,703.413793591712,120.55,5440.0,2.0,2.0,,1681080692.0,,117.03,5408.0,5376.0,2.0,116.17
,0.0,115.19,5536.0,386,6,0.0,,45.09,1054,2.0,0.0,119.14,5632.0,703.413793591712,,,2.0,0.0,0.0,10.0,115.34,0,246,2.0,3,0.0,5472.0,0,,703.413793591712,120.55,5440.0,2.0,2.0,,1681080694.0,,117.03,5408.0,5376.0,2.0,116.17
0.0,0.0,115.19,0.0,387,6,0.0,334.4868434883216,43.76,1985,3.0,0.0,119.14,0.0,703.413793591712,3.0,98560.0,3.0,0.0,0.0,10.0,115.34,0,247,3.0,3,0.0,0.0,0,0.0,703.413793591712,120.55,0.0,3.0,3.0,32864.0,1681080695.0,98.251995974686,117.03,0.0,0.0,3.0,116.17
,0.0,115.19,0.0,388,6,0.0,,42.43,2922,3.0,0.0,119.14,0.0,703.413793591712,,,3.0,0.0,0.0,10.0,115.34,0,248,3.0,3,0.0,0.0,0,,703.413793591712,120.55,0.0,3.0,3.0,,1681080696.0,,117.03,0.0,0.0,3.0,116.17
,0.0,115.19,0.0,390,6,0.0,,41.1,3855,3.0,0.0,119.14,0.0,703.413793591712,,,3.0,0.0,0.0,10.0,115.34,0,249,3.0,3,0.0,0.0,0,,703.413793591712,120.55,0.0,3.0,3.0,,1681080698.0,,117.03,0.0,0.0,3.0,116.17
,0.0,115.19,0.0,397,6,0.0,,34.05,8814,3.0,0.0,119.14,0.0,703.413793591712,,,3.0,0.0,0.0,10.0,115.34,0,250,3.0,3,0.0,0.0,0,,703.413793591712,120.55,0.0,3.0,3.0,,1681080705.0,,117.03,0.0,0.0,3.0,116.17
,0.0,115.19,0.0,398,6,0.0,,33.03,9534,3.0,0.0,119.14,0.0,703.413793591712,,,3.0,0.0,0.0,10.0,115.34,0,251,3.0,3,0.0,0.0,0,,703.413793591712,120.55,0.0,3.0,3.0,,1681080706.0,,117.03,0.0,0.0,3.0,116.17
,0.0,115.19,0.0,399,6,0.0,,32.0,10259,3.0,0.0,119.14,0.0,703.413793591712,,,3.0,0.0,0.0,10.0,115.34,0,252,3.0,3,0.0,0.0,0,,703.413793591712,120.55,0.0,3.0,3.0,,1681080707.0,,117.03,0.0,0.0,3.0,116.17
,0.0,115.19,0.0,400,6,0.0,,30.97,10986,3.0,0.0,119.14,0.0,703.413793591712,,,3.0,0.0,0.0,10.0,115.34,0,253,3.0,3,0.0,0.0,0,,703.413793591712,120.55,0.0,3.0,3.0,,1681080708.0,,117.03,0.0,0.0,3.0,116.17
,0.0,115.19,0.0,401,6,0.0,,29.93,11713,3.0,0.0,119.14,0.0,703.413793591712,,,3.0,0.0,0.0,10.0,115.34,0,254,3.0,3,0.0,0.0,0,,703.413793591712,120.55,0.0,3.0,3.0,,1681080709.0,,117.03,0.0,0.0,3.0,116.17
,0.0,115.19,0.0,402,6,0.0,,28.91,12433,3.0,0.0,119.14,0.0,703.413793591712,,,3.0,0.0,0.0,10.0,115.34,0,255,3.0,3,0.0,0.0,0,,703.413793591712,120.55,0.0,3.0,3.0,,1681080710.0,,117.03,0.0,0.0,3.0,116.17
,0.0,115.19,0.0,403,6,0.0,,27.88,13160,3.0,0.0,119.14,0.0,703.413793591712,,,3.0,0.0,0.0,10.0,115.34,0,256,3.0,3,0.0,0.0,0,,703.413793591712,120.55,0.0,3.0,3.0,,1681080711.0,,117.03,0.0,0.0,3.0,116.17
,0.0,115.19,0.0,404,6,0.0,,26.85,13884,3.0,0.0,119.14,0.0,703.413793591712,,,3.0,0.0,0.0,10.0,115.34,0,257,3.0,3,0.0,0.0,0,,703.413793591712,120.55,0.0,3.0,3.0,,1681080712.0,,117.03,0.0,0.0,3.0,116.17
,0.0,115.19,0.0,405,6,0.0,,25.81,14611,3.0,0.0,119.14,0.0,703.413793591712,,,3.0,0.0,0.0,10.0,115.34,0,258,3.0,3,0.0,0.0,0,,703.413793591712,120.55,0.0,3.0,3.0,,1681080713.0,,117.03,0.0,0.0,3.0,116.17
,0.0,115.19,0.0,406,6,0.0,,24.78,15337,3.0,0.0,119.14,0.0,703.413793591712,,,3.0,0.0,0.0,10.0,115.34,0,259,3.0,3,0.0,0.0,0,,703.413793591712,120.55,0.0,3.0,3.0,,1681080714.0,,117.03,0.0,0.0,3.0,116.17
,0.0,115.19,0.0,407,6,0.0,,23.75,16064,3.0,0.0,119.14,0.0,703.413793591712,,,3.0,0.0,0.0,10.0,115.34,0,260,3.0,3,0.0,0.0,0,,703.413793591712,120.55,0.0,3.0,3.0,,1681080715.0,,117.03,0.0,0.0,3.0,116.17
,0.0,115.19,0.0,408,6,0.0,,22.72,16785,3.0,0.0,119.14,0.0,703.413793591712,,,3.0,0.0,0.0,10.0,115.34,0,261,3.0,3,0.0,0.0,0,,703.413793591712,120.55,0.0,3.0,3.0,,1681080716.0,,117.03,0.0,0.0,3.0,116.17
,0.0,115.19,0.0,409,6,0.0,,21.7,17507,3.0,0.0,119.14,0.0,703.413793591712,,,3.0,0.0,0.0,10.0,115.34,0,262,3.0,3,0.0,0.0,0,,703.413793591712,120.55,0.0,3.0,3.0,,1681080717.0,,117.03,0.0,0.0,3.0,116.17
,0.0,115.19,0.0,410,6,0.0,,20.66,18233,3.0,0.0,119.14,0.0,703.413793591712,,,3.0,0.0,0.0,10.0,115.34,0,263,3.0,3,0.0,0.0,0,,703.413793591712,120.55,0.0,3.0,3.0,,1681080718.0,,117.03,0.0,0.0,3.0,116.17
,0.0,115.19,0.0,411,6,0.0,,19.63,18959,3.0,0.0,119.14,0.0,703.413793591712,,,3.0,0.0,0.0,10.0,115.34,0,264,3.0,3,0.0,0.0,0,,703.413793591712,120.55,0.0,3.0,3.0,,1681080719.0,,117.03,0.0,0.0,3.0,116.17
,0.0,115.19,0.0,412,6,0.0,,18.6,19683,3.0,0.0,119.14,0.0,703.413793591712,,,3.0,0.0,0.0,10.0,115.34,0,265,3.0,3,0.0,0.0,0,,703.413793591712,120.55,0.0,3.0,3.0,,1681080720.0,,117.03,0.0,0.0,3.0,116.17
,0.0,115.19,0.0,413,6,0.0,,17.57,20410,3.0,0.0,119.14,0.0,703.413793591712,,,3.0,0.0,0.0,10.0,115.34,0,266,3.0,3,0.0,0.0,0,,703.413793591712,120.55,0.0,3.0,3.0,,1681080721.0,,117.03,0.0,0.0,3.0,116.17
,0.0,115.19,0.0,414,6,0.0,,16.53,21139,3.0,0.0,119.14,0.0,703.413793591712,,,3.0,0.0,0.0,10.0,115.34,0,267,3.0,3,0.0,0.0,0,,703.413793591712,120.55,0.0,3.0,3.0,,1681080722.0,,117.03,0.0,0.0,3.0,116.17
,0.0,115.19,0.0,415,6,0.0,,15.49,21870,3.0,0.0,119.14,0.0,703.413793591712,,,3.0,0.0,0.0,10.0,115.34,0,268,3.0,3,0.0,0.0,0,,703.413793591712,120.55,0.0,3.0,3.0,,1681080723.0,,117.03,0.0,0.0,3.0,116.17
,0.0,115.19,0.0,416,6,0.0,,14.45,22602,3.0,0.0,119.14,0.0,703.413793591712,,,3.0,0.0,0.0,9.64,115.34,0,269,3.0,3,0.0,0.0,0,,703.413793591712,120.55,0.0,3.0,3.0,,1681080724.0,,117.03,0.0,0.0,3.0,116.17
,0.0,115.19,0.0,417,6,0.0,,13.42,23331,3.0,0.0,119.14,0.0,703.413793591712,,,3.0,0.0,0.0,8.94,115.34,0,270,3.0,3,0.0,0.0,0,,703.413793591712,120.55,0.0,3.0,3.0,,1681080725.0,,117.03,0.0,0.0,3.0,116.17
,0.0,115.19,0.0,418,6,0.0,,12.38,24061,3.0,0.0,119.14,0.0,703.413793591712,,,3.0,0.0,0.0,8.25,115.34,0,271,3.0,3,0.0,0.0,0,,703.413793591712,120.55,0.0,3.0,3.0,,1681080726.0,,117.03,0.0,0.0,3.0,116.17
,0.0,115.19,0.0,419,6,0.0,,11.35,24787,3.0,0.0,119.14,0.0,703.413793591712,,,3.0,0.0,0.0,7.56,115.34,0,272,3.0,3,0.0,0.0,0,,703.413793591712,120.55,0.0,3.0,3.0,,1681080727.0,,117.03,0.0,0.0,3.0,116.17
,0.0,115.19,0.0,420,6,0.0,,10.32,25509,3.0,0.0,119.14,0.0,703.413793591712,,,3.0,0.0,0.0,6.88,115.34,0,273,3.0,3,0.0,0.0,0,,703.413793591712,120.55,0.0,3.0,3.0,,1681080728.0,,117.03,0.0,0.0,3.0,116.17
,0.0,115.19,0.0,421,6,0.0,,9.29,26231,3.0,0.0,119.14,0.0,703.413793591712,,,3.0,0.0,0.0,6.2,115.34,0,274,3.0,3,0.0,0.0,0,,703.413793591712,120.55,0.0,3.0,3.0,,1681080729.0,,117.03,0.0,0.0,3.0,116.17
,0.0,115.19,0.0,422,6,0.0,,8.25,26961,3.0,0.0,119.14,0.0,703.413793591712,,,3.0,0.0,0.0,5.5,115.34,0,275,3.0,3,0.0,0.0,0,,703.413793591712,120.55,0.0,3.0,3.0,,1681080730.0,,117.03,0.0,0.0,3.0,116.17
,0.0,115.19,0.0,424,6,0.0,,7.22,27687,3.0,0.0,119.14,0.0,703.413793591712,,,3.0,0.0,0.0,4.82,115.34,0,276,3.0,3,0.0,0.0,0,,703.413793591712,120.55,0.0,3.0,3.0,,1681080732.0,,117.03,0.0,0.0,3.0,116.17
,0.0,115.19,0.0,425,1,0.0,,239.51,4739,3.0,0.0,119.14,0.0,117.02716232892817,,,3.0,0.0,0.0,10.0,115.34,0,277,3.0,3,0.0,0.0,0,,117.02716232892817,120.55,0.0,3.0,3.0,,1681080733.0,,117.03,0.0,0.0,3.0,116.17
,,,,426,1,,,238.49,4858,,,,,117.02716232892817,,,,,0.0,10.0,,0,278,,3,,,0,,117.02716232892817,,0.0,,3.0,,1681080734.0,,117.03,,,,
,,,,427,1,,,237.47,4977,,,,,117.02716232892817,,,,,0.0,10.0,,0,279,,3,,,0,,117.02716232892817,,0.0,,3.0,,1681080735.0,,117.03,,,,
,,,,428,1,,,236.46,5096,,,,,117.02716232892817,,,,,0.0,10.0,,0,280,,3,,,0,,117.02716232892817,,0.0,,3.0,,1681080736.0,,117.03,,,,
,,,,429,1,,,235.44,5216,,,,,117.02716232892817,,,,,0.0,10.0,,0,281,,3,,,0,,117.02716232892817,,0.0,,3.0,,1681080737.0,,117.03,,,,
,,,,430,1,,,234.42,5335,,,,,117.02716232892817,,,,,0.0,10.0,,0,282,,3,,,0,,117.02716232892817,,0.0,,3.0,,1681080738.0,,117.03,,,,
,,,,431,1,,,233.4,5454,,,,,117.02716232892817,,,,,0.0,10.0,,0,283,,3,,,0,,117.02716232892817,,0.0,,3.0,,1681080739.0,,117.03,,,,
,,,,432,1,,,232.38,5573,,,,,117.02716232892817,,,,,0.0,10.0,,0,284,,3,,,0,,117.02716232892817,,0.0,,3.0,,1681080740.0,,117.03,,,,
,,,,433,1,,,231.36,5693,,,,,117.02716232892817,,,,,0.0,10.0,,0,285,,3,,,0,,117.02716232892817,,0.0,,3.0,,1681080741.0,,117.03,,,,
,,,,434,1,,,230.34,5812,,,,,117.02716232892817,,,,,0.0,10.0,,0,286,,3,,,0,,117.02716232892817,,0.0,,3.0,,1681080742.0,,117.03,,,,
,,,,435,1,,,229.32,5931,,,,,117.02716232892817,,,,,0.0,10.0,,0,287,,3,,,0,,117.02716232892817,,0.0,,3.0,,1681080743.0,,117.03,,,,
,,,,436,1,,,228.31,6050,,,,,117.02716232892817,,,,,0.0,10.0,,0,288,,3,,,0,,117.02716232892817,,0.0,,3.0,,1681080744.0,,117.03,,,,
,,,,437,1,,,227.29,6169,,,,,117.02716232892817,,,,,0.0,10.0,,0,289,,3,,,0,,117.02716232892817,,0.0,,3.0,,1681080745.0,,117.03,,,,
,,,,438,1,,,226.27,6288,,,,,117.02716232892817,,,,,0.0,10.0,,0,290,,3,,,0,,117.02716232892817,,0.0,,3.0,,1681080746.0,,117.03,,,,
,,,,439,1,,,225.25,6408,,,,,117.02716232892817,,,,,0.0,10.0,,0,291,,3,,,0,,117.02716232892817,,0.0,,3.0,,1681080747.0,,117.03,,,,
,,,,440,1,,,224.23,6527,,,,,117.02716232892817,,,,,0.0,10.0,,0,292,,3,,,0,,117.02716232892817,,0.0,,3.0,,1681080748.0,,117.03,,,,
,,,,441,1,,,223.22,6646,,,,,117.02716232892817,,,,,0.0,10.0,,0,293,,3,,,0,,117.02716232892817,,0.0,,3.0,,1681080749.0,,117.03,,,,
,,,,442,1,,,222.2,6765,,,,,117.02716232892817,,,,,0.0,10.0,,0,294,,3,,,0,,117.02716232892817,,0.0,,3.0,,1681080750.0,,117.03,,,,
,,,,443,1,,,221.18,6884,,,,,117.02716232892817,,,,,0.0,10.0,,0,295,,3,,,0,,117.02716232892817,,0.0,,3.0,,1681080751.0,,117.03,,,,
,,,,444,1,,,220.17,7003,,,,,117.02716232892817,,,,,0.0,10.0,,0,296,,3,,,0,,117.02716232892817,,0.0,,3.0,,1681080752.0,,117.03,,,,
