01_general/lr,disk/time/disk_read_time_sys_s,memory/used_memory_sys_percent,process/memory/dirty_pages_proc_count,bandwidth/net_sent_sys_bandwidth_Mbits,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_fifteen_min_percent,_timestamp,01_general/minibatch_loss,01_general/step_based_sps,memory/used_memory_sys_MB,disk/counter/disk_write_sys_count,cpu/interrupts/soft_interrupts_count,_runtime,02_timing/forward_time_s,02_timing/opt_step_time_s,cpu/interrupts/interrupts_count,process/memory/lib_memory_proc_MB,01_general/locally_processed_samples,process/memory/virtual_memory_size_proc_MB,02_timing/dataload_time_s,02_timing/loss_calc_time_s,disk/time/disk_write_time_sys_s,01_general/dataset_iteration_count,02_timing/dataload_cuda_move_time_s,bandwidth/disk_write_sys_bandwidth_MBs,cpu/logical_core_count,memory/total_memory_sys_MB,disk/time/disk_busy_time_sys_s,cpu/load/avg_sys_load_one_min_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/text_resident_set_proc_MB,02_timing/backward_time_s,disk/counter/disk_read_sys_count,process/involuntary_proc_ctx_switches,_step,01_general/step,02_timing/step_time_s,cpu/interrupts/ctx_switches_count,process/memory/resident_set_size_proc_MB,memory/available_memory_sys_MB,process/voluntary_proc_ctx_switches,process/memory/shared_memory_proc_MB,bandwidth/net_recv_sys_bandwidth_Mbits,process/memory/data_resident_set_proc_MB
,0.0,3.4,0.0,0.06872577788028172,0.0,4.066666666666666,1682874253.0,,,5071.21664,3397.0,2117841.0,597,,,1505906.0,5585.793024,,28697.223168,,,1.2840000000001055,,,0.0530794589932173,,,10.711999999999989,4.533333333333333,4.366666666666666,2.719744,,0.0,8454.0,2308,,,2060151.0,3847.35232,203968.016384,12829.0,873.504768,95.10407596147557,0.0
0.0001,,,,,,,1682874253.0,7.1136474609375,183.34137151605455,,,,597,0.0171886349999113,1.8589998944662511e-06,,,54713.0,,0.0029988500000399654,0.00045999999974810635,,1.0,0.0025127669996436452,,,,,,,,0.15137569100033943,,,2309,354.0,0.1745378019995769,,,,,,,
0.0001,,,,,,,1682874253.0,7.0771484375,186.0568453547987,,,,597,0.017129033999935928,1.421999968442833e-06,,,54745.0,,0.002902836999965075,0.00046074000010776217,,1.0,0.002598469000076875,,,,,,,,0.14889794500004427,,,2310,355.0,0.17199044700009836,,,,,,,
,0.0,3.4,0.0,0.0661676375381502,0.0,4.066666666666666,1682874254.0,,,5068.529664,3401.0,2120403.0,598,0.01704735300018001,1.4990000636316836e-06,1507944.0,5585.793024,,28697.223168,,0.0004482120002649026,1.2850000000000819,,0.0025386550000803254,0.016348331728448497,,,10.72399999999999,4.533333333333333,4.366666666666666,2.719744,0.14844140700006392,0.0,8458.0,2311,,,2063823.0,3847.35232,203969.814528,12866.0,873.504768,89.93595657035449,0.0
0.0001,,,,,,,1682874254.0,7.416015625,186.66373153441955,,,,598,,,,,54777.0,,0.002954140999918309,,,1.0,,,,,,,,,,,,2312,356.0,0.1714312670005711,,,,,,,
0.0001,,,,,,,1682874254.0,7.0595703125,186.1699390498762,,,,598,0.017159477999939554,1.5260002328432165e-06,,,54809.0,,0.0028778549999515235,0.00043613300022116164,,1.0,0.0026768900002025475,,,,,,,,0.14873408499988727,,,2313,357.0,0.1718859670004349,,,,,,,
0.0001,,,,,,,1682874254.0,7.1102294921875,184.47583822162633,,,,598,0.017472212000029685,1.6500002857355867e-06,,,54841.0,,0.0032005410002966528,0.0005133230001774791,,1.0,0.002640596000219375,,,,,,,,0.14963612899964573,,,2314,358.0,0.17346445100065466,,,,,,,
,0.0,3.4,0.0,0.2736349022963729,0.0,4.066666666666666,1682874255.0,,,5067.538432,3405.0,2124704.0,599,0.017122982000273623,1.7090001165342983e-06,1511238.0,5585.793024,,28697.223168,,0.00044735500023307395,1.2860000000000582,,0.0025491700002930884,0.01634784946710598,,,10.744,4.7,4.4,2.719744,0.15019148700002916,0.0,8461.0,2315,,,2069057.0,3847.35232,203971.350528,12889.0,873.504768,137.88489068462135,0.0
0.0001,,,,,,,1682874255.0,7.4154052734375,184.54908996726732,,,,599,,,,,54873.0,,0.003082896000250912,,,1.0,,,,,,,,,,,,2316,359.0,0.1733955990011964,,,,,,,
0.0001,,,,,,,1682874255.0,7.05712890625,186.500766774766,,,,599,0.017077162000077806,1.5690002328483388e-06,,,54905.0,,0.0029530379997595446,0.0004450120000001334,,1.0,0.002503128000171273,,,,,,,,0.14860115499959647,,,2317,360.0,0.17158106399983808,,,,,,,
0.0001,,,,,,,1682874255.0,7.2623291015625,185.20790959417602,,,,599,0.017086530000142375,2.1170003492443357e-06,,,54937.0,,0.002898822000133805,0.0004420750001372653,,1.0,0.0024944770002548466,,,,,,,,0.14985477700020056,,,2318,361.0,0.1727787980012181,,,,,,,
,0.0,3.4,0.0,0.0616890117516873,0.0,4.066666666666666,1682874256.0,,,5067.419648,3409.0,2127639.0,600,0.017191427999932785,2.1280002329149283e-06,1513434.0,5585.793024,,28697.223168,,0.000458535999769083,1.2870000000000346,,0.0025019340000653756,0.016348226719088,,,10.759999999999991,4.7,4.4,2.719744,0.1477588390002893,0.0,8462.0,2319,,,2072676.0,3847.35232,203971.969024,12911.0,873.504768,89.9189747851361,0.0
0.0001,,,,,,,1682874256.0,7.0224609375,187.67372575559298,,,,600,,,,,54969.0,,0.002595818999907351,,,1.0,,,,,,,,,,,,2320,362.0,0.1705086840001968,,,,,,,
0.0001,,,,,,,1682874256.0,7.3458251953125,185.5876375615713,,,,600,0.017152316000192513,2.1220002963673323e-06,,,55001.0,,0.0027430079999248846,0.00045628999987457064,,1.0,0.0025077300001612457,,,,,,,,0.1495638119999967,,,2321,363.0,0.17242527800044627,,,,,,,
0.0001,,,,,,,1682874256.0,7.1243896484375,185.20222421836073,,,,600,0.017174929000248085,1.7699999261822086e-06,,,55033.0,,0.0029409070002657245,0.0006836389998170489,,1.0,0.0024909710000429186,,,,,,,,0.14949188599985064,,,2322,364.0,0.1727841020001506,,,,,,,
,0.0,3.4,0.0,1.0739387633278021,0.0,4.066666666666666,1682874257.0,,,5072.084992,3428.0,2130259.0,601,0.017060528000001796,1.7689999367576092e-06,1515495.0,5585.793024,,28697.223168,,0.00044299000001046807,1.2950000000000728,,0.0025052589999177144,0.20025996502688062,,,10.780000000000001,4.7,4.4,2.719744,0.14791075099992668,0.0,8463.0,2323,,,2076230.0,3847.35232,203967.30368,12938.0,873.504768,79.50285489339828,0.0
0.0001,,,,,,,1682874257.0,7.3779296875,187.27224439736597,,,,601,,,,,55065.0,,0.0029529300004469405,,,1.0,,,,,,,,,,,,2324,365.0,0.17087422700024035,,,,,,,
0.0001,,,,,,,1682874257.0,7.166015625,185.64538160748992,,,,601,0.01706961299987597,1.5810001059435308e-06,,,55097.0,,0.0028270859997974185,0.00044581900010598474,,1.0,0.002531780000026629,,,,,,,,0.14949576700018952,,,2325,366.0,0.17237164600010146,,,,,,,
0.0001,,,,,,,1682874257.0,7.3271484375,183.5183426668396,,,,601,0.01708992900012163,1.997000254050363e-06,,,55129.0,,0.002973619999920629,0.0004495139996834041,,1.0,0.0025182660001519253,,,,,,,,0.15133616499997515,,,2326,367.0,0.1743694910001068,,,,,,,
,0.0,3.4,0.0,0.07930951924323393,0.0,4.066666666666666,1682874258.0,,,5068.816384,3432.0,2133311.0,602,0.017102676999911637,,1517724.0,5585.793024,,28697.223168,,0.0004432870000528055,1.2960000000000491,,0.0025182059998769546,0.016347211690887833,,,10.795999999999992,4.7,4.4,2.719744,,0.0,8465.0,2327,,,2079786.0,3847.35232,203970.076672,12961.0,873.504768,91.7557338714969,0.0
0.0001,,,,,,,1682874258.0,7.3199462890625,187.99785393400634,,,,602,,1.6580002011323813e-06,,,55161.0,,0.0028028090000589145,,,1.0,,,,,,,,,0.14734607199989114,,,2328,368.0,0.17021470899999258,,,,,,,
0.0001,,,,,,,1682874258.0,7.1787109375,185.80781664124405,,,,602,0.017193716999827302,1.99999976757681e-06,,,55193.0,,0.002881538000110595,0.0004531099998530408,,1.0,0.0025859940001282666,,,,,,,,0.14910459800012177,,,2329,369.0,0.17222095699980855,,,,,,,
0.0001,,,,,,,1682874259.0,7.2569580078125,184.7949865072322,,,,603,0.017603988000246318,1.7470001694164239e-06,,,55225.0,,0.0031031609996716725,0.00045943399982206756,,1.0,0.002753998000116553,,,,,,,,0.14924254300012763,,,2330,370.0,0.17316487100015365,,,,,,,
,0.0,3.4,0.0,0.08114803235886925,0.0,4.066666666666666,1682874259.0,,,5074.907136,3436.0,2136663.0,603,0.0171155150001141,,1520141.0,5585.793024,,28697.223168,,0.0004384789999676286,1.2970000000000255,,0.0024998050002977834,0.01634774447120055,,,10.816000000000003,4.7,4.4,2.719744,,0.0,8465.0,2331,,,2083356.0,3847.35232,203983.314944,12990.0,873.504768,89.72519418992866,0.0
0.0001,,,,,,,1682874259.0,7.0791015625,184.54084289055623,,,,603,,1.8189998627349269e-06,,,55257.0,,0.0028639350002777064,,,1.0,,,,,,,,,0.15048379499967268,,,2332,371.0,0.17340334800019264,,,,,,,
0.0001,,,,,,,1682874259.0,7.1090087890625,185.16226278228748,,,,603,0.01705057300023327,1.6539997886866331e-06,,,55289.0,,0.002863566000087303,0.00044793400002163253,,1.0,0.002569392000168591,,,,,,,,0.14988827300021512,,,2333,372.0,0.1728213920005146,,,,,,,
0.0001,,,,,,,1682874260.0,7.099365234375,186.29181137053075,,,,604,0.017036246999850846,1.8270002328790724e-06,,,55321.0,,0.00290926399975433,0.0004539630003819184,,1.0,0.0025499069997749757,,,,,,,,0.14882231100000354,,,2334,373.0,0.1717735189999985,,,,,,,
,0.0,3.4,0.0,0.044637854920845356,0.0,4.066666666666666,1682874260.0,,,5069.672448,3440.0,2138675.0,604,0.017131521000010252,,1521915.0,5585.793024,,28697.223168,,0.00043890599999940605,1.2990000000000919,,0.002486199999566452,0.016348055595613177,,,10.835999999999984,4.6,4.4,2.719744,,0.0,8469.0,2335,,,2086124.0,3847.35232,203988.549632,13017.0,873.504768,63.89393265713211,0.0
0.0001,,,,,,,1682874260.0,7.2640380859375,184.15791545888953,,,,604,,1.5390000953630079e-06,,,55353.0,,0.002867941000204155,,,1.0,,,,,,,,,0.15083780599979946,,,2336,374.0,0.17376391299967509,,,,,,,
0.0001,,,,,,,1682874260.0,7.2781982421875,185.68619189120048,,,,604,0.017180499999994936,1.8499999896448571e-06,,,55385.0,,0.0029750019998573407,0.00045572899989565485,,1.0,0.0024799630000416073,,,,,,,,0.1492407179998736,,,2337,375.0,0.17233376199965278,,,,,,,
0.0001,,,,,,,1682874261.0,7.1697998046875,185.58227756099603,,,,605,0.017190279999795166,1.6099997992569115e-06,,,55417.0,,0.00270157900013146,0.00044373399987307494,,1.0,0.0024568969997744716,,,,,,,,0.14963615800024854,,,2338,376.0,0.17243025799962197,,,,,,,
,0.0,3.4,0.0,0.09692816574130353,0.0,4.066666666666666,1682874261.0,,,5072.97792,3444.0,2142528.0,605,,,1524612.0,5585.793024,,28697.223168,,,1.3000000000000682,,0.0024974349998956313,0.01634490600063551,,,10.852000000000004,4.6,4.4,2.719744,,0.0,8469.0,2339,,,2089464.0,3847.35232,203985.24416,13049.0,873.504768,125.04771697163135,0.0
0.0001,,,,,,,1682874261.0,7.169677734375,186.72676374242312,,,,605,0.01798435899991091,1.4860002011118922e-06,,,55449.0,,0.0028656129998125834,0.0004614239996953984,,1.0,,,,,,,,,0.1475630810000439,,,2340,377.0,0.17137339799955953,,,,,,,
0.0001,,,,,,,1682874261.0,7.2529296875,187.66156194456858,,,,605,0.017174683999655826,1.749999682942871e-06,,,55481.0,,0.0027777140003308887,0.00044626799990510335,,1.0,0.0025075259995901433,,,,,,,,0.14761179400011315,,,2341,378.0,0.17051973599927805,,,,,,,
,0.0,3.4,0.0,0.06675777700388916,0.0,4.066666666666666,1682874262.0,,,5073.502208,3449.0,2145366.0,606,0.01712564099989322,1.64500033861259e-06,1526793.0,5585.793024,,28697.223168,,0.00044588099990505725,1.302000000000021,,0.0024939109998740605,0.05721867099967659,,,10.871999999999986,4.6,4.4,2.719744,0.15234361200009516,0.0,8469.0,2342,,,2092199.0,3847.35232,203965.390848,13091.0,873.504768,91.34255968862911,0.0
0.0001,,,,,,,1682874262.0,7.05517578125,182.60448815674664,,,,606,,,,,55513.0,,0.0028314430001046276,,,1.0,,,,,,,,,,,,2343,379.0,0.17524213300021074,,,,,,,
0.0001,,,,,,,1682874262.0,7.094482421875,186.06778826291745,,,,606,0.01707109600010881,1.6509998204128351e-06,,,55545.0,,0.002904407000187348,0.00045049199979985133,,1.0,0.0025067209999178885,,,,,,,,0.1490459650003686,,,2344,380.0,0.1719803320002029,,,,,,,
0.0001,,,,,,,1682874262.0,6.927978515625,186.52593424771004,,,,606,0.017105661000186956,2.154000412701862e-06,,,55577.0,,0.0032467539999743167,0.00044201299988344545,,1.0,0.002535784999963653,,,,,,,,0.14822554600004878,,,2345,381.0,0.17155791300046985,,,,,,,
,0.0,3.4,0.0,0.08876322825994017,0.0,4.066666666666666,1682874263.0,,,5071.495168,3457.0,2149206.0,607,0.017083562000152597,1.5919999896141235e-06,1529481.0,5585.793024,,28697.223168,,0.0004600639999807754,1.3040000000000873,,0.002574506000200927,0.07356492011486983,,,10.891999999999996,4.6,4.4,2.719744,0.14849189799997475,0.0,8471.0,2346,,,2096441.0,3847.35232,203967.397888,13118.0,873.504768,106.89560012881233,0.0
0.0001,,,,,,,1682874263.0,7.139892578125,186.62273645185397,,,,607,,,,,55609.0,,0.0028573029999279242,,,1.0,,,,,,,,,,,,2347,382.0,0.1714689250002266,,,,,,,
0.0001,,,,,,,1682874263.0,7.394287109375,183.47865110072962,,,,607,0.01777588699997068,1.4199999895936344e-06,,,55641.0,,0.003016698000010365,0.00047491799978161,,1.0,0.002514995000183262,,,,,,,,0.15062329400007002,,,2348,383.0,0.17440721200000553,,,,,,,
0.0001,,,,,,,1682874263.0,7.278564453125,186.2309994182712,,,,607,0.017142109999895183,1.3389999367063865e-06,,,55673.0,,0.002864690000023984,0.0005456359999698179,,1.0,0.0027373960001568776,,,,,,,,0.1485384390002764,,,2349,384.0,0.17182961000025898,,,,,,,
,0.0,3.4,0.0,0.07385845564711029,0.0,4.066666666666666,1682874264.0,,,5080.899584,3461.0,2152931.0,608,0.01768997399994987,1.7810002646001521e-06,1532117.0,5585.793024,,28697.223168,,0.0004760850001730432,1.3050000000000637,,0.0025619100001676998,0.01634735946387482,,,10.907999999999987,4.6,4.4,2.719744,0.1469272379999893,0.0,8471.0,2350,,,2099122.0,3847.35232,203957.497856,13149.0,873.504768,85.57349387599145,0.0
0.0001,,,,,,,1682874264.0,7.20166015625,187.00071430107656,,,,608,,,,,55705.0,,0.0034653530001378385,,,1.0,,,,,,,,,,,,2351,385.0,0.17112234100068235,,,,,,,
0.0001,,,,,,,1682874264.0,7.1895751953125,182.5902241204968,,,,608,0.017186495000260038,2.1279997781675775e-06,,,55737.0,,0.0029810390001330234,0.0004529200000433775,,1.0,0.0025941799999600335,,,,,,,,0.15203906099986852,,,2352,386.0,0.17525582300004316,,,,,,,
0.0001,,,,,,,1682874264.0,7.2227783203125,185.7706077132932,,,,608,0.01707203900014065,1.7790002857509535e-06,,,55769.0,,0.002950605000023643,0.0005495980003615841,,1.0,0.002542048999657709,,,,,,,,0.1491393819997029,,,2353,387.0,0.17225545200017223,,,,,,,
,0.0,3.4,0.0,0.06137049884429014,0.0,4.066666666666666,1682874265.0,,,5078.974464,3465.0,2156007.0,609,0.01701836199981699,1.6319995665980969e-06,1534310.0,5585.793024,,28697.223168,,0.0004461690000425733,1.3070000000000164,,0.0025339080002595438,0.01634843673915801,,,10.927999999999997,4.500000000000001,4.366666666666666,2.719744,0.14932531299973562,0.0,8471.0,2354,,,2102486.0,3847.35232,203959.918592,13176.0,873.504768,87.4963305097096,0.0
0.0001,,,,,,,1682874265.0,7.403076171875,185.87209444229367,,,,609,,,,,55801.0,,0.0028360159999465395,,,1.0,,,,,,,,,,,,2355,388.0,0.17216139999936786,,,,,,,
0.0001,,,,,,,1682874265.0,7.1153564453125,184.23663094909233,,,,609,0.017101045999879716,1.7780002963263541e-06,,,55833.0,,0.002943828000297799,0.00044782699978895835,,1.0,0.0024997740001708735,,,,,,,,0.15069541899993055,,,2356,389.0,0.17368967200036423,,,,,,,
0.0001,,,,,,,1682874265.0,7.1337890625,187.1463051796571,,,,609,0.017106157000398525,1.638999947317643e-06,,,55865.0,,0.0028587370002242096,0.0004355749997557723,,1.0,0.002485825999883673,,,,,,,,0.14810128199997052,,,2357,390.0,0.17098921600018002,,,,,,,
,0.0,3.4,0.0,0.0728035183268422,0.0,4.066666666666666,1682874266.0,,,5072.408576,3472.0,2158819.0,610,0.017116350999913266,,1536426.0,5585.793024,,28697.223168,,0.00044688099978884566,1.3110000000000355,,0.002494520999789529,0.07764857211743945,,,10.948000000000008,4.500000000000001,4.366666666666666,2.719744,,0.0,8473.0,2358,,,2105772.0,3847.35232,203966.980096,13198.0,873.504768,69.50982362130593,0.0
0.0001,,,,,,,1682874266.0,7.178466796875,186.27293829757778,,,,610,,1.5229998098220676e-06,,,55897.0,,0.0027573420002227067,,,1.0,,,,,,,,,0.14897430500013797,,,2359,391.0,0.17179092299966214,,,,,,,
0.0001,,,,,,,1682874266.0,7.0296630859375,184.63938027846507,,,,610,0.017171762000089075,1.7630000002100132e-06,,,55929.0,,0.002960155999971903,0.00043637699991450063,,1.0,0.0025131739998869307,,,,,,,,0.15022757499991712,,,2360,392.0,0.17331080699977974,,,,,,,
0.0001,,,,,,,1682874267.0,7.126953125,186.5787035152545,,,,611,0.017039426999872376,1.5629998415533919e-06,,,55961.0,,0.002834564999830036,0.00045540899964180426,,1.0,0.0025189710004269728,,,,,,,,0.14865945700012162,,,2361,393.0,0.17150939199973436,,,,,,,
,0.0,3.4,0.0,0.06716074715386605,0.0,4.066666666666666,1682874267.0,,,5064.650752,3476.0,2161610.0,611,0.017241521999949327,,1538502.0,5585.793024,,28697.223168,,0.00044973800004299846,1.3120000000000118,,0.00252089600007821,0.016347184477099132,,,10.963999999999999,4.500000000000001,4.366666666666666,2.719744,,0.0,8478.0,2362,,,2109253.0,3847.35232,203992.940544,13227.0,873.504768,80.88969217071579,0.0
0.0001,,,,,,,1682874267.0,7.1549072265625,186.06023032515722,,,,611,,1.5890000213403255e-06,,,55993.0,,0.003106771999682678,,,1.0,,,,,,,,,0.14866680099976293,,,2363,394.0,0.17198731799953748,,,,,,,
0.0001,,,,,,,1682874267.0,7.2904052734375,184.87724154048541,,,,611,0.01770338799997262,1.6819999473227654e-06,,,56025.0,,0.0029139789999135246,0.0004612780003299122,,1.0,0.002469126999585569,,,,,,,,0.14953837300026862,,,2364,395.0,0.17308782700001757,,,,,,,
0.0001,,,,,,,1682874268.0,7.2742919921875,185.29711515145965,,,,612,0.017125959000168223,1.9449998944764957e-06,,,56057.0,,0.0028729910000038217,0.0004644900000130292,,1.0,0.002565151999988302,,,,,,,,0.14966508199995587,,,2365,396.0,0.17269561900002373,,,,,,,
,0.0,3.4,0.0,0.06279561092859161,0.0,4.066666666666666,1682874268.0,,,5064.359936,3483.0,2165186.0,612,0.01728031699985877,,1541029.0,5585.793024,,28697.223168,,0.0004602389999490697,1.3130000000001019,,0.0025516919999972743,0.05312922159827099,,,10.98399999999998,4.500000000000001,4.366666666666666,2.719744,,0.0,8480.0,2366,,,2111916.0,3847.35232,203992.825856,13257.0,873.504768,91.95403885953753,0.0
0.0001,,,,,,,1682874268.0,7.3099365234375,185.55669266358873,,,,612,,1.500000053056283e-06,,,56089.0,,0.0031389020000460732,,,1.0,,,,,,,,,0.1490213830002176,,,2367,397.0,0.17245403300012185,,,,,,,
0.0001,,,,,,,1682874268.0,7.121337890625,182.9320300033935,,,,612,0.01718261199994231,1.7060001482605003e-06,,,56121.0,,0.0028157930000816123,0.00044128399986220757,,1.0,0.0027106110001113848,,,,,,,,0.15177635400004874,,,2368,398.0,0.17492836000019452,,,,,,,
0.0001,,,,,,,1682874269.0,7.2266845703125,185.15094404557854,,,,613,0.01706963100014036,2.1520004338526633e-06,,,56153.0,,0.0030182959999365266,0.00044220500012670527,,1.0,0.002521579000131169,,,,,,,,0.14977809400033948,,,2369,399.0,0.1728319570011081,,,,,,,
,0.0,3.4,0.0,0.07454237881256721,0.0,4.066666666666666,1682874269.0,,,5070.024704,3487.0,2169256.0,613,0.017420350999600487,,1543719.0,5585.793024,,28697.223168,,0.00046652999981233734,1.3150000000000546,,0.0025679180002953217,0.01634855341930635,,,11.0,4.500000000000001,4.366666666666666,2.719744,,0.0,8480.0,2370,,,2115355.0,3847.35232,203987.320832,13284.0,873.504768,94.14008748083516,0.0
0.0001,,,,,,,1682874269.0,7.3720703125,186.73940275396055,,,,613,,1.6730000425013714e-06,,,56185.0,,0.0030309670000860933,,,1.0,,,,,,,,,0.14787435999960508,,,2371,400.0,0.17136179899944182,,,,,,,
0.0001,,,,,,,1682874269.0,7.18408203125,185.16850073293958,,,,613,0.017119052999987616,1.8249997992825229e-06,,,56217.0,,0.00294140099958895,0.00044091199970353046,,1.0,0.0025351240001327824,,,,,,,,0.14977725499966255,,,2372,401.0,0.1728155699988747,,,,,,,
,0.0,3.4,0.0,0.06596018450943072,0.0,4.066666666666666,1682874270.0,,,5077.512192,3490.0,2174013.0,614,0.01714954499993837,1.8570003703644034e-06,1546772.0,5585.793024,,28697.223168,,0.000449645000117016,1.3150000000000546,,0.002517021999665303,0.01226126629440379,,,11.012,4.666666666666666,4.4,2.719744,0.1508679939997819,0.0,8482.0,2373,,,2118317.0,3847.35232,203961.106432,13302.0,873.504768,100.93356272724039,0.0
0.0001,,,,,,,1682874270.0,7.2373046875,183.02263820196097,,,,614,,,,,56249.0,,0.0038556959998459206,,,1.0,,,,,,,,,,,,2374,402.0,0.17484175899971888,,,,,,,
0.0001,,,,,,,1682874270.0,7.18359375,186.3665745489098,,,,614,0.017157966000013403,1.4709999049955513e-06,,,56281.0,,0.0031311279999499675,0.00045046100012768875,,1.0,0.002639220000219211,,,,,,,,0.14832436400001825,,,2375,403.0,0.17170461000023352,,,,,,,
0.0001,,,,,,,1682874270.0,7.0401611328125,184.01277462638973,,,,614,0.017196959000102652,1.764999979059212e-06,,,56313.0,,0.0029759829999420617,0.00045202799992694054,,1.0,0.002487337000275147,,,,,,,,0.15078689800020584,,,2376,404.0,0.1739009700004317,,,,,,,
,0.0,3.4,0.0,0.06500940506017118,0.0,4.066666666666666,1682874271.0,,,5070.68416,3496.0,2176412.0,615,0.017058038000413944,1.4760003068658989e-06,1548759.0,5585.793024,,28697.223168,,0.00043469399997775326,1.3180000000000973,,0.002487759999894479,0.07356663519880248,,,11.031999999999982,4.666666666666666,4.4,2.719744,0.15169796999998653,0.0,8494.0,2377,,,2121073.0,3847.35232,203968.53248,13329.0,873.504768,58.65166245658858,0.0
0.0001,,,,,,,1682874271.0,7.33251953125,183.20384514131655,,,,615,,,,,56345.0,,0.0029888849999224476,,,1.0,,,,,,,,,,,,2378,405.0,0.17466882300050202,,,,,,,
0.0001,,,,,,,1682874271.0,7.2484130859375,187.29207031879082,,,,615,0.017443165999793564,1.725999936752487e-06,,,56377.0,,0.002835415999925317,0.0004406310004014813,,1.0,0.002488736000032077,,,,,,,,0.14764646399999037,,,2379,406.0,0.17085613900007957,,,,,,,
0.0001,,,,,,,1682874271.0,7.3541259765625,187.16080065854453,,,,615,0.01727635899987945,1.4779998309677467e-06,,,56409.0,,0.0030326860000968736,0.00045820400009688456,,1.0,0.0025501909999547934,,,,,,,,0.14765705499985415,,,2380,407.0,0.17097597299971312,,,,,,,
,0.0,3.4,0.0,0.06148857075675185,0.0,4.066666666666666,1682874272.0,,,5069.078528,3500.0,2180214.0,616,0.01706328799991752,1.707999672362348e-06,1551388.0,5585.793024,,28697.223168,,0.00044704399988404475,1.3190000000000737,,0.002559603000008792,0.016347993362523294,,,11.051999999999992,4.666666666666666,4.4,2.719744,0.1516029700001127,0.0,8500.0,2381,,,2124698.0,3847.35232,203969.642496,13356.0,873.504768,95.43553819318244,0.0
0.0001,,,,,,,1682874272.0,7.1971435546875,183.25426637133174,,,,616,,,,,56441.0,,0.0029461510002875,,,1.0,,,,,,,,,,,,2382,408.0,0.1746207639998829,,,,,,,
0.0001,,,,,,,1682874272.0,7.222900390625,184.74668657274276,,,,616,0.017138419000275462,1.711000095383497e-06,,,56473.0,,0.002924055999756092,0.0004502199999478762,,1.0,0.002508787999886408,,,,,,,,0.1501869489998171,,,2383,409.0,0.17321014299977833,,,,,,,
0.0001,,,,,,,1682874272.0,6.955078125,187.44625015418853,,,,616,0.016999781999857078,1.6409999261668418e-06,,,56505.0,,0.002690524000172445,0.00044355499994708225,,1.0,0.002555248999669857,,,,,,,,0.1480248540001412,,,2384,410.0,0.17071560499971383,,,,,,,
,0.0,3.4,0.0,0.06729935526011586,0.0,4.066666666666666,1682874273.0,,,5073.084416,3510.0,2183830.0,617,0.017116811000050802,1.9590002011682373e-06,1553945.0,5585.793024,,28697.223168,,0.00044679500024358276,1.3230000000000928,,0.002493829000286496,0.08173946126183988,,,11.079999999999984,4.666666666666666,4.4,2.719744,0.151170209999691,0.0,8501.0,2385,,,2128078.0,3847.35232,203965.640704,13387.0,873.504768,104.86325949979475,0.0
0.0001,,,,,,,1682874273.0,7.024169921875,183.52262210154595,,,,617,,,,,56537.0,,0.0031358210003418208,,,1.0,,,,,,,,,,,,2386,411.0,0.17436542500081487,,,,,,,
0.0001,,,,,,,1682874273.0,7.0560302734375,185.83007792943272,,,,617,0.017048105999947438,1.6369999684684444e-06,,,56569.0,,0.0026807029998963117,0.00044002100003126543,,1.0,0.0026980689999618335,,,,,,,,0.1493317899999056,,,2387,412.0,0.1722003259997109,,,,,,,
0.0001,,,,,,,1682874273.0,7.279052734375,185.92984497306597,,,,617,0.01704167000025336,1.666000116529176e-06,,,56601.0,,0.003110631000254216,0.00045566500011773314,,1.0,0.002525403000163351,,,,,,,,0.14897289100008493,,,2388,413.0,0.17210792600099012,,,,,,,
,0.0,3.4,0.0,0.07047704239915596,0.0,4.066666666666666,1682874274.0,,,5069.86496,3514.0,2186226.0,618,0.01721085300005143,,1555774.0,5585.793024,,28697.223168,,0.00044664500001090346,1.3240000000000691,,0.0025421810000807454,0.016348055595613177,,,11.096000000000004,4.666666666666666,4.4,2.719744,,0.0,8501.0,2389,,,2131381.0,3847.35232,203968.856064,13412.0,873.504768,70.93588155130666,0.0
0.0001,,,,,,,1682874274.0,7.484375,182.66211920889,,,,618,,1.4770002962904982e-06,,,56633.0,,0.002962346999993315,,,1.0,,,,,,,,,0.15202334000014162,,,2390,414.0,0.1751868430005743,,,,,,,
0.0001,,,,,,,1682874274.0,7.463623046875,185.5783244889372,,,,618,0.01706827099997099,1.6590001905569807e-06,,,56665.0,,0.002981576999900426,0.0004915810000056808,,1.0,0.0025230599999304104,,,,,,,,0.14936778299988873,,,2391,415.0,0.1724339309998868,,,,,,,
0.0001,,,,,,,1682874275.0,7.0728759765625,187.26708473505897,,,,619,0.017111205000219343,1.6159997358045075e-06,,,56697.0,,0.0030688809997627686,0.0004424610001478868,,1.0,0.002534555999773147,,,,,,,,0.14772021599992513,,,2392,416.0,0.17087893499956408,,,,,,,
,0.0,3.4,0.0,0.06834480107059909,0.0,4.066666666666666,1682874275.0,,,5090.54976,3521.0,2189455.0,619,0.017079582999940612,,1558115.0,5585.793024,,28697.223168,,0.00044116900016888394,1.3269999999999982,,0.002562867000051483,0.07355666082333219,,,11.115999999999985,4.566666666666666,4.4,2.719744,,0.0,8501.0,2393,,,2134928.0,3847.35232,203967.008768,13439.0,873.504768,84.42063483495879,0.0
