03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_3_samples_per_second,04_peers/peer_2_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_2_epoch,04_peers/peer_3_epoch_oos,04_peers/peer_3_epoch,04_peers/peer_3_samples_accumulated,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_4_samples_per_second,04_peers/peer_4_samples_accumulated,04_peers/peer_4_epoch,04_peers/peer_4_epoch_oos,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
463,20.732936502168428,4,453,17,2.37,81,0,1.36,20.732936502168428,1696187742,0,111.0,5.68,108.0,0.0,0.0,0.0,0.0,111.0,0.0,5.44,5.56,0.0,3.74,99.0,0.0,0.0,,,,,,,
490,21.17053685220934,4,483,18,1.03,82,0,0.59,21.17053685220934,1696187743,0,117.0,5.68,114.0,0.0,0.0,0.0,0.0,117.0,0.0,5.46,5.56,0.0,4.03,105.0,0.0,0.0,,,,,,,
516,21.398946357956664,4,510,19,0.0,83,0,0.5,21.398946357956664,1696187744,0,123.0,5.71,120.0,0.0,0.0,0.0,0.0,126.0,0.0,5.47,5.58,0.0,4.4,114.0,0.0,0.0,,,,,,,
542,21.512063454342893,4,519,20,0.0,84,0,0.5,21.512063454342893,1696187745,0,129.0,5.73,129.0,0.0,0.0,0.0,0.0,132.0,0.0,5.47,5.59,0.0,4.61,120.0,0.0,0.0,,,,,,,
567,21.512063454342893,4,519,21,0.0,86,0,0.5,21.512063454342893,1696187747,0,132.0,5.73,129.0,0.0,0.0,0.0,0.0,135.0,0.0,5.47,5.59,0.0,4.71,123.0,0.0,0.0,,,,,,,
592,21.512063454342893,4,519,22,0.0,87,0,0.5,21.512063454342893,1696187748,0,132.0,5.73,129.0,0.0,0.0,0.0,0.0,135.0,0.0,5.47,5.59,0.0,4.71,123.0,0.0,0.0,,,,,,,
617,21.512063454342893,4,519,23,0.0,88,0,0.5,21.512063454342893,1696187749,0,132.0,5.73,129.0,0.0,0.0,0.0,0.0,135.0,0.0,5.47,5.59,0.0,4.71,123.0,0.0,0.0,,,,,,,
642,21.512063454342893,4,519,24,0.0,89,0,0.5,21.512063454342893,1696187750,0,132.0,5.73,129.0,0.0,0.0,0.0,0.0,135.0,0.0,5.47,5.59,0.0,4.71,123.0,0.0,0.0,,,,,,,
667,21.512063454342893,4,519,25,0.0,90,0,0.5,21.512063454342893,1696187751,0,132.0,5.73,129.0,0.0,0.0,0.0,0.0,135.0,0.0,5.47,5.59,0.0,4.71,123.0,0.0,0.0,,,,,,,
692,21.512063454342893,4,519,26,0.0,91,0,0.5,21.512063454342893,1696187752,0,132.0,5.73,129.0,0.0,0.0,0.0,0.0,135.0,0.0,5.47,5.59,0.0,4.71,123.0,0.0,0.0,,,,,,,
717,21.512063454342893,4,519,27,0.0,93,0,0.5,21.512063454342893,1696187754,0,132.0,5.73,129.0,0.0,0.0,0.0,0.0,135.0,0.0,5.47,5.59,0.0,4.71,123.0,0.0,0.0,,,,,,,
742,21.512063454342893,4,519,28,0.0,94,0,0.5,21.512063454342893,1696187755,0,132.0,5.73,129.0,0.0,0.0,0.0,0.0,135.0,0.0,5.47,5.59,0.0,4.71,123.0,0.0,0.0,,,,,,,
767,21.512063454342893,4,519,29,0.0,95,0,0.5,21.512063454342893,1696187756,0,132.0,5.73,129.0,0.0,0.0,0.0,0.0,135.0,0.0,5.47,5.59,0.0,4.71,123.0,0.0,0.0,,,,,,,
792,21.512063454342893,4,519,30,0.0,96,0,0.5,21.512063454342893,1696187757,0,132.0,5.73,129.0,0.0,0.0,0.0,0.0,135.0,0.0,5.47,5.59,0.0,4.71,123.0,0.0,0.0,,,,,,,
817,21.512063454342893,4,519,31,0.0,97,0,0.5,21.512063454342893,1696187758,0,132.0,5.73,129.0,0.0,0.0,0.0,0.0,135.0,0.0,5.47,5.59,0.0,4.71,123.0,0.0,0.0,,,,,,,
843,21.512063454342893,4,519,32,0.0,98,0,0.5,21.512063454342893,1696187759,0,132.0,5.73,129.0,0.0,0.0,0.0,0.0,135.0,0.0,5.47,5.59,0.0,4.71,123.0,0.0,0.0,,,,,,,
868,21.512063454342893,4,519,33,0.0,100,0,0.5,21.512063454342893,1696187761,0,132.0,5.73,129.0,0.0,0.0,0.0,0.0,135.0,0.0,5.47,5.59,0.0,4.71,123.0,0.0,0.0,,,,,,,
893,21.512063454342893,4,519,34,0.0,101,0,0.5,21.512063454342893,1696187762,0,132.0,5.73,129.0,0.0,0.0,0.0,0.0,135.0,0.0,5.47,5.59,0.0,4.71,123.0,0.0,0.0,,,,,,,
918,21.512063454342893,4,519,35,0.0,102,0,0.5,21.512063454342893,1696187763,0,132.0,5.73,129.0,0.0,0.0,0.0,0.0,135.0,0.0,5.47,5.59,0.0,4.71,123.0,0.0,0.0,,,,,,,
943,21.512063454342893,4,519,36,0.0,103,0,0.5,21.512063454342893,1696187764,0,132.0,5.73,129.0,0.0,0.0,0.0,0.0,135.0,0.0,5.47,5.59,0.0,4.71,123.0,0.0,0.0,,,,,,,
16,21.844898265608425,4,12,37,22.69,104,1,10.0,21.844898265608425,1696187765,0,132.0,5.73,129.0,0.0,0.0,0.0,0.0,135.0,0.0,5.47,5.59,0.0,4.71,123.0,0.0,0.0,,,,,,,
41,21.706531149434312,4,36,38,21.7,105,1,10.0,21.706531149434312,1696187766,0,3.0,5.8,3.0,1.0,1.0,0.0,1.0,3.0,0.0,5.56,5.68,0.0,4.81,3.0,1.0,0.0,43.050286108016735,0.0,519.0,519.0,0.0,12.055669007583038,1.0
62,21.044611316717663,4,57,39,21.4,107,1,10.0,21.044611316717663,1696187768,0,9.0,5.74,9.0,1.0,1.0,0.0,1.0,9.0,0.0,5.47,5.58,0.0,4.92,9.0,1.0,0.0,,,,,,,
89,21.541549881837927,4,84,40,19.62,108,1,10.0,21.541549881837927,1696187769,0,15.0,5.58,12.0,1.0,1.0,0.0,1.0,15.0,0.0,5.14,5.42,0.0,4.91,15.0,1.0,0.0,,,,,,,
116,21.785236069267675,4,108,41,18.18,109,1,10.0,21.785236069267675,1696187770,0,21.0,5.64,21.0,1.0,1.0,0.0,1.0,21.0,0.0,5.36,5.48,0.0,5.06,21.0,1.0,0.0,,,,,,,
142,21.93667349939131,4,132,42,16.86,110,1,9.64,21.93667349939131,1696187771,0,27.0,5.67,27.0,1.0,1.0,0.0,1.0,27.0,0.0,5.41,5.52,0.0,5.19,27.0,1.0,0.0,,,,,,,
169,22.10007867491927,4,162,43,15.54,111,1,8.88,22.10007867491927,1696187772,0,33.0,5.68,33.0,1.0,1.0,0.0,1.0,33.0,0.0,5.43,5.53,0.0,5.3,33.0,1.0,0.0,,,,,,,
195,22.216102146645735,4,189,44,14.27,112,1,8.16,22.216102146645735,1696187773,0,39.0,5.7,39.0,1.0,1.0,0.0,1.0,42.0,0.0,5.42,5.56,0.0,5.42,42.0,1.0,0.0,,,,,,,
221,22.275605573539007,4,213,45,13.06,114,1,7.46,22.275605573539007,1696187775,0,48.0,5.71,45.0,1.0,1.0,0.0,1.0,48.0,0.0,5.43,5.58,0.0,5.49,48.0,1.0,0.0,,,,,,,
247,22.346039843245173,4,237,46,11.84,115,1,6.77,22.346039843245173,1696187776,0,54.0,5.71,51.0,1.0,1.0,0.0,1.0,54.0,0.0,5.45,5.58,0.0,5.54,54.0,1.0,0.0,,,,,,,
274,22.419858781082713,4,264,47,10.62,116,1,6.07,22.419858781082713,1696187777,0,60.0,5.73,57.0,1.0,1.0,0.0,1.0,60.0,0.0,5.44,5.59,0.0,5.59,60.0,1.0,0.0,,,,,,,
301,22.51306128297992,4,294,48,9.39,117,1,5.37,22.51306128297992,1696187778,0,66.0,5.75,63.0,1.0,1.0,0.0,1.0,69.0,0.0,5.44,5.61,0.0,5.62,66.0,1.0,0.0,,,,,,,
327,22.52161241583088,4,318,49,8.23,118,1,4.7,22.52161241583088,1696187779,0,72.0,5.75,72.0,1.0,1.0,0.0,1.0,75.0,0.0,5.46,5.62,0.0,5.68,75.0,1.0,0.0,,,,,,,
353,22.51555363801612,4,345,50,7.06,119,1,4.04,22.51555363801612,1696187780,0,78.0,5.75,78.0,1.0,1.0,0.0,1.0,81.0,0.0,5.45,5.62,0.0,5.7,81.0,1.0,0.0,,,,,,,
379,22.544994850132326,4,372,51,5.88,120,1,3.36,22.544994850132326,1696187781,0,87.0,5.74,84.0,1.0,1.0,0.0,1.0,87.0,0.0,5.44,5.61,0.0,5.72,87.0,1.0,0.0,,,,,,,
406,22.577314259662618,4,399,52,4.71,122,1,2.69,22.577314259662618,1696187783,0,93.0,5.76,90.0,1.0,1.0,0.0,1.0,96.0,0.0,5.44,5.62,0.0,5.73,93.0,1.0,0.0,,,,,,,
432,22.575097833454702,4,423,53,3.55,123,1,2.03,22.575097833454702,1696187784,0,99.0,5.75,96.0,1.0,1.0,0.0,1.0,102.0,0.0,5.44,5.63,0.0,5.75,102.0,1.0,0.0,,,,,,,
458,22.555156290482486,4,447,54,2.39,124,1,1.36,22.555156290482486,1696187785,0,105.0,5.75,102.0,1.0,1.0,0.0,1.0,108.0,0.0,5.44,5.62,0.0,5.77,108.0,1.0,0.0,,,,,,,
484,22.53197891899528,4,471,55,1.22,125,1,0.7,22.53197891899528,1696187786,0,111.0,5.74,108.0,1.0,1.0,0.0,1.0,114.0,0.0,5.43,5.62,0.0,5.77,114.0,1.0,0.0,,,,,,,
511,22.504419046231163,4,504,56,0.07,126,1,0.5,22.504419046231163,1696187787,0,117.0,5.73,114.0,1.0,1.0,0.0,1.0,120.0,0.0,5.42,5.61,0.0,5.77,120.0,1.0,0.0,,,,,,,
537,22.481467074250645,4,519,57,0.0,127,1,0.5,22.481467074250645,1696187788,0,126.0,5.73,120.0,1.0,1.0,0.0,1.0,129.0,0.0,5.4,5.61,0.0,5.76,129.0,1.0,0.0,,,,,,,
563,22.481467074250645,4,519,58,0.0,129,1,0.5,22.481467074250645,1696187790,0,129.0,5.73,126.0,1.0,1.0,0.0,1.0,132.0,0.0,5.39,5.59,0.0,5.76,132.0,1.0,0.0,,,,,,,
589,22.481467074250645,4,519,59,0.0,130,1,0.5,22.481467074250645,1696187791,0,129.0,5.73,126.0,1.0,1.0,0.0,1.0,132.0,0.0,5.39,5.59,0.0,5.76,132.0,1.0,0.0,,,,,,,
615,22.481467074250645,4,519,60,0.0,131,1,0.5,22.481467074250645,1696187792,0,129.0,5.73,126.0,1.0,1.0,0.0,1.0,132.0,0.0,5.39,5.59,0.0,5.76,132.0,1.0,0.0,,,,,,,
641,22.481467074250645,4,519,61,0.0,132,1,0.5,22.481467074250645,1696187793,0,129.0,5.73,126.0,1.0,1.0,0.0,1.0,132.0,0.0,5.39,5.59,0.0,5.76,132.0,1.0,0.0,,,,,,,
668,22.481467074250645,4,519,62,0.0,133,1,0.5,22.481467074250645,1696187794,0,129.0,5.73,126.0,1.0,1.0,0.0,1.0,132.0,0.0,5.39,5.59,0.0,5.76,132.0,1.0,0.0,,,,,,,
694,22.481467074250645,4,519,63,0.0,134,1,0.5,22.481467074250645,1696187795,0,129.0,5.73,126.0,1.0,1.0,0.0,1.0,132.0,0.0,5.39,5.59,0.0,5.76,132.0,1.0,0.0,,,,,,,
720,22.481467074250645,4,519,64,0.0,136,1,0.5,22.481467074250645,1696187797,0,129.0,5.73,126.0,1.0,1.0,0.0,1.0,132.0,0.0,5.39,5.59,0.0,5.76,132.0,1.0,0.0,,,,,,,
746,22.481467074250645,4,519,65,0.0,137,1,0.5,22.481467074250645,1696187798,0,129.0,5.73,126.0,1.0,1.0,0.0,1.0,132.0,0.0,5.39,5.59,0.0,5.76,132.0,1.0,0.0,,,,,,,
775,22.481467074250645,4,519,66,0.0,138,1,0.5,22.481467074250645,1696187799,0,129.0,5.73,126.0,1.0,1.0,0.0,1.0,132.0,0.0,5.39,5.59,0.0,5.76,132.0,1.0,0.0,,,,,,,
12,22.481467074250645,4,0,67,22.22,139,2,10.0,16.888378301602344,1696187800,0,129.0,5.73,126.0,1.0,1.0,0.0,1.0,132.0,0.0,5.39,5.59,0.0,5.76,132.0,1.0,0.0,,,,,,,
37,22.09167638207601,4,33,68,21.49,140,2,10.0,22.09167638207601,1696187801,0,129.0,5.73,0.0,1.0,2.0,0.0,2.0,0.0,0.0,5.39,5.59,1.0,5.76,0.0,2.0,0.0,35.003270761983,0.0,1038.0,519.0,0.0,14.827185822979866,2.0
64,22.186745142731947,4,57,69,20.21,142,2,10.0,22.186745142731947,1696187803,0,6.0,5.6,9.0,2.0,2.0,0.0,2.0,9.0,0.0,5.34,5.49,0.0,5.66,9.0,2.0,0.0,,,,,,,
90,22.25503879656808,4,81,70,18.96,143,2,10.0,22.25503879656808,1696187804,0,12.0,5.62,15.0,2.0,2.0,0.0,2.0,15.0,0.0,5.37,5.51,0.0,5.68,15.0,2.0,0.0,,,,,,,
116,22.317567956148988,4,105,71,17.73,144,2,10.0,22.317567956148988,1696187805,0,18.0,5.62,21.0,2.0,2.0,0.0,2.0,21.0,0.0,5.4,5.54,0.0,5.7,21.0,2.0,0.0,,,,,,,
142,22.347176706216842,4,138,72,16.55,145,2,9.45,22.347176706216842,1696187806,0,24.0,5.63,27.0,2.0,2.0,0.0,2.0,27.0,0.0,5.42,5.55,0.0,5.72,27.0,2.0,0.0,,,,,,,
169,22.411185992024993,4,162,73,15.32,146,2,8.75,22.411185992024993,1696187807,0,33.0,5.63,33.0,2.0,2.0,0.0,2.0,36.0,0.0,5.42,5.57,0.0,5.72,36.0,2.0,0.0,,,,,,,
195,22.448187698660547,4,186,74,14.12,147,2,8.07,22.448187698660547,1696187808,0,39.0,5.66,39.0,2.0,2.0,0.0,2.0,42.0,0.0,5.45,5.57,0.0,5.74,42.0,2.0,0.0,,,,,,,
221,22.500682143407268,4,213,75,12.92,149,2,7.38,22.500682143407268,1696187810,0,45.0,5.65,45.0,2.0,2.0,0.0,2.0,48.0,0.0,5.45,5.6,0.0,5.76,48.0,2.0,0.0,,,,,,,
248,22.503295179419094,4,240,76,11.75,150,2,6.71,22.503295179419094,1696187811,0,51.0,5.64,54.0,2.0,2.0,0.0,2.0,54.0,0.0,5.48,5.61,0.0,5.78,54.0,2.0,0.0,,,,,,,
273,22.46552569353662,4,264,77,10.62,151,2,6.07,22.46552569353662,1696187812,0,57.0,5.64,60.0,2.0,2.0,0.0,2.0,60.0,0.0,5.48,5.61,0.0,5.77,63.0,2.0,0.0,,,,,,,
300,22.48341458855796,4,294,78,9.45,152,2,5.4,22.48341458855796,1696187813,0,63.0,5.64,66.0,2.0,2.0,0.0,2.0,66.0,0.0,5.47,5.59,0.0,5.76,69.0,2.0,0.0,,,,,,,
326,22.475702722531462,4,318,79,8.29,153,2,4.74,22.475702722531462,1696187814,0,72.0,5.63,72.0,2.0,2.0,0.0,2.0,75.0,0.0,5.47,5.61,0.0,5.77,75.0,2.0,0.0,,,,,,,
352,22.497020862968668,4,345,80,7.11,154,2,4.06,22.497020862968668,1696187815,0,78.0,5.63,78.0,2.0,2.0,0.0,2.0,81.0,0.0,5.48,5.6,0.0,5.77,81.0,2.0,0.0,,,,,,,
378,22.52295024949966,4,369,81,5.94,156,2,3.4,22.52295024949966,1696187817,0,84.0,5.64,84.0,2.0,2.0,0.0,2.0,87.0,0.0,5.47,5.61,0.0,5.78,90.0,2.0,0.0,,,,,,,
404,22.501944111572378,4,393,82,4.79,157,2,2.74,22.501944111572378,1696187818,0,90.0,5.64,90.0,2.0,2.0,0.0,2.0,93.0,0.0,5.48,5.61,0.0,5.79,96.0,2.0,0.0,,,,,,,
430,22.474490101070764,4,426,83,3.63,158,2,2.07,22.474490101070764,1696187819,0,96.0,5.62,96.0,2.0,2.0,0.0,2.0,99.0,0.0,5.48,5.61,0.0,5.79,102.0,2.0,0.0,,,,,,,
456,22.456540428654357,4,450,84,2.48,159,2,1.41,22.456540428654357,1696187820,0,105.0,5.6,105.0,2.0,2.0,0.0,2.0,108.0,0.0,5.48,5.6,0.0,5.78,108.0,2.0,0.0,,,,,,,
483,22.455411063052217,4,474,85,1.31,160,2,0.75,22.455411063052217,1696187821,0,111.0,5.61,111.0,2.0,2.0,0.0,2.0,114.0,0.0,5.47,5.6,0.0,5.77,114.0,2.0,0.0,,,,,,,
507,22.267223595527323,4,501,86,0.21,161,2,0.5,22.267223595527323,1696187822,0,117.0,5.61,117.0,2.0,2.0,0.0,2.0,120.0,0.0,5.47,5.6,0.0,5.77,120.0,2.0,0.0,,,,,,,
532,22.095247528100643,4,519,87,0.0,162,2,0.5,22.095247528100643,1696187823,0,123.0,5.59,123.0,2.0,2.0,0.0,2.0,126.0,0.0,5.47,5.6,0.0,5.61,129.0,2.0,0.0,,,,,,,
558,22.095247528100643,4,519,88,0.0,164,2,0.5,22.095247528100643,1696187825,0,129.0,5.41,126.0,2.0,2.0,0.0,2.0,132.0,0.0,5.46,5.59,0.0,5.63,132.0,2.0,0.0,,,,,,,
584,22.095247528100643,4,519,89,0.0,165,2,0.5,22.095247528100643,1696187826,0,129.0,5.41,126.0,2.0,2.0,0.0,2.0,132.0,0.0,5.46,5.59,0.0,5.63,132.0,2.0,0.0,,,,,,,
609,22.095247528100643,4,519,90,0.0,166,2,0.5,22.095247528100643,1696187827,0,129.0,5.41,126.0,2.0,2.0,0.0,2.0,132.0,0.0,5.46,5.59,0.0,5.63,132.0,2.0,0.0,,,,,,,
635,22.095247528100643,4,519,91,0.0,167,2,0.5,22.095247528100643,1696187828,0,129.0,5.41,126.0,2.0,2.0,0.0,2.0,132.0,0.0,5.46,5.59,0.0,5.63,132.0,2.0,0.0,,,,,,,
661,22.095247528100643,4,519,92,0.0,168,2,0.5,22.095247528100643,1696187829,0,129.0,5.41,126.0,2.0,2.0,0.0,2.0,132.0,0.0,5.46,5.59,0.0,5.63,132.0,2.0,0.0,,,,,,,
686,22.095247528100643,4,519,93,0.0,169,2,0.5,22.095247528100643,1696187830,0,129.0,5.41,126.0,2.0,2.0,0.0,2.0,132.0,0.0,5.46,5.59,0.0,5.63,132.0,2.0,0.0,,,,,,,
712,22.095247528100643,4,519,94,0.0,171,2,0.5,22.095247528100643,1696187832,0,129.0,5.41,126.0,2.0,2.0,0.0,2.0,132.0,0.0,5.46,5.59,0.0,5.63,132.0,2.0,0.0,,,,,,,
738,22.095247528100643,4,519,95,0.0,172,2,0.5,22.095247528100643,1696187833,0,129.0,5.41,126.0,2.0,2.0,0.0,2.0,132.0,0.0,5.46,5.59,0.0,5.63,132.0,2.0,0.0,,,,,,,
763,22.095247528100643,4,519,96,0.0,173,2,0.5,22.095247528100643,1696187834,0,129.0,5.41,126.0,2.0,2.0,0.0,2.0,132.0,0.0,5.46,5.59,0.0,5.63,132.0,2.0,0.0,,,,,,,
18,22.095247528100643,4,0,97,22.37,174,3,10.0,22.095247528100643,1696187835,0,129.0,5.41,126.0,2.0,2.0,0.0,2.0,132.0,0.0,5.46,5.59,0.0,5.63,132.0,2.0,0.0,,,,,,,
40,21.652507828484865,4,33,98,21.8,175,3,10.0,21.652507828484865,1696187836,0,0.0,5.41,0.0,3.0,3.0,0.0,3.0,0.0,0.0,5.46,5.59,0.0,5.63,0.0,3.0,0.0,34.89413414700539,0.0,1557.0,519.0,0.0,14.873560060653935,3.0
66,21.80728610802657,4,57,99,20.44,176,3,10.0,21.80728610802657,1696187837,0,9.0,5.38,6.0,3.0,3.0,0.0,3.0,9.0,0.0,5.24,5.48,0.0,5.55,9.0,3.0,0.0,,,,,,,
93,21.95257944499491,4,84,100,19.11,178,3,10.0,21.95257944499491,1696187839,0,15.0,5.42,12.0,3.0,3.0,0.0,3.0,15.0,0.0,5.3,5.5,0.0,5.59,15.0,3.0,0.0,,,,,,,
119,22.05187184582526,4,108,101,17.84,179,3,10.0,22.05187184582526,1696187840,0,21.0,5.44,21.0,3.0,3.0,0.0,3.0,21.0,0.0,5.36,5.52,0.0,5.63,21.0,3.0,0.0,,,,,,,
145,22.137700453591606,4,141,102,16.59,180,3,9.48,22.137700453591606,1696187841,0,27.0,5.46,27.0,3.0,3.0,0.0,3.0,27.0,0.0,5.41,5.53,0.0,5.66,27.0,3.0,0.0,,,,,,,
171,22.192638853945382,4,165,103,15.38,181,3,8.79,22.192638853945382,1696187842,0,36.0,5.49,33.0,3.0,3.0,0.0,3.0,36.0,0.0,5.44,5.55,0.0,5.66,36.0,3.0,0.0,,,,,,,
197,22.238910406651513,4,189,104,14.18,182,3,8.1,22.238910406651513,1696187843,0,42.0,5.49,39.0,3.0,3.0,0.0,3.0,42.0,0.0,5.45,5.56,0.0,5.69,42.0,3.0,0.0,,,,,,,
223,22.263934695448878,4,213,105,12.99,183,3,7.42,22.263934695448878,1696187844,0,48.0,5.48,45.0,3.0,3.0,0.0,3.0,48.0,0.0,5.47,5.56,0.0,5.72,48.0,3.0,0.0,,,,,,,
248,22.2497641672553,4,240,106,11.85,185,3,6.77,22.2497641672553,1696187846,0,54.0,5.49,51.0,3.0,3.0,0.0,3.0,54.0,0.0,5.5,5.55,0.0,5.73,54.0,3.0,0.0,,,,,,,
274,22.234576462162508,4,267,107,10.7,186,3,6.11,22.234576462162508,1696187847,0,60.0,5.46,57.0,3.0,3.0,0.0,3.0,60.0,0.0,5.51,5.55,0.0,5.73,63.0,3.0,0.0,,,,,,,
300,22.224741960590638,4,291,108,9.54,187,3,5.45,22.224741960590638,1696187848,0,66.0,5.46,66.0,3.0,3.0,0.0,3.0,66.0,0.0,5.5,5.54,0.0,5.73,69.0,3.0,0.0,,,,,,,
326,22.17306206534661,4,318,109,8.41,188,3,4.81,22.17306206534661,1696187849,0,72.0,5.45,72.0,3.0,3.0,0.0,3.0,72.0,0.0,5.51,5.54,0.0,5.73,75.0,3.0,0.0,,,,,,,
351,22.15132443246849,4,342,110,7.26,189,3,4.15,22.15132443246849,1696187850,0,81.0,5.45,78.0,3.0,3.0,0.0,3.0,78.0,0.0,5.48,5.52,0.0,5.72,81.0,3.0,0.0,,,,,,,
377,22.130956734069365,4,369,111,6.1,190,3,3.48,22.130956734069365,1696187851,0,87.0,5.43,84.0,3.0,3.0,0.0,3.0,84.0,0.0,5.49,5.52,0.0,5.72,87.0,3.0,0.0,,,,,,,
403,22.129940812194263,4,396,112,4.93,192,3,2.82,22.129940812194263,1696187853,0,93.0,5.42,90.0,3.0,3.0,0.0,3.0,90.0,0.0,5.48,5.51,0.0,5.72,96.0,3.0,0.0,,,,,,,
