_runtime,02_timing/dataload_time_s,memory/total_memory_sys_MB,process/voluntary_proc_ctx_switches,cpu/interrupts/soft_interrupts_count,process/involuntary_proc_ctx_switches,01_general/lr,01_general/step,01_general/step_based_sps,02_timing/opt_step_time_s,memory/used_memory_sys_MB,bandwidth/disk_read_sys_bandwidth_MBs,bandwidth/disk_write_sys_bandwidth_MBs,bandwidth/net_recv_sys_bandwidth_Mbits,process/memory/data_resident_set_proc_MB,process/memory/lib_memory_proc_MB,01_general/dataset_iteration_count,process/memory/dirty_pages_proc_count,process/memory/virtual_memory_size_proc_MB,_step,02_timing/forward_time_s,disk/counter/disk_read_sys_count,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,memory/used_memory_sys_percent,disk/time/disk_write_time_sys_s,02_timing/dataload_cuda_move_time_s,cpu/load/avg_sys_load_one_min_percent,cpu/load/avg_sys_load_five_min_percent,_timestamp,02_timing/backward_time_s,02_timing/loss_calc_time_s,disk/time/disk_busy_time_sys_s,disk/time/disk_read_time_sys_s,process/memory/text_resident_set_proc_MB,02_timing/step_time_s,01_general/minibatch_loss,memory/available_memory_sys_MB,cpu/interrupts/ctx_switches_count,process/memory/shared_memory_proc_MB,bandwidth/net_sent_sys_bandwidth_Mbits,cpu/load/avg_sys_load_fifteen_min_percent,cpu/logical_core_count,cpu/interrupts/interrupts_count,01_general/locally_processed_samples
21,,,637.0,68330.0,928.0,,,,,4401.532928,0.0,0.07356194515894464,92.85561664242962,0.0,5527.867392,,0.0,27130.228736,68,0.01723375199981092,0.0,209.0,3835.838464,3.0,0.06799999999998363,0.002447599999868544,1.4333333333333333,2.7666666666666666,1680626770.0,,0.00043682599971361924,0.32000000000005,0.0,2.719744,,,204833.030144,48129.0,869.904384,0.06535646776671375,4.1000000000000005,,64597.0,
22,0.0027516640002431814,,,,,0.0001,46.0,193.90002753432947,1.8139999156119302e-06,,,,,,,0.0,,,69,,,,,,,,,,1680626771.0,0.1421618429994851,,,,,0.16503349899903696,7.2882080078125,,,,,,,,1504.0
22,0.002907854999648407,,,,,0.0001,47.0,194.10401885296002,1.4050001482246444e-06,,,,,,,0.0,,,70,0.017293906999839237,,,,,,0.0026085780000357772,,,1680626771.0,0.14159584499975608,0.000452468999355915,,,,0.16486005899878364,7.2786865234375,,,,,,,,1536.0
22,0.0028521510002974537,,,,,0.0001,48.0,197.42363147799583,1.4730003385921009e-06,,,,,,,0.0,,,71,0.017639473000599537,,,,,,0.0025889359994835104,,,1680626771.0,0.13855768300072668,0.00044827600049757166,,,,0.16208799200194335,7.6488037109375,,,,,,,,1568.0
22,,,657.0,71687.0,949.0,,,,,4405.874688,0.0,0.016348343388978365,87.60690867468497,0.0,5527.875584,,0.0,27130.228736,72,0.01711271600015607,0.0,213.0,3835.82208,3.0,0.06899999999995998,0.0024354839997613453,1.5666666666666667,2.7666666666666666,1680626771.0,,0.00045095200039213523,0.33600000000001273,0.0,2.719744,,,204828.684288,51743.0,869.888,0.15613945155540535,4.1000000000000005,,67017.0,
23,0.002574979000200983,,,,,0.0001,49.0,197.06344430350592,1.3630005923914723e-06,,,,,,,0.0,,,73,,,,,,,,,,1680626772.0,0.13980875800007198,,,,,0.1623842520011749,7.4776611328125,,,,,,,,1600.0
23,0.0028898129994558985,,,,,0.0001,50.0,195.3234356811062,1.3509998098015785e-06,,,,,,,0.0,,,74,0.01729889899979753,,,,,,0.002519347000088601,,,1680626772.0,0.14067810899996402,0.00044330800028546946,,,,0.16383082699940132,7.15478515625,,,,,,,,1632.0
23,0.002756322000095679,,,,,0.0001,51.0,194.3464047810409,1.915999746415764e-06,,,,,,,0.0,,,75,0.016994988000078592,,,,,,0.002452265000101761,,,1680626772.0,0.14200806300050317,0.0004408939994391403,,,,0.16465444799996476,7.2713623046875,,,,,,,,1664.0
23,,,679.0,75231.0,964.0,,,,,4405.182464,0.0,0.01634703670727579,92.61286732179852,0.0,5527.87968,,0.0,27130.228736,76,0.01700626799993188,0.0,217.0,3835.838464,3.0,0.06999999999999318,0.0025544939999235794,1.5666666666666667,2.7666666666666666,1680626772.0,,0.00045362099990597926,0.3520000000000323,0.0,2.719744,,,204829.376512,55374.0,869.904384,0.0723963002511735,4.1000000000000005,,69488.0,
24,0.002893394999773591,,,,,0.0001,52.0,196.20120499799177,1.4389997886610217e-06,,,,,,,0.0,,,77,,,,,,,,,,1680626773.0,0.1401886600006037,,,,,0.1630978769999274,7.1058349609375,,,,,,,,1696.0
24,0.0027887699998245807,,,,,0.0001,53.0,196.3479453963615,1.5910000001895241e-06,,,,,,,0.0,,,78,0.016955231999418174,,,,,,0.002484851000190247,,,1680626773.0,0.14030290099981357,0.00044264100051805144,,,,0.16297598599976482,7.5184326171875,,,,,,,,1728.0
24,0.0029404589995465358,,,,,0.0001,54.0,196.11789408879818,2.0900006347801536e-06,,,,,,,0.0,,,79,0.017248598000151105,,,,,,0.0025305230001322343,,,1680626773.0,0.13998613600051613,0.00045935500020277686,,,,0.16316716100118356,7.1527099609375,,,,,,,,1760.0
24,,,698.0,78601.0,973.0,,,,,4403.613696,0.0,0.06130275841920086,90.20509330626267,0.0,5527.887872,,0.0,27130.228736,80,0.0169895169992742,0.0,226.0,3835.82208,3.0,0.07399999999995543,0.0024825169994073804,1.5666666666666667,2.7666666666666666,1680626773.0,,0.0004527990004135063,0.3760000000000332,0.0,2.719744,,,204830.941184,59193.0,869.888,0.14567387255110018,4.1000000000000005,,71965.0,
25,0.0028092330003346433,,,,,0.0001,55.0,195.28284404095095,1.7479997040936723e-06,,,,,,,0.0,,,81,,,,,,,,,,1680626774.0,0.1411290670002927,,,,,0.16386488099942653,7.295654296875,,,,,,,,1792.0
25,0.0027090949997727876,,,,,0.0001,56.0,196.80253446342945,1.99999976757681e-06,,,,,,,0.0,,,82,0.01698667199980264,,,,,,0.0024709099998290185,,,1680626774.0,0.13998647700009315,0.00044437799988372717,,,,0.1625995319991489,7.0618896484375,,,,,,,,1824.0
25,0.0027046919994972995,,,,,0.0001,57.0,195.95013446338413,1.603000782779418e-06,,,,,,,0.0,,,83,0.017101556999477907,,,,,,0.0025691390001156833,,,1680626774.0,0.14046086199959973,0.00046900100005586864,,,,0.16330685399952927,6.9259033203125,,,,,,,,1856.0
25,,,721.0,81946.0,981.0,,,,,4406.611968,0.0,0.016347876697628938,106.54452446466213,0.0,5528.158208,,0.0,27130.49088,84,0.01749531199948251,0.0,230.0,3836.104704,3.0,0.07499999999998863,0.002577879000455141,1.5666666666666667,2.7666666666666666,1680626774.0,,0.0004620119998435257,0.3919999999999959,0.0,2.719744,,,204827.938816,63213.0,869.904384,0.06630149601152399,4.1000000000000005,,74340.0,
26,0.002885320999666874,,,,,0.0001,58.0,194.44952342626468,1.5599998732795939e-06,,,,,,,0.0,,,85,,,,,,,,,,1680626775.0,0.14114504600001965,,,,,0.16456712999934098,7.2799072265625,,,,,,,,1888.0
26,0.00279727700035437,,,,,0.0001,59.0,195.46950075903226,1.3919998309575021e-06,,,,,,,0.0,,,86,0.017180496999571915,,,,,,0.0025446899999224115,,,1680626775.0,0.14073965300030977,0.0004448950003279606,,,,0.1637084040003174,7.3232421875,,,,,,,,1920.0
26,0.002731874000346579,,,,,0.0001,60.0,195.2042929126028,1.6229996617767029e-06,,,,,,,0.0,,,87,0.0171456890002446,,,,,,0.002450191000207269,,,1680626775.0,0.14115973000025406,0.0004417139998622588,,,,0.16393082100057654,6.9522705078125,,,,,,,,1952.0
26,,,744.0,85233.0,992.0,,,,,4406.972416,0.0,0.057216098413557064,89.61351681554912,0.0,5528.162304,,0.0,27130.49088,88,0.017422160000023723,0.0,236.0,3836.08832,3.0,0.07799999999997453,0.002506257999812078,1.5666666666666667,2.7666666666666666,1680626775.0,,0.00045583300016005524,0.4159999999999968,0.0,2.719744,,,204828.069888,67056.0,869.888,0.15242726217782507,4.1000000000000005,,76757.0,
27,0.0027791290003733593,,,,,0.0001,61.0,194.0979166478393,1.621000592422206e-06,,,,,,,0.0,,,89,,,,,,,,,,1680626776.0,0.14170024099985312,,,,,0.16486524200081476,7.38671875,,,,,,,,1984.0
27,0.0027985619999526534,,,,,0.0001,62.0,196.12266712965584,1.4469997040578164e-06,,,,,,,0.0,,,90,0.01700788600010128,,,,,,0.0025299600001744693,,,1680626776.0,0.14037845199982257,0.0004468829993129475,,,,0.16316318999906798,7.4873046875,,,,,,,,2016.0
27,0.0028022570004395675,,,,,0.0001,63.0,194.30597748498735,1.6049998521339148e-06,,,,,,,0.0,,,91,0.017260915999941062,,,,,,0.0024730179993639467,,,1680626776.0,0.14171395399989706,0.00043695600015780656,,,,0.16468870599965157,7.3779296875,,,,,,,,2048.0
27,,,767.0,89582.0,1001.0,,,,,4407.353344,0.0,0.016347639469384095,111.42015452090601,0.0,5528.170496,,0.0,27130.49088,92,0.017234085000382038,0.0,240.0,3836.104704,3.0,0.07900000000000773,0.0025134070001513464,1.7333333333333332,2.7666666666666666,1680626776.0,,0.00046926899995014537,0.43200000000001637,0.0,2.719744,,,204807.860224,70919.0,869.904384,0.06946150324350024,4.1000000000000005,,79671.0,
28,0.0031598750001649023,,,,,0.0001,64.0,197.14678939285864,1.7100001059588976e-06,,,,,,,0.0,,,93,,,,,,,,,,1680626777.0,0.13893725700017967,,,,,0.16231560300093406,7.120361328125,,,,,,,,2080.0
28,0.002717246999964118,,,,,0.0001,65.0,193.79031633417895,1.407000127073843e-06,,,,,,,0.0,,,94,0.016924421999647166,,,,,,0.0025011960005940637,,,1680626777.0,0.14248603299984097,0.0004966249998687999,,,,0.1651269300000422,6.9432373046875,,,,,,,,2112.0
28,0.0028362919993014657,,,,,0.0001,66.0,194.59841740226065,2.232000042567961e-06,,,,,,,0.0,,,95,0.01694236399998772,,,,,,0.002483817999745952,,,1680626777.0,0.14171393800006626,0.00046257000030891504,,,,0.16444121399945288,7.20166015625,,,,,,,,2144.0
28,,,785.0,94316.0,1013.0,,,,,4402.233344,0.0,0.01634771724111803,96.52690047572246,0.0,5528.174592,,0.0,27130.49088,96,0.017161710999971547,0.0,244.0,3836.08832,3.0,0.08099999999996044,0.0026112909999937983,1.7333333333333332,2.7666666666666666,1680626777.0,,0.0004502540004978073,0.4519999999999982,0.0,2.719744,,,204813.574144,74632.0,869.888,0.1577618572519186,4.1000000000000005,,82869.0,
29,0.0028147519997219206,,,,,0.0001,67.0,195.3686446369878,1.6379999578930438e-06,,,,,,,0.0,,,97,,,,,,,,,,1680626778.0,0.14075326999954996,,,,,0.16379291599969292,7.35791015625,,,,,,,,2176.0
29,0.0028484320000643493,,,,,0.0001,68.0,193.7690498053015,1.3409999155555852e-06,,,,,,,0.0,,,98,0.01697392400001263,,,,,,0.002498010000635986,,,1680626778.0,0.142364008000186,0.0004593379999278113,,,,0.16514505300074234,7.0814208984375,,,,,,,,2208.0
29,0.002768587999526062,,,,,0.0001,69.0,192.62686135870268,1.6969997886917554e-06,,,,,,,0.0,,,99,0.017083572000046843,,,,,,0.0024914039995564963,,,1680626778.0,0.14333291000002646,0.00044611599969357485,,,,0.16612428699863813,7.12548828125,,,,,,,,2240.0
29,,,815.0,101065.0,1023.0,,,,1.7659995137364604e-06,4404.400128,0.0,0.07355326666252177,173.74186634918337,0.0,5528.182784,,0.0,27130.49088,100,0.01733272700039379,0.0,252.0,3836.104704,3.0,0.08199999999999363,0.0025099340000451775,1.7333333333333332,2.7666666666666666,1680626778.0,0.14017529299962916,0.0004848870003115735,0.47200000000003683,0.0,2.719744,,,204810.960896,79821.0,869.904384,0.43223717618763474,4.1000000000000005,,87155.0,
30,0.002878868000152579,,,,,0.0001,70.0,195.85824086549135,,,,,,,,0.0,,,101,,,,,,,,,,1680626779.0,,,,,,0.16338347500004602,7.156494140625,,,,,,,,2272.0
30,0.002775199999632605,,,,,0.0001,71.0,195.98013988738643,1.5660007193218917e-06,,,,,,,0.0,,,102,0.017117614000198955,,,,,,0.0025224679993698373,,,1680626779.0,0.14040639899940288,0.0004586040004141978,,,,0.1632818509997378,7.1090087890625,,,,,,,,2304.0
30,0.0030652150007881573,,,,,0.0001,72.0,195.0810103750807,1.931000042532105e-06,,,,,,,0.0,,,103,0.01726092700027948,,,,,,0.002758982999694126,,,1680626779.0,0.14050625800064154,0.0004411039999467903,,,,0.16403441800139262,7.4315185546875,,,,,,,,2336.0
30,,,837.0,104337.0,1033.0,,,,1.722999513731338e-06,4404.932608,0.0,0.07355975784485372,82.23175568695174,0.0,5528.190976,,0.0,27130.49088,104,0.017089659999328433,0.0,260.0,3836.104704,3.0,0.08499999999997954,0.002497220999430283,1.7333333333333332,2.7666666666666666,1680626779.0,0.14239331599947036,0.0004475189998629503,0.49200000000001864,0.0,2.719744,,,204810.97728,82029.0,869.904384,0.20078078434376748,4.1000000000000005,,89704.0,
31,0.0025859550005407073,,,,,0.0001,73.0,193.92130167176668,,,,,,,,0.0,,,105,,,,,,,,,,1680626780.0,,,,,,0.16501539399814646,6.9896240234375,,,,,,,,2368.0
31,0.0029346039991651196,,,,,0.0001,74.0,194.56225493090795,1.7879992810776457e-06,,,,,,,0.0,,,106,0.017158710000330757,,,,,,0.0025115369999184622,,,1680626780.0,0.14141293200009386,0.0004522070003076806,,,,0.16447177799909696,7.1597900390625,,,,,,,,2400.0
31,0.00293265300024359,,,,,0.0001,75.0,192.95891938147713,1.7250004020752385e-06,,,,,,,0.0,,,107,0.01720684700012498,,,,,,0.002567706999798247,,,1680626780.0,0.14266832400062412,0.00046115200075291796,,,,0.16583840800194594,7.17236328125,,,,,,,,2432.0
31,,,859.0,107223.0,1042.0,,,,1.4570005077985115e-06,4411.16672,0.0,0.016347787242845205,87.41558562615006,0.0,5528.195072,,0.0,27130.49088,108,0.01705771500019182,0.0,264.0,3836.08832,3.0,0.08599999999995589,0.0024834790001477813,1.7333333333333332,2.7666666666666666,1680626780.0,0.14164148100007878,0.0004374410000309581,0.5080000000000382,0.0,2.719744,,,204804.743168,85526.0,869.888,0.08133183802147824,4.1000000000000005,,91870.0,
32,0.0029037609992883517,,,,,0.0001,76.0,194.49892136339471,,,,,,,,0.0,,,109,,,,,,,,,,1680626781.0,,,,,,0.1645253340002455,7.1785888671875,,,,,,,,2464.0
32,0.002838691000761173,,,,,0.0001,77.0,196.16213563177305,1.776999852154404e-06,,,,,,,0.0,,,110,0.01714534900020226,,,,,,0.0027094869992652093,,,1680626781.0,0.13999174399941694,0.0004433129997778451,,,,0.16313036099927558,7.2646484375,,,,,,,,2496.0
32,0.005058059000475623,,,,,0.0001,78.0,191.26594921152974,1.5440000424860045e-06,,,,,,,0.0,,,111,0.017000705999635102,,,,,,0.002480777000528178,,,1680626781.0,0.1423050499997771,0.00046017299973755144,,,,0.16730630900019605,7.039306640625,,,,,,,,2528.0
32,,,875.0,110484.0,1052.0,,,,2.2489994080387987e-06,4402.028544,0.0,0.016348557308673312,90.0239055617174,0.0,5528.20736,,0.0,27130.49088,112,0.01673158700032218,0.0,268.0,3836.104704,3.0,0.08699999999998909,0.0024542609999116394,2.1333333333333333,2.833333333333333,1680626781.0,0.14208831199994165,0.0004279080003470881,0.5240000000000009,0.0,2.719744,,,204813.881344,89054.0,869.904384,0.1404235701056517,4.1000000000000005,,94213.0,
33,0.002717936999943049,,,,,0.0001,79.0,194.62085710140303,,,,,,,,0.0,,,113,,,,,,,,,,1680626782.0,,,,,,0.16442225399987365,7.37451171875,,,,,,,,2560.0
33,0.004358322999905795,,,,,0.0001,80.0,192.55007281173627,2.2360000002663583e-06,,,,,,,0.0,,,114,0.028993562000323436,,,,,,0.0029293389998201746,,,1680626782.0,0.1291526969998813,0.00075438000021677,,,,0.16619053700014774,7.2037353515625,,,,,,,,2592.0
33,0.0038457339996966766,,,,,0.0001,81.0,194.1057060602599,1.3779999790131114e-06,,,,,,,0.0,,,115,0.017315254000095592,,,,,,0.0024981610004033428,,,1680626782.0,0.1407315300002665,0.0004665690003093914,,,,0.16485862600075052,7.29150390625,,,,,,,,2624.0
33,,,898.0,114217.0,1080.0,,,,1.7550000848132186e-06,4395.696128,0.0,0.016348463964376985,112.58435963458581,0.0,5528.211456,,0.0,27130.49088,116,0.01711980000072799,0.0,272.0,3836.08832,3.0,0.08799999999996544,0.0026963039999827743,2.1333333333333333,2.833333333333333,1680626782.0,0.14031805100057682,0.0007029500002317945,0.5400000000000205,0.0,2.719744,,,204839.542784,93497.0,869.888,0.08579750520735915,4.1000000000000005,,96813.0,
34,0.0036319979999461793,,,,,0.0001,82.0,194.56334325013586,,,,,,,,0.0,,,117,,,,,,,,,,1680626783.0,,,,,,0.16447085800155037,7.1817626953125,,,,,,,,2656.0
34,0.0036363400004120194,,,,,0.0001,83.0,192.39583017772145,1.8010005078394897e-06,,,,,,,0.0,,,118,0.01727095200021722,,,,,,0.002559464000114531,,,1680626783.0,0.14239448599983007,0.00046072799977991963,,,,0.1663237710008616,7.285888671875,,,,,,,,2688.0
34,0.0036956789999749162,,,,,0.0001,84.0,192.71780250978506,1.7359998309984803e-06,,,,,,,0.0,,,119,0.017201355999532097,,,,,,0.002525783999772102,,,1680626783.0,0.14218240399986826,0.0004389360001368914,,,,0.16604589499911526,7.5330810546875,,,,,,,,2720.0
34,,,917.0,118303.0,1110.0,,,,1.737999809847679e-06,4405.977088,0.0,0.06539237793346968,115.05634038457515,0.0,5528.219648,,0.0,27130.49088,120,0.01710818300034589,0.0,281.0,3836.1088,3.0,0.08999999999997499,0.0026348679994043778,2.1333333333333333,2.833333333333333,1680626783.0,0.1410781650001809,0.00047282600007747533,0.5600000000000023,0.0,2.719744,,,204809.9328,97519.0,869.904384,0.15307180656183492,4.1000000000000005,,99654.0,
35,0.003681832999973267,,,,,0.0001,85.0,193.9657109721935,,,,,,,,0.0,,,121,,,,,,,,,,1680626784.0,,,,,,0.16497761299979175,7.150634765625,,,,,,,,2752.0
35,0.0044211570002516964,,,,,0.0001,86.0,190.77741211180498,2.666000000317581e-06,,,,,,,0.0,,,122,0.022673930000564724,,,,,,0.003004403999511851,,,1680626784.0,0.13690014100029657,0.0007324439993681153,,,,0.16773474199999328,7.184814453125,,,,,,,,2784.0
35,0.0027193689993509906,,,,,0.0001,87.0,195.05203933742254,1.499999598308932e-06,,,,,,,0.0,,,123,0.016783447999841883,,,,,,0.0025947000003725407,,,1680626784.0,0.1415249669998957,0.00043479799933265895,,,,0.16405878199839208,7.4537353515625,,,,,,,,2816.0
35,,,936.0,121718.0,1128.0,,,,2.2329995772452094e-06,4412.665856,0.0,0.061305179311464494,98.34327013824942,0.0,5528.223744,,0.0,27130.49088,124,0.027835473999402893,0.0,287.0,3836.092416,3.0,0.09299999999996089,0.003277293999417452,2.1333333333333333,2.833333333333333,1680626784.0,0.12926991899985296,0.0008060699992711307,0.5840000000000032,0.0,2.719744,,,204803.739648,101658.0,869.888,0.08174822152065096,4.1000000000000005,,102093.0,
36,0.0043210830008320045,,,,,0.0001,88.0,193.33937047793665,,,,,,,,0.0,,,125,,,,,,,,,,1680626785.0,,,,,,0.1655120729983537,6.98779296875,,,,,,,,2848.0
36,0.002995028999976057,,,,,0.0001,89.0,192.5857356493223,1.525000698165968e-06,,,,,,,0.0,,,126,0.017177747999994608,,,,,,0.002643045999320748,,,1680626785.0,0.14288665499952913,0.0004557590000331402,,,,0.16615976199955185,7.1689453125,,,,,,,,2880.0
36,0.002925419999883161,,,,,0.0001,90.0,194.0722840546083,1.716999577183742e-06,,,,,,,0.0,,,127,0.016900695999538584,,,,,,0.002498808000382269,,,1680626785.0,0.1421167830003469,0.000443592999545217,,,,0.16488701699927333,7.18994140625,,,,,,,,2912.0
36,,,954.0,124624.0,1142.0,,,,1.6599997252342291e-06,4401.819648,0.0,0.01634795836070215,92.52761637989597,0.0,5528.231936,,0.0,27130.49088,128,0.016721406999749888,0.0,291.0,3836.1088,3.0,0.09399999999999409,0.0023590060000060475,2.1333333333333333,2.833333333333333,1680626785.0,0.14175027900000714,0.0004454749996511964,0.6000000000000227,0.0,2.719744,,,204814.09024,105014.0,869.904384,0.14893564804056048,4.1000000000000005,,104285.0,
37,0.002920560999882582,,,,,0.0001,91.0,194.88620071099956,,,,,,,,0.0,,,129,,,,,,,,,,1680626786.0,,,,,,0.1641983879990221,7.324462890625,,,,,,,,2944.0
37,0.0027059849999204744,,,,,0.0001,92.0,194.69763502988252,1.5249997886712663e-06,,,,,,,0.0,,,130,0.017369633999805956,,,,,,0.002650184000231093,,,1680626786.0,0.14117328500014992,0.00045680199946218636,,,,0.1643574149993583,7.3983154296875,,,,,,,,2976.0
37,0.0026619800000844407,,,,,0.0001,93.0,194.79748512507646,1.7809998098528013e-06,,,,,,,0.0,,,131,0.016699075999895285,,,,,,0.0024057610007730545,,,1680626786.0,0.14208252000025823,0.00042204999954265077,,,,0.1642731680003635,7.1414794921875,,,,,,,,3008.0
37,,,975.0,127840.0,1154.0,,,,2.3700004021520726e-06,4410.83904,0.0,0.016348339506973307,90.0931685300417,0.0,5528.240128,,0.0,27130.49088,132,0.0243394580002132,0.0,295.0,3836.362752,3.0,0.09499999999997044,0.0029041570005574613,2.5,2.9000000000000004,1680626786.0,0.13302849499996228,0.0007258580008056015,0.6160000000000423,0.0,2.719744,,,204805.070848,108512.0,869.888,0.06827507215978293,4.133333333333333,,106552.0,
38,0.004507742999521724,,,,,0.0001,94.0,193.34403375577324,,,,,,,,0.0,,,133,,,,,,,,,,1680626787.0,,,,,,0.16550808100146241,7.110595703125,,,,,,,,3040.0
38,0.004126236000047356,,,,,0.0001,95.0,192.15066110464497,1.5660007193218917e-06,,,,,,,0.0,,,134,0.02933455799939111,,,,,,0.0034205930005555274,,,1680626787.0,0.12882744900070975,0.0008255849998022313,,,,0.1665359870012253,7.0732421875,,,,,,,,3072.0
38,0.0026416919999974198,,,,,0.0001,96.0,192.43859218351778,1.5499999790336005e-06,,,,,,,0.0,,,135,0.017152960999737843,,,,,,0.0023727429997961735,,,1680626787.0,0.14366788300048938,0.0004499830001805094,,,,0.16628681200018036,7.263671875,,,,,,,,3104.0
38,,,994.0,131604.0,1169.0,,,,2.5740000637597404e-06,4411.86304,0.0,0.01634802059352556,100.51348171743396,0.0,5528.244224,,0.0,27130.49088,136,0.023961351000252762,0.0,299.0,3836.379136,3.0,0.09600000000000364,0.003085413000007975,2.5,2.9000000000000004,1680626787.0,0.13365263499963476,0.0007747379995635129,0.632000000000005,0.0,2.719744,,,204803.551232,112240.0,869.904384,0.14418666793934337,4.133333333333333,,109164.0,
39,0.004382886999337643,,,,,0.0001,97.0,192.93426721207817,,,,,,,,0.0,,,137,,,,,,,,,,1680626788.0,,,,,,0.1658595979988604,7.201904296875,,,,,,,,3136.0
39,0.004283119999854534,,,,,0.0001,98.0,194.47425825859077,1.5630002963007428e-06,,,,,,,0.0,,,138,0.02551482400031091,,,,,,0.002864535999833606,,,1680626788.0,0.13109589800023969,0.0007862580005166819,,,,0.16454619900105172,7.2333984375,,,,,,,,3168.0
39,0.002522561000660062,,,,,0.0001,99.0,192.7015028426621,1.7299998944508843e-06,,,,,,,0.0,,,139,0.01719492799929867,,,,,,0.0024815289998514345,,,1680626788.0,0.1434082430005219,0.0004509489999691141,,,,0.16605994000019564,7.060302734375,,,,,,,,3200.0
39,,,1010.0,134899.0,1183.0,,,,2.0019997464260086e-06,4410.077184,0.0,0.11852241619173498,88.81485399489452,0.0,5528.276992,,0.0,27130.49088,140,0.02418641500025842,0.0,312.0,3836.362752,3.0,0.0999999999999659,0.003108216999862634,2.5,2.9000000000000004,1680626788.0,0.13626371400005155,0.0007257520001076045,0.6560000000000059,0.0,2.719744,,,204805.832704,115568.0,869.888,0.06300494551544655,4.133333333333333,,111568.0,
40,0.004462388000320061,,,,,0.0001,100.0,189.63132872594542,,,,,,,,0.0,,,141,,,,,,,,,,1680626789.0,,,,,,0.1687484880003467,7.3804931640625,,,,,,,,3232.0
40,0.0029443410003295867,,,,,0.0001,101.0,194.78004335741127,2.460999894537963e-06,,,,,,,0.0,,,142,0.017297929000051226,,,,,,0.002497549000509025,,,1680626789.0,0.14109221499984415,0.0004533829996944405,,,,0.16428787800032296,6.975830078125,,,,,,,,3264.0
40,0.004229488999953901,,,,,0.0001,102.0,191.26361252117547,2.299000698258169e-06,,,,,,,0.0,,,143,0.028170053999929223,,,,,,0.0031823670005906024,,,1680626789.0,0.1309752639999715,0.0007488800001738127,,,,0.1673083530013173,7.1922607421875,,,,,,,,3296.0
40,,,1028.0,139111.0,1212.0,,,,1.4799998098169453e-06,4410.105856,0.0,0.016348226719088,97.44536948516915,0.0,5528.276992,,0.0,27130.49088,144,0.017148281000118004,0.0,316.0,3836.383232,3.0,0.10099999999999909,0.0024647329992149025,2.5,2.9000000000000004,1680626789.0,0.14242469100008748,0.00044630000047618523,0.6720000000000255,0.0,2.719744,,,204805.804032,119009.0,869.904384,0.1456492893920239,4.133333333333333,,114332.0,
41,0.0028519630004666396,,,,,0.0001,103.0,193.5435703590061,,,,,,,,0.0,,,145,,,,,,,,,,1680626790.0,,,,,,0.16533744800017303,7.24365234375,,,,,,,,3328.0
41,0.004635885000425333,,,,,0.0001,104.0,191.5893187151223,2.6190000426140614e-06,,,,,,,0.0,,,146,0.025479438000729715,,,,,,0.0031810629998290096,,,1680626790.0,0.1330021339999803,0.0007227859996419284,,,,0.1670239250006489,7.2076416015625,,,,,,,,3360.0
41,0.004448461999345454,,,,,0.0001,105.0,190.05253058036456,1.7740003386279568e-06,,,,,,,0.0,,,147,0.027772755999649235,,,,,,0.003212201999303943,,,1680626790.0,0.13213250100034202,0.0008068059996730881,,,,0.16837450099865237,6.8919677734375,,,,,,,,3392.0
41,,,1044.0,141654.0,1245.0,,,,1.6029998732847162e-06,4414.816256,0.0,0.016347639462124284,81.97492680015752,0.0,5528.276992,,0.0,27130.49088,148,0.016952752000179316,0.0,320.0,3836.366848,3.0,0.10199999999997544,0.0024714439996387227,2.5,2.9000000000000004,1680626790.0,0.1436830070006181,0.000433184000030451,0.688000000000045,0.0,2.719744,,,204800.598016,121861.0,869.888,0.06511117926431231,4.133333333333333,,116308.0,
42,0.0026485950002097525,,,,,0.0001,106.0,192.5500171979909,,,,,,,,0.0,,,149,,,,,,,,,,1680626791.0,,,,,,0.16619058500054962,6.9700927734375,,,,,,,,3424.0
42,0.004476821000025666,,,,,0.0001,107.0,193.23535556018828,2.638999831106048e-06,,,,,,,0.0,,,150,0.025932941000064602,,,,,,0.003141020999464672,,,1680626791.0,0.1313711400007378,0.0006766030001017498,,,,0.1656011650002256,7.372802734375,,,,,,,,3456.0
42,0.004704138999841234,,,,,0.0001,108.0,190.69217660875316,1.8030004866886884e-06,,,,,,,0.0,,,151,0.025091702999816334,,,,,,0.003124172999378061,,,1680626791.0,0.13408821199936938,0.0007996860003913753,,,,0.16780971599928307,7.2449951171875,,,,,,,,3488.0
42,,,1059.0,145262.0,1279.0,,,,1.7819993445300497e-06,4388.72064,0.0,0.016345143156811928,95.16567733303268,0.0,5528.276992,,0.0,27130.49088,152,0.017268651999984286,0.0,324.0,3836.383232,3.0,0.10300000000000864,0.0025351639997097664,2.833333333333333,2.966666666666667,1680626791.0,0.14158694400066452,0.00045513999975810293,0.7120000000000459,0.0,2.719744,,,204827.189248,124815.0,869.904384,0.15786471269360533,4.133333333333333,,118942.0,
43,0.002909813999394828,,,,,0.0001,109.0,194.22485032318158,,,,,,,,0.0,,,153,,,,,,,,,,1680626792.0,,,,,,0.16475749599885603,6.9290771484375,,,,,,,,3520.0
43,0.0027128940000693547,,,,,0.0001,110.0,194.45105358611931,1.5559999155811965e-06,,,,,,,0.0,,,154,0.016998791999867535,,,,,,0.002619766999487183,,,1680626792.0,0.14179591900028754,0.00043690700022125384,,,,0.16456583499984845,7.1475830078125,,,,,,,,3552.0
