_runtime,02_timing/dataload_time_s,memory/total_memory_sys_MB,process/voluntary_proc_ctx_switches,cpu/interrupts/soft_interrupts_count,process/involuntary_proc_ctx_switches,01_general/lr,01_general/step,01_general/step_based_sps,02_timing/opt_step_time_s,memory/used_memory_sys_MB,bandwidth/disk_read_sys_bandwidth_MBs,bandwidth/disk_write_sys_bandwidth_MBs,bandwidth/net_recv_sys_bandwidth_Mbits,process/memory/data_resident_set_proc_MB,process/memory/lib_memory_proc_MB,01_general/dataset_iteration_count,process/memory/dirty_pages_proc_count,process/memory/virtual_memory_size_proc_MB,_step,02_timing/forward_time_s,disk/counter/disk_read_sys_count,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,memory/used_memory_sys_percent,disk/time/disk_write_time_sys_s,02_timing/dataload_cuda_move_time_s,cpu/load/avg_sys_load_one_min_percent,cpu/load/avg_sys_load_five_min_percent,_timestamp,02_timing/backward_time_s,02_timing/loss_calc_time_s,disk/time/disk_busy_time_sys_s,disk/time/disk_read_time_sys_s,process/memory/text_resident_set_proc_MB,02_timing/step_time_s,01_general/minibatch_loss,memory/available_memory_sys_MB,cpu/interrupts/ctx_switches_count,process/memory/shared_memory_proc_MB,bandwidth/net_sent_sys_bandwidth_Mbits,cpu/load/avg_sys_load_fifteen_min_percent,cpu/logical_core_count,cpu/interrupts/interrupts_count,01_general/locally_processed_samples
155,0.0028671439995378023,,,,,0.0001,441.0,188.03274413934022,1.997000254050363e-06,,,,,,,0.0,,,597,,,,,,,,,,1680626904.0,0.14725934600028268,,,,,0.17018312500022148,7.2108154296875,,,,,,,,14144.0
155,0.0031120200001168996,,,,,0.0001,442.0,187.44218653263658,2.1230007405392826e-06,,,,,,,0.0,,,598,0.016889659999833384,,,,,,0.002661032999640156,,,1680626904.0,0.14762364200032607,0.0004308279994802433,,,,0.1707193060001373,7.0865478515625,,,,,,,,14176.0
156,0.0030087380000622943,,,,,0.0001,443.0,186.8660376255963,1.618000169401057e-06,,,,,,,0.0,,,599,0.017021475999172253,,,,,,0.002629388000059407,,,1680626905.0,0.1481513319995429,0.00043311899935361,,,,0.17124567099835986,7.4622802734375,,,,,,,,14208.0
156,,,3157.0,544483.0,3064.0,,,,,4423.880704,0.0,0.0735596528497897,95.15996281786755,0.0,5528.276992,,0.0,27130.49088,600,0.01690594299998338,0.0,1017.0,3836.387328,3.0,0.40699999999998226,0.002523770000152581,4.433333333333334,3.5333333333333337,1680626905.0,,0.00042216099973302335,2.7800000000000296,0.0,2.719744,,,204811.194368,526850.0,869.904384,0.07792566089554054,4.2,,398443.0,
156,0.0030649939999420894,,,,,0.0001,444.0,187.535236113629,1.996999344555661e-06,,,,,,,0.0,,,601,,,,,,,,,,1680626905.0,0.14771573500001978,,,,,0.1706345999991754,7.3538818359375,,,,,,,,14240.0
156,0.002817180000420194,,,,,0.0001,445.0,188.55911555986796,1.8750006347545423e-06,,,,,,,0.0,,,602,0.016656244999467162,,,,,,0.0024933499998951447,,,1680626905.0,0.14731243799997173,0.00042696299988165265,,,,0.16970805100027064,7.25,,,,,,,,14272.0
157,0.0025584699997125426,,,,,0.0001,446.0,188.02352432850859,1.8310001905774698e-06,,,,,,,0.0,,,603,0.016615053999885276,,,,,,0.0024557050001021707,,,1680626906.0,0.14813995599979535,0.0004204540000500856,,,,0.170191469999736,7.60107421875,,,,,,,,14304.0
157,,,3177.0,547527.0,3077.0,,,,,4423.868416,0.0,0.016347324472027705,80.51095615403092,0.0,5528.276992,,0.0,27130.49088,604,0.017203756000526482,0.0,1021.0,3836.370944,3.0,0.4079999999999586,0.0027174910001122043,4.433333333333334,3.5333333333333337,1680626906.0,,0.0004449130001376034,2.796000000000049,0.0,2.719744,,,204811.698176,530067.0,869.888,0.0565690861898486,4.2,,400645.0,
157,0.002977514999656705,,,,,0.0001,447.0,187.76388857675622,1.7309994291281328e-06,,,,,,,0.0,,,605,,,,,,,,,,1680626906.0,0.14708140099992306,,,,,0.17042680699978519,7.3651123046875,,,,,,,,14336.0
157,0.0031898690003799857,,,,,0.0001,448.0,187.43091889141564,2.1370005924836732e-06,,,,,,,0.0,,,606,0.01717289900079777,,,,,,0.002658381999935955,,,1680626906.0,0.14725747400007094,0.0004488080003284267,,,,0.17072956900210556,6.9349365234375,,,,,,,,14368.0
158,0.0027271709996057325,,,,,0.0001,449.0,187.89614378853082,1.641999915591441e-06,,,,,,,0.0,,,607,0.016928687000472564,,,,,,0.0025202610004271264,,,1680626907.0,0.14769026299927646,0.00043882400041184155,,,,0.1703068480001093,7.2646484375,,,,,,,,14400.0
158,,,3192.0,551304.0,3089.0,,,,,4417.785856,0.0,0.016348922910170382,98.6950948321735,0.0,5528.276992,,0.0,27130.49088,608,0.01688314500006527,0.0,1025.0,3836.387328,3.0,0.4089999999999918,0.002494231000127911,4.633333333333333,3.5666666666666664,1680626907.0,,0.00043342199933249503,2.812000000000012,0.0,2.719744,,,204817.780736,533748.0,869.904384,0.08109800190196376,4.233333333333333,,403254.0,
158,0.002852882999832218,,,,,0.0001,450.0,188.29367845028915,1.8210002963314764e-06,,,,,,,0.0,,,609,,,,,,,,,,1680626907.0,0.1472817859994393,,,,,0.16994728799909353,7.32568359375,,,,,,,,14432.0
158,0.0028769230002581025,,,,,0.0001,451.0,187.28180828157124,1.8149994502891786e-06,,,,,,,0.0,,,610,0.017049246999704337,,,,,,0.0024931819998528226,,,1680626907.0,0.1480014310000115,0.00044290299956628587,,,,0.17086550099884334,7.3616943359375,,,,,,,,14464.0
159,0.00273912200009363,,,,,0.0001,452.0,186.63381678137662,1.8769997041090392e-06,,,,,,,0.0,,,611,0.016730277000533533,,,,,,0.0026943040002151974,,,1680626908.0,0.14887084400015738,0.00042232099985994864,,,,0.1714587450005638,7.13671875,,,,,,,,14496.0
159,,,3209.0,554731.0,3101.0,,,,,4418.859008,0.0,0.061294155623350305,94.6881214345891,0.0,5528.276992,,0.0,27130.49088,612,,0.0,1034.0,3836.370944,3.0,0.4119999999999777,0.002579653000793769,4.633333333333333,3.5666666666666664,1680626908.0,,,2.8320000000000505,0.0,2.719744,,,204816.211968,537245.0,869.888,0.4143261451527548,4.233333333333333,,405626.0,
159,0.0029258430004119873,,,,,0.0001,453.0,188.76836932792062,1.633000465517398e-06,,,,,,,0.0,,,613,0.01751601500018296,,,,,,,,,1680626908.0,0.14606473599997116,0.0004320460002418258,,,,0.16951992600206722,7.0484619140625,,,,,,,,14528.0
159,0.00272700999994413,,,,,0.0001,454.0,187.37553031498553,1.601999429112766e-06,,,,,,,0.0,,,614,0.016727165999327553,,,,,,0.0024754890000622254,,,1680626908.0,0.14841852900008234,0.00043024100068578264,,,,0.17078003699953115,7.1346435546875,,,,,,,,14560.0
160,,,3241.0,557952.0,3109.0,,,,1.3870003385818563e-06,4424.470528,0.0,0.012261327550738424,97.73392435311875,0.0,5528.276992,,0.0,27130.49088,615,0.016567726000175753,0.0,1037.0,3836.370944,3.0,0.41299999999995407,0.002529078999941703,4.633333333333333,3.5666666666666664,1680626909.0,0.14798226899984002,0.0004556739995678072,2.844000000000051,0.0,2.719744,,,204791.271424,540847.0,869.888,0.07226679579066578,4.233333333333333,,407899.0,
160,0.002636365000398655,,,,,0.0001,455.0,188.04448427302083,,,,,,,,0.0,,,616,,,,,,,,,,1680626909.0,,,,,,0.17017250000026252,6.9857177734375,,,,,,,,14592.0
160,0.003131186000246089,,,,,0.0001,456.0,187.63177760871952,2.5740000637597404e-06,,,,,,,0.0,,,617,0.016794486999970104,,,,,,0.0024854319999576546,,,1680626909.0,0.14769255200008047,0.0004405729996506125,,,,0.1705468039999687,7.177978515625,,,,,,,,14624.0
160,0.00269359899994015,,,,,0.0001,457.0,187.3049602966929,1.764999979059212e-06,,,,,,,0.0,,,618,0.016719917999580503,,,,,,0.0026883450000241282,,,1680626909.0,0.14831364899964683,0.00042710500019893516,,,,0.1708443809993696,7.312744140625,,,,,,,,14656.0
161,,,3255.0,561895.0,3121.0,,,,2.156999471480958e-06,4425.977856,0.0,0.05721539065266329,89.1911472149182,0.0,5528.276992,,0.0,27130.49088,619,0.016900379999242432,0.0,1043.0,3836.387328,3.0,0.4149999999999636,0.002588796999589249,4.633333333333333,3.5666666666666664,1680626910.0,0.14877777499987133,0.0004447900000741356,2.8640000000000327,0.0,2.719744,,,204789.764096,544543.0,869.904384,0.06289063378162271,4.233333333333333,,410596.0,
161,0.003052721000130987,,,,,0.0001,458.0,186.2992937760659,,,,,,,,0.0,,,620,,,,,,,,,,1680626910.0,,,,,,0.1717666199983796,7.3045654296875,,,,,,,,14688.0
161,0.003175165000357083,,,,,0.0001,459.0,187.3654598882078,1.7340007616439834e-06,,,,,,,0.0,,,621,0.0169184940004925,,,,,,0.0025689409994811285,,,1680626910.0,0.14768276199993124,0.0004421200001161196,,,,0.17078921600113972,7.4200439453125,,,,,,,,14720.0
161,0.0026445680005053873,,,,,0.0001,460.0,188.36742943701682,1.985000380955171e-06,,,,,,,0.0,,,622,0.017028528000082588,,,,,,0.0025066079997486668,,,1680626910.0,0.147262942999987,0.00043611699948087335,,,,0.16988074900018546,7.208251953125,,,,,,,,14752.0
162,,,3271.0,565514.0,3136.0,,,,1.5549994714092463e-06,4416.147456,0.0,0.01634734002716778,87.43360444530508,0.0,5528.276992,,0.0,27130.49088,623,0.016896918999918853,0.0,1047.0,3836.370944,3.0,0.41699999999997317,0.0024698820006960887,4.633333333333333,3.5666666666666664,1680626911.0,0.14931011899989244,0.00042974700045306236,2.8840000000000146,0.0,2.719744,,,204800.090112,548229.0,869.888,0.07208634168193558,4.233333333333333,,413127.0,
162,0.002943871999377734,,,,,0.0001,461.0,185.9901803928955,,,,,,,,0.0,,,624,,,,,,,,,,1680626911.0,,,,,,0.17205209399980959,7.476806640625,,,,,,,,14784.0
162,0.0027910870003324817,,,,,0.0001,462.0,188.30363726177836,1.7189995560329407e-06,,,,,,,0.0,,,625,0.01711105399954249,,,,,,0.002718120999816165,,,1680626911.0,0.14687556300032156,0.0004407559999890509,,,,0.16993829999955778,7.269287109375,,,,,,,,14816.0
162,0.003061495999645558,,,,,0.0001,463.0,185.60405099324254,1.6160001905518584e-06,,,,,,,0.0,,,626,0.01698187100009818,,,,,,0.0025859340003080433,,,1680626911.0,0.14933842800019193,0.000440685000285157,,,,0.17241003000071942,7.1483154296875,,,,,,,,14848.0
163,,,3285.0,569228.0,3149.0,,,,1.6829999367473647e-06,4419.182592,0.0,0.01634795836070215,92.64918037312754,0.0,5528.276992,,0.0,27130.49088,627,0.01685371399980795,0.0,1051.0,3836.387328,3.0,0.41800000000000637,0.0024644529994475306,4.500000000000001,3.5666666666666664,1680626912.0,0.14837139999963256,0.00043009299952245783,2.900000000000034,0.0,2.719744,,,204797.054976,551742.0,869.904384,0.0765911428313045,4.233333333333333,,415628.0,
163,0.003098881000369147,,,,,0.0001,464.0,186.89380992890128,,,,,,,,0.0,,,628,,,,,,,,,,1680626912.0,,,,,,0.1712202239987164,7.4913330078125,,,,,,,,14880.0
163,0.002743846999692323,,,,,0.0001,465.0,189.13823560217384,1.4800007193116471e-06,,,,,,,0.0,,,629,0.016685009000866557,,,,,,0.0024867230004019802,,,1680626912.0,0.14678762499988807,0.0004837400001633796,,,,0.16918842400173162,7.1767578125,,,,,,,,14912.0
163,0.0029026900001554168,,,,,0.0001,466.0,188.7298206451603,2.0190000213915482e-06,,,,,,,0.0,,,630,0.017007066000587656,,,,,,0.0024974560001282953,,,1680626912.0,0.14670469100019545,0.00044062899996788474,,,,0.1695545510010561,6.906494140625,,,,,,,,14944.0
164,,,3307.0,572625.0,3161.0,,,,2.2180001906235702e-06,4418.895872,0.0,0.016348253943607484,85.8983720493628,0.0,5528.276992,,0.0,27130.49088,631,0.016978348999145965,0.0,1055.0,3836.370944,3.0,0.4189999999999827,0.002641007999955036,4.500000000000001,3.5666666666666664,1680626913.0,0.14729289999922912,0.00047806800012040185,2.920000000000016,0.0,2.719744,,,204796.891136,555188.0,869.888,0.07266511505274696,4.233333333333333,,417986.0,
164,0.0030440930004260736,,,,,0.0001,467.0,187.75306032310525,,,,,,,,0.0,,,632,,,,,,,,,,1680626913.0,,,,,,0.17043663599906722,7.247314453125,,,,,,,,14976.0
164,0.002843566999217728,,,,,0.0001,468.0,187.38766475631587,1.6200001482502557e-06,,,,,,,0.0,,,633,0.0166559449999113,,,,,,0.0026167589994656737,,,1680626913.0,0.14818926800035115,0.0004618189996108413,,,,0.17076897799870494,7.380859375,,,,,,,,15008.0
165,0.0031804849995751283,,,,,0.0001,469.0,188.4358841164902,1.6920002963161096e-06,,,,,,,0.0,,,634,0.016908798999793362,,,,,,0.0024759180005275994,,,1680626914.0,0.14681526200001827,0.00043687899960787036,,,,0.16981903499981854,7.2239990234375,,,,,,,,15040.0
165,,,3322.0,576524.0,3174.0,,,,2.042000232904684e-06,4420.046848,0.0,0.1307885206775216,87.92271075091347,0.0,5528.276992,,0.0,27130.49088,635,0.01708896400032245,0.0,1069.0,3836.387328,3.0,0.4230000000000018,0.002549693000219122,4.500000000000001,3.5666666666666664,1680626914.0,0.14740118800000346,0.0005062720001660637,2.9399999999999977,0.0,2.719744,,,204796.248064,558882.0,869.904384,0.0765460891608286,4.233333333333333,,420621.0,
165,0.003042383999854792,,,,,0.0001,470.0,187.5836692767322,,,,,,,,0.0,,,636,,,,,,,,,,1680626914.0,,,,,,0.1705905430007988,7.2176513671875,,,,,,,,15072.0
165,0.002779794000161928,,,,,0.0001,471.0,187.70046703093033,1.8410000848234631e-06,,,,,,,0.0,,,637,0.016701388000001316,,,,,,0.0024760320002314984,,,1680626914.0,0.14801661900037288,0.0005087179997644853,,,,0.17048439200061694,7.23486328125,,,,,,,,15104.0
166,0.0028511009995781933,,,,,0.0001,472.0,187.4198425110596,1.6029998732847162e-06,,,,,,,0.0,,,638,0.016910092999751214,,,,,,0.002659523000147601,,,1680626915.0,0.1478847449998284,0.00043259399990347447,,,,0.17073965899908217,7.0447998046875,,,,,,,,15136.0
166,,,3340.0,579895.0,3187.0,,,,1.9919998521800153e-06,4418.015232,0.0,0.01634806726300902,88.1544621776558,0.0,5528.276992,,0.0,27130.49088,639,0.016861583000718383,0.0,1073.0,3836.370944,3.0,0.4249999999999545,0.002601634999336966,4.500000000000001,3.5666666666666664,1680626915.0,0.147586236999814,0.00048017300014180364,2.9639999999999986,0.0,2.719744,,,204798.27968,562681.0,869.888,0.0766076179203738,4.233333333333333,,423004.0,
166,0.002908980999563937,,,,,0.0001,473.0,187.74869257887403,,,,,,,,0.0,,,640,,,,,,,,,,1680626915.0,,,,,,0.17044060099942726,7.1318359375,,,,,,,,15168.0
166,0.0027976680003121146,,,,,0.0001,474.0,187.2553099743415,1.5099994925549254e-06,,,,,,,0.0,,,641,0.016583708000325714,,,,,,0.0024668750002092565,,,1680626915.0,0.14854765200016118,0.0004922670004816609,,,,0.17088968000098248,7.439697265625,,,,,,,,15200.0
167,0.0029203019994383794,,,,,0.0001,475.0,187.5594512182038,2.095999661833048e-06,,,,,,,0.0,,,642,0.016813125000226137,,,,,,0.002529424999920593,,,1680626916.0,0.1478962090004643,0.0004514129996096017,,,,0.17061256999932084,7.3360595703125,,,,,,,,15232.0
167,,,3358.0,583659.0,3203.0,,,,,4421.025792,0.0,0.016347721137346994,79.34985878267273,0.0,5528.276992,,0.0,27130.49088,643,0.01674269999966782,0.0,1077.0,3836.387328,3.0,0.4259999999999877,0.0024973870004032506,4.500000000000001,3.5666666666666664,1680626916.0,,0.000472810999781359,2.980000000000018,0.0,2.719744,,,204795.26912,565633.0,869.904384,0.08951335195727994,4.233333333333333,,425654.0,
167,0.00293170100030693,,,,,0.0001,476.0,188.38296752676578,1.6469994079670869e-06,,,,,,,0.0,,,644,,,,,,,,,,1680626916.0,0.14722049099964352,,,,,0.16986673699921084,7.3555908203125,,,,,,,,15264.0
167,0.002705011000216473,,,,,0.0001,477.0,186.741022116376,1.985000380955171e-06,,,,,,,0.0,,,645,0.016854816999511968,,,,,,0.0026876270003413083,,,1680626916.0,0.14867019200028153,0.0004406810003274586,,,,0.1713603130010597,7.3575439453125,,,,,,,,15296.0
168,0.0033408790004614275,,,,,0.0001,478.0,185.6376587141362,1.6340000001946464e-06,,,,,,,0.0,,,646,0.017345379999824218,,,,,,0.002712283000619209,,,1680626917.0,0.14851416500005143,0.0004644760001610848,,,,0.17237881700111757,7.244140625,,,,,,,,15328.0
168,,,3379.0,587987.0,3213.0,,,,,4415.950848,0.0,0.016345706899074355,101.55739339714385,0.0,5528.276992,,0.0,27130.49088,647,0.016965327999969304,0.0,1081.0,3836.370944,3.0,0.4269999999999641,0.002537776999815833,4.7,3.6333333333333337,1680626917.0,,0.0004592240002239123,2.9960000000000377,0.0,2.719744,,,204819.177472,569619.0,869.888,0.0716002619976271,4.233333333333333,,428482.0,
168,0.0030232489998525125,,,,,0.0001,479.0,189.50853507950433,1.4950001059332862e-06,,,,,,,0.0,,,648,,,,,,,,,,1680626917.0,0.1458707570000115,,,,,0.168857829999979,7.0926513671875,,,,,,,,15360.0
168,0.002862998999262345,,,,,0.0001,480.0,188.64125342547518,1.7519996617920697e-06,,,,,,,0.0,,,649,0.017280643000049167,,,,,,0.002549869999711518,,,1680626917.0,0.14648712300004263,0.0004517699999269098,,,,0.16963415699865436,7.354736328125,,,,,,,,15392.0
169,0.003166411000165681,,,,,0.0001,481.0,186.04889673182325,1.5480000001844019e-06,,,,,,,0.0,,,650,0.01711834700017789,,,,,,0.0025652799995441455,,,1680626918.0,0.14864593600032094,0.0005002729994885158,,,,0.17199779499969736,7.256103515625,,,,,,,,15424.0
169,,,3398.0,591970.0,3220.0,,,,,4418.82624,0.0,0.016346815050290363,113.07951618246027,0.0,5528.276992,,0.0,27130.49088,651,0.017059028000403487,0.0,1085.0,3836.387328,3.0,0.42799999999999727,0.0027311759995427565,4.7,3.6333333333333337,1680626918.0,,0.0005219590002525365,3.0160000000000196,0.0,2.719744,,,204816.232448,573738.0,869.904384,0.42955886026823376,4.233333333333333,,431271.0,
169,0.0027255129998593475,,,,,0.0001,482.0,187.432774233702,1.7900001694215462e-06,,,,,,,0.0,,,652,,,,,,,,,,1680626918.0,0.14768841299974156,,,,,0.1707278789999691,7.3292236328125,,,,,,,,15456.0
169,0.0032521819994144607,,,,,0.0001,483.0,187.2099562001991,1.722999513731338e-06,,,,,,,0.0,,,653,0.017014164000102028,,,,,,0.002636617000462138,,,1680626918.0,0.14759193600002618,0.00043445800019981107,,,,0.17093107999971835,7.141845703125,,,,,,,,15488.0
170,0.002832406000379706,,,,,0.0001,484.0,187.58263674472886,1.8029995771939866e-06,,,,,,,0.0,,,654,0.017063017000509717,,,,,,0.002522051000596548,,,1680626919.0,0.1476929629998267,0.0004792420004378073,,,,0.17059148200132768,7.241943359375,,,,,,,,15520.0
170,,,3420.0,594690.0,3227.0,,,,,4421.136384,0.0,0.11443608969260961,96.7414412522846,0.0,5528.276992,,0.0,27130.49088,655,0.017006220999974175,0.0,1098.0,3836.370944,3.0,0.4329999999999927,0.0026323109996155836,4.7,3.6333333333333337,1680626919.0,,0.0004375079997771536,3.0400000000000205,0.0,2.719744,,,204813.910016,577223.0,869.888,0.04684887070285368,4.233333333333333,,433307.0,
170,0.003079446999436186,,,,,0.0001,485.0,188.16488503296893,1.7060001482605003e-06,,,,,,,0.0,,,656,,,,,,,,,,1680626919.0,0.1469064189996061,,,,,0.17006361199855746,7.1995849609375,,,,,,,,15552.0
170,0.0030281030003607157,,,,,0.0001,486.0,189.070125471208,1.9259996406617574e-06,,,,,,,0.0,,,657,0.017072915000426292,,,,,,0.00248660600027506,,,1680626919.0,0.1462056880000091,0.0004541339994830196,,,,0.16924937200019485,7.206787109375,,,,,,,,15584.0
171,0.0027945140000156243,,,,,0.0001,487.0,187.6029903779298,1.3700000636163168e-06,,,,,,,0.0,,,658,0.01692539099985879,,,,,,0.002726649000578618,,,1680626920.0,0.147647899999356,0.00047714999982417794,,,,0.17057297399969684,7.0203857421875,,,,,,,,15616.0
171,,,3436.0,597510.0,3234.0,,,,,4422.864896,0.0,0.01634850285770425,100.36193434002357,0.0,5528.276992,,0.0,27130.49088,659,0.017109707000599883,0.0,1102.0,3836.387328,3.0,0.4339999999999691,0.0026631969994923566,4.7,3.6333333333333337,1680626920.0,,0.00044081000032747397,3.0600000000000023,0.0,2.719744,,,204812.230656,580847.0,869.904384,0.07237884540544198,4.233333333333333,,435440.0,
171,0.0031390559997817036,,,,,0.0001,488.0,185.5643733107629,1.7059992387657985e-06,,,,,,,0.0,,,660,,,,,,,,,,1680626920.0,0.14909241900022607,,,,,0.17244689499966626,7.1717529296875,,,,,,,,15648.0
171,0.0033145079996756976,,,,,0.0001,489.0,187.09818399411836,1.7350002963212319e-06,,,,,,,0.0,,,661,0.017622610999751487,,,,,,0.0026002069998867228,,,1680626920.0,0.14666835499974695,0.0008257780000349157,,,,0.1710331939993921,7.3070068359375,,,,,,,,15680.0
172,0.002708179999899585,,,,,0.0001,490.0,187.57766887759448,2.136000148311723e-06,,,,,,,0.0,,,662,0.017131037000581273,,,,,,0.002560464999987744,,,1680626921.0,0.14770884200061118,0.00048533999961364316,,,,0.17059600000084174,7.3463134765625,,,,,,,,15712.0
172,,,3463.0,600892.0,3240.0,,,,,4403.990528,0.0,0.016345792428521792,121.05420914277661,0.0,5528.276992,,0.0,27130.49088,663,,0.0,1106.0,3836.370944,3.0,0.4350000000000023,0.002511750999474316,4.7,3.6333333333333337,1680626921.0,,,3.076000000000022,0.0,2.719744,,,204831.219712,584365.0,869.888,0.14956240449755479,4.233333333333333,,438060.0,
172,0.003173866999532038,,,,,0.0001,491.0,188.5715926987234,2.0560000848490745e-06,,,,,,,0.0,,,664,0.017881893999401655,,,,,,,,,1680626921.0,0.14566151199960586,0.0004657419995055534,,,,0.16969682199760427,7.3619384765625,,,,,,,,15744.0
172,0.003032217000509263,,,,,0.0001,492.0,187.88654905273953,1.8229993656859733e-06,,,,,,,0.0,,,665,0.017276859000048717,,,,,,0.0029035210000074585,,,1680626921.0,0.1463978669999051,0.0007032579997030552,,,,0.17031554499953927,7.6529541015625,,,,,,,,15776.0
173,,,3496.0,603407.0,3244.0,,,,1.9449998944764957e-06,4402.733056,0.0,0.01226115545842366,85.52728275432396,0.0,5528.276992,,0.0,27130.49088,666,0.017443573000491597,0.0,1109.0,3836.370944,3.0,0.4359999999999786,0.0026499860005060327,4.566666666666666,3.6000000000000005,1680626922.0,0.1504042809992825,0.00048717099980422063,3.0920000000000414,0.0,2.719744,,,204813.201408,587026.0,869.888,0.05669986144741856,4.233333333333333,,440053.0,
173,0.003323984000417113,,,,,0.0001,493.0,183.57998643072727,,,,,,,,0.0,,,667,,,,,,,,,,1680626922.0,,,,,,0.17431094000039593,6.92138671875,,,,,,,,15808.0
173,0.0029774989998259116,,,,,0.0001,494.0,187.04539384051213,1.7000002117129043e-06,,,,,,,0.0,,,668,0.01708809200044925,,,,,,0.0025157550007861573,,,1680626922.0,0.14805698899999697,0.00044143000013718847,,,,0.1710814650014072,7.625,,,,,,,,15840.0
173,0.002850054999726126,,,,,0.0001,495.0,187.93007467327,2.2479998733615503e-06,,,,,,,0.0,,,669,0.017321311000159767,,,,,,0.0025729519993547,,,1680626922.0,0.14680730100008077,0.0007222320000437321,,,,0.17027609899923846,6.9417724609375,,,,,,,,15872.0
174,,,3515.0,606642.0,3252.0,,,,1.7030006347340532e-06,4401.864704,0.0,0.08582845569650562,99.49235862261176,0.0,5528.276992,,0.0,27130.49088,670,0.017212411999935284,0.0,1116.0,3836.387328,3.0,0.43899999999996453,0.002539834999879531,4.566666666666666,3.6000000000000005,1680626923.0,0.14966542399997707,0.0004688099998020334,3.112000000000023,0.0,2.719744,,,204813.68064,589376.0,869.904384,0.06950412609787648,4.233333333333333,,442615.0,
174,0.0028210749997015228,,,,,0.0001,496.0,185.28248100475574,,,,,,,,0.0,,,671,,,,,,,,,,1680626923.0,,,,,,0.17270925899993017,7.337158203125,,,,,,,,15904.0
174,0.0031165749996944214,,,,,0.0001,497.0,185.22015406558654,1.59599949256517e-06,,,,,,,0.0,,,672,0.017572398000083922,,,,,,0.0028551789991979604,,,1680626923.0,0.14847643499979313,0.0007451930005117902,,,,0.1727673759987738,7.4613037109375,,,,,,,,15936.0
174,0.002903791000790079,,,,,0.0001,498.0,187.53645496291952,1.5599998732795939e-06,,,,,,,0.0,,,673,0.016981867000140483,,,,,,0.0027899439992324915,,,1680626923.0,0.1474899099994218,0.0004664190000767121,,,,0.17063349099953484,7.3740234375,,,,,,,,15968.0
175,,,3538.0,609798.0,3258.0,,,,2.0960005713277496e-06,4403.019776,0.0,0.053128564399299145,89.92002340097369,0.0,5528.276992,,0.0,27130.49088,674,0.01720955699965998,0.0,1125.0,3836.370944,3.0,0.4420000000000073,0.0024768009998297202,4.566666666666666,3.6000000000000005,1680626924.0,0.14883974100030173,0.00044898299984197365,3.132000000000005,0.0,2.719744,,,204812.578816,593144.0,869.888,0.08185598375539706,4.233333333333333,,444885.0,
175,0.0032586469997113454,,,,,0.0001,499.0,185.79177705924764,,,,,,,,0.0,,,675,,,,,,,,,,1680626924.0,,,,,,0.17223582499991608,7.0919189453125,,,,,,,,16000.0
175,0.002966099999866856,,,,,0.0001,500.0,188.6400835568905,1.7339998521492817e-06,,,,,,,0.0,,,676,0.0171164929997758,,,,,,0.0026282420003553852,,,1680626924.0,0.14645036500041897,0.00047227499999280553,,,,0.16963520900026197,7.259765625,,,,,,,,16032.0
176,0.0028525429997898755,,,,,0.0001,501.0,187.4441925179052,1.8079999790643342e-06,,,,,,,0.0,,,677,0.01719457500075805,,,,,,0.002594296000097529,,,1680626925.0,0.14756626500002312,0.0005079920001662686,,,,0.1707174790008139,7.204345703125,,,,,,,,16064.0
176,,,3557.0,613336.0,3269.0,,,,1.7430002117180265e-06,4400.652288,0.0,0.01634793503349793,98.642881210949,0.0,5528.276992,,0.0,27130.49088,678,0.017207505999977002,0.0,1129.0,3836.387328,3.0,0.44299999999998363,0.0028603689997908077,4.566666666666666,3.6000000000000005,1680626925.0,0.1493422780004039,0.0004516019998845877,3.1480000000000246,0.0,2.719744,,,204814.999552,596195.0,869.904384,0.06844899555288524,4.233333333333333,,447353.0,
176,0.0028406609999365173,,,,,0.0001,502.0,185.2879524456739,,,,,,,,0.0,,,679,,,,,,,,,,1680626925.0,,,,,,0.17270415900020453,7.1038818359375,,,,,,,,16096.0
176,0.0030325549996632617,,,,,0.0001,503.0,187.42994732551378,1.7849997675511986e-06,,,,,,,0.0,,,680,0.017221564999999828,,,,,,0.0027789839996330556,,,1680626925.0,0.14720764800040342,0.00048791700010042405,,,,0.17073045399956754,7.14501953125,,,,,,,,16128.0
177,0.0028760370005329605,,,,,0.0001,504.0,187.9183521286876,1.7840002328739502e-06,,,,,,,0.0,,,681,0.01745040199966752,,,,,,0.00270215399996232,,,1680626926.0,0.146780609000416,0.000475735000691202,,,,0.17028672100150288,7.05126953125,,,,,,,,16160.0
177,,,3574.0,616962.0,3282.0,,,,1.8289993022335693e-06,4381.560832,0.0,0.016348728435391435,117.89768167947558,0.0,5528.276992,,0.0,27130.49088,682,0.0176173359996028,0.0,1133.0,3836.370944,3.0,0.44399999999996,0.0026921779999611317,4.566666666666666,3.6000000000000005,1680626926.0,0.148540027999843,0.0004721300001619966,3.164000000000044,0.0,2.719744,,,204834.586624,600158.0,869.888,0.09393334353424058,4.233333333333333,,449924.0,
177,0.0031105400003070827,,,,,0.0001,505.0,185.57820610463162,,,,,,,,0.0,,,683,,,,,,,,,,1680626926.0,,,,,,0.17243404099917825,7.333740234375,,,,,,,,16192.0
