03_hivemind/epoch_s,03_hivemind/total_training_samples,04_peers/peer_3_epoch,03_hivemind/epoch_based_sps,03_hivemind/next_fetch_time_s,04_peers/peer_3_samples_per_second,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,04_peers/peer_1_epoch_oos,04_peers/peer_2_samples_per_second,03_hivemind/per_epoch_training_samples,_step,03_hivemind/undershot_TBS,04_peers/peer_1_samples_per_second,_timestamp,03_hivemind/reached_TBS,_runtime,04_peers/peer_2_epoch,03_hivemind/num_clients,03_hivemind/global_samples_accumulated,03_hivemind/actual_total_samples_per_second,03_hivemind/overshot_TBS,04_peers/peer_2_epoch_oos,04_peers/peer_3_epoch_oos,04_peers/peer_1_samples_accumulated,04_peers/peer_3_samples_accumulated,04_peers/peer_1_epoch,03_hivemind/global_epoch,03_hivemind/eta_next_epoch_s,04_peers/peer_2_samples_accumulated,03_hivemind/estimated_current_samples
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,429,,119.54,1681387556.0,,559,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,52520
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,430,,119.54,1681387557.0,,560,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,53115
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,431,,119.54,1681387558.0,,561,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,53709
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,432,,119.54,1681387559.0,,562,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,54301
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,433,,119.54,1681387560.0,,563,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,54894
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,434,,119.54,1681387562.0,,565,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,55487
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,435,,119.54,1681387563.0,,566,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,56079
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,436,,119.54,1681387564.0,,567,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,56672
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,437,,119.54,1681387565.0,,568,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,57267
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,438,,119.54,1681387566.0,,569,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,57861
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,439,,119.54,1681387568.0,,571,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,58457
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,440,,119.54,1681387569.0,,572,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,59052
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,441,,119.54,1681387570.0,,573,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,59646
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,442,,119.54,1681387571.0,,574,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,60239
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,443,,119.54,1681387572.0,,575,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,60838
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,444,,119.54,1681387573.0,,576,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,61432
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,445,,119.54,1681387575.0,,578,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,62027
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,446,,119.54,1681387576.0,,579,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,62623
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,447,,119.54,1681387577.0,,580,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,63220
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,448,,119.54,1681387578.0,,581,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,63814
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,449,,119.54,1681387579.0,,582,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,64408
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,450,,119.54,1681387581.0,,584,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,65001
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,451,,119.54,1681387582.0,,585,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,65596
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,452,,119.54,1681387583.0,,586,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,66195
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,453,,119.54,1681387584.0,,587,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,66789
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,454,,119.54,1681387585.0,,588,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,67381
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,455,,119.54,1681387587.0,,590,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,67974
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,456,,119.54,1681387588.0,,591,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,68570
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,457,,119.54,1681387589.0,,592,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,69165
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,458,,119.54,1681387590.0,,593,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,69755
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,459,,119.54,1681387591.0,,594,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,70349
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,460,,119.54,1681387592.0,,595,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,70940
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,461,,119.54,1681387594.0,,597,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,71532
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,462,,119.54,1681387595.0,,598,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,72127
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,463,,119.54,1681387596.0,,599,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,72722
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,464,,119.54,1681387597.0,,600,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,73317
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,465,,119.54,1681387598.0,,601,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,73912
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,466,,119.54,1681387600.0,,603,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,74508
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,467,,119.54,1681387601.0,,604,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,75104
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,468,,119.54,1681387602.0,,605,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,75696
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,469,,119.54,1681387603.0,,606,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,76290
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,470,,119.54,1681387604.0,,607,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,76888
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,471,,119.54,1681387606.0,,609,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,77483
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,472,,119.54,1681387607.0,,610,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,78082
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,473,,119.54,1681387608.0,,611,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,78677
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,474,,119.54,1681387609.0,,612,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,79272
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,475,,119.54,1681387610.0,,613,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,79868
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,476,,119.54,1681387611.0,,614,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,80462
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,477,,119.54,1681387613.0,,616,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,81057
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,478,,119.54,1681387614.0,,617,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,81652
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,479,,119.54,1681387615.0,,618,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,82246
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,480,,119.54,1681387616.0,,619,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,82839
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,481,,119.54,1681387617.0,,620,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,83437
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,482,,119.54,1681387619.0,,622,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,84028
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,483,,119.54,1681387620.0,,623,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,84621
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,484,,119.54,1681387621.0,,624,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,85214
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,485,,119.54,1681387622.0,,625,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,85808
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,486,,119.54,1681387623.0,,626,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,86401
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,487,,119.54,1681387624.0,,627,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,86995
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,488,,119.54,1681387626.0,,629,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,87594
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,489,,119.54,1681387627.0,,630,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,88188
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,490,,119.54,1681387628.0,,631,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,88782
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,491,,119.54,1681387629.0,,632,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,89375
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,492,,119.54,1681387630.0,,633,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,89969
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,493,,119.54,1681387632.0,,635,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,90566
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,494,,119.54,1681387633.0,,636,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,91158
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,495,,119.54,1681387634.0,,637,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,91755
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,496,,119.54,1681387635.0,,638,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,92345
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,497,,119.54,1681387636.0,,639,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,92941
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,498,,119.54,1681387638.0,,641,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,93539
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,499,,119.54,1681387639.0,,642,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,94133
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,500,,119.54,1681387640.0,,643,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,94724
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,501,,119.54,1681387641.0,,644,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,95318
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,502,,119.54,1681387642.0,,645,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,95914
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,503,,119.54,1681387643.0,,646,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,96509
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,504,,119.54,1681387645.0,,648,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,97104
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,505,,119.54,1681387646.0,,649,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,97697
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,506,,119.54,1681387647.0,,650,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,98292
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,507,,119.54,1681387648.0,,651,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,98886
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,508,,119.54,1681387649.0,,652,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,99485
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,509,,119.54,1681387651.0,,654,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,100080
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,510,,119.54,1681387652.0,,655,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,100671
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,511,,119.54,1681387653.0,,656,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,101262
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,512,,119.54,1681387654.0,,657,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,101856
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,513,,119.54,1681387655.0,,658,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,102459
,,2.0,,10.0,120.83,501.2793102021545,3,0.0,260.91,,514,,119.54,1681387657.0,,660,2.0,0,0,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,3,64.6,16704.0,383
206.55313453404233,98464.0,3.0,158.9518361658603,10.0,120.83,501.2793102021545,3,0.0,260.91,32832.0,515,0.0,119.54,1681387658.0,0.0,661,3.0,0,0,501.2793102021545,3.0,0.0,0.0,0.0,0.0,3.0,3,63.42,0.0,978
,,3.0,,10.0,120.83,501.2793102021545,3,0.0,260.91,,516,,119.54,1681387659.0,,662,3.0,0,0,501.2793102021545,,0.0,0.0,0.0,0.0,3.0,3,62.23,0.0,1575
,,3.0,,10.0,120.83,501.2793102021545,3,0.0,260.91,,517,,119.54,1681387660.0,,663,3.0,0,0,501.2793102021545,,0.0,0.0,0.0,0.0,3.0,3,61.04,0.0,2171
,,3.0,,10.0,120.83,120.8301997394821,1,0.0,260.91,,518,,119.54,1681387661.0,,664,3.0,0,0,120.8301997394821,,0.0,0.0,0.0,0.0,3.0,3,265.84,0.0,646
