04_peers/peer_4_epoch_oos,03_hivemind/epoch_based_sps,04_peers/peer_4_samples_accumulated,03_hivemind/optimistic_total_samples_per_second,03_hivemind/reached_TBS,04_peers/peer_2_samples_accumulated,04_peers/peer_3_samples_accumulated,04_peers/peer_1_samples_accumulated,03_hivemind/epoch_s,04_peers/peer_3_epoch,03_hivemind/overshot_TBS,04_peers/peer_2_samples_per_second,04_peers/peer_3_samples_per_second,04_peers/peer_5_samples_accumulated,03_hivemind/actual_total_samples_per_second,_runtime,04_peers/peer_4_epoch,04_peers/peer_3_epoch_oos,03_hivemind/eta_next_epoch_s,03_hivemind/next_fetch_time_s,03_hivemind/total_training_samples,03_hivemind/estimated_current_samples,03_hivemind/global_samples_accumulated,_step,04_peers/peer_1_epoch,04_peers/peer_2_epoch,04_peers/peer_5_epoch,04_peers/peer_4_samples_per_second,04_peers/peer_5_samples_per_second,03_hivemind/num_peers,03_hivemind/num_clients,03_hivemind/undershot_TBS,04_peers/peer_2_epoch_oos,04_peers/peer_5_epoch_oos,03_hivemind/per_epoch_training_samples,_timestamp,04_peers/peer_1_epoch_oos,04_peers/peer_1_samples_per_second,03_hivemind/global_epoch
,,,153.13852055911764,,,,,,,,,,,153.13852055911764,43,,,206.46,10.0,,1152,1120,0,,,,,,3,0,,,,,1681406373.0,,,0
,,,204.95487481624792,,416.0,224.0,480.0,,0.0,,55.95,30.17,,204.95487481624792,44,,0.0,152.29,10.0,,1556,1536,1,0.0,0.0,,,,3,0,,0.0,,,1681406374.0,0.0,67.01,0
,,,245.90796364657209,,544.0,352.0,640.0,,0.0,,71.61,48.4,,245.90796364657209,45,,0.0,125.35,10.0,,1944,1920,2,0.0,0.0,,,,3,0,,0.0,,,1681406375.0,0.0,84.95,0
,,,278.80739981805044,,672.0,480.0,768.0,,0.0,,84.57,65.41,,278.80739981805044,46,,0.0,109.18,10.0,,2329,2304,3,0.0,0.0,,,,3,0,,0.0,,,1681406376.0,0.0,95.93,0
,,,303.96469543316533,,800.0,608.0,896.0,,0.0,,94.66,80.0,,303.96469543316533,47,,0.0,98.88,10.0,,2713,2688,4,0.0,0.0,,,,3,0,,0.0,,,1681406377.0,0.0,104.15,0
,,,320.90512496592225,,928.0,736.0,1024.0,,0.0,,102.19,91.73,,320.90512496592225,48,,0.0,92.47,10.0,,3094,3040,5,0.0,0.0,,,,3,0,,0.0,,,1681406378.0,0.0,110.04,0
,,,334.07042410256355,,1024.0,864.0,1152.0,,0.0,,106.35,100.57,,334.07042410256355,49,,0.0,87.68,10.0,,3478,3424,6,0.0,0.0,,,,3,0,,0.0,,,1681406379.0,0.0,113.99,0
,,,343.40301872895736,,1152.0,992.0,1280.0,,0.0,,110.36,107.01,,343.40301872895736,50,,0.0,84.18,10.0,,3860,3808,7,0.0,0.0,,,,3,0,,0.0,,,1681406380.0,0.0,116.7,0
,,,349.2597268184826,,1280.0,1120.0,1408.0,,0.0,,113.11,111.69,,349.2597268184826,51,,0.0,81.68,10.0,,4239,4192,8,0.0,0.0,,,,3,0,,0.0,,,1681406381.0,0.0,118.61,0
,,,353.83202815750144,,1408.0,1248.0,1536.0,,0.0,,114.89,114.58,,353.83202815750144,55,,0.0,76.55,10.0,,5682,4576,9,0.0,0.0,,,,3,0,,0.0,,,1681406385.0,0.0,119.79,0
,,,1073.2136128086213,,1536.0,1376.0,1664.0,,0.0,,116.35,116.7,,1073.2136128086213,57,,0.0,20.72,10.0,,10530,10368,10,0.0,0.0,,,,5,0,,0.0,,,1681406387.0,0.0,120.78,0
0.0,,4096.0,1346.4585706537803,,2016.0,1856.0,2144.0,,0.0,,117.72,119.62,256.0,1346.4585706537803,58,0.0,0.0,14.93,9.33,,12668,12416,11,0.0,0.0,0.0,707.39,6.83,5,0,,0.0,0.0,,1681406388.0,0.0,121.65,0
0.0,,5632.0,1720.8643739311924,,2144.0,1984.0,2272.0,,0.0,,117.74,119.95,384.0,1720.8643739311924,59,0.0,0.0,10.21,6.38,,15190,14976,12,0.0,0.0,0.0,974.73,12.47,5,0,,0.0,0.0,,1681406389.0,0.0,121.57,0
0.0,,7680.0,1881.1938204192381,,2272.0,2112.0,2400.0,,0.0,,117.82,120.22,512.0,1881.1938204192381,60,0.0,0.0,8.14,5.09,,17461,17280,13,0.0,0.0,0.0,1341.29,20.07,5,0,,0.0,0.0,,1681406390.0,0.0,121.46,0
0.0,,9472.0,1708.3454350208658,,2400.0,2240.0,2528.0,,0.0,,117.85,120.36,640.0,1708.3454350208658,61,0.0,0.0,7.92,4.95,,19233,19072,14,0.0,0.0,0.0,1491.57,29.8,5,0,,0.0,0.0,,1681406391.0,0.0,121.61,0
0.0,,10752.0,1934.40376541906,,2528.0,2368.0,2656.0,,0.0,,117.97,120.18,768.0,1934.40376541906,62,0.0,0.0,5.75,3.59,,21642,21376,15,0.0,0.0,0.0,1307.17,41.47,5,0,,0.0,0.0,,1681406392.0,0.0,121.56,0
0.0,,12544.0,1866.1061546798135,,2656.0,2496.0,2784.0,,0.0,,117.96,120.2,896.0,1866.1061546798135,63,0.0,0.0,4.97,3.11,,23486,23136,16,0.0,0.0,0.0,1520.3,54.46,5,0,,0.0,0.0,,1681406393.0,0.0,121.48,0
0.0,,13824.0,1746.0422435053902,,2752.0,2624.0,2912.0,,0.0,,117.78,120.24,1024.0,1746.0422435053902,64,0.0,0.0,4.32,2.7,,25228,24928,17,0.0,0.0,0.0,1438.85,67.76,5,0,,0.0,0.0,,1681406394.0,0.0,121.48,0
0.0,,15104.0,1943.2481449488605,,2880.0,2752.0,3040.0,,0.0,,117.75,120.1,1152.0,1943.2481449488605,65,0.0,0.0,2.65,1.66,,27612,26976,18,0.0,0.0,0.0,1306.34,80.19,5,0,,0.0,0.0,,1681406395.0,0.0,121.66,0
0.0,,16640.0,1915.6649075832242,,3008.0,2880.0,3168.0,,0.0,,117.81,120.09,1280.0,1915.6649075832242,66,0.0,0.0,1.7,1.06,,29518,29312,19,0.0,0.0,0.0,1492.98,90.74,5,0,,0.0,0.0,,1681406396.0,0.0,121.62,0
0.0,,18432.0,1933.0543657349147,,3136.0,3008.0,3328.0,,0.0,,117.62,120.21,1408.0,1933.0543657349147,67,0.0,0.0,0.63,0.5,,31558,31360,20,0.0,0.0,0.0,1456.89,99.4,5,0,,0.0,0.0,,1681406397.0,0.0,121.54,0
0.0,,19968.0,1839.2582530607456,,3264.0,3136.0,3456.0,,0.0,,117.53,120.08,1536.0,1839.2582530607456,68,0.0,0.0,0.0,0.5,,33425,32768,21,0.0,0.0,0.0,1467.78,105.99,5,0,,0.0,0.0,,1681406398.0,0.0,121.68,0
0.0,,20992.0,1839.2582530607456,,3360.0,3232.0,3552.0,,0.0,,117.49,120.1,1632.0,1839.2582530607456,69,0.0,0.0,0.0,0.5,,35385,32768,22,0.0,0.0,0.0,1370.28,109.7,5,0,,0.0,0.0,,1681406399.0,0.0,121.69,0
0.0,,20992.0,1839.2582530607456,,3360.0,3232.0,3552.0,,0.0,,117.49,120.1,1632.0,1839.2582530607456,70,0.0,0.0,0.0,0.5,,37342,32768,23,0.0,0.0,0.0,1370.28,109.7,5,0,,0.0,0.0,,1681406400.0,0.0,121.69,0
0.0,,20992.0,1839.2582530607456,,3360.0,3232.0,3552.0,,0.0,,117.49,120.1,1632.0,1839.2582530607456,71,0.0,0.0,0.0,0.5,,39295,32768,24,0.0,0.0,0.0,1370.28,109.7,5,0,,0.0,0.0,,1681406401.0,0.0,121.69,0
0.0,,20992.0,1839.2582530607456,,3360.0,3232.0,3552.0,,0.0,,117.49,120.1,1632.0,1839.2582530607456,72,0.0,0.0,0.0,0.5,,41259,32768,25,0.0,0.0,0.0,1370.28,109.7,5,0,,0.0,0.0,,1681406402.0,0.0,121.69,0
0.0,,20992.0,1839.2582530607456,,3360.0,3232.0,3552.0,,0.0,,117.49,120.1,1632.0,1839.2582530607456,74,0.0,0.0,0.0,0.5,,43224,32768,26,0.0,0.0,0.0,1370.28,109.7,5,0,,0.0,0.0,,1681406404.0,0.0,121.69,0
0.0,,20992.0,1839.2582530607456,,3360.0,3232.0,3552.0,,0.0,,117.49,120.1,1632.0,1839.2582530607456,75,0.0,0.0,0.0,0.5,,45184,32768,27,0.0,0.0,0.0,1370.28,109.7,5,0,,0.0,0.0,,1681406405.0,0.0,121.69,0
0.0,,20992.0,1839.2582530607456,,3360.0,3232.0,3552.0,,0.0,,117.49,120.1,1632.0,1839.2582530607456,76,0.0,0.0,0.0,0.5,,47158,32768,28,0.0,0.0,0.0,1370.28,109.7,5,0,,0.0,0.0,,1681406406.0,0.0,121.69,0
0.0,,20992.0,1839.2582530607456,,3360.0,3232.0,3552.0,,0.0,,117.49,120.1,1632.0,1839.2582530607456,77,0.0,0.0,0.0,0.5,,49100,32768,29,0.0,0.0,0.0,1370.28,109.7,5,0,,0.0,0.0,,1681406407.0,0.0,121.69,0
0.0,,20992.0,1839.2582530607456,,3360.0,3232.0,3552.0,,0.0,,117.49,120.1,1632.0,1839.2582530607456,78,0.0,0.0,0.0,0.5,,51047,32768,30,0.0,0.0,0.0,1370.28,109.7,5,0,,0.0,0.0,,1681406408.0,0.0,121.69,0
0.0,,20992.0,1839.2582530607456,,3360.0,3232.0,3552.0,,0.0,,117.49,120.1,1632.0,1839.2582530607456,79,0.0,0.0,0.0,0.5,,53042,32768,31,0.0,0.0,0.0,1370.28,109.7,5,0,,0.0,0.0,,1681406409.0,0.0,121.69,0
0.0,,20992.0,1839.2582530607456,,3360.0,3232.0,3552.0,,0.0,,117.49,120.1,1632.0,1839.2582530607456,80,0.0,0.0,0.0,0.5,,54993,32768,32,0.0,0.0,0.0,1370.28,109.7,5,0,,0.0,0.0,,1681406410.0,0.0,121.69,0
0.0,,20992.0,1839.2582530607456,,3360.0,3232.0,3552.0,,0.0,,117.49,120.1,1632.0,1839.2582530607456,81,0.0,0.0,0.0,0.5,,56949,32768,33,0.0,0.0,0.0,1370.28,109.7,5,0,,0.0,0.0,,1681406411.0,0.0,121.69,0
0.0,,20992.0,1839.2582530607456,,3360.0,3232.0,3552.0,,0.0,,117.49,120.1,1632.0,1839.2582530607456,82,0.0,0.0,0.0,0.5,,58905,32768,34,0.0,0.0,0.0,1370.28,109.7,5,0,,0.0,0.0,,1681406412.0,0.0,121.69,0
0.0,,20992.0,1839.2582530607456,,3360.0,3232.0,3552.0,,0.0,,117.49,120.1,1632.0,1839.2582530607456,83,0.0,0.0,0.0,0.5,,60863,32768,35,0.0,0.0,0.0,1370.28,109.7,5,0,,0.0,0.0,,1681406413.0,0.0,121.69,0
0.0,,20992.0,1839.2582530607456,,3360.0,3232.0,3552.0,,0.0,,117.49,120.1,1632.0,1839.2582530607456,84,0.0,0.0,0.0,0.5,,62810,32768,36,0.0,0.0,0.0,1370.28,109.7,5,0,,0.0,0.0,,1681406414.0,0.0,121.69,0
0.0,,20992.0,1839.2582530607456,,3360.0,3232.0,3552.0,,0.0,,117.49,120.1,1632.0,1839.2582530607456,85,0.0,0.0,0.0,0.5,,64759,32768,37,0.0,0.0,0.0,1370.28,109.7,5,0,,0.0,0.0,,1681406415.0,0.0,121.69,0
0.0,,20992.0,1839.2582530607456,,3360.0,3232.0,3552.0,,0.0,,117.49,120.1,1632.0,1839.2582530607456,86,0.0,0.0,0.0,0.5,,66740,32768,38,0.0,0.0,0.0,1370.28,109.7,5,0,,0.0,0.0,,1681406416.0,0.0,121.69,0
0.0,,20992.0,1839.2582530607456,,3360.0,3232.0,3552.0,,0.0,,117.49,120.1,1632.0,1839.2582530607456,87,0.0,0.0,0.0,0.5,,68870,32768,39,0.0,0.0,0.0,1370.28,109.7,5,0,,0.0,0.0,,1681406417.0,0.0,121.69,0
0.0,,20992.0,1839.2582530607456,,3360.0,3232.0,3552.0,,0.0,,117.49,120.1,1632.0,1839.2582530607456,89,0.0,0.0,0.0,0.5,,70827,32768,40,0.0,0.0,0.0,1370.28,109.7,5,0,,0.0,0.0,,1681406419.0,0.0,121.69,0
0.0,,20992.0,1839.2582530607456,,3360.0,3232.0,3552.0,,0.0,,117.49,120.1,1632.0,1839.2582530607456,90,0.0,0.0,0.0,0.5,,72772,32768,41,0.0,0.0,0.0,1370.28,109.7,5,0,,0.0,0.0,,1681406420.0,0.0,121.69,0
0.0,,20992.0,1839.2582530607456,,3360.0,3232.0,3552.0,,0.0,,117.49,120.1,1632.0,1839.2582530607456,91,0.0,0.0,0.0,0.5,,74723,32768,42,0.0,0.0,0.0,1370.28,109.7,5,0,,0.0,0.0,,1681406421.0,0.0,121.69,0
0.0,,20992.0,1839.2582530607456,,3360.0,3232.0,3552.0,,0.0,,117.49,120.1,1632.0,1839.2582530607456,92,0.0,0.0,0.0,0.5,,76678,32768,43,0.0,0.0,0.0,1370.28,109.7,5,0,,0.0,0.0,,1681406422.0,0.0,121.69,0
0.0,,20992.0,1839.2582530607456,,3360.0,3232.0,3552.0,,0.0,,117.49,120.1,1632.0,1839.2582530607456,93,0.0,0.0,0.0,0.5,,78627,32768,44,0.0,0.0,0.0,1370.28,109.7,5,0,,0.0,0.0,,1681406423.0,0.0,121.69,0
0.0,,20992.0,1839.2582530607456,,3360.0,3232.0,3552.0,,0.0,,117.49,120.1,1632.0,1839.2582530607456,94,0.0,0.0,0.0,0.5,,80576,32768,45,0.0,0.0,0.0,1370.28,109.7,5,0,,0.0,0.0,,1681406424.0,0.0,121.69,0
0.0,,20992.0,1839.2582530607456,,3360.0,3232.0,3552.0,,0.0,,117.49,120.1,1632.0,1839.2582530607456,95,0.0,0.0,0.0,0.5,,82537,32768,46,0.0,0.0,0.0,1370.28,109.7,5,0,,0.0,0.0,,1681406425.0,0.0,121.69,0
0.0,,20992.0,1839.2582530607456,,3360.0,3232.0,3552.0,,0.0,,117.49,120.1,1632.0,1839.2582530607456,96,0.0,0.0,0.0,0.5,,84489,32768,47,0.0,0.0,0.0,1370.28,109.7,5,0,,0.0,0.0,,1681406426.0,0.0,121.69,0
0.0,,20992.0,1839.2582530607456,,3360.0,3232.0,3552.0,,0.0,,117.49,120.1,1632.0,1839.2582530607456,97,0.0,0.0,0.0,0.5,,86442,32768,48,0.0,0.0,0.0,1370.28,109.7,5,0,,0.0,0.0,,1681406427.0,0.0,121.69,0
0.0,,20992.0,1839.2582530607456,,3360.0,3232.0,3552.0,,0.0,,117.49,120.1,1632.0,1839.2582530607456,98,0.0,0.0,0.0,0.5,,88399,32768,49,0.0,0.0,0.0,1370.28,109.7,5,0,,0.0,0.0,,1681406428.0,0.0,121.69,0
0.0,,20992.0,1839.2582530607456,,3360.0,3232.0,3552.0,,0.0,,117.49,120.1,1632.0,1839.2582530607456,99,0.0,0.0,0.0,0.5,,90362,32768,50,0.0,0.0,0.0,1370.28,109.7,5,0,,0.0,0.0,,1681406429.0,0.0,121.69,0
0.0,,20992.0,1839.2582530607456,,3360.0,3232.0,3552.0,,0.0,,117.49,120.1,1632.0,1839.2582530607456,100,0.0,0.0,0.0,0.5,,92321,32768,51,0.0,0.0,0.0,1370.28,109.7,5,0,,0.0,0.0,,1681406430.0,0.0,121.69,0
0.0,,20992.0,1839.2582530607456,,3360.0,3232.0,3552.0,,0.0,,117.49,120.1,1632.0,1839.2582530607456,101,0.0,0.0,0.0,0.5,,94257,32768,52,0.0,0.0,0.0,1370.28,109.7,5,0,,0.0,0.0,,1681406431.0,0.0,121.69,0
0.0,,20992.0,1839.2582530607456,,3360.0,3232.0,3552.0,,0.0,,117.49,120.1,1632.0,1839.2582530607456,102,0.0,0.0,0.0,0.5,,96382,32768,53,0.0,0.0,0.0,1370.28,109.7,5,0,,0.0,0.0,,1681406432.0,0.0,121.69,0
0.0,,20992.0,1839.2582530607456,,3360.0,3232.0,3552.0,,0.0,,117.49,120.1,1632.0,1839.2582530607456,103,0.0,0.0,0.0,0.5,,98333,32768,54,0.0,0.0,0.0,1370.28,109.7,5,0,,0.0,0.0,,1681406433.0,0.0,121.69,0
0.0,,20992.0,1839.2582530607456,,3360.0,3232.0,3552.0,,0.0,,117.49,120.1,1632.0,1839.2582530607456,105,0.0,0.0,0.0,0.5,,100282,32768,55,0.0,0.0,0.0,1370.28,109.7,5,0,,0.0,0.0,,1681406435.0,0.0,121.69,0
0.0,,20992.0,1839.2582530607456,,3360.0,3232.0,3552.0,,0.0,,117.49,120.1,1632.0,1839.2582530607456,106,0.0,0.0,0.0,0.5,,102231,32768,56,0.0,0.0,0.0,1370.28,109.7,5,0,,0.0,0.0,,1681406436.0,0.0,121.69,0
0.0,,20992.0,1839.2582530607456,,3360.0,3232.0,3552.0,,0.0,,117.49,120.1,1632.0,1839.2582530607456,107,0.0,0.0,0.0,0.5,,104184,32768,57,0.0,0.0,0.0,1370.28,109.7,5,0,,0.0,0.0,,1681406437.0,0.0,121.69,0
0.0,,20992.0,1839.2582530607456,,3360.0,3232.0,3552.0,,0.0,,117.49,120.1,1632.0,1839.2582530607456,108,0.0,0.0,0.0,0.5,,106121,32768,58,0.0,0.0,0.0,1370.28,109.7,5,0,,0.0,0.0,,1681406438.0,0.0,121.69,0
0.0,,20992.0,1839.2582530607456,,3360.0,3232.0,3552.0,,0.0,,117.49,120.1,1632.0,1839.2582530607456,109,0.0,0.0,0.0,0.5,,108074,32768,59,0.0,0.0,0.0,1370.28,109.7,5,0,,0.0,0.0,,1681406439.0,0.0,121.69,0
0.0,,20992.0,1839.2582530607456,,3360.0,3232.0,3552.0,,0.0,,117.49,120.1,1632.0,1839.2582530607456,110,0.0,0.0,0.0,0.5,,110026,32768,60,0.0,0.0,0.0,1370.28,109.7,5,0,,0.0,0.0,,1681406440.0,0.0,121.69,0
0.0,,20992.0,1839.2582530607456,,3360.0,3232.0,3552.0,,0.0,,117.49,120.1,1632.0,1839.2582530607456,111,0.0,0.0,0.0,0.5,,111979,32768,61,0.0,0.0,0.0,1370.28,109.7,5,0,,0.0,0.0,,1681406441.0,0.0,121.69,0
0.0,,20992.0,1839.2582530607456,,3360.0,3232.0,3552.0,,0.0,,117.49,120.1,1632.0,1839.2582530607456,112,0.0,0.0,0.0,0.5,,113934,32768,62,0.0,0.0,0.0,1370.28,109.7,5,0,,0.0,0.0,,1681406442.0,0.0,121.69,0
0.0,,20992.0,1839.2582530607456,,3360.0,3232.0,3552.0,,0.0,,117.49,120.1,1632.0,1839.2582530607456,113,0.0,0.0,0.0,0.5,,115902,32768,63,0.0,0.0,0.0,1370.28,109.7,5,0,,0.0,0.0,,1681406443.0,0.0,121.69,0
0.0,,20992.0,1839.2582530607456,,3360.0,3232.0,3552.0,,0.0,,117.49,120.1,1632.0,1839.2582530607456,114,0.0,0.0,0.0,0.5,,117870,32768,64,0.0,0.0,0.0,1370.28,109.7,5,0,,0.0,0.0,,1681406444.0,0.0,121.69,0
0.0,,20992.0,1597.4563500636737,,3360.0,3232.0,3552.0,,0.0,,117.49,120.1,1632.0,1597.4563500636737,115,0.0,0.0,20.01,10.0,,807,480,65,0.0,0.0,0.0,1370.28,109.7,5,0,,0.0,0.0,,1681406445.0,0.0,121.69,1
0.0,453.8816223494978,256.0,1526.0057368120665,1.0,64.0,32.0,64.0,72.19503585621715,1.0,0.0,115.02,117.55,64.0,1526.0057368120665,116,1.0,0.0,19.99,10.0,32768.0,2264,1728,66,1.0,1.0,1.0,1144.87,106.01,5,0,0.0,0.0,0.0,32768.0,1681406446.0,0.0,114.01,1
0.0,,1024.0,1708.2877094653215,,160.0,160.0,192.0,,1.0,,111.86,113.97,192.0,1708.2877094653215,117,1.0,0.0,16.67,10.0,,4295,3968,67,1.0,1.0,1.0,1081.07,107.28,5,0,,0.0,0.0,,1681406447.0,0.0,111.82,1
0.0,,2816.0,1881.5124678722077,,288.0,256.0,288.0,,1.0,,111.84,111.83,320.0,1881.5124678722077,118,1.0,0.0,13.99,8.74,,6444,6048,68,1.0,1.0,1.0,1266.48,109.63,5,0,,0.0,0.0,,1681406448.0,0.0,108.5,1
0.0,,4608.0,2078.4498693040937,,352.0,320.0,384.0,,1.0,,96.98,111.05,384.0,2078.4498693040937,119,1.0,0.0,11.48,7.18,,8902,8096,69,1.0,1.0,1.0,1476.41,97.45,5,0,,0.0,0.0,,1681406449.0,0.0,99.62,1
0.0,,6144.0,2081.568246881107,,480.0,448.0,512.0,,1.0,,103.45,100.81,512.0,2081.568246881107,120,1.0,0.0,10.4,6.5,,11114,8384,70,1.0,1.0,1.0,1663.14,104.61,5,0,,0.0,0.0,,1681406450.0,0.0,106.43,1
0.0,,6144.0,1515.835777899592,,512.0,544.0,608.0,,1.0,,104.87,95.81,576.0,1515.835777899592,122,1.0,0.0,14.49,9.06,,10796,10560,71,1.0,1.0,1.0,1663.14,107.44,5,0,,0.0,0.0,,1681406452.0,0.0,110.3,1
0.0,,7936.0,1646.2888454008687,,640.0,608.0,704.0,,1.0,,91.11,99.81,672.0,1646.2888454008687,123,1.0,0.0,12.12,7.57,,12822,12576,72,1.0,1.0,1.0,1138.7,88.92,5,0,,0.0,0.0,,1681406453.0,0.0,97.3,1
0.0,,9472.0,1721.4602334586375,,768.0,736.0,832.0,,1.0,,99.03,93.93,768.0,1721.4602334586375,124,1.0,0.0,10.39,6.5,,14874,14624,73,1.0,1.0,1.0,1259.83,88.86,5,0,,0.0,0.0,,1681406454.0,0.0,104.63,1
0.0,,11008.0,1929.4037795725712,,896.0,864.0,960.0,,1.0,,105.0,101.68,896.0,1929.4037795725712,125,1.0,0.0,8.04,5.02,,17259,16928,74,1.0,1.0,1.0,1306.79,97.88,5,0,,0.0,0.0,,1681406455.0,0.0,110.11,1
0.0,,12800.0,1964.7579578785044,,1024.0,992.0,1088.0,,1.0,,109.44,107.37,1024.0,1964.7579578785044,126,1.0,0.0,6.83,4.27,,19342,18976,75,1.0,1.0,1.0,1493.73,104.85,5,0,,0.0,0.0,,1681406456.0,0.0,114.01,1
0.0,,14336.0,2005.6517892630184,,1152.0,1120.0,1216.0,,1.0,,112.49,111.45,1152.0,2005.6517892630184,127,1.0,0.0,5.62,3.51,,21501,21280,76,1.0,1.0,1.0,1513.86,110.06,5,0,,0.0,0.0,,1681406457.0,0.0,116.9,1
0.0,,16128.0,1890.554171210934,,1280.0,1248.0,1344.0,,1.0,,114.53,114.27,1280.0,1890.554171210934,128,1.0,0.0,4.95,3.09,,23406,23040,77,1.0,1.0,1.0,1544.53,113.71,5,0,,0.0,0.0,,1681406458.0,0.0,118.61,1
0.0,,17408.0,1924.7295863582733,,1376.0,1376.0,1472.0,,1.0,,115.56,116.04,1408.0,1924.7295863582733,129,1.0,0.0,3.74,2.34,,25573,25344,78,1.0,1.0,1.0,1422.39,116.72,5,0,,0.0,0.0,,1681406459.0,0.0,119.85,1
0.0,,19200.0,2049.0451975745345,,1504.0,1504.0,1600.0,,1.0,,116.38,117.5,1536.0,2049.0451975745345,130,1.0,0.0,2.36,1.48,,27927,27392,79,1.0,1.0,1.0,1452.69,117.62,5,0,,0.0,0.0,,1681406460.0,0.0,120.54,1
0.0,,20736.0,2107.340420666622,,1632.0,1632.0,1728.0,,1.0,,116.95,118.48,1664.0,2107.340420666622,131,1.0,0.0,1.23,0.77,,30167,29952,80,1.0,1.0,1.0,1574.01,118.76,5,0,,0.0,0.0,,1681406461.0,0.0,120.84,1
0.0,,22784.0,1937.6020630760358,,1760.0,1760.0,1856.0,,1.0,,117.42,119.11,1792.0,1937.6020630760358,132,1.0,0.0,0.4,0.5,,32001,31776,81,1.0,1.0,1.0,1630.02,119.55,5,0,,0.0,0.0,,1681406462.0,0.0,121.24,1
0.0,,24064.0,1984.0910506764135,,1888.0,1888.0,2016.0,,1.0,,117.62,119.2,1920.0,1984.0910506764135,133,1.0,0.0,0.0,0.5,,34179,33120,82,1.0,1.0,1.0,1459.29,120.08,5,0,,0.0,0.0,,1681406463.0,0.0,121.42,1
0.0,,25088.0,1984.0910506764135,,1984.0,1952.0,2080.0,,1.0,,117.68,119.26,2016.0,1984.0910506764135,134,1.0,0.0,0.0,0.5,,36287,33120,83,1.0,1.0,1.0,1505.7,120.09,5,0,,0.0,0.0,,1681406464.0,0.0,121.36,1
0.0,,25088.0,1984.0910506764135,,1984.0,1952.0,2080.0,,1.0,,117.68,119.26,2016.0,1984.0910506764135,135,1.0,0.0,0.0,0.5,,38397,33120,84,1.0,1.0,1.0,1505.7,120.09,5,0,,0.0,0.0,,1681406465.0,0.0,121.36,1
0.0,,25088.0,1984.0910506764135,,1984.0,1952.0,2080.0,,1.0,,117.68,119.26,2016.0,1984.0910506764135,136,1.0,0.0,0.0,0.5,,40510,33120,85,1.0,1.0,1.0,1505.7,120.09,5,0,,0.0,0.0,,1681406466.0,0.0,121.36,1
0.0,,25088.0,1984.0910506764135,,1984.0,1952.0,2080.0,,1.0,,117.68,119.26,2016.0,1984.0910506764135,137,1.0,0.0,0.0,0.5,,42614,33120,86,1.0,1.0,1.0,1505.7,120.09,5,0,,0.0,0.0,,1681406467.0,0.0,121.36,1
0.0,,25088.0,1984.0910506764135,,1984.0,1952.0,2080.0,,1.0,,117.68,119.26,2016.0,1984.0910506764135,139,1.0,0.0,0.0,0.5,,44714,33120,87,1.0,1.0,1.0,1505.7,120.09,5,0,,0.0,0.0,,1681406469.0,0.0,121.36,1
0.0,,25088.0,1984.0910506764135,,1984.0,1952.0,2080.0,,1.0,,117.68,119.26,2016.0,1984.0910506764135,140,1.0,0.0,0.0,0.5,,46819,33120,88,1.0,1.0,1.0,1505.7,120.09,5,0,,0.0,0.0,,1681406470.0,0.0,121.36,1
0.0,,25088.0,1984.0910506764135,,1984.0,1952.0,2080.0,,1.0,,117.68,119.26,2016.0,1984.0910506764135,141,1.0,0.0,0.0,0.5,,48917,33120,89,1.0,1.0,1.0,1505.7,120.09,5,0,,0.0,0.0,,1681406471.0,0.0,121.36,1
0.0,,25088.0,1984.0910506764135,,1984.0,1952.0,2080.0,,1.0,,117.68,119.26,2016.0,1984.0910506764135,142,1.0,0.0,0.0,0.5,,51043,33120,90,1.0,1.0,1.0,1505.7,120.09,5,0,,0.0,0.0,,1681406472.0,0.0,121.36,1
0.0,,25088.0,1984.0910506764135,,1984.0,1952.0,2080.0,,1.0,,117.68,119.26,2016.0,1984.0910506764135,143,1.0,0.0,0.0,0.5,,53150,33120,91,1.0,1.0,1.0,1505.7,120.09,5,0,,0.0,0.0,,1681406473.0,0.0,121.36,1
0.0,,25088.0,1984.0910506764135,,1984.0,1952.0,2080.0,,1.0,,117.68,119.26,2016.0,1984.0910506764135,144,1.0,0.0,0.0,0.5,,55260,33120,92,1.0,1.0,1.0,1505.7,120.09,5,0,,0.0,0.0,,1681406474.0,0.0,121.36,1
0.0,,25088.0,1984.0910506764135,,1984.0,1952.0,2080.0,,1.0,,117.68,119.26,2016.0,1984.0910506764135,145,1.0,0.0,0.0,0.5,,57360,33120,93,1.0,1.0,1.0,1505.7,120.09,5,0,,0.0,0.0,,1681406475.0,0.0,121.36,1
0.0,,25088.0,1984.0910506764135,,1984.0,1952.0,2080.0,,1.0,,117.68,119.26,2016.0,1984.0910506764135,146,1.0,0.0,0.0,0.5,,59466,33120,94,1.0,1.0,1.0,1505.7,120.09,5,0,,0.0,0.0,,1681406476.0,0.0,121.36,1
0.0,,25088.0,1984.0910506764135,,1984.0,1952.0,2080.0,,1.0,,117.68,119.26,2016.0,1984.0910506764135,147,1.0,0.0,0.0,0.5,,61554,33120,95,1.0,1.0,1.0,1505.7,120.09,5,0,,0.0,0.0,,1681406477.0,0.0,121.36,1
0.0,,25088.0,1984.0910506764135,,1984.0,1952.0,2080.0,,1.0,,117.68,119.26,2016.0,1984.0910506764135,148,1.0,0.0,0.0,0.5,,63647,33120,96,1.0,1.0,1.0,1505.7,120.09,5,0,,0.0,0.0,,1681406478.0,0.0,121.36,1
