_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/loss_calc_time_s,02_timing/forward_time_s,02_timing/backward_time_s,02_timing/dataload_cuda_move_time_s,03_hivemind/num_peers,02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
13,13,,,1680700831,2.533333333333333,0.0,0.07200000000000273,5598.081024,0.004085991310220093,92687.0,7.852245825834659,1652.383744,152.0,4639.596544,0.0,0.0,0.0,0.6333333333333333,62613.0,117.94699935291096,202718.318592,2.719744,1019.0,0.07100000000002638,5618.036736,0.0,304197.0,4.0,3.1333333333333333,21579.137024,206.0,3.538999862939818e-06,0.8543795790001241,0.013943514999937179,0.00040762200023891637,,,,,,,,,,
14,14,,,1680700832,2.533333333333333,0.0,0.07600000000000762,5598.826496,0.004087518579355246,93861.0,1.179352893588833,1652.383744,153.0,4639.596544,0.0,0.0,0.0,0.6333333333333333,63286.0,0.1251563060697665,202717.57312,2.719744,1019.0,0.07100000000002638,5618.036736,0.0,305093.0,4.0,3.1333333333333333,21579.137024,206.0,,,,,,,,,,,,,,
15,15,,,1680700833,2.533333333333333,0.0,0.08400000000000318,5599.305728,0.06949084142544319,94694.0,0.18888830621295172,1652.383744,156.0,4639.596544,0.0,0.0,0.0,0.6333333333333333,63768.0,0.11111828250093066,202717.085696,2.719744,1019.0,0.07300000000003593,5618.036736,0.0,305705.0,4.0,3.1333333333333333,21579.137024,206.0,,,,,,,,,,,,,,
16,16,,,1680700834,2.533333333333333,0.0,0.08800000000000807,5599.55968,0.004087782142666725,95212.0,0.11298885336963194,1652.383744,157.0,4639.596544,0.0,0.0,0.0,0.6333333333333333,63965.0,0.018898008482134465,202716.827648,2.719744,1019.0,0.07300000000003593,5618.036736,0.0,306055.0,4.0,3.1333333333333333,21579.137024,206.0,,,,,,,,,,,,,,
17,17,,,1680700835,2.533333333333333,0.0,0.09199999999999875,5599.547392,0.0613093652612934,95824.0,0.09725677044941425,1652.383744,162.0,4639.596544,0.0,0.0,0.0,0.6333333333333333,64199.0,0.06825456678660288,202716.844032,2.719744,1019.0,0.07500000000004547,5618.036736,0.0,306450.0,4.0,3.1333333333333333,21579.137024,206.0,,,,,,,,,,,,,,
18,18,,,1680700836,2.5,0.0,0.09600000000000364,5599.543296,0.004087342560375638,96338.0,0.06343364052776075,1652.383744,163.0,4639.596544,0.0,0.0,0.0,0.6,64431.0,0.048984245946404624,202716.844032,2.719744,1019.0,0.07500000000004547,5618.036736,0.0,306826.0,4.0,3.066666666666667,21579.137024,206.0,,,,,,,,,,,,,,
19,19,,,1680700837,2.5,0.0,0.10000000000000853,5599.543296,0.004086982782476792,96829.0,0.06415445438618977,1652.383744,164.0,4639.596544,0.0,0.0,0.0,0.6,64579.0,0.009778425609737929,202716.844032,2.719744,1019.0,0.07500000000004547,5618.036736,0.0,307118.0,4.0,3.066666666666667,21579.137024,206.0,,,,,,,,,,,,,,
20,20,,,1680700838,2.5,0.0,0.11200000000000898,5599.543296,0.1348684106095557,97306.0,0.10898191347298314,1652.383744,191.0,4639.596544,0.0,0.0,0.0,0.6,64736.0,0.015733051462646357,202716.844032,2.719744,1019.0,0.09100000000000819,5618.036736,0.0,307420.0,4.0,3.066666666666667,21579.137024,206.0,,,,,,,,,,,,,,
21,21,,,1680700839,2.5,0.0,0.11599999999999966,5599.543296,0.0040871762801274305,97777.0,0.00317714093429319,1652.383744,192.0,4639.596544,0.0,0.0,0.0,0.6,64849.0,0.003480486035050703,202716.844032,2.719744,1019.0,0.09100000000000819,5618.036736,0.0,307689.0,4.0,3.066666666666667,21579.137024,206.0,,,,,,,,,,,,,,
22,22,,,1680700840,2.5,0.0,0.1280000000000001,5599.5392,0.044960800203807036,98409.0,0.10899321826072725,1652.383744,195.0,4639.596544,0.0,0.0,0.0,0.6,65037.0,0.01586241301134865,202716.844032,2.719744,1019.0,0.09300000000001774,5618.036736,0.0,308066.0,4.0,3.066666666666667,21579.137024,206.0,,,,,,,,,,,,,,
23,23,,,1680700841,2.5,0.0,0.132000000000005,5599.5392,0.00408663669182104,98974.0,0.06467581460990876,1652.383744,196.0,4639.596544,0.0,0.0,0.0,0.5333333333333333,65176.0,0.007670425499443235,202716.848128,2.719744,1019.0,0.09399999999999409,5618.036736,0.0,308385.0,4.0,3.033333333333333,21579.137024,206.0,,,,,,,,,,,,,,
24,24,,,1680700842,2.5,0.0,0.1360000000000099,5599.793152,0.004087676126800436,99414.0,0.10912977542732587,1652.383744,197.0,4639.596544,0.0,0.0,0.0,0.5333333333333333,65327.0,0.015240964324300898,202716.59008,2.719744,1019.0,0.09399999999999409,5618.036736,0.0,308656.0,4.0,3.033333333333333,21579.137024,206.0,,,,,,,,,,,,,,
25,25,,,1680700843,2.5,0.0,0.14000000000000057,5599.793152,0.004087614861343659,99826.0,0.0032253836009617106,1652.383744,198.0,4639.596544,0.0,0.0,0.0,0.5333333333333333,65448.0,0.004941862481732886,202716.59008,2.719744,1019.0,0.09399999999999409,5618.036736,0.0,308897.0,4.0,3.033333333333333,21579.137024,206.0,,,,,,,,,,,,,,
26,26,,,1680700844,2.5,0.0,0.14799999999999613,5600.309248,0.03270042868739598,101061.0,0.3027184704761664,1652.383744,204.0,4639.596544,0.0,0.0,0.0,0.5333333333333333,66208.0,0.19332851102355353,202716.073984,2.719744,1019.0,0.09600000000000364,5618.036736,0.0,309907.0,4.0,3.033333333333333,21579.137024,206.0,,,,,,,,,,,,,,
27,27,,,1680700845,2.5,0.0,0.15200000000000102,5909.798912,0.004086801948725369,194662.0,643.3702090793602,1652.383744,205.0,4639.596544,0.0,0.0,0.0,0.5333333333333333,85806.0,552.3019737508571,202406.612992,2.719744,1019.0,0.09600000000000364,5618.069504,0.0,364677.0,4.1,3.033333333333333,21579.137024,206.0,,,,,,,,,,,,,,
28,28,,,1680700846,2.966666666666667,0.0,0.1599999999999966,6173.372416,0.04495034113452696,404131.0,1357.3936648409788,1652.383744,208.0,4639.596544,0.0,0.0,0.0,7.7,123859.0,1501.5654271986716,202143.039488,2.719744,1019.0,0.09700000000003683,5618.069504,0.0,491395.0,4.2,4.466666666666667,21579.137024,206.0,,,,,,,,,,,,,,
29,29,,,1680700847,2.966666666666667,0.0,0.16400000000000148,6321.610752,0.004086506426934844,611724.0,1113.367543484624,1652.383744,209.0,4639.596544,0.0,0.0,0.0,7.7,160915.0,1251.3465255249087,201994.797056,2.719744,1019.0,0.09700000000003683,5618.069504,0.0,632429.0,4.3,4.466666666666667,21579.137024,206.0,,,,,,,,,,,,,,
30,30,,,1680700848,2.966666666666667,0.0,0.16800000000000637,6341.251072,0.0040867144615273,781293.0,557.4261199147883,1652.383744,210.0,4639.596544,0.0,0.0,0.0,7.7,218979.0,363.48409322935237,201975.128064,2.719744,1019.0,0.09700000000003683,5618.069504,0.0,754427.0,4.3,4.466666666666667,21579.137024,206.0,,,,,,,,,,,,,,
31,30,,,1680700848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,17.216880433999904,32.0,11.067397117614746,18.892737235000368,1.0,0.0001,0.8071225460003006,0.0,0.0
32,30,,,1680700848,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000300057000004017,0.026187345999915124,0.020811680999941018,0.00028714900008708355,6.0,0.0025677990001895523,64.0,11.1876220703125,0.05465371399986907,1.0,0.0001,0.0044996819997322746,0.0,1.0
33,30,,,1680700848,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003072720001000562,0.015379678000044805,0.019235056000070472,0.00017715100011628238,6.0,0.0036829139999099425,96.0,11.059514999389648,0.03957349299980706,1.0,0.0001,0.0007914219995655003,0.0,2.0
34,30,,,1680700848,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00040762000026006717,0.017192063000038615,0.020633579999866924,0.00048238799990940606,6.0,0.002985798999816325,128.0,11.139226913452148,0.04459327399990798,1.0,0.0001,0.0028918240000166406,0.0,3.0
35,30,,,1680700848,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003225390000807238,0.013934721000168793,0.020842762000029325,0.00046842500023558387,6.0,0.003112890000011248,160.0,11.078895568847656,0.03955696600041847,1.0,0.0001,0.0008756289998927969,0.0,4.0
36,30,,,1680700848,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003552150001269183,0.017586033000043244,0.021998190999966027,0.0004099029997632897,6.0,0.002545287999964785,192.0,11.041015625,0.04502655899977981,1.0,0.0001,0.0021319289999155444,0.0,5.0
37,30,,,1680700848,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00044526800002131495,0.014835855000001175,0.021232569999938278,0.00034336299995629815,6.0,0.003505558000142628,224.0,10.90218734741211,0.04287253399979818,1.0,0.0001,0.002509919999738486,0.0,6.0
38,30,,,1680700848,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00038052600029914174,0.016718256000331166,0.021155917999749363,0.000572944999930769,6.0,0.002316802000223106,256.0,11.029995918273926,0.04179662500064296,1.0,0.0001,0.0006521780001094157,0.0,7.0
39,30,,,1680700848,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00041771299993342836,0.01797641199982536,0.022632310000062716,0.0003695819996210048,8.0,0.007398236999961227,288.0,10.948046684265137,0.049380533999283216,1.0,0.0001,0.0005862799998794799,0.0,8.0
40,31,,,1680700849,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000498466999943048,0.017281256999922334,0.013949989000138885,0.0006097300001783879,8.0,0.05534582199970828,320.0,11.16987133026123,0.08894378400009373,1.0,0.0001,0.0012585190002027957,0.0,9.0
41,31,,,1680700849,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00046651999991809134,0.011150735000228451,0.013024060999669018,0.0006337679997159285,8.0,0.002018924999902083,352.0,11.123641014099121,0.028833541999574663,1.0,0.0001,0.0015395330001410912,0.0,10.0
42,31,,,1680700849,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003696140001920867,0.009838628000125027,0.01295196199998827,0.0006419869996534544,8.0,0.00226620900002672,384.0,11.053013801574707,0.02722845700009202,1.0,0.0001,0.0011600570001064625,0.0,11.0
43,31,,,1680700849,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003685140000015963,0.010297025999989273,0.012702776999958587,0.0006193150002218317,8.0,0.0023523340000792814,416.0,10.940581321716309,0.02750688500054821,1.0,0.0001,0.0011669190002976393,0.0,12.0
44,31,,,1680700849,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00037847700014026486,0.009979567999835126,0.01280232800036174,0.0006379340002240497,8.0,0.0020031900003232295,448.0,11.10243034362793,0.026930797001114115,1.0,0.0001,0.001129300000229705,0.0,13.0
45,31,,,1680700849,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003603030004342145,0.010220844999821566,0.013126765999913914,0.0006178079997880559,8.0,0.002003728000090632,480.0,11.045793533325195,0.02748555000016495,1.0,0.0001,0.0011561000001165667,0.0,14.0
46,31,,,1680700849,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00033831100017778226,0.014320159000362764,0.013476474000071903,0.000651266999739164,8.0,0.0019821089999823016,512.0,11.046602249145508,0.03192980199992235,1.0,0.0001,0.0011614819995884318,0.0,15.0
47,31,,,1680700849,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003741400000762951,0.010117523999724654,0.013373038999816345,0.0006209610000951216,8.0,0.0020424910003384866,544.0,10.985937118530273,0.02772229199990761,1.0,0.0001,0.0011941369998567097,0.0,16.0
48,31,,,1680700849,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00036363399976835353,0.009711626999887812,0.012843081000028178,0.0006338719999803288,8.0,0.0019845719998556888,576.0,10.966629028320312,0.026697283999510546,1.0,0.0001,0.0011604979999901843,0.0,17.0
49,31,,,1680700849,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00017729799992594053,0.010454614000082074,0.013611211999887018,0.0006579770001735596,8.0,0.0017839359998106374,608.0,11.008003234863281,0.02784340899961535,1.0,0.0001,0.0011583719997361186,0.0,18.0
50,31,,,1680700849,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003632760003711155,0.009912826999880053,0.01331331199980923,0.0006140899999991234,8.0,0.0020303779997448146,640.0,11.110766410827637,0.02738523600010012,1.0,0.0001,0.001151353000295785,0.0,19.0
51,31,,,1680700849,2.966666666666667,0.0,0.2560000000000002,6843.379712,0.22477581839924954,862439.0,24.68894964919453,1652.338688,245.0,4641.19808,0.0,0.0,0.0,7.7,259695.0,158.26342449303226,201474.359296,2.719744,1598.0,0.10599999999999454,5874.425856,0.0,1480444.0,4.5,4.466666666666667,23844.716544,473.0,0.0001882669998849451,0.013117642999986856,0.014381287000105658,0.0004719029998341284,,0.0019432459998824925,,,,,,,,
52,31,,,1680700849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,672.0,11.05653190612793,0.04399745999990046,1.0,0.0001,0.013895114000206377,0.0,20.0
53,31,,,1680700849,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003705490003085288,0.009705824999855395,0.013075434000256791,0.0006097219998082437,8.0,0.0020145969997429347,704.0,11.001256942749023,0.026839211999686086,1.0,0.0001,0.0010630849997141922,0.0,21.0
54,31,,,1680700849,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00020462899965423276,0.009899176000089938,0.013291403000039281,0.0006071990001146332,8.0,0.0020113470000069356,736.0,10.900762557983398,0.05064878499979386,1.0,0.0001,0.02463503099988884,0.0,22.0
55,31,,,1680700849,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004087190000063856,0.009937652999724378,0.013109627999710938,0.0006121500000517699,8.0,0.0020379770003273734,768.0,11.014150619506836,0.02730499500012229,1.0,0.0001,0.0011988680003014451,0.0,23.0
56,31,,,1680700849,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00039631799972994486,0.010113788999660756,0.012799757000266254,0.0006217129998731252,8.0,0.0019796510000560374,800.0,10.972830772399902,0.05036662199972852,1.0,0.0001,0.024455394000142405,0.0,24.0
57,31,,,1680700849,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003598710000005667,0.010104589999627933,0.012642754000353307,0.0006498490001831669,8.0,0.0019348579999132198,832.0,10.953227996826172,0.026906597000106558,1.0,0.0001,0.0012146750000283646,0.0,25.0
58,31,,,1680700849,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00020159199993941002,0.010065708999718481,0.012994321999940439,0.0006125620002421783,8.0,0.001947946000200318,864.0,11.004270553588867,0.048903387999871484,1.0,0.0001,0.023081256999830657,0.0,26.0
59,31,,,1680700849,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00038235100009842427,0.009927677999712614,0.012721020000299177,0.0006169839998619864,8.0,0.002018710999891482,896.0,11.1728515625,0.02682597299963163,1.0,0.0001,0.0011592289997679472,0.0,27.0
60,31,,,1680700849,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00022320000016406993,0.00999599600027068,0.013038702999892848,0.0006009140001879132,8.0,0.001993416999994224,928.0,10.992487907409668,0.04308011900047859,1.0,0.0001,0.017227888999968854,0.0,28.0
61,31,,,1680700849,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00036510500012809644,0.00988675600001443,0.013291717999891262,0.0006258779999370745,8.0,0.002025925999987521,960.0,11.097301483154297,0.02733062199968117,1.0,0.0001,0.0011352389997227874,0.0,29.0
62,31,,,1680700849,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004099509997104178,0.009828391999690211,0.012866407999808871,0.0006233940002857707,8.0,0.0019520890000421787,992.0,11.03030014038086,0.04159961099958309,1.0,0.0001,0.015919377000045642,0.0,30.0
63,31,,,1680700849,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003575280002223735,0.009799251000004006,0.0127165399999285,0.0006182160000207659,8.0,0.001966290999916964,1024.0,10.891364097595215,0.026662596999813104,1.0,0.0001,0.0012047709997204947,0.0,31.0
64,32,,,1680700850,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003599190004024422,0.010073444000227028,0.012652080999941973,0.0006562240000675956,8.0,0.0020296530001360225,1056.0,11.111578941345215,0.03510985600087224,1.0,0.0001,0.009338535000097181,0.0,32.0
65,32,,,1680700850,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00042300400036765495,0.01044785000021875,0.01279799300027662,0.0006560709998666425,8.0,0.0020186759998068737,1088.0,11.064509391784668,0.027852996000547137,1.0,0.0001,0.0015094020000105957,0.0,33.0
66,32,,,1680700850,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00038302800021483563,0.009885216999919066,0.012765435999881447,0.0006442880003305618,8.0,0.0019687690000864677,1120.0,10.99821949005127,0.045234170000640006,1.0,0.0001,0.019587432000207627,0.0,34.0
67,32,,,1680700850,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00035218000039094477,0.009811822999836295,0.012925481000365835,0.0006256669998947473,8.0,0.002009058000112418,1152.0,11.051034927368164,0.02689840300081414,1.0,0.0001,0.0011741940002139017,0.0,35.0
68,32,,,1680700850,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00037222900027700234,0.00973204000001715,0.012708553000265965,0.0006254350000745035,8.0,0.002013161999911972,1184.0,11.082573890686035,0.03681212800074718,1.0,0.0001,0.011360709000200586,0.0,36.0
69,32,,,1680700850,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00035811200041280244,0.010118414000316989,0.012757161000081396,0.0006156440003906027,8.0,0.0019459979998828203,1216.0,11.023897171020508,0.026919278001059865,1.0,0.0001,0.001123948999975255,0.0,37.0
70,32,,,1680700850,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004388879997350159,0.010241404000225884,0.013103532000059204,0.0006265649999477318,8.0,0.002012892000038846,1248.0,11.031693458557129,0.0388117840002451,1.0,0.0001,0.012388503000238416,0.0,38.0
71,32,,,1680700850,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003695030000017141,0.009789591999833647,0.013130490000094142,0.0006290639998951519,8.0,0.00200321400006942,1280.0,10.98128890991211,0.027035499999783497,1.0,0.0001,0.0011136369998894224,0.0,39.0
72,32,,,1680700850,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003687240000544989,0.00991537999971115,0.012714481999864802,0.0006181429998832755,8.0,0.0020477670000218495,1312.0,11.063826560974121,0.05065855799966812,1.0,0.0001,0.024994062000132544,0.0,40.0
73,32,,,1680700850,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00036072700004297076,0.009800632999940717,0.013058178000392218,0.0006265290003284463,8.0,0.0019430289999036177,1344.0,11.033069610595703,0.02695096200068292,1.0,0.0001,0.0011618660000749514,0.0,41.0
74,32,,,1680700850,2.966666666666667,0.0,0.3440000000000083,6841.806848,0.09396604489245809,893297.0,14.854566669471732,1652.338688,268.0,4641.50528,0.0,0.0,0.0,7.7,280249.0,167.0269029777035,201475.792896,2.719744,1975.0,0.11400000000003274,5874.470912,0.0,1505866.0,4.5,4.466666666666667,23844.716544,698.0,,,,0.00061730900006296,,,,,,,,,,
75,32,,,1680700850,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00039686599984634086,0.011824993000118411,0.012747503999889886,,8.0,0.001968643000054726,1376.0,11.086838722229004,0.04874228399967251,1.0,0.0001,0.021186968999700184,0.0,42.0
76,32,,,1680700850,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00036014399984196643,0.009933420999914233,0.013226628999746026,0.0006253629999264376,8.0,0.001960763000170118,1408.0,11.061305046081543,0.027224871999351308,1.0,0.0001,0.0011185519997525262,0.0,43.0
77,32,,,1680700850,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004090430002179346,0.010149000999717828,0.012737281999761763,0.0006246090001695848,8.0,0.001965199000096618,1440.0,10.994308471679688,0.0397211449999304,1.0,0.0001,0.013836010999966675,0.0,44.0
78,32,,,1680700850,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003594390000216663,0.009725535000143282,0.013100875999953132,0.0006156229997031915,8.0,0.001953441000296152,1472.0,10.996246337890625,0.026910559000043577,1.0,0.0001,0.001155644999926153,0.0,45.0
79,32,,,1680700850,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00037001500004407717,0.009908840999742097,0.012903590999940207,0.0006549479999193863,8.0,0.0019504110000525543,1504.0,11.100260734558105,0.04433478999953877,1.0,0.0001,0.01854698399984045,0.0,46.0
80,32,,,1680700850,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003585639997254475,0.009838644000410568,0.01318990500021755,0.0006090040001254238,8.0,0.002020692000314739,1536.0,10.982812881469727,0.027173700001185352,1.0,0.0001,0.0011568910003916244,0.0,47.0
