03_hivemind/num_clients,03_hivemind/global_epoch,04_peers/peer_1_epoch_oos,03_hivemind/actual_total_samples_per_second,03_hivemind/num_peers,04_peers/peer_5_samples_per_second,03_hivemind/global_samples_accumulated,03_hivemind/per_epoch_training_samples,04_peers/peer_4_epoch_oos,04_peers/peer_3_epoch_oos,03_hivemind/total_training_samples,04_peers/peer_4_samples_per_second,04_peers/peer_1_samples_accumulated,04_peers/peer_2_epoch,_runtime,_timestamp,04_peers/peer_3_epoch,03_hivemind/epoch_based_sps,04_peers/peer_3_samples_per_second,_step,03_hivemind/undershot_TBS,04_peers/peer_4_samples_accumulated,03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,04_peers/peer_1_epoch,03_hivemind/overshot_TBS,03_hivemind/reached_TBS,04_peers/peer_5_epoch,04_peers/peer_2_epoch_oos,04_peers/peer_1_samples_per_second,04_peers/peer_2_samples_per_second,04_peers/peer_2_samples_accumulated,04_peers/peer_5_samples_accumulated,04_peers/peer_4_epoch,04_peers/peer_5_epoch_oos,03_hivemind/eta_next_epoch_s,03_hivemind/next_fetch_time_s,04_peers/peer_3_samples_accumulated,03_hivemind/epoch_s
0,0,,1.2927070343190477,1,,64,,,,,,,,39,1681383535.0,,,,0,,,64,1.2927070343190477,,,,,,,,,,,,25298.47,10.0,,
0,0,0.0,2.009128399369699,1,,96,,,,,,64.0,,40,1681383536.0,,,,1,,,97,2.009128399369699,0.0,,,,,1.29,,,,,,16261.04,10.0,,
0,0,0.0,3.585679583065404,1,,160,,,,,,96.0,,41,1681383537.0,,,,2,,,161,3.585679583065404,0.0,,,,,2.01,,,,,,9093.71,10.0,,
0,0,0.0,4.445588295313355,1,,192,,,,,,160.0,,45,1681383541.0,,,,3,,,208,4.445588295313355,0.0,,,,,3.59,,,,,,7324.13,10.0,,
0,0,0.0,9.40500141869789,1,,352,,,,,,192.0,,46,1681383542.0,,,,4,,,357,9.40500141869789,0.0,,,,,4.45,,,,,,3446.1,10.0,,
0,0,0.0,10.506906555043823,1,,384,,,,,,352.0,,47,1681383543.0,,,,5,,,393,10.506906555043823,0.0,,,,,9.41,,,,,,3081.26,10.0,,
0,0,0.0,12.790120547665056,1,,448,,,,,,384.0,,49,1681383545.0,,,,6,,,453,12.790120547665056,0.0,,,,,10.51,,,,,,2526.55,10.0,,
0,0,0.0,13.957857938571703,1,,480,,,,,,448.0,,50,1681383546.0,,,,7,,,490,13.957857938571703,0.0,,,,,12.79,,,,,,2312.52,10.0,,
0,0,0.0,16.315130570678058,1,,544,,,,,,480.0,,54,1681383550.0,,,,8,,,597,16.315130570678058,0.0,,,,,13.96,,,,,,1971.87,10.0,,
0,0,0.0,54.07776310757757,4,,928,,,,,,544.0,,55,1681383551.0,,,,9,,,981,54.07776310757757,0.0,,,,,16.32,,,,,,587.8,10.0,,
0,0,0.0,74.26414306650707,4,,1184,,0.0,0.0,,8.8,672.0,0.0,56,1681383552.0,0.0,,12.02,10,,64.0,1223,74.26414306650707,0.0,,,,0.0,20.93,12.33,96.0,,0.0,,424.77,10.0,96.0,
0,0,0.0,82.63137155592474,4,,1312,,0.0,0.0,,15.42,736.0,0.0,57,1681383553.0,0.0,,17.68,11,,128.0,1386,82.63137155592474,0.0,,,,0.0,23.08,18.09,160.0,,0.0,,379.79,10.0,160.0,
0,0,0.0,96.74229255671382,4,,1568,,0.0,0.0,,18.11,768.0,0.0,59,1681383555.0,0.0,,19.97,12,,160.0,1609,96.74229255671382,0.0,,,,0.0,24.1,20.44,192.0,,0.0,,322.08,10.0,192.0,
0,0,0.0,102.71536748967199,4,,1696,,0.0,0.0,,22.52,832.0,0.0,60,1681383556.0,0.0,,23.88,13,,224.0,1778,102.71536748967199,0.0,,,,0.0,26.03,24.32,256.0,,0.0,,301.71,10.0,256.0,
0,0,0.0,110.7197521223126,4,,1888,,0.0,0.0,,24.34,864.0,0.0,61,1681383557.0,0.0,,25.52,14,,256.0,1972,110.7197521223126,0.0,,,,0.0,26.92,25.93,288.0,,0.0,,278.15,10.0,288.0,
0,0,0.0,117.05823158528625,4,,2080,,0.0,0.0,,27.38,896.0,0.0,62,1681383558.0,0.0,,26.96,15,,320.0,2164,117.05823158528625,0.0,,,,0.0,27.78,28.6,352.0,,0.0,,261.44,10.0,320.0,
0,0,0.0,122.75631310099125,4,,2272,,0.0,0.0,,28.65,960.0,0.0,63,1681383559.0,0.0,,29.38,16,,352.0,2355,122.75631310099125,0.0,,,,0.0,29.31,29.71,384.0,,0.0,,247.75,10.0,384.0,
0,0,0.0,127.38888826322231,4,,2464,,0.0,0.0,,30.77,992.0,0.0,68,1681383564.0,0.0,,30.39,17,,416.0,2927,127.38888826322231,0.0,,,,0.0,30.01,31.58,448.0,,0.0,,234.25,10.0,416.0,
0,0,0.0,138.64645662252414,4,,3104,,0.0,0.0,,31.65,1056.0,0.0,69,1681383565.0,0.0,,32.11,18,,448.0,3202,138.64645662252414,0.0,,,,0.0,31.27,32.36,480.0,,0.0,,213.25,10.0,480.0,
0,0,0.0,140.9725060536116,4,,3296,,0.0,0.0,,34.82,1216.0,0.0,70,1681383566.0,0.0,,34.99,19,,608.0,3387,140.9725060536116,0.0,,,,0.0,33.65,35.18,640.0,,0.0,,208.41,10.0,640.0,
0,0,0.0,142.65781849606327,4,,3456,,0.0,0.0,,35.66,1248.0,0.0,71,1681383567.0,0.0,,35.38,20,,672.0,3571,142.65781849606327,0.0,,,,0.0,34.02,35.92,704.0,,0.0,,204.66,10.0,672.0,
0,0,0.0,144.64372941809665,4,,3680,,0.0,0.0,,36.02,1280.0,0.0,72,1681383568.0,0.0,,36.06,21,,704.0,3760,144.64372941809665,0.0,,,,0.0,34.35,36.24,736.0,,0.0,,200.55,10.0,736.0,
0,0,0.0,145.84803724293275,4,,3840,,0.0,0.0,,36.61,1344.0,0.0,74,1681383570.0,0.0,,36.34,22,,768.0,3944,145.84803724293275,0.0,,,,0.0,34.93,36.76,800.0,,0.0,,197.63,10.0,768.0,
0,0,0.0,147.27475201738568,4,,4064,,0.0,0.0,,36.86,1376.0,0.0,75,1681383571.0,0.0,,36.82,23,,800.0,4131,147.27475201738568,0.0,,,,0.0,35.19,36.98,832.0,,0.0,,194.45,10.0,832.0,
0,0,0.0,157.7541849046518,5,,4480,,0.0,0.0,,37.26,1440.0,0.0,76,1681383572.0,0.0,,37.03,24,,864.0,4576,157.7541849046518,0.0,,,,0.0,35.61,37.37,896.0,,0.0,,178.71,10.0,864.0,
0,0,0.0,179.28764043065553,5,9.65,5152,,0.0,0.0,,37.44,1472.0,0.0,77,1681383573.0,0.0,,37.37,25,,896.0,5280,179.28764043065553,0.0,,,0.0,0.0,35.78,37.51,928.0,256.0,0.0,0.0,153.32,10.0,928.0,
0,0,0.0,191.2693417080783,5,30.44,5632,,0.0,0.0,,37.73,1504.0,0.0,78,1681383574.0,0.0,,37.52,26,,960.0,5748,191.2693417080783,0.0,,,0.0,0.0,35.96,37.65,960.0,768.0,0.0,0.0,141.27,10.0,960.0,
0,0,0.0,214.9095877375591,5,41.52,6272,,0.0,0.0,,37.85,1568.0,0.0,80,1681383576.0,0.0,,37.75,27,,992.0,6449,214.9095877375591,0.0,,,0.0,0.0,36.26,37.88,1024.0,1024.0,0.0,0.0,122.47,10.0,1024.0,
0,0,0.0,240.26127510040206,5,64.76,7008,,0.0,0.0,,37.94,1600.0,0.0,81,1681383577.0,0.0,,37.83,28,,1024.0,7149,240.26127510040206,0.0,,,0.0,0.0,36.39,37.98,1056.0,1536.0,0.0,0.0,106.63,10.0,1056.0,
0,0,0.0,253.17886677885272,5,89.47,7424,,0.0,0.0,,38.12,1664.0,0.0,82,1681383578.0,0.0,,37.93,29,,1088.0,7645,253.17886677885272,0.0,,,0.0,0.0,36.59,38.15,1120.0,2048.0,0.0,0.0,99.23,10.0,1088.0,
0,0,0.0,278.94772672436875,5,102.02,8128,,0.0,0.0,,38.2,1696.0,0.0,83,1681383579.0,0.0,,38.09,30,,1120.0,8340,278.94772672436875,0.0,,,0.0,0.0,36.65,38.22,1152.0,2304.0,0.0,0.0,87.57,10.0,1152.0,
0,0,0.0,303.8537871196921,5,127.44,8832,,0.0,0.0,,38.31,1728.0,0.0,84,1681383580.0,0.0,,38.14,31,,1184.0,9017,303.8537871196921,0.0,,,0.0,0.0,36.72,38.34,1216.0,2816.0,0.0,0.0,78.17,10.0,1184.0,
0,0,0.0,329.81863403750737,5,152.07,9536,,0.0,0.0,,38.36,1792.0,0.0,86,1681383582.0,0.0,,38.2,32,,1216.0,9703,329.81863403750737,0.0,,,0.0,0.0,36.84,38.37,1248.0,3328.0,0.0,0.0,69.93,10.0,1248.0,
0,0,0.0,344.31810027488166,5,177.8,9984,,0.0,0.0,,38.46,1824.0,0.0,87,1681383583.0,0.0,,38.24,33,,1280.0,10268,344.31810027488166,0.0,,,0.0,0.0,36.89,38.44,1312.0,3840.0,0.0,0.0,65.35,10.0,1280.0,
0,0,0.0,384.8911375260518,5,192.06,10912,,0.0,0.0,,38.5,1888.0,0.0,91,1681383587.0,0.0,,38.3,34,,1312.0,12279,384.8911375260518,0.0,,,0.0,0.0,36.98,38.47,1344.0,4096.0,0.0,0.0,53.23,10.0,1344.0,
0,0,0.0,417.1728690985695,5,232.55,12608,,0.0,0.0,,38.53,1920.0,0.0,92,1681383588.0,0.0,,38.33,35,,1376.0,13134,417.1728690985695,0.0,,,0.0,0.0,37.0,38.48,1376.0,4864.0,0.0,0.0,47.06,10.0,1376.0,
0,0,0.0,404.1473296122733,5,264.51,13024,,0.0,0.0,,38.59,2080.0,0.0,93,1681383589.0,0.0,,38.4,36,,1536.0,13494,404.1473296122733,0.0,,,0.0,0.0,37.08,38.59,1568.0,5888.0,0.0,0.0,47.69,10.0,1536.0,
0,0,0.0,378.17835811242105,5,251.47,13472,,0.0,0.0,,38.6,2112.0,0.0,95,1681383591.0,0.0,,38.43,37,,1568.0,13691,378.17835811242105,0.0,,,0.0,0.0,37.08,38.58,1600.0,6144.0,0.0,0.0,50.45,10.0,1600.0,
0,0,0.0,378.1972631238475,5,225.47,13632,,0.0,0.0,,38.61,2176.0,0.0,96,1681383592.0,0.0,,38.43,38,,1632.0,14144,378.1972631238475,0.0,,,0.0,0.0,37.08,38.59,1632.0,6400.0,0.0,0.0,49.25,10.0,1632.0,
0,0,0.0,371.29497875966604,5,225.47,14080,,0.0,0.0,,38.61,2208.0,0.0,97,1681383593.0,0.0,,38.44,39,,1664.0,14511,371.29497875966604,0.0,,,0.0,0.0,37.08,38.6,1696.0,6400.0,0.0,0.0,49.17,10.0,1664.0,
0,0,0.0,362.9698782632604,5,218.57,14528,,0.0,0.0,,38.61,2272.0,0.0,98,1681383594.0,0.0,,38.45,40,,1696.0,14851,362.9698782632604,0.0,,,0.0,0.0,37.06,38.61,1728.0,6656.0,0.0,0.0,49.36,10.0,1728.0,
0,0,0.0,362.9549358367127,5,210.25,14688,,0.0,0.0,,38.61,2304.0,0.0,99,1681383595.0,0.0,,38.44,41,,1760.0,15285,362.9549358367127,0.0,,,0.0,0.0,37.06,38.61,1792.0,6912.0,0.0,0.0,48.17,10.0,1760.0,
0,0,0.0,349.88907489233736,5,210.25,15168,,0.0,0.0,,38.61,2336.0,0.0,101,1681383597.0,0.0,,38.45,42,,1792.0,15541,349.88907489233736,0.0,,,0.0,0.0,37.04,38.6,1824.0,6912.0,0.0,0.0,49.24,10.0,1824.0,
0,0,0.0,348.5396812459291,5,197.29,15584,,0.0,0.0,,38.59,2400.0,0.0,102,1681383598.0,0.0,,38.42,43,,1856.0,15940,348.5396812459291,0.0,,,0.0,0.0,37.0,38.59,1888.0,7168.0,0.0,0.0,48.28,10.0,1856.0,
0,0,0.0,342.83300595647444,5,196.04,16032,,0.0,0.0,,38.58,2432.0,0.0,103,1681383599.0,0.0,,38.36,44,,1888.0,16279,342.83300595647444,0.0,,,0.0,0.0,36.99,38.57,1920.0,7424.0,0.0,0.0,48.1,10.0,1920.0,
0,0,0.0,342.7955905974479,5,190.34,16224,,0.0,0.0,,38.58,2464.0,0.0,104,1681383600.0,0.0,,38.36,45,,1952.0,16689,342.7955905974479,0.0,,,0.0,0.0,36.99,38.57,1984.0,7680.0,0.0,0.0,46.91,10.0,1952.0,
0,0,0.0,331.63013593692244,5,190.34,16640,,0.0,0.0,,38.57,2528.0,0.0,105,1681383601.0,0.0,,38.34,46,,1984.0,16934,331.63013593692244,0.0,,,0.0,0.0,36.97,38.57,2016.0,7680.0,0.0,0.0,47.74,10.0,2016.0,
0,0,0.0,329.63984816981997,5,179.22,17088,,0.0,0.0,,38.57,2560.0,0.0,107,1681383603.0,0.0,,38.32,47,,2048.0,17301,329.63984816981997,0.0,,,0.0,0.0,36.96,38.56,2048.0,7936.0,0.0,0.0,46.92,10.0,2048.0,
0,0,0.0,330.7699083512261,5,177.27,17504,,0.0,0.0,,38.55,2624.0,0.0,108,1681383604.0,0.0,,38.3,48,,2080.0,17710,330.7699083512261,0.0,,,0.0,0.0,36.95,38.57,2112.0,8192.0,0.0,0.0,45.52,10.0,2080.0,
0,0,0.0,330.7140831433144,5,178.44,17696,,0.0,0.0,,38.56,2656.0,0.0,109,1681383605.0,0.0,,38.28,49,,2112.0,18107,330.7140831433144,0.0,,,0.0,0.0,36.94,38.56,2144.0,8448.0,0.0,0.0,44.33,10.0,2144.0,
0,0,0.0,328.7868046306189,5,178.44,18144,,0.0,0.0,,38.5,2688.0,0.0,110,1681383606.0,0.0,,38.27,50,,2176.0,18474,328.7868046306189,0.0,,,0.0,0.0,36.93,38.57,2208.0,8448.0,0.0,0.0,43.47,10.0,2176.0,
0,0,0.0,326.5417188615904,5,176.58,18592,,0.0,0.0,,38.49,2752.0,0.0,111,1681383607.0,0.0,,38.24,51,,2208.0,18835,326.5417188615904,0.0,,,0.0,0.0,36.94,38.53,2240.0,8704.0,0.0,0.0,42.67,10.0,2240.0,
0,0,0.0,325.5716039437271,5,174.36,19008,,0.0,0.0,,38.48,2784.0,0.0,113,1681383609.0,0.0,,38.23,52,,2272.0,19213,325.5716039437271,0.0,,,0.0,0.0,36.94,38.53,2304.0,8960.0,0.0,0.0,41.64,10.0,2272.0,
0,0,0.0,325.5175768145591,5,173.43,19200,,0.0,0.0,,38.47,2816.0,0.0,114,1681383610.0,0.0,,38.21,53,,2304.0,19601,325.5175768145591,0.0,,,0.0,0.0,36.94,38.53,2336.0,9216.0,0.0,0.0,40.45,10.0,2336.0,
0,0,0.0,324.0698110716261,5,173.43,19616,,0.0,0.0,,38.47,2880.0,0.0,115,1681383611.0,0.0,,38.18,54,,2368.0,19968,324.0698110716261,0.0,,,0.0,0.0,36.93,38.5,2368.0,9216.0,0.0,0.0,39.5,10.0,2368.0,
0,0,0.0,316.5503054283021,5,172.01,20064,,0.0,0.0,,38.47,2912.0,0.0,116,1681383612.0,0.0,,38.17,55,,2400.0,20240,316.5503054283021,0.0,,,0.0,0.0,36.94,38.48,2432.0,9472.0,0.0,0.0,39.58,10.0,2400.0,
0,0,0.0,316.4994538831006,5,164.54,20256,,0.0,0.0,,38.46,2976.0,0.0,117,1681383613.0,0.0,,38.16,56,,2432.0,20618,316.4994538831006,0.0,,,0.0,0.0,36.92,38.47,2464.0,9728.0,0.0,0.0,38.39,10.0,2464.0,
0,0,0.0,317.40602995635675,5,164.54,20672,,0.0,0.0,,38.42,3008.0,0.0,119,1681383615.0,0.0,,38.15,57,,2496.0,21012,317.40602995635675,0.0,,,0.0,0.0,36.92,38.47,2528.0,9728.0,0.0,0.0,37.04,10.0,2496.0,
0,0,0.0,320.32670776941484,5,165.49,21152,,0.0,0.0,,38.4,3040.0,0.0,120,1681383616.0,0.0,,38.12,58,,2528.0,21437,320.32670776941484,0.0,,,0.0,0.0,36.91,38.47,2560.0,9984.0,0.0,0.0,35.37,10.0,2560.0,
0,0,0.0,320.09643140023866,5,168.48,21536,,0.0,0.0,,38.39,3104.0,0.0,121,1681383617.0,0.0,,38.1,59,,2592.0,21815,320.09643140023866,0.0,,,0.0,0.0,36.89,38.47,2624.0,10240.0,0.0,0.0,34.22,10.0,2592.0,
0,0,0.0,321.14005724573303,5,168.3,22016,,0.0,0.0,,38.36,3136.0,0.0,122,1681383618.0,0.0,,38.11,60,,2624.0,22231,321.14005724573303,0.0,,,0.0,0.0,36.89,38.44,2656.0,10496.0,0.0,0.0,32.81,10.0,2624.0,
0,0,0.0,321.41796612056237,5,169.38,22432,,0.0,0.0,,38.35,3168.0,0.0,123,1681383619.0,0.0,,38.09,61,,2688.0,22653,321.41796612056237,0.0,,,0.0,0.0,36.89,38.42,2720.0,10752.0,0.0,0.0,31.47,10.0,2688.0,
0,0,0.0,322.9869444088701,5,169.7,22912,,0.0,0.0,,38.34,3232.0,0.0,125,1681383621.0,0.0,,38.06,62,,2720.0,23064,322.9869444088701,0.0,,,0.0,0.0,36.89,38.42,2752.0,11008.0,0.0,0.0,30.05,10.0,2720.0,
0,0,0.0,322.95352678308996,5,171.32,23072,,0.0,0.0,,38.33,3264.0,0.0,126,1681383622.0,0.0,,38.05,63,,2784.0,23451,322.95352678308996,0.0,,,0.0,0.0,36.87,38.41,2816.0,11264.0,0.0,0.0,28.85,10.0,2784.0,
0,0,0.0,320.23559220054136,5,171.32,23520,,0.0,0.0,,38.31,3328.0,0.0,127,1681383623.0,0.0,,38.05,64,,2816.0,23795,320.23559220054136,0.0,,,0.0,0.0,36.86,38.41,2848.0,11264.0,0.0,0.0,28.02,10.0,2816.0,
0,0,0.0,318.4715951231585,5,168.66,23968,,0.0,0.0,,38.29,3360.0,0.0,128,1681383624.0,0.0,,38.03,65,,2880.0,24152,318.4715951231585,0.0,,,0.0,0.0,36.85,38.4,2880.0,11520.0,0.0,0.0,27.05,10.0,2880.0,
0,0,0.0,318.4080912389735,5,166.95,24128,,0.0,0.0,,38.28,3424.0,0.0,129,1681383625.0,0.0,,38.02,66,,2912.0,24533,318.4080912389735,0.0,,,0.0,0.0,36.84,38.39,2944.0,11776.0,0.0,0.0,25.86,10.0,2912.0,
0,0,0.0,313.8022532772227,5,166.95,24576,,0.0,0.0,,38.26,3456.0,0.0,131,1681383627.0,0.0,,37.99,67,,2944.0,24840,313.8022532772227,0.0,,,0.0,0.0,36.84,38.37,2976.0,11776.0,0.0,0.0,25.26,10.0,2976.0,
0,0,0.0,318.9642184032068,5,162.38,24992,,0.0,0.0,,38.25,3488.0,0.0,132,1681383628.0,0.0,,37.98,68,,3008.0,25303,318.9642184032068,0.0,,,0.0,0.0,36.84,38.36,3040.0,12032.0,0.0,0.0,23.4,10.0,3008.0,
0,0,0.0,318.9310702934283,5,167.57,25216,,0.0,0.0,,38.24,3552.0,0.0,133,1681383629.0,0.0,,37.98,69,,3040.0,25684,318.9310702934283,0.0,,,0.0,0.0,36.83,38.35,3072.0,12288.0,0.0,0.0,22.21,10.0,3040.0,
0,0,0.0,318.8760902470086,5,167.57,25344,,0.0,0.0,,38.22,3584.0,0.0,134,1681383630.0,0.0,,37.98,70,,3104.0,26068,318.8760902470086,0.0,,,0.0,0.0,36.82,38.33,3136.0,12288.0,0.0,0.0,21.01,10.0,3104.0,
0,0,0.0,292.64864188622516,5,167.57,25856,,0.0,0.0,,38.22,3616.0,0.0,135,1681383631.0,0.0,,37.94,71,,3136.0,25968,292.64864188622516,0.0,,,0.0,0.0,36.82,38.32,3168.0,12288.0,0.0,0.0,23.24,10.0,3136.0,
0,0,0.0,300.2624498649776,5,141.45,26240,,0.0,0.0,,38.18,3680.0,0.0,137,1681383633.0,0.0,,37.91,72,,3200.0,26454,300.2624498649776,0.0,,,0.0,0.0,36.8,38.31,3232.0,12544.0,0.0,0.0,21.03,10.0,3200.0,
0,0,0.0,318.68230083582523,5,149.1,26944,,0.0,0.0,,38.16,3712.0,0.0,138,1681383634.0,0.0,,37.9,73,,3232.0,27117,318.68230083582523,0.0,,,0.0,0.0,36.79,38.31,3264.0,12800.0,0.0,0.0,17.73,10.0,3232.0,
0,0,0.0,327.931457154807,5,167.57,27392,,0.0,0.0,,38.16,3776.0,0.0,139,1681383635.0,0.0,,37.87,74,,3264.0,27641,327.931457154807,0.0,,,0.0,0.0,36.79,38.3,3296.0,13312.0,0.0,0.0,15.64,9.77,3296.0,
0,0,0.0,345.2007563250844,5,176.87,28032,,0.0,0.0,,38.15,3808.0,0.0,140,1681383636.0,0.0,,37.85,75,,3328.0,28280,345.2007563250844,0.0,,,0.0,0.0,36.78,38.28,3360.0,13568.0,0.0,0.0,13.0,8.13,3328.0,
0,0,0.0,354.37889056787594,5,194.2,28544,,0.0,0.0,,38.13,3840.0,0.0,141,1681383637.0,0.0,,37.83,76,,3360.0,28818,354.37889056787594,0.0,,,0.0,0.0,36.77,38.27,3392.0,14080.0,0.0,0.0,11.15,6.97,3360.0,
0,0,0.0,371.159457763212,5,203.46,29184,,0.0,0.0,,38.11,3904.0,0.0,143,1681383639.0,0.0,,37.8,77,,3424.0,29459,371.159457763212,0.0,,,0.0,0.0,36.76,38.25,3456.0,14336.0,0.0,0.0,8.92,5.57,3424.0,
0,0,0.0,390.67257429575227,5,220.26,29920,,0.0,0.0,,38.1,3936.0,0.0,144,1681383640.0,0.0,,37.8,78,,3456.0,30137,390.67257429575227,0.0,,,0.0,0.0,36.76,38.25,3488.0,14848.0,0.0,0.0,6.73,4.21,3456.0,
0,0,0.0,405.6943840195878,5,239.81,30592,,0.0,0.0,,38.08,3968.0,0.0,145,1681383641.0,0.0,,37.78,79,,3520.0,30771,405.6943840195878,0.0,,,0.0,0.0,36.77,38.23,3552.0,15360.0,0.0,0.0,4.92,3.08,3520.0,
0,0,0.0,414.87272403275836,5,254.86,30976,,0.0,0.0,,38.07,4032.0,0.0,146,1681383642.0,0.0,,37.79,80,,3552.0,31355,414.87272403275836,0.0,,,0.0,0.0,36.76,38.22,3584.0,15872.0,0.0,0.0,3.41,2.13,3552.0,
0,0,0.0,429.21356763114443,5,264.06,31744,,0.0,0.0,,38.05,4064.0,0.0,147,1681383643.0,0.0,,37.78,81,,3584.0,32001,429.21356763114443,0.0,,,0.0,0.0,36.76,38.23,3616.0,16128.0,0.0,0.0,1.79,1.12,3584.0,
0,0,0.0,440.0093215473911,5,278.48,32384,,0.0,0.0,,38.02,4128.0,0.0,149,1681383645.0,0.0,,37.75,82,,3648.0,32619,440.0093215473911,0.0,,,0.0,0.0,36.74,38.22,3680.0,16640.0,0.0,0.0,0.34,0.5,3648.0,
0,0,0.0,445.2999435924069,5,289.3,32864,,0.0,0.0,,38.02,4160.0,0.0,150,1681383646.0,0.0,,37.74,83,,3680.0,33199,445.2999435924069,0.0,,,0.0,0.0,36.73,38.22,3712.0,17152.0,0.0,0.0,0.0,0.5,3680.0,
0,0,0.0,450.29554118383044,5,294.67,33152,,0.0,0.0,,38.01,4192.0,0.0,151,1681383647.0,0.0,,37.7,84,,3744.0,33780,450.29554118383044,0.0,,,0.0,0.0,36.72,38.2,3776.0,17408.0,0.0,0.0,0.0,0.5,3744.0,
0,0,0.0,450.29554118383044,5,299.69,33152,,0.0,0.0,,38.01,4224.0,0.0,152,1681383648.0,0.0,,37.7,85,,3744.0,34319,450.29554118383044,0.0,,,0.0,0.0,36.7,38.2,3776.0,17664.0,0.0,0.0,0.0,0.5,3744.0,
0,0,0.0,450.29554118383044,5,299.69,33152,,0.0,0.0,,38.01,4224.0,0.0,153,1681383649.0,0.0,,37.7,86,,3744.0,34859,450.29554118383044,0.0,,,0.0,0.0,36.7,38.2,3776.0,17664.0,0.0,0.0,0.0,0.5,3744.0,
0,0,0.0,450.29554118383044,5,299.69,33152,,0.0,0.0,,38.01,4224.0,0.0,155,1681383651.0,0.0,,37.7,87,,3744.0,35395,450.29554118383044,0.0,,,0.0,0.0,36.7,38.2,3776.0,17664.0,0.0,0.0,0.0,0.5,3744.0,
0,0,0.0,450.29554118383044,5,299.69,33152,,0.0,0.0,,38.01,4224.0,0.0,156,1681383652.0,0.0,,37.7,88,,3744.0,35934,450.29554118383044,0.0,,,0.0,0.0,36.7,38.2,3776.0,17664.0,0.0,0.0,0.0,0.5,3744.0,
0,0,0.0,450.29554118383044,5,299.69,33152,,0.0,0.0,,38.01,4224.0,0.0,157,1681383653.0,0.0,,37.7,89,,3744.0,36474,450.29554118383044,0.0,,,0.0,0.0,36.7,38.2,3776.0,17664.0,0.0,0.0,0.0,0.5,3744.0,
0,0,0.0,450.29554118383044,5,299.69,33152,,0.0,0.0,,38.01,4224.0,0.0,158,1681383654.0,0.0,,37.7,90,,3744.0,37012,450.29554118383044,0.0,,,0.0,0.0,36.7,38.2,3776.0,17664.0,0.0,0.0,0.0,0.5,3744.0,
0,0,0.0,450.29554118383044,5,299.69,33152,,0.0,0.0,,38.01,4224.0,0.0,159,1681383655.0,0.0,,37.7,91,,3744.0,37552,450.29554118383044,0.0,,,0.0,0.0,36.7,38.2,3776.0,17664.0,0.0,0.0,0.0,0.5,3744.0,
0,0,0.0,450.29554118383044,5,299.69,33152,,0.0,0.0,,38.01,4224.0,0.0,161,1681383657.0,0.0,,37.7,92,,3744.0,38089,450.29554118383044,0.0,,,0.0,0.0,36.7,38.2,3776.0,17664.0,0.0,0.0,0.0,0.5,3744.0,
0,0,0.0,450.29554118383044,5,299.69,33152,,0.0,0.0,,38.01,4224.0,0.0,162,1681383658.0,0.0,,37.7,93,,3744.0,38631,450.29554118383044,0.0,,,0.0,0.0,36.7,38.2,3776.0,17664.0,0.0,0.0,0.0,0.5,3744.0,
0,0,0.0,450.29554118383044,5,299.69,33152,,0.0,0.0,,38.01,4224.0,0.0,163,1681383659.0,0.0,,37.7,94,,3744.0,39171,450.29554118383044,0.0,,,0.0,0.0,36.7,38.2,3776.0,17664.0,0.0,0.0,0.0,0.5,3744.0,
0,0,0.0,450.29554118383044,5,299.69,33152,,0.0,0.0,,38.01,4224.0,0.0,164,1681383660.0,0.0,,37.7,95,,3744.0,39712,450.29554118383044,0.0,,,0.0,0.0,36.7,38.2,3776.0,17664.0,0.0,0.0,0.0,0.5,3744.0,
0,0,0.0,450.29554118383044,5,299.69,33152,,0.0,0.0,,38.01,4224.0,0.0,165,1681383661.0,0.0,,37.7,96,,3744.0,40252,450.29554118383044,0.0,,,0.0,0.0,36.7,38.2,3776.0,17664.0,0.0,0.0,0.0,0.5,3744.0,
0,0,0.0,450.29554118383044,5,299.69,33152,,0.0,0.0,,38.01,4224.0,0.0,167,1681383663.0,0.0,,37.7,97,,3744.0,40792,450.29554118383044,0.0,,,0.0,0.0,36.7,38.2,3776.0,17664.0,0.0,0.0,0.0,0.5,3744.0,
0,0,0.0,450.29554118383044,5,299.69,33152,,0.0,0.0,,38.01,4224.0,0.0,168,1681383664.0,0.0,,37.7,98,,3744.0,41339,450.29554118383044,0.0,,,0.0,0.0,36.7,38.2,3776.0,17664.0,0.0,0.0,0.0,0.5,3744.0,
0,0,0.0,450.29554118383044,5,299.69,33152,,0.0,0.0,,38.01,4224.0,0.0,169,1681383665.0,0.0,,37.7,99,,3744.0,41877,450.29554118383044,0.0,,,0.0,0.0,36.7,38.2,3776.0,17664.0,0.0,0.0,0.0,0.5,3744.0,
0,0,0.0,450.29554118383044,5,299.69,33152,,0.0,0.0,,38.01,4224.0,0.0,170,1681383666.0,0.0,,37.7,100,,3744.0,42420,450.29554118383044,0.0,,,0.0,0.0,36.7,38.2,3776.0,17664.0,0.0,0.0,0.0,0.5,3744.0,
0,0,0.0,450.29554118383044,5,299.69,33152,,0.0,0.0,,38.01,4224.0,0.0,171,1681383667.0,0.0,,37.7,101,,3744.0,42956,450.29554118383044,0.0,,,0.0,0.0,36.7,38.2,3776.0,17664.0,0.0,0.0,0.0,0.5,3744.0,
