03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_3_samples_per_second,04_peers/peer_2_samples_accumulated,04_peers/peer_4_samples_per_second,04_peers/peer_4_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_2_epoch,04_peers/peer_3_epoch_oos,04_peers/peer_3_epoch,04_peers/peer_4_epoch,04_peers/peer_3_samples_accumulated,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_4_epoch_oos,04_peers/peer_5_samples_per_second,04_peers/peer_5_samples_accumulated,04_peers/peer_5_epoch,04_peers/peer_5_epoch_oos,04_peers/peer_6_samples_accumulated,04_peers/peer_6_samples_per_second,04_peers/peer_6_epoch,04_peers/peer_6_epoch_oos,04_peers/peer_7_epoch,04_peers/peer_7_samples_per_second,04_peers/peer_7_samples_accumulated,04_peers/peer_7_epoch_oos,04_peers/peer_8_samples_per_second,04_peers/peer_8_samples_accumulated,04_peers/peer_8_epoch,04_peers/peer_8_epoch_oos,04_peers/peer_9_epoch,04_peers/peer_9_samples_accumulated,04_peers/peer_9_samples_per_second,04_peers/peer_9_epoch_oos,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
28514,1523.219373346144,9,28064,238,2.79,422,3,2.09,1250.5126458961333,1683054754,0,3328.0,250.99,2848.0,12.5,3040.0,2.0,2.0,0.0,3.0,2.0,5312.0,1.0,12.18,13.07,1.0,1.0,252.31,5344.0,3.0,0.0,5280.0,251.44,3.0,0.0,3.0,250.51,5152.0,0.0,250.17,5216.0,3.0,0.0,1.0,3296.0,234.95,2.0,,,,,,,
30286,1526.1332651829955,9,29824,239,1.63,423,3,1.22,1253.4265377329843,1683054755,0,3328.0,250.07,2848.0,12.5,3040.0,2.0,2.0,0.0,3.0,2.0,5664.0,1.0,12.18,13.07,1.0,1.0,251.9,5696.0,3.0,0.0,5632.0,250.83,3.0,0.0,3.0,248.06,5504.0,0.0,249.65,5568.0,3.0,0.0,1.0,3296.0,234.95,2.0,,,,,,,
32045,1523.1284367975138,9,31616,240,0.47,424,3,0.5,1250.421709347503,1683054756,0,3328.0,250.79,2848.0,12.5,3040.0,2.0,2.0,0.0,3.0,2.0,6016.0,1.0,12.18,13.07,1.0,1.0,252.16,6048.0,3.0,0.0,5984.0,251.01,3.0,0.0,3.0,250.04,5856.0,0.0,249.43,5920.0,3.0,0.0,1.0,3296.0,234.95,2.0,,,,,,,
33804,1522.3259269285181,9,32704,241,0.0,426,3,0.5,1249.6191994785072,1683054758,0,3328.0,250.54,2848.0,12.5,3040.0,2.0,2.0,0.0,3.0,2.0,6400.0,1.0,12.18,13.07,1.0,1.0,252.02,6400.0,3.0,0.0,6336.0,251.07,3.0,0.0,3.0,247.66,6208.0,0.0,249.13,6272.0,3.0,0.0,1.0,3296.0,234.95,2.0,,,,,,,
35561,1522.3259269285181,9,32704,242,0.0,427,3,0.5,1249.6191994785072,1683054759,0,3328.0,250.26,2848.0,12.5,3040.0,2.0,2.0,0.0,3.0,2.0,6592.0,1.0,12.18,13.07,1.0,1.0,252.39,6624.0,3.0,0.0,6560.0,250.66,3.0,0.0,3.0,247.26,6432.0,0.0,249.05,6496.0,3.0,0.0,1.0,3296.0,234.95,2.0,,,,,,,
37319,1522.3259269285181,9,32704,243,0.0,429,3,0.5,1249.6191994785072,1683054761,0,3328.0,250.26,2848.0,12.5,3040.0,2.0,2.0,0.0,3.0,2.0,6592.0,1.0,12.18,13.07,1.0,1.0,252.39,6624.0,3.0,0.0,6560.0,250.66,3.0,0.0,3.0,247.26,6432.0,0.0,249.05,6496.0,3.0,0.0,1.0,3296.0,234.95,2.0,,,,,,,
39088,1522.3259269285181,9,32704,244,0.0,430,3,0.5,1249.6191994785072,1683054762,0,3328.0,250.26,2848.0,12.5,3040.0,2.0,2.0,0.0,3.0,2.0,6592.0,1.0,12.18,13.07,1.0,1.0,252.39,6624.0,3.0,0.0,6560.0,250.66,3.0,0.0,3.0,247.26,6432.0,0.0,249.05,6496.0,3.0,0.0,1.0,3296.0,234.95,2.0,,,,,,,
40858,1522.3259269285181,9,32704,245,0.0,432,3,0.5,1249.6191994785072,1683054764,0,3328.0,250.26,2848.0,12.5,3040.0,2.0,2.0,0.0,3.0,2.0,6592.0,1.0,12.18,13.07,1.0,1.0,252.39,6624.0,3.0,0.0,6560.0,250.66,3.0,0.0,3.0,247.26,6432.0,0.0,249.05,6496.0,3.0,0.0,1.0,3296.0,234.95,2.0,,,,,,,
42627,1522.3259269285181,9,32704,246,0.0,433,3,0.5,1249.6191994785072,1683054765,0,3328.0,250.26,2848.0,12.5,3040.0,2.0,2.0,0.0,3.0,2.0,6592.0,1.0,12.18,13.07,1.0,1.0,252.39,6624.0,3.0,0.0,6560.0,250.66,3.0,0.0,3.0,247.26,6432.0,0.0,249.05,6496.0,3.0,0.0,1.0,3296.0,234.95,2.0,,,,,,,
44468,1522.3259269285181,9,32704,247,0.0,434,3,0.5,1249.6191994785072,1683054766,0,3328.0,250.26,2848.0,12.5,3040.0,2.0,2.0,0.0,3.0,2.0,6592.0,1.0,12.18,13.07,1.0,1.0,252.39,6624.0,3.0,0.0,6560.0,250.66,3.0,0.0,3.0,247.26,6432.0,0.0,249.05,6496.0,3.0,0.0,1.0,3296.0,234.95,2.0,,,,,,,
46229,1522.3259269285181,9,32704,248,0.0,436,3,0.5,1249.6191994785072,1683054768,0,3328.0,250.26,2848.0,12.5,3040.0,2.0,2.0,0.0,3.0,2.0,6592.0,1.0,12.18,13.07,1.0,1.0,252.39,6624.0,3.0,0.0,6560.0,250.66,3.0,0.0,3.0,247.26,6432.0,0.0,249.05,6496.0,3.0,0.0,1.0,3296.0,234.95,2.0,,,,,,,
47997,1522.3259269285181,9,32704,249,0.0,437,3,0.5,1249.6191994785072,1683054769,0,3328.0,250.26,2848.0,12.5,3040.0,2.0,2.0,0.0,3.0,2.0,6592.0,1.0,12.18,13.07,1.0,1.0,252.39,6624.0,3.0,0.0,6560.0,250.66,3.0,0.0,3.0,247.26,6432.0,0.0,249.05,6496.0,3.0,0.0,1.0,3296.0,234.95,2.0,,,,,,,
49761,1522.3259269285181,9,32704,250,0.0,439,3,0.5,1249.6191994785072,1683054771,0,3328.0,250.26,2848.0,12.5,3040.0,2.0,2.0,0.0,3.0,2.0,6592.0,1.0,12.18,13.07,1.0,1.0,252.39,6624.0,3.0,0.0,6560.0,250.66,3.0,0.0,3.0,247.26,6432.0,0.0,249.05,6496.0,3.0,0.0,1.0,3296.0,234.95,2.0,,,,,,,
759,1522.3259269285181,9,0,251,21.03,440,4,10.0,1249.6191994785072,1683054772,0,3328.0,250.26,2848.0,12.5,3040.0,2.0,2.0,0.0,3.0,2.0,6592.0,1.0,12.18,13.07,1.0,1.0,252.39,6624.0,3.0,0.0,6560.0,250.66,3.0,0.0,3.0,247.26,6432.0,0.0,249.05,6496.0,3.0,0.0,1.0,3296.0,234.95,2.0,,,,,,,
2519,1522.3259269285181,9,0,252,19.87,441,4,10.0,1249.6191994785072,1683054773,0,3328.0,250.26,2848.0,12.5,3040.0,2.0,2.0,0.0,4.0,2.0,0.0,2.0,12.18,13.07,2.0,2.0,252.39,0.0,4.0,0.0,0.0,250.66,4.0,0.0,4.0,247.26,0.0,0.0,249.05,0.0,4.0,0.0,1.0,3296.0,234.95,3.0,40.906799810007215,2.0,129472.0,32704.0,0.0,799.475885473678,2.0
4285,1522.3259269285181,9,0,253,18.71,443,4,10.0,1249.6191994785072,1683054775,0,3328.0,250.26,2848.0,12.5,3040.0,2.0,2.0,0.0,4.0,2.0,0.0,2.0,12.18,13.07,2.0,2.0,252.39,0.0,4.0,0.0,0.0,250.66,4.0,0.0,4.0,247.26,0.0,0.0,249.05,0.0,4.0,0.0,1.0,3296.0,234.95,3.0,,,,,,,
6040,1522.3259269285181,9,0,254,17.56,444,4,10.0,1249.6191994785072,1683054776,0,3328.0,250.26,2848.0,12.5,3040.0,2.0,2.0,0.0,4.0,2.0,0.0,2.0,12.18,13.07,2.0,2.0,252.39,0.0,4.0,0.0,0.0,250.66,4.0,0.0,4.0,247.26,0.0,0.0,249.05,0.0,4.0,0.0,1.0,3296.0,234.95,3.0,,,,,,,
10994,272.70672745001093,4,9216,255,79.84,450,2,10.0,37.75391882120628,1683054782,0,3328.0,250.26,2848.0,12.5,3040.0,2.0,2.0,0.0,4.0,2.0,0.0,2.0,12.18,13.07,2.0,2.0,252.39,0.0,4.0,0.0,0.0,250.66,4.0,0.0,4.0,247.26,0.0,0.0,249.05,0.0,4.0,0.0,1.0,3296.0,234.95,3.0,,,,,,,
11040,272.70672745001093,4,9216,256,79.68,452,2,10.0,37.75391882120628,1683054784,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,10.333353710360825,3.0,129472.0,0.0,0.0,0.0,2.0
11085,272.70672745001093,4,9216,257,79.51,453,2,10.0,37.75391882120628,1683054785,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
11161,272.70672745001093,4,9216,258,79.23,455,2,10.0,37.75391882120628,1683054787,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
11320,272.70672745001093,4,9216,259,78.65,459,2,10.0,37.75391882120628,1683054791,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
11366,272.70672745001093,4,9216,260,78.48,460,2,10.0,37.75391882120628,1683054792,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
11411,272.70672745001093,4,9216,261,78.31,461,2,10.0,37.75391882120628,1683054793,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
11457,272.70672745001093,4,9216,262,78.15,463,2,10.0,37.75391882120628,1683054795,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
11503,272.70672745001093,4,9216,263,77.98,464,2,10.0,37.75391882120628,1683054796,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
11548,272.70672745001093,4,9216,264,77.81,465,2,10.0,37.75391882120628,1683054797,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
11594,272.70672745001093,4,9216,265,77.64,466,2,10.0,37.75391882120628,1683054798,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
11639,272.70672745001093,4,9216,266,77.48,468,2,10.0,37.75391882120628,1683054800,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
11685,272.70672745001093,4,9216,267,77.31,469,2,10.0,37.75391882120628,1683054801,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
11731,272.70672745001093,4,9216,268,77.14,470,2,10.0,37.75391882120628,1683054802,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
11776,272.70672745001093,4,9216,269,76.98,471,2,10.0,37.75391882120628,1683054803,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
11822,272.70672745001093,4,9216,270,76.81,472,2,10.0,37.75391882120628,1683054804,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
11868,272.70672745001093,4,9216,271,76.64,474,2,10.0,37.75391882120628,1683054806,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
11913,272.70672745001093,4,9216,272,76.47,475,2,10.0,37.75391882120628,1683054807,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
11959,272.70672745001093,4,9216,273,76.31,476,2,10.0,37.75391882120628,1683054808,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
12004,272.70672745001093,4,9216,274,76.14,477,2,10.0,37.75391882120628,1683054809,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
12049,272.70672745001093,4,9216,275,75.97,478,2,10.0,37.75391882120628,1683054810,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
12095,272.70672745001093,4,9216,276,75.81,480,2,10.0,37.75391882120628,1683054812,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
12141,272.70672745001093,4,9216,277,75.64,481,2,10.0,37.75391882120628,1683054813,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
12186,272.70672745001093,4,9216,278,75.47,482,2,10.0,37.75391882120628,1683054814,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
12232,272.70672745001093,4,9216,279,75.3,483,2,10.0,37.75391882120628,1683054815,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
12278,272.70672745001093,4,9216,280,75.14,484,2,10.0,37.75391882120628,1683054816,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
12323,272.70672745001093,4,9216,281,74.97,486,2,10.0,37.75391882120628,1683054818,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
12369,272.70672745001093,4,9216,282,74.8,487,2,10.0,37.75391882120628,1683054819,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
12414,272.70672745001093,4,9216,283,74.64,488,2,10.0,37.75391882120628,1683054820,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
12460,272.70672745001093,4,9216,284,74.47,489,2,10.0,37.75391882120628,1683054821,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
12506,272.70672745001093,4,9216,285,74.3,490,2,10.0,37.75391882120628,1683054822,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
12551,272.70672745001093,4,9216,286,74.13,492,2,10.0,37.75391882120628,1683054824,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
12597,272.70672745001093,4,9216,287,73.97,493,2,10.0,37.75391882120628,1683054825,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
12642,272.70672745001093,4,9216,288,73.8,494,2,10.0,37.75391882120628,1683054826,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
12688,272.70672745001093,4,9216,289,73.63,495,2,10.0,37.75391882120628,1683054827,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
12733,272.70672745001093,4,9216,290,73.47,496,2,10.0,37.75391882120628,1683054828,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
12779,272.70672745001093,4,9216,291,73.3,498,2,10.0,37.75391882120628,1683054830,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
12824,272.70672745001093,4,9216,292,73.13,499,2,10.0,37.75391882120628,1683054831,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
12870,272.70672745001093,4,9216,293,72.96,500,2,10.0,37.75391882120628,1683054832,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
12916,272.70672745001093,4,9216,294,72.8,501,2,10.0,37.75391882120628,1683054833,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
12961,272.70672745001093,4,9216,295,72.63,503,2,10.0,37.75391882120628,1683054835,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
13007,272.70672745001093,4,9216,296,72.46,504,2,10.0,37.75391882120628,1683054836,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
13052,272.70672745001093,4,9216,297,72.3,505,2,10.0,37.75391882120628,1683054837,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
13098,272.70672745001093,4,9216,298,72.13,506,2,10.0,37.75391882120628,1683054838,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
13143,272.70672745001093,4,9216,299,71.96,507,2,10.0,37.75391882120628,1683054839,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
13189,272.70672745001093,4,9216,300,71.8,509,2,10.0,37.75391882120628,1683054841,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
13234,272.70672745001093,4,9216,301,71.63,510,2,10.0,37.75391882120628,1683054842,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
13280,272.70672745001093,4,9216,302,71.46,511,2,10.0,37.75391882120628,1683054843,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
13325,272.70672745001093,4,9216,303,71.3,512,2,10.0,37.75391882120628,1683054844,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
13371,272.70672745001093,4,9216,304,71.13,513,2,10.0,37.75391882120628,1683054845,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
13416,272.70672745001093,4,9216,305,70.96,515,2,10.0,37.75391882120628,1683054847,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
13461,272.70672745001093,4,9216,306,70.8,516,2,10.0,37.75391882120628,1683054848,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
13506,272.70672745001093,4,9216,307,70.63,517,2,10.0,37.75391882120628,1683054849,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
13552,272.70672745001093,4,9216,308,70.47,518,2,10.0,37.75391882120628,1683054850,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
13597,272.70672745001093,4,9216,309,70.3,519,2,10.0,37.75391882120628,1683054851,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
13642,272.70672745001093,4,9216,310,70.13,521,2,10.0,37.75391882120628,1683054853,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
13688,272.70672745001093,4,9216,311,69.97,522,2,10.0,37.75391882120628,1683054854,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
13733,272.70672745001093,4,9216,312,69.8,523,2,10.0,37.75391882120628,1683054855,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
13778,272.70672745001093,4,9216,313,69.63,524,2,10.0,37.75391882120628,1683054856,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
13824,272.70672745001093,4,9216,314,69.47,525,2,10.0,37.75391882120628,1683054857,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
13869,272.70672745001093,4,9216,315,69.3,527,2,10.0,37.75391882120628,1683054859,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
13914,272.70672745001093,4,9216,316,69.13,528,2,10.0,37.75391882120628,1683054860,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
13960,272.70672745001093,4,9216,317,68.97,529,2,10.0,37.75391882120628,1683054861,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
14005,272.70672745001093,4,9216,318,68.8,530,2,10.0,37.75391882120628,1683054862,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
14050,272.70672745001093,4,9216,319,68.64,531,2,10.0,37.75391882120628,1683054863,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
14095,272.70672745001093,4,9216,320,68.47,533,2,10.0,37.75391882120628,1683054865,0,3328.0,,2848.0,12.5,3040.0,2.0,2.0,,,2.0,,0.0,12.18,13.07,0.0,0.0,,,,,,,,,,,,,,,,,1.0,3296.0,234.95,1.0,,,,,,,
