03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_3_samples_per_second,04_peers/peer_2_samples_accumulated,04_peers/peer_4_samples_per_second,04_peers/peer_4_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_2_epoch,04_peers/peer_3_epoch_oos,04_peers/peer_3_epoch,04_peers/peer_4_epoch,04_peers/peer_3_samples_accumulated,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_4_epoch_oos,04_peers/peer_5_samples_per_second,04_peers/peer_5_samples_accumulated,04_peers/peer_5_epoch,04_peers/peer_5_epoch_oos,04_peers/peer_6_samples_accumulated,04_peers/peer_6_samples_per_second,04_peers/peer_6_epoch,04_peers/peer_6_epoch_oos,04_peers/peer_7_epoch,04_peers/peer_7_samples_per_second,04_peers/peer_7_samples_accumulated,04_peers/peer_7_epoch_oos,04_peers/peer_8_samples_per_second,04_peers/peer_8_samples_accumulated,04_peers/peer_8_epoch,04_peers/peer_8_epoch_oos,04_peers/peer_9_epoch,04_peers/peer_9_samples_accumulated,04_peers/peer_9_samples_per_second,04_peers/peer_9_epoch_oos,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
343514,2231.9006250192556,9,33888,112,0.0,243,0,0.5,2231.9006250192556,1683054575,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
346638,2231.9006250192556,9,33888,113,0.0,245,0,0.5,2231.9006250192556,1683054577,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
349786,2231.9006250192556,9,33888,114,0.0,246,0,0.5,2231.9006250192556,1683054578,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
352914,2231.9006250192556,9,33888,115,0.0,247,0,0.5,2231.9006250192556,1683054579,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
356030,2231.9006250192556,9,33888,116,0.0,249,0,0.5,2231.9006250192556,1683054581,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
359270,2231.9006250192556,9,33888,117,0.0,250,0,0.5,2231.9006250192556,1683054582,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
362776,2231.9006250192556,9,33888,118,0.0,252,0,0.5,2231.9006250192556,1683054584,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
3153,1964.9410726057065,9,2432,119,15.07,253,1,10.0,1736.3747541225432,1683054585,0,5408.0,252.54,5312.0,254.07,5152.0,0.0,0.0,0.0,0.0,0.0,5184.0,0.0,253.43,252.83,0.0,0.0,254.31,4704.0,0.0,0.0,3328.0,251.75,0.0,0.0,0.0,244.67,1920.0,0.0,239.73,1568.0,0.0,0.0,0.0,1312.0,228.57,0.0,,,,,,,
6463,2048.9110430556916,9,5696,120,12.84,255,1,9.63,2048.9110430556916,1683054587,0,352.0,236.58,288.0,235.62,320.0,1.0,1.0,0.0,1.0,1.0,256.0,0.0,197.73,211.5,0.0,0.0,207.44,352.0,1.0,0.0,352.0,206.82,1.0,0.0,1.0,224.4,288.0,0.0,216.29,224.0,1.0,0.0,0.0,1312.0,228.57,1.0,168.30240289028734,0.0,33888.0,33888.0,0.0,201.35184892215025,1.0
9645,2164.238654722423,9,8864,121,10.68,256,1,8.01,2164.238654722423,1683054588,0,704.0,233.28,640.0,237.55,704.0,1.0,1.0,0.0,1.0,1.0,608.0,0.0,234.99,238.39,0.0,0.0,237.39,704.0,1.0,0.0,704.0,236.34,1.0,0.0,1.0,227.33,640.0,0.0,218.05,512.0,1.0,0.0,1.0,480.0,185.59,0.0,,,,,,,
12774,2200.8251785393686,9,11968,122,9.08,257,1,6.81,2200.8251785393686,1683054589,0,1056.0,245.65,1024.0,249.11,1056.0,1.0,1.0,0.0,1.0,1.0,960.0,0.0,247.58,248.17,0.0,0.0,248.71,1056.0,1.0,0.0,1056.0,247.5,1.0,0.0,1.0,243.51,992.0,0.0,240.47,896.0,1.0,0.0,1.0,768.0,193.54,0.0,,,,,,,
15929,2220.815669911133,9,15072,123,7.58,259,1,5.69,2220.815669911133,1683054591,0,1408.0,249.8,1344.0,252.47,1408.0,1.0,1.0,0.0,1.0,1.0,1344.0,0.0,243.95,251.38,0.0,0.0,252.51,1408.0,1.0,0.0,1408.0,251.41,1.0,0.0,1.0,249.35,1344.0,0.0,247.66,1248.0,1.0,0.0,1.0,1056.0,202.3,0.0,,,,,,,
18999,2207.360469327787,9,18208,124,6.24,260,1,4.68,2207.360469327787,1683054592,0,1760.0,250.88,1696.0,253.28,1760.0,1.0,1.0,0.0,1.0,1.0,1696.0,0.0,249.77,252.19,0.0,0.0,253.77,1760.0,1.0,0.0,1760.0,252.15,1.0,0.0,1.0,251.44,1696.0,0.0,249.93,1600.0,1.0,0.0,1.0,1344.0,207.41,0.0,,,,,,,
22229,2253.365554982346,9,21376,125,4.68,262,1,3.51,2253.365554982346,1683054594,0,2112.0,251.53,2048.0,253.6,2112.0,1.0,1.0,0.0,1.0,1.0,2048.0,0.0,248.43,252.64,0.0,0.0,254.21,2144.0,1.0,0.0,2144.0,252.21,1.0,0.0,1.0,251.72,2048.0,0.0,250.15,1952.0,1.0,0.0,1.0,1600.0,192.88,0.0,,,,,,,
25081,2139.723237139932,9,24224,126,3.59,263,1,2.69,2139.723237139932,1683054595,0,2464.0,250.87,2368.0,253.61,2464.0,1.0,1.0,0.0,1.0,1.0,2400.0,0.0,250.66,252.36,0.0,0.0,254.31,2496.0,1.0,0.0,2496.0,252.21,1.0,0.0,1.0,252.24,2400.0,0.0,249.82,2304.0,1.0,0.0,1.0,1984.0,237.29,0.0,,,,,,,
28037,2140.796894493604,9,27200,127,2.21,264,1,1.66,2140.796894493604,1683054596,0,2720.0,250.93,2720.0,195.98,2688.0,1.0,1.0,0.0,1.0,1.0,2752.0,0.0,240.25,209.78,0.0,0.0,254.22,2848.0,1.0,0.0,2848.0,251.89,1.0,0.0,1.0,238.25,2720.0,0.0,248.27,2592.0,1.0,0.0,1.0,2336.0,250.15,0.0,,,,,,,
31245,2220.967405139504,9,30400,128,0.69,266,1,0.51,2220.967405139504,1683054598,0,3072.0,251.36,3072.0,232.25,3040.0,1.0,1.0,0.0,1.0,1.0,3104.0,0.0,247.86,237.1,0.0,0.0,254.7,3200.0,1.0,0.0,3200.0,252.34,1.0,0.0,1.0,187.4,2912.0,0.0,238.81,2944.0,1.0,0.0,1.0,2656.0,238.97,0.0,,,,,,,
34416,2238.3807948052445,9,32928,129,0.0,267,1,0.5,2238.3807948052445,1683054599,0,3424.0,251.97,3424.0,247.18,3424.0,1.0,1.0,0.0,1.0,1.0,3456.0,0.0,251.71,248.04,0.0,0.0,255.0,3552.0,1.0,0.0,3552.0,252.5,1.0,0.0,1.0,226.55,3264.0,0.0,246.56,3296.0,1.0,0.0,1.0,3008.0,241.45,0.0,,,,,,,
37579,2238.3807948052445,9,32928,130,0.0,269,1,0.5,2238.3807948052445,1683054601,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
40758,2238.3807948052445,9,32928,131,0.0,270,1,0.5,2238.3807948052445,1683054602,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
43945,2238.3807948052445,9,32928,132,0.0,272,1,0.5,2238.3807948052445,1683054604,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
47282,2238.3807948052445,9,32928,133,0.0,273,1,0.5,2238.3807948052445,1683054605,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
50429,2238.3807948052445,9,32928,134,0.0,274,1,0.5,2238.3807948052445,1683054606,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
53588,2238.3807948052445,9,32928,135,0.0,276,1,0.5,2238.3807948052445,1683054608,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
56742,2238.3807948052445,9,32928,136,0.0,277,1,0.5,2238.3807948052445,1683054609,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
59890,2238.3807948052445,9,32928,137,0.0,279,1,0.5,2238.3807948052445,1683054611,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
63330,2238.3807948052445,9,32928,138,0.0,280,1,0.5,2238.3807948052445,1683054612,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
66512,2238.3807948052445,9,32928,139,0.0,282,1,0.5,2238.3807948052445,1683054614,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
69677,2238.3807948052445,9,32928,140,0.0,283,1,0.5,2238.3807948052445,1683054615,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
72833,2238.3807948052445,9,32928,141,0.0,284,1,0.5,2238.3807948052445,1683054616,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
76005,2238.3807948052445,9,32928,142,0.0,286,1,0.5,2238.3807948052445,1683054618,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
79140,2238.3807948052445,9,32928,143,0.0,287,1,0.5,2238.3807948052445,1683054619,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
82267,2238.3807948052445,9,32928,144,0.0,289,1,0.5,2238.3807948052445,1683054621,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
85428,2238.3807948052445,9,32928,145,0.0,290,1,0.5,2238.3807948052445,1683054622,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
88562,2238.3807948052445,9,32928,146,0.0,291,1,0.5,2238.3807948052445,1683054623,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
91757,2238.3807948052445,9,32928,147,0.0,293,1,0.5,2238.3807948052445,1683054625,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
94908,2238.3807948052445,9,32928,148,0.0,294,1,0.5,2238.3807948052445,1683054626,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
98048,2238.3807948052445,9,32928,149,0.0,296,1,0.5,2238.3807948052445,1683054628,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
101167,2238.3807948052445,9,32928,150,0.0,297,1,0.5,2238.3807948052445,1683054629,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
104319,2238.3807948052445,9,32928,151,0.0,298,1,0.5,2238.3807948052445,1683054630,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
107445,2238.3807948052445,9,32928,152,0.0,300,1,0.5,2238.3807948052445,1683054632,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
110588,2238.3807948052445,9,32928,153,0.0,301,1,0.5,2238.3807948052445,1683054633,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
113737,2238.3807948052445,9,32928,154,0.0,303,1,0.5,2238.3807948052445,1683054635,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
116873,2238.3807948052445,9,32928,155,0.0,304,1,0.5,2238.3807948052445,1683054636,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
120024,2238.3807948052445,9,32928,156,0.0,306,1,0.5,2238.3807948052445,1683054638,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
123166,2238.3807948052445,9,32928,157,0.0,307,1,0.5,2238.3807948052445,1683054639,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
126327,2238.3807948052445,9,32928,158,0.0,308,1,0.5,2238.3807948052445,1683054640,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
129446,2238.3807948052445,9,32928,159,0.0,310,1,0.5,2238.3807948052445,1683054642,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
132585,2238.3807948052445,9,32928,160,0.0,311,1,0.5,2238.3807948052445,1683054643,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
135726,2238.3807948052445,9,32928,161,0.0,313,1,0.5,2238.3807948052445,1683054645,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
138872,2238.3807948052445,9,32928,162,0.0,314,1,0.5,2238.3807948052445,1683054646,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
142031,2238.3807948052445,9,32928,163,0.0,315,1,0.5,2238.3807948052445,1683054647,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
145166,2238.3807948052445,9,32928,164,0.0,317,1,0.5,2238.3807948052445,1683054649,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
148305,2238.3807948052445,9,32928,165,0.0,318,1,0.5,2238.3807948052445,1683054650,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
151454,2238.3807948052445,9,32928,166,0.0,320,1,0.5,2238.3807948052445,1683054652,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
154588,2238.3807948052445,9,32928,167,0.0,321,1,0.5,2238.3807948052445,1683054653,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
157722,2238.3807948052445,9,32928,168,0.0,322,1,0.5,2238.3807948052445,1683054654,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
160872,2238.3807948052445,9,32928,169,0.0,324,1,0.5,2238.3807948052445,1683054656,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
164059,2238.3807948052445,9,32928,170,0.0,325,1,0.5,2238.3807948052445,1683054657,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
167203,2238.3807948052445,9,32928,171,0.0,327,1,0.5,2238.3807948052445,1683054659,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
170346,2238.3807948052445,9,32928,172,0.0,328,1,0.5,2238.3807948052445,1683054660,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
173488,2238.3807948052445,9,32928,173,0.0,329,1,0.5,2238.3807948052445,1683054661,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
176621,2238.3807948052445,9,32928,174,0.0,331,1,0.5,2238.3807948052445,1683054663,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
