04_peers/peer_2_samples_accumulated,03_hivemind/epoch_s,04_peers/peer_1_samples_accumulated,03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/total_training_samples,04_peers/peer_2_samples_per_second,04_peers/peer_2_epoch_oos,03_hivemind/eta_next_epoch_s,03_hivemind/actual_total_samples_per_second,_timestamp,04_peers/peer_1_epoch,04_peers/peer_2_epoch,03_hivemind/num_clients,03_hivemind/global_epoch,_runtime,03_hivemind/num_peers,04_peers/peer_1_samples_per_second,03_hivemind/global_samples_accumulated,_step,03_hivemind/next_fetch_time_s,03_hivemind/per_epoch_training_samples,04_peers/peer_1_epoch_oos,03_hivemind/reached_TBS,03_hivemind/overshot_TBS,03_hivemind/undershot_TBS,03_hivemind/epoch_based_sps
16992.0,,15808.0,45009,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681403024.0,1.0,1.0,0,1,554,2,84.25,32800,440,0.5,,0.0,,,,
16992.0,,15808.0,45216,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681403025.0,1.0,1.0,0,1,555,2,84.25,32800,441,0.5,,0.0,,,,
16992.0,,15808.0,45422,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681403027.0,1.0,1.0,0,1,557,2,84.25,32800,442,0.5,,0.0,,,,
16992.0,,15808.0,45629,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681403028.0,1.0,1.0,0,1,558,2,84.25,32800,443,0.5,,0.0,,,,
16992.0,,15808.0,45835,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681403029.0,1.0,1.0,0,1,559,2,84.25,32800,444,0.5,,0.0,,,,
16992.0,,15808.0,46042,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681403030.0,1.0,1.0,0,1,560,2,84.25,32800,445,0.5,,0.0,,,,
16992.0,,15808.0,46249,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681403031.0,1.0,1.0,0,1,561,2,84.25,32800,446,0.5,,0.0,,,,
16992.0,,15808.0,46455,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681403032.0,1.0,1.0,0,1,562,2,84.25,32800,447,0.5,,0.0,,,,
16992.0,,15808.0,46662,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681403034.0,1.0,1.0,0,1,564,2,84.25,32800,448,0.5,,0.0,,,,
16992.0,,15808.0,46868,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681403035.0,1.0,1.0,0,1,565,2,84.25,32800,449,0.5,,0.0,,,,
16992.0,,15808.0,47075,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681403036.0,1.0,1.0,0,1,566,2,84.25,32800,450,0.5,,0.0,,,,
16992.0,,15808.0,47282,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681403037.0,1.0,1.0,0,1,567,2,84.25,32800,451,0.5,,0.0,,,,
16992.0,,15808.0,47489,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681403038.0,1.0,1.0,0,1,568,2,84.25,32800,452,0.5,,0.0,,,,
16992.0,,15808.0,47696,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681403040.0,1.0,1.0,0,1,570,2,84.25,32800,453,0.5,,0.0,,,,
16992.0,,15808.0,47904,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681403041.0,1.0,1.0,0,1,571,2,84.25,32800,454,0.5,,0.0,,,,
16992.0,,15808.0,48110,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681403042.0,1.0,1.0,0,1,572,2,84.25,32800,455,0.5,,0.0,,,,
16992.0,,15808.0,48316,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681403043.0,1.0,1.0,0,1,573,2,84.25,32800,456,0.5,,0.0,,,,
16992.0,,15808.0,48524,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681403044.0,1.0,1.0,0,1,574,2,84.25,32800,457,0.5,,0.0,,,,
16992.0,,15808.0,48730,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681403046.0,1.0,1.0,0,1,576,2,84.25,32800,458,0.5,,0.0,,,,
16992.0,,15808.0,48938,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681403047.0,1.0,1.0,0,1,577,2,84.25,32800,459,0.5,,0.0,,,,
16992.0,,15808.0,49144,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681403048.0,1.0,1.0,0,1,578,2,84.25,32800,460,0.5,,0.0,,,,
16992.0,,15808.0,49351,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681403049.0,1.0,1.0,0,1,579,2,84.25,32800,461,0.5,,0.0,,,,
16992.0,,15808.0,49558,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681403050.0,1.0,1.0,0,1,580,2,84.25,32800,462,0.5,,0.0,,,,
16992.0,,15808.0,49764,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681403051.0,1.0,1.0,0,1,581,2,84.25,32800,463,0.5,,0.0,,,,
16992.0,,15808.0,49971,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681403053.0,1.0,1.0,0,1,583,2,84.25,32800,464,0.5,,0.0,,,,
16992.0,,15808.0,50178,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681403054.0,1.0,1.0,0,1,584,2,84.25,32800,465,0.5,,0.0,,,,
16992.0,,15808.0,50384,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681403055.0,1.0,1.0,0,1,585,2,84.25,32800,466,0.5,,0.0,,,,
16992.0,,15808.0,50595,174.25053788014765,,90.0,0.0,0.0,174.25053788014765,1681403056.0,1.0,1.0,0,1,586,2,84.25,32800,467,0.5,,0.0,,,,
16992.0,,15808.0,200,179.89653234844837,,90.0,0.0,181.04,179.89653234844837,1681403057.0,1.0,1.0,0,2,587,2,84.25,96,468,10.0,,0.0,,,,
64.0,290.7362923952751,32.0,404,178.54988699006557,65600.0,92.33,0.0,181.26,178.54988699006557,1681403059.0,2.0,2.0,0,2,589,2,87.57,320,469,10.0,32800.0,0.0,0.0,2.0,0.0,112.81701272920633
160.0,,160.0,632,182.72267728424123,,92.52,0.0,175.87,182.72267728424123,1681403060.0,2.0,2.0,0,2,590,2,86.02,544,470,10.0,,0.0,,,,
288.0,,256.0,756,162.81660791967224,,96.23,0.0,196.62,162.81660791967224,1681403061.0,2.0,2.0,0,2,591,2,86.5,608,471,10.0,,0.0,,,,
320.0,,288.0,857,147.68769881144976,,74.09,0.0,216.07,147.68769881144976,1681403062.0,2.0,2.0,0,2,592,2,88.72,768,472,10.0,,0.0,,,,
416.0,,352.0,1082,157.31971318895165,,78.41,0.0,201.41,157.31971318895165,1681403063.0,2.0,2.0,0,2,593,2,69.27,1024,473,10.0,,0.0,,,,
544.0,,480.0,1295,162.88449427931846,,82.81,0.0,193.22,162.88449427931846,1681403065.0,2.0,2.0,0,2,595,2,74.51,1216,474,10.0,,0.0,,,,
640.0,,576.0,1511,167.76852876292702,,85.27,0.0,186.31,167.76852876292702,1681403066.0,2.0,2.0,0,2,596,2,77.61,1440,475,10.0,,0.0,,,,
768.0,,672.0,1724,170.845453852179,,87.71,0.0,181.71,170.845453852179,1681403067.0,2.0,2.0,0,2,597,2,80.06,1632,476,10.0,,0.0,,,,
864.0,,768.0,1939,173.46326907104796,,89.0,0.0,177.73,173.46326907104796,1681403068.0,2.0,2.0,0,2,598,2,81.84,1856,477,10.0,,0.0,,,,
960.0,,896.0,2159,175.11213608612928,,90.02,0.0,174.8,175.11213608612928,1681403069.0,2.0,2.0,0,2,599,2,83.44,2080,478,10.0,,0.0,,,,
1088.0,,992.0,2371,176.1977106559338,,90.91,0.0,172.51,176.1977106559338,1681403070.0,2.0,2.0,0,2,600,2,84.2,2272,479,10.0,,0.0,,,,
1184.0,,1088.0,2584,177.22831600749296,,91.34,0.0,170.31,177.22831600749296,1681403072.0,2.0,2.0,0,2,602,2,84.85,2496,480,10.0,,0.0,,,,
1312.0,,1184.0,2797,177.78501807298687,,91.85,0.0,168.58,177.78501807298687,1681403073.0,2.0,2.0,0,2,603,2,85.38,2688,481,10.0,,0.0,,,,
1408.0,,1280.0,3012,178.32203717702532,,92.11,0.0,166.87,178.32203717702532,1681403074.0,2.0,2.0,0,2,604,2,85.68,2944,482,10.0,,0.0,,,,
1536.0,,1408.0,3224,178.62259006532523,,92.32,0.0,165.4,178.62259006532523,1681403075.0,2.0,2.0,0,2,605,2,86.0,3136,483,10.0,,0.0,,,,
1632.0,,1504.0,3437,178.83623401920778,,92.42,0.0,164.01,178.83623401920778,1681403076.0,2.0,2.0,0,2,606,2,86.2,3360,484,10.0,,0.0,,,,
1760.0,,1600.0,3650,178.95159556212835,,92.54,0.0,162.72,178.95159556212835,1681403078.0,2.0,2.0,0,2,608,2,86.29,3552,485,10.0,,0.0,,,,
1856.0,,1696.0,3862,178.9940816946505,,92.62,0.0,161.49,178.9940816946505,1681403079.0,2.0,2.0,0,2,609,2,86.33,3808,486,10.0,,0.0,,,,
1984.0,,1824.0,4074,179.0146225709712,,92.64,0.0,160.29,179.0146225709712,1681403080.0,2.0,2.0,0,2,610,2,86.35,4000,487,10.0,,0.0,,,,
2080.0,,1920.0,4284,178.79958753848615,,92.7,0.0,159.3,178.79958753848615,1681403081.0,2.0,2.0,0,2,611,2,86.31,4192,488,10.0,,0.0,,,,
2176.0,,2016.0,4495,178.48183509610556,,92.67,0.0,158.41,178.48183509610556,1681403082.0,2.0,2.0,0,2,612,2,86.13,4416,489,10.0,,0.0,,,,
2304.0,,2112.0,4705,178.26942791583957,,92.6,0.0,157.42,178.26942791583957,1681403083.0,2.0,2.0,0,2,613,2,85.88,4608,490,10.0,,0.0,,,,
2400.0,,2208.0,4916,178.27753576313106,,92.49,0.0,156.23,178.27753576313106,1681403085.0,2.0,2.0,0,2,615,2,85.78,4832,491,10.0,,0.0,,,,
2528.0,,2304.0,5128,178.26148966480287,,92.42,0.0,155.05,178.26148966480287,1681403086.0,2.0,2.0,0,2,616,2,85.86,5056,492,10.0,,0.0,,,,
2624.0,,2432.0,5339,178.11799651370623,,92.31,0.0,153.99,178.11799651370623,1681403087.0,2.0,2.0,0,2,617,2,85.95,5248,493,10.0,,0.0,,,,
2720.0,,2528.0,5550,177.94062878975043,,92.25,0.0,152.96,177.94062878975043,1681403088.0,2.0,2.0,0,2,618,2,85.87,5472,494,10.0,,0.0,,,,
2848.0,,2624.0,5760,177.80296028173194,,92.12,0.0,151.9,177.80296028173194,1681403089.0,2.0,2.0,0,2,619,2,85.82,5664,495,10.0,,0.0,,,,
2944.0,,2720.0,5970,177.70866521460607,,92.09,0.0,150.79,177.70866521460607,1681403091.0,2.0,2.0,0,2,621,2,85.71,5888,496,10.0,,0.0,,,,
3072.0,,2816.0,6181,177.72339139346934,,92.11,0.0,149.6,177.72339139346934,1681403092.0,2.0,2.0,0,2,622,2,85.6,6080,497,10.0,,0.0,,,,
3168.0,,2912.0,6392,177.71526922653499,,92.14,0.0,148.42,177.71526922653499,1681403093.0,2.0,2.0,0,2,623,2,85.59,6336,498,10.0,,0.0,,,,
3296.0,,3040.0,6603,177.62051412283523,,92.13,0.0,147.31,177.62051412283523,1681403094.0,2.0,2.0,0,2,624,2,85.59,6528,499,10.0,,0.0,,,,
3392.0,,3136.0,6814,177.5748066549065,,92.08,0.0,146.16,177.5748066549065,1681403095.0,2.0,2.0,0,2,625,2,85.54,6720,500,10.0,,0.0,,,,
3488.0,,3232.0,7025,177.584894190692,,92.07,0.0,144.96,177.584894190692,1681403097.0,2.0,2.0,0,2,627,2,85.5,6944,501,10.0,,0.0,,,,
3616.0,,3328.0,7236,177.49213704032096,,92.08,0.0,143.85,177.49213704032096,1681403098.0,2.0,2.0,0,2,628,2,85.5,7136,502,10.0,,0.0,,,,
3712.0,,3424.0,7446,177.3615454505036,,91.99,0.0,142.77,177.3615454505036,1681403099.0,2.0,2.0,0,2,629,2,85.5,7360,503,10.0,,0.0,,,,
3840.0,,3520.0,7655,177.30244321190997,,91.96,0.0,141.64,177.30244321190997,1681403100.0,2.0,2.0,0,2,630,2,85.41,7584,504,10.0,,0.0,,,,
3936.0,,3648.0,7866,177.26424925601378,,91.85,0.0,140.48,177.26424925601378,1681403101.0,2.0,2.0,0,2,631,2,85.45,7776,505,10.0,,0.0,,,,
4032.0,,3744.0,8076,177.21690202675353,,91.83,0.0,139.33,177.21690202675353,1681403103.0,2.0,2.0,0,2,633,2,85.43,8000,506,10.0,,0.0,,,,
4160.0,,3840.0,8288,177.0559688633233,,91.78,0.0,138.26,177.0559688633233,1681403104.0,2.0,2.0,0,2,634,2,85.43,8192,507,10.0,,0.0,,,,
4256.0,,3936.0,8498,176.94632326566204,,91.77,0.0,137.16,176.94632326566204,1681403105.0,2.0,2.0,0,2,635,2,85.29,8416,508,10.0,,0.0,,,,
4384.0,,4032.0,8707,176.84238898199305,,91.73,0.0,136.06,176.84238898199305,1681403106.0,2.0,2.0,0,2,636,2,85.21,8608,509,10.0,,0.0,,,,
4480.0,,4128.0,8916,176.7848996856025,,91.7,0.0,134.92,176.7848996856025,1681403107.0,2.0,2.0,0,2,637,2,85.14,8832,510,10.0,,0.0,,,,
4576.0,,4256.0,9128,176.66557867018224,,91.69,0.0,133.81,176.66557867018224,1681403108.0,2.0,2.0,0,2,638,2,85.09,9056,511,10.0,,0.0,,,,
4704.0,,4352.0,9336,176.5324473448743,,91.64,0.0,132.73,176.5324473448743,1681403110.0,2.0,2.0,0,2,640,2,85.02,9248,512,10.0,,0.0,,,,
4800.0,,4448.0,9545,176.45963123021681,,91.57,0.0,131.61,176.45963123021681,1681403111.0,2.0,2.0,0,2,641,2,84.97,9472,513,10.0,,0.0,,,,
4928.0,,4544.0,9754,176.37544473602583,,91.54,0.0,130.49,176.37544473602583,1681403112.0,2.0,2.0,0,2,642,2,84.92,9664,514,10.0,,0.0,,,,
5024.0,,4640.0,9963,176.34881730990227,,91.49,0.0,129.32,176.34881730990227,1681403113.0,2.0,2.0,0,2,643,2,84.88,9856,515,10.0,,0.0,,,,
5120.0,,4736.0,10171,176.30780959105562,,91.52,0.0,128.17,176.30780959105562,1681403114.0,2.0,2.0,0,2,644,2,84.83,10080,516,10.0,,0.0,,,,
5248.0,,4832.0,10381,176.30798310816908,,91.5,0.0,126.98,176.30798310816908,1681403116.0,2.0,2.0,0,2,646,2,84.81,10304,517,10.0,,0.0,,,,
5344.0,,4960.0,10590,176.26060400211296,,91.53,0.0,125.83,176.26060400211296,1681403117.0,2.0,2.0,0,2,647,2,84.78,10528,518,10.0,,0.0,,,,
5472.0,,5056.0,10799,176.22932384389134,,91.5,0.0,124.66,176.22932384389134,1681403118.0,2.0,2.0,0,2,648,2,84.77,10720,519,10.0,,0.0,,,,
5568.0,,5152.0,11008,176.23571714559301,,91.46,0.0,123.47,176.23571714559301,1681403119.0,2.0,2.0,0,2,649,2,84.77,10912,520,10.0,,0.0,,,,
5664.0,,5248.0,11217,176.27251866658864,,91.44,0.0,122.26,176.27251866658864,1681403120.0,2.0,2.0,0,2,650,2,84.79,11136,521,10.0,,0.0,,,,
5792.0,,5344.0,11425,176.23257967415032,,91.45,0.0,121.11,176.23257967415032,1681403121.0,2.0,2.0,0,2,651,2,84.82,11328,522,10.0,,0.0,,,,
5888.0,,5440.0,11634,176.2349631558708,,91.48,0.0,119.92,176.2349631558708,1681403123.0,2.0,2.0,0,2,653,2,84.75,11552,523,10.0,,0.0,,,,
6016.0,,5536.0,11847,176.18331126987755,,91.47,0.0,118.75,176.18331126987755,1681403124.0,2.0,2.0,0,2,654,2,84.77,11776,524,10.0,,0.0,,,,
6112.0,,5664.0,12056,176.25784731493,,91.42,0.0,117.51,176.25784731493,1681403125.0,2.0,2.0,0,2,655,2,84.77,11968,525,10.0,,0.0,,,,
6208.0,,5760.0,12265,176.2119152667949,,91.46,0.0,116.36,176.2119152667949,1681403126.0,2.0,2.0,0,2,656,2,84.8,12192,526,10.0,,0.0,,,,
6336.0,,5856.0,12474,176.24318705309108,,91.43,0.0,115.15,176.24318705309108,1681403127.0,2.0,2.0,0,2,657,2,84.78,12384,527,10.0,,0.0,,,,
6432.0,,5952.0,12682,176.17700859329562,,91.41,0.0,114.01,176.17700859329562,1681403129.0,2.0,2.0,0,2,659,2,84.83,12576,528,10.0,,0.0,,,,
6528.0,,6048.0,12890,176.00507611975274,,91.35,0.0,112.94,176.00507611975274,1681403130.0,2.0,2.0,0,2,660,2,84.83,12800,529,10.0,,0.0,,,,
6656.0,,6144.0,13099,176.1041976862108,,91.26,0.0,111.69,176.1041976862108,1681403131.0,2.0,2.0,0,2,661,2,84.75,13024,530,10.0,,0.0,,,,
6752.0,,6272.0,13307,176.08741267761678,,91.3,0.0,110.52,176.08741267761678,1681403132.0,2.0,2.0,0,2,662,2,84.8,13248,531,10.0,,0.0,,,,
6880.0,,6368.0,13516,176.052732377683,,91.27,0.0,109.35,176.052732377683,1681403133.0,2.0,2.0,0,2,663,2,84.82,13440,532,10.0,,0.0,,,,
6976.0,,6464.0,13724,176.02876330749243,,91.23,0.0,108.19,176.02876330749243,1681403135.0,2.0,2.0,0,2,665,2,84.82,13632,533,10.0,,0.0,,,,
7072.0,,6560.0,13933,176.01337112318706,,91.23,0.0,107.01,176.01337112318706,1681403136.0,2.0,2.0,0,2,666,2,84.8,13856,534,10.0,,0.0,,,,
7200.0,,6656.0,14145,176.1576050577522,,91.19,0.0,105.72,176.1576050577522,1681403137.0,2.0,2.0,0,2,667,2,84.82,14048,535,10.0,,0.0,,,,
7296.0,,6752.0,14352,176.04041421311456,,91.19,0.0,104.61,176.04041421311456,1681403138.0,2.0,2.0,0,2,668,2,84.97,14240,536,10.0,,0.0,,,,
7392.0,,6848.0,14560,175.94157374608238,,91.13,0.0,103.49,175.94157374608238,1681403139.0,2.0,2.0,0,2,669,2,84.91,14496,537,10.0,,0.0,,,,
7520.0,,6976.0,14768,175.92753245796683,,91.12,0.0,102.31,175.92753245796683,1681403140.0,2.0,2.0,0,2,670,2,84.82,14688,538,10.0,,0.0,,,,
7616.0,,7072.0,14976,175.7428911977994,,91.17,0.0,101.24,175.7428911977994,1681403142.0,2.0,2.0,0,2,672,2,84.76,14912,539,10.0,,0.0,,,,
7744.0,,7168.0,15184,175.73756725594683,,91.09,0.0,100.06,175.73756725594683,1681403143.0,2.0,2.0,0,2,673,2,84.66,15104,540,10.0,,0.0,,,,
7840.0,,7264.0,15392,175.5890089047325,,91.13,0.0,98.96,175.5890089047325,1681403144.0,2.0,2.0,0,2,674,2,84.61,15296,541,10.0,,0.0,,,,
7936.0,,7360.0,15600,175.44801409003583,,91.07,0.0,97.85,175.44801409003583,1681403145.0,2.0,2.0,0,2,675,2,84.52,15520,542,10.0,,0.0,,,,
8064.0,,7456.0,15808,175.42746743703742,,91.02,0.0,96.68,175.42746743703742,1681403146.0,2.0,2.0,0,2,676,2,84.43,15712,543,10.0,,0.0,,,,
8160.0,,7552.0,16015,175.22481269838943,,91.08,0.0,95.61,175.22481269838943,1681403148.0,2.0,2.0,0,2,678,2,84.35,15904,544,10.0,,0.0,,,,
8256.0,,7648.0,16223,175.27636078057765,,91.0,0.0,94.4,175.27636078057765,1681403149.0,2.0,2.0,0,2,679,2,84.23,16160,545,10.0,,0.0,,,,
8384.0,,7776.0,16430,175.2660285433243,,90.99,0.0,93.22,175.2660285433243,1681403150.0,2.0,2.0,0,2,680,2,84.29,16352,546,10.0,,0.0,,,,
8480.0,,7872.0,16638,175.26327648939454,,90.96,0.0,92.03,175.26327648939454,1681403151.0,2.0,2.0,0,2,681,2,84.3,16576,547,10.0,,0.0,,,,
8608.0,,7968.0,16846,175.21672375920173,,90.93,0.0,90.87,175.21672375920173,1681403152.0,2.0,2.0,0,2,682,2,84.34,16768,548,10.0,,0.0,,,,
8704.0,,8064.0,17053,175.20043501787148,,90.88,0.0,89.69,175.20043501787148,1681403154.0,2.0,2.0,0,2,684,2,84.34,16960,549,10.0,,0.0,,,,
8800.0,,8160.0,17261,175.16118758154317,,90.85,0.0,88.53,175.16118758154317,1681403155.0,2.0,2.0,0,2,685,2,84.35,17184,550,10.0,,0.0,,,,
8928.0,,8256.0,17470,175.66299615749895,,90.81,0.0,87.09,175.66299615749895,1681403156.0,2.0,2.0,0,2,686,2,84.35,17376,551,10.0,,0.0,,,,
9024.0,,8352.0,17678,175.64932703321998,,91.38,0.0,85.91,175.64932703321998,1681403157.0,2.0,2.0,0,2,687,2,84.28,17472,552,10.0,,0.0,,,,
9024.0,,8448.0,17755,154.1414842514884,,91.38,0.0,97.4,154.1414842514884,1681403158.0,2.0,2.0,0,2,688,2,84.27,17664,553,10.0,,0.0,,,,
9120.0,,8544.0,17962,158.91421637144703,,69.9,0.0,93.17,158.91421637144703,1681403159.0,2.0,2.0,0,2,689,2,84.24,17888,554,10.0,,0.0,,,,
9216.0,,8672.0,18175,163.82632522031952,,74.59,0.0,89.08,163.82632522031952,1681403161.0,2.0,2.0,0,2,691,2,84.32,18112,555,10.0,,0.0,,,,
9344.0,,8768.0,18383,166.65475102100038,,79.49,0.0,86.32,166.65475102100038,1681403162.0,2.0,2.0,0,2,692,2,84.34,18304,556,10.0,,0.0,,,,
9440.0,,8864.0,18595,169.42859209447607,,82.31,0.0,83.65,169.42859209447607,1681403163.0,2.0,2.0,0,2,693,2,84.35,18528,557,10.0,,0.0,,,,
9568.0,,8960.0,18817,174.02812711815685,,85.09,0.0,80.17,174.02812711815685,1681403164.0,2.0,2.0,0,2,694,2,84.34,18720,558,10.0,,0.0,,,,
9664.0,,9056.0,19029,175.15658375701628,,86.56,0.0,78.44,175.15658375701628,1681403165.0,2.0,2.0,0,2,695,2,87.47,18816,559,10.0,,0.0,,,,
9760.0,,9056.0,19092,153.1753279101796,,87.69,0.0,89.28,153.1753279101796,1681403167.0,2.0,2.0,0,2,697,2,87.47,19040,560,10.0,,0.0,,,,
9888.0,,9152.0,19302,158.18996369872713,,88.76,0.0,85.13,158.18996369872713,1681403168.0,2.0,2.0,0,2,698,2,64.41,19232,561,10.0,,0.0,,,,
9984.0,,9248.0,19510,162.2370789177728,,89.35,0.0,81.72,162.2370789177728,1681403169.0,2.0,2.0,0,2,699,2,68.84,19424,562,10.0,,0.0,,,,
10080.0,,9344.0,19719,165.4491801946937,,89.74,0.0,78.87,165.4491801946937,1681403170.0,2.0,2.0,0,2,700,2,72.5,19648,563,10.0,,0.0,,,,
10208.0,,9440.0,19928,167.9253114468795,,90.08,0.0,76.46,167.9253114468795,1681403171.0,2.0,2.0,0,2,701,2,75.37,19840,564,10.0,,0.0,,,,
10304.0,,9536.0,20136,169.83250745615635,,90.26,0.0,74.38,169.83250745615635,1681403172.0,2.0,2.0,0,2,702,2,77.66,20064,565,10.0,,0.0,,,,
10432.0,,9632.0,20345,171.21271760153599,,90.45,0.0,72.56,171.21271760153599,1681403174.0,2.0,2.0,0,2,704,2,79.38,20256,566,10.0,,0.0,,,,
10528.0,,9728.0,20554,172.4865838826627,,90.53,0.0,70.81,172.4865838826627,1681403175.0,2.0,2.0,0,2,705,2,80.69,20480,567,10.0,,0.0,,,,
10624.0,,9856.0,20761,173.12219078679976,,90.54,0.0,69.36,173.12219078679976,1681403176.0,2.0,2.0,0,2,706,2,81.94,20704,568,10.0,,0.0,,,,
10752.0,,9952.0,20969,173.62583138586507,,90.6,0.0,67.96,173.62583138586507,1681403177.0,2.0,2.0,0,2,707,2,82.52,20896,569,10.0,,0.0,,,,
10848.0,,10048.0,21176,173.99583563645393,,90.59,0.0,66.62,173.99583563645393,1681403178.0,2.0,2.0,0,2,708,2,83.03,21088,570,10.0,,0.0,,,,
10944.0,,10144.0,21385,174.20746361562837,,90.61,0.0,65.34,174.20746361562837,1681403180.0,2.0,2.0,0,2,710,2,83.38,21312,571,10.0,,0.0,,,,
11072.0,,10240.0,21593,174.40069997501507,,90.55,0.0,64.08,174.40069997501507,1681403181.0,2.0,2.0,0,2,711,2,83.66,21504,572,10.0,,0.0,,,,
11168.0,,10336.0,21800,174.58520758830963,,90.54,0.0,62.82,174.58520758830963,1681403182.0,2.0,2.0,0,2,712,2,83.86,21696,573,10.0,,0.0,,,,
11264.0,,10432.0,22009,174.7588565977706,,90.57,0.0,61.56,174.7588565977706,1681403183.0,2.0,2.0,0,2,713,2,84.02,21920,574,10.0,,0.0,,,,
11392.0,,10528.0,22216,174.7940847381204,,90.64,0.0,60.37,174.7940847381204,1681403184.0,2.0,2.0,0,2,714,2,84.12,22144,575,10.0,,0.0,,,,
11488.0,,10656.0,22424,174.781904212541,,90.57,0.0,59.19,174.781904212541,1681403186.0,2.0,2.0,0,2,716,2,84.22,22336,576,10.0,,0.0,,,,
11584.0,,10752.0,22632,174.89461418745304,,90.52,0.0,57.95,174.89461418745304,1681403187.0,2.0,2.0,0,2,717,2,84.26,22560,577,10.0,,0.0,,,,
11712.0,,10848.0,22842,174.92283732649017,,90.57,0.0,56.75,174.92283732649017,1681403188.0,2.0,2.0,0,2,718,2,84.33,22752,578,10.0,,0.0,,,,
11808.0,,10944.0,23049,174.88310257742444,,90.57,0.0,55.58,174.88310257742444,1681403189.0,2.0,2.0,0,2,719,2,84.35,22976,579,10.0,,0.0,,,,
11936.0,,11040.0,23256,174.87451258282988,,90.5,0.0,54.39,174.87451258282988,1681403190.0,2.0,2.0,0,2,720,2,84.39,23168,580,10.0,,0.0,,,,
12032.0,,11136.0,23464,174.80905719487646,,90.54,0.0,53.22,174.80905719487646,1681403191.0,2.0,2.0,0,2,721,2,84.34,23360,581,10.0,,0.0,,,,
12128.0,,11232.0,23671,174.73784106957555,,90.48,0.0,52.06,174.73784106957555,1681403193.0,2.0,2.0,0,2,723,2,84.33,23616,582,10.0,,0.0,,,,
12256.0,,11360.0,23879,174.7262719776478,,90.46,0.0,50.88,174.7262719776478,1681403194.0,2.0,2.0,0,2,724,2,84.28,23808,583,10.0,,0.0,,,,
12352.0,,11456.0,24087,174.7918911921642,,90.41,0.0,49.66,174.7918911921642,1681403195.0,2.0,2.0,0,2,725,2,84.32,24000,584,10.0,,0.0,,,,
12448.0,,11552.0,24295,174.75090432778876,,90.45,0.0,48.49,174.75090432778876,1681403196.0,2.0,2.0,0,2,726,2,84.35,24224,585,10.0,,0.0,,,,
12576.0,,11648.0,24503,174.76296366945874,,90.45,0.0,47.29,174.76296366945874,1681403197.0,2.0,2.0,0,2,727,2,84.3,24416,586,10.0,,0.0,,,,
12672.0,,11744.0,24711,174.76213698533508,,90.46,0.0,46.1,174.76213698533508,1681403199.0,2.0,2.0,0,2,729,2,84.31,24608,587,10.0,,0.0,,,,
12768.0,,11840.0,24919,174.72157299557807,,90.46,0.0,44.92,174.72157299557807,1681403200.0,2.0,2.0,0,2,730,2,84.3,24832,588,10.0,,0.0,,,,
12896.0,,11936.0,25126,174.65538619491915,,90.4,0.0,43.75,174.65538619491915,1681403201.0,2.0,2.0,0,2,731,2,84.32,25024,589,10.0,,0.0,,,,
12992.0,,12032.0,25333,174.632029734394,,90.46,0.0,42.57,174.632029734394,1681403202.0,2.0,2.0,0,2,732,2,84.2,25280,590,10.0,,0.0,,,,
13120.0,,12160.0,25540,174.5955479368642,,90.41,0.0,41.4,174.5955479368642,1681403203.0,2.0,2.0,0,2,733,2,84.23,25472,591,10.0,,0.0,,,,
13216.0,,12256.0,25747,174.5183472879881,,90.4,0.0,40.23,174.5183472879881,1681403205.0,2.0,2.0,0,2,735,2,84.19,25664,592,10.0,,0.0,,,,
13312.0,,12352.0,25956,174.5514727095117,,90.38,0.0,39.03,174.5514727095117,1681403206.0,2.0,2.0,0,2,736,2,84.14,25888,593,10.0,,0.0,,,,
