03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_3_samples_per_second,04_peers/peer_2_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_2_epoch,04_peers/peer_3_epoch_oos,04_peers/peer_3_epoch,04_peers/peer_3_samples_accumulated,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_4_samples_per_second,04_peers/peer_4_samples_accumulated,04_peers/peer_4_epoch,04_peers/peer_5_samples_per_second,04_peers/peer_5_samples_accumulated,04_peers/peer_5_epoch,04_peers/peer_5_epoch_oos,04_peers/peer_4_epoch_oos,04_peers/peer_7_epoch,04_peers/peer_6_samples_accumulated,04_peers/peer_7_samples_per_second,04_peers/peer_6_samples_per_second,04_peers/peer_7_samples_accumulated,04_peers/peer_6_epoch,04_peers/peer_7_epoch_oos,04_peers/peer_6_epoch_oos,04_peers/peer_8_samples_per_second,04_peers/peer_8_samples_accumulated,04_peers/peer_8_epoch,04_peers/peer_8_epoch_oos,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
25687,1730.5810489600335,8,25376,10,4.09,92,0,2.98,1730.5810489600335,1683051763,0,3936.0,221.84,3872.0,0.0,0.0,0.0,0.0,3744.0,0.0,216.84,219.26,0.0,221.22,3296.0,0.0,218.97,3200.0,0.0,0.0,0.0,0.0,1696.0,213.53,171.5,1600.0,0.0,0.0,0.0,217.49,1568.0,0.0,0.0,,,,,,,
28144,1744.317909622989,8,27840,11,2.65,94,0,1.93,1744.317909622989,1683051765,0,4224.0,221.78,4160.0,0.0,0.0,0.0,0.0,4064.0,0.0,216.57,219.17,0.0,220.9,3616.0,0.0,218.85,3520.0,0.0,0.0,0.0,0.0,1984.0,216.67,196.94,1920.0,0.0,0.0,0.0,219.71,1888.0,0.0,0.0,,,,,,,
30601,1749.1546469778968,8,30240,12,1.24,95,0,0.9,1749.1546469778968,1683051766,0,4544.0,221.6,4480.0,0.0,0.0,0.0,0.0,4384.0,0.0,217.38,218.68,0.0,220.92,3936.0,0.0,218.92,3808.0,0.0,0.0,0.0,0.0,2304.0,217.92,209.54,2208.0,0.0,0.0,0.0,219.37,2176.0,0.0,0.0,,,,,,,
33063,1751.5318980088753,8,32704,13,0.0,97,0,0.5,1751.5318980088753,1683051768,0,4832.0,221.63,4768.0,0.0,0.0,0.0,0.0,4672.0,0.0,217.53,218.87,0.0,220.5,4224.0,0.0,218.54,4128.0,0.0,0.0,0.0,0.0,2592.0,218.0,214.86,2528.0,0.0,0.0,0.0,219.22,2496.0,0.0,0.0,,,,,,,
35495,1751.9200363178816,8,32928,14,0.0,98,0,0.5,1751.9200363178816,1683051769,0,5152.0,221.23,5088.0,0.0,0.0,0.0,0.0,4992.0,0.0,217.54,218.8,0.0,220.55,4544.0,0.0,218.39,4416.0,0.0,0.0,0.0,0.0,2912.0,218.23,217.01,2816.0,0.0,0.0,0.0,219.79,2784.0,0.0,0.0,,,,,,,
38118,1751.9200363178816,8,32928,15,0.0,99,0,0.5,1751.9200363178816,1683051770,0,5184.0,221.26,5088.0,0.0,0.0,0.0,0.0,5024.0,0.0,217.54,218.8,0.0,220.68,4576.0,0.0,218.38,4448.0,0.0,0.0,0.0,0.0,2944.0,218.26,217.19,2848.0,0.0,0.0,0.0,219.82,2816.0,0.0,0.0,,,,,,,
40583,1751.9200363178816,8,32928,16,0.0,101,0,0.5,1751.9200363178816,1683051772,0,5184.0,221.26,5088.0,0.0,0.0,0.0,0.0,5024.0,0.0,217.54,218.8,0.0,220.68,4576.0,0.0,218.38,4448.0,0.0,0.0,0.0,0.0,2944.0,218.26,217.19,2848.0,0.0,0.0,0.0,219.82,2816.0,0.0,0.0,,,,,,,
43060,1751.9200363178816,8,32928,17,0.0,102,0,0.5,1751.9200363178816,1683051773,0,5184.0,221.26,5088.0,0.0,0.0,0.0,0.0,5024.0,0.0,217.54,218.8,0.0,220.68,4576.0,0.0,218.38,4448.0,0.0,0.0,0.0,0.0,2944.0,218.26,217.19,2848.0,0.0,0.0,0.0,219.82,2816.0,0.0,0.0,,,,,,,
45561,1751.9200363178816,8,32928,18,0.0,104,0,0.5,1751.9200363178816,1683051775,0,5184.0,221.26,5088.0,0.0,0.0,0.0,0.0,5024.0,0.0,217.54,218.8,0.0,220.68,4576.0,0.0,218.38,4448.0,0.0,0.0,0.0,0.0,2944.0,218.26,217.19,2848.0,0.0,0.0,0.0,219.82,2816.0,0.0,0.0,,,,,,,
2334,1731.6726337464956,8,2048,19,17.57,105,1,10.0,1731.6726337464956,1683051776,0,5184.0,221.26,5088.0,0.0,0.0,0.0,0.0,5024.0,0.0,217.54,218.8,0.0,220.68,4576.0,0.0,218.38,4448.0,0.0,0.0,0.0,0.0,2944.0,218.26,217.19,2848.0,0.0,0.0,0.0,219.82,2816.0,0.0,0.0,,,,,,,
4814,1742.0472611767752,8,4416,20,16.05,106,1,10.0,1742.0472611767752,1683051777,0,288.0,219.36,256.0,1.0,1.0,0.0,1.0,256.0,0.0,216.36,217.64,0.0,218.56,256.0,1.0,217.26,256.0,1.0,0.0,0.0,1.0,288.0,209.99,217.28,192.0,1.0,0.0,0.0,215.21,256.0,1.0,0.0,26.941509027965367,0.0,32928.0,32928.0,0.0,1222.2032539387692,1.0
7280,1748.2119050004267,8,6944,21,14.58,108,1,10.0,1748.2119050004267,1683051779,0,576.0,220.39,544.0,1.0,1.0,0.0,1.0,544.0,0.0,217.21,217.99,0.0,219.18,544.0,1.0,217.68,544.0,1.0,0.0,0.0,1.0,576.0,214.48,217.14,512.0,1.0,0.0,0.0,217.98,576.0,1.0,0.0,,,,,,,
9744,1750.7762512645222,8,9440,22,13.15,109,1,9.56,1750.7762512645222,1683051780,0,896.0,220.6,864.0,1.0,1.0,0.0,1.0,864.0,0.0,217.11,218.71,0.0,219.92,864.0,1.0,218.48,864.0,1.0,0.0,0.0,1.0,896.0,217.16,217.56,832.0,1.0,0.0,0.0,218.68,864.0,1.0,0.0,,,,,,,
12205,1750.356448668647,8,11872,23,11.75,111,1,8.54,1750.356448668647,1683051782,0,1216.0,220.78,1152.0,1.0,1.0,0.0,1.0,1184.0,0.0,216.78,219.62,0.0,220.06,1184.0,1.0,219.11,1184.0,1.0,0.0,0.0,1.0,1216.0,216.92,217.63,1120.0,1.0,0.0,0.0,219.87,1184.0,1.0,0.0,,,,,,,
14717,1751.0034669329907,8,14368,24,10.31,112,1,7.5,1751.0034669329907,1683051783,0,1504.0,220.2,1472.0,1.0,1.0,0.0,1.0,1504.0,0.0,216.66,219.73,0.0,219.93,1472.0,1.0,219.34,1472.0,1.0,0.0,0.0,1.0,1504.0,216.64,217.61,1440.0,1.0,0.0,0.0,220.25,1504.0,1.0,0.0,,,,,,,
17175,1749.5565316673715,8,16832,25,8.91,114,1,6.48,1749.5565316673715,1683051785,0,1824.0,220.15,1792.0,1.0,1.0,0.0,1.0,1792.0,0.0,216.78,219.72,0.0,219.85,1792.0,1.0,219.35,1792.0,1.0,0.0,0.0,1.0,1824.0,216.9,217.54,1728.0,1.0,0.0,0.0,220.71,1824.0,1.0,0.0,,,,,,,
19617,1745.7668496188671,8,19296,26,7.53,115,1,5.48,1745.7668496188671,1683051786,0,2144.0,219.77,2080.0,1.0,1.0,0.0,1.0,2112.0,0.0,216.59,219.41,0.0,219.61,2112.0,1.0,219.16,2112.0,1.0,0.0,0.0,1.0,2112.0,216.74,217.58,2048.0,1.0,0.0,0.0,220.72,2112.0,1.0,0.0,,,,,,,
22050,1746.8195570850958,8,21696,27,6.14,116,1,4.46,1746.8195570850958,1683051787,0,2432.0,218.42,2400.0,1.0,1.0,0.0,1.0,2432.0,0.0,216.02,219.41,0.0,219.13,2432.0,1.0,219.03,2400.0,1.0,0.0,0.0,1.0,2432.0,216.3,216.99,2336.0,1.0,0.0,0.0,220.47,2432.0,1.0,0.0,,,,,,,
24483,1744.9092252487353,8,24128,28,4.75,118,1,3.45,1744.9092252487353,1683051789,0,2752.0,219.74,2688.0,1.0,1.0,0.0,1.0,2720.0,0.0,215.96,219.35,0.0,219.75,2720.0,1.0,218.85,2720.0,1.0,0.0,0.0,1.0,2720.0,216.43,216.78,2656.0,1.0,0.0,0.0,219.96,2720.0,1.0,0.0,,,,,,,
26940,1744.636392121817,8,26592,29,3.34,119,1,2.43,1744.636392121817,1683051790,0,3040.0,219.73,2976.0,1.0,1.0,0.0,1.0,3040.0,0.0,215.78,219.38,0.0,220.3,3040.0,1.0,218.71,3008.0,1.0,0.0,0.0,1.0,3040.0,216.33,216.96,2944.0,1.0,0.0,0.0,217.73,3040.0,1.0,0.0,,,,,,,
29395,1744.3916472214491,8,29024,30,1.93,121,1,1.41,1744.3916472214491,1683051792,0,3360.0,219.59,3296.0,1.0,1.0,0.0,1.0,3360.0,0.0,215.88,219.49,0.0,220.23,3328.0,1.0,218.38,3328.0,1.0,0.0,0.0,1.0,3328.0,216.37,216.78,3264.0,1.0,0.0,0.0,217.92,3328.0,1.0,0.0,,,,,,,
31842,1744.3904470219302,8,31520,31,0.53,122,1,0.5,1744.3904470219302,1683051793,0,3680.0,219.25,3584.0,1.0,1.0,0.0,1.0,3648.0,0.0,215.68,219.33,0.0,220.25,3648.0,1.0,218.11,3616.0,1.0,0.0,0.0,1.0,3648.0,216.26,216.66,3552.0,1.0,0.0,0.0,218.84,3648.0,1.0,0.0,,,,,,,
34365,1742.599970311838,8,32864,32,0.0,123,1,0.5,1742.599970311838,1683051794,0,3968.0,219.13,3904.0,1.0,1.0,0.0,1.0,3968.0,0.0,215.27,219.2,0.0,220.39,3968.0,1.0,218.07,3936.0,1.0,0.0,0.0,1.0,3936.0,216.7,216.66,3872.0,1.0,0.0,0.0,218.97,3968.0,1.0,0.0,,,,,,,
36812,1742.599970311838,8,32864,33,0.0,125,1,0.5,1742.599970311838,1683051796,0,4160.0,219.11,4064.0,1.0,1.0,0.0,1.0,4128.0,0.0,215.39,219.08,0.0,220.09,4128.0,1.0,217.34,4096.0,1.0,0.0,0.0,1.0,4128.0,216.34,216.52,4032.0,1.0,0.0,0.0,218.72,4128.0,1.0,0.0,,,,,,,
39246,1742.599970311838,8,32864,34,0.0,126,1,0.5,1742.599970311838,1683051797,0,4160.0,219.11,4064.0,1.0,1.0,0.0,1.0,4128.0,0.0,215.39,219.08,0.0,220.09,4128.0,1.0,217.34,4096.0,1.0,0.0,0.0,1.0,4128.0,216.34,216.52,4032.0,1.0,0.0,0.0,218.72,4128.0,1.0,0.0,,,,,,,
41702,1742.599970311838,8,32864,35,0.0,128,1,0.5,1742.599970311838,1683051799,0,4160.0,219.11,4064.0,1.0,1.0,0.0,1.0,4128.0,0.0,215.39,219.08,0.0,220.09,4128.0,1.0,217.34,4096.0,1.0,0.0,0.0,1.0,4128.0,216.34,216.52,4032.0,1.0,0.0,0.0,218.72,4128.0,1.0,0.0,,,,,,,
44257,1742.599970311838,8,32864,36,0.0,129,1,0.5,1742.599970311838,1683051800,0,4160.0,219.11,4064.0,1.0,1.0,0.0,1.0,4128.0,0.0,215.39,219.08,0.0,220.09,4128.0,1.0,217.34,4096.0,1.0,0.0,0.0,1.0,4128.0,216.34,216.52,4032.0,1.0,0.0,0.0,218.72,4128.0,1.0,0.0,,,,,,,
2095,1755.579827168234,8,1760,37,17.47,130,2,10.0,1755.579827168234,1683051801,0,4160.0,219.11,4064.0,1.0,1.0,0.0,1.0,4128.0,0.0,215.39,219.08,0.0,220.09,4128.0,1.0,217.34,4096.0,1.0,0.0,0.0,1.0,4128.0,216.34,216.52,4032.0,1.0,0.0,0.0,218.72,4128.0,1.0,0.0,,,,,,,
4543,1749.1656985610957,8,4192,38,16.14,132,2,10.0,1749.1656985610957,1683051803,0,256.0,221.51,192.0,2.0,2.0,0.0,2.0,192.0,0.0,217.81,220.66,0.0,221.94,192.0,2.0,219.53,192.0,2.0,0.0,0.0,2.0,288.0,217.74,217.83,160.0,2.0,0.0,0.0,218.57,288.0,2.0,0.0,25.411407245323062,0.0,65792.0,32864.0,0.0,1293.2774514504142,2.0
6992,1745.925917132629,8,6624,39,14.76,133,2,10.0,1745.925917132629,1683051804,0,544.0,219.75,480.0,2.0,2.0,0.0,2.0,512.0,0.0,216.32,219.87,0.0,221.1,480.0,2.0,218.16,512.0,2.0,0.0,0.0,2.0,608.0,217.88,217.05,448.0,2.0,0.0,0.0,219.02,608.0,2.0,0.0,,,,,,,
9430,1740.964455362213,8,9120,40,13.4,135,2,9.75,1740.964455362213,1683051806,0,864.0,219.46,800.0,2.0,2.0,0.0,2.0,800.0,0.0,215.93,219.48,0.0,220.67,800.0,2.0,217.89,800.0,2.0,0.0,0.0,2.0,896.0,217.71,216.81,768.0,2.0,0.0,0.0,217.98,896.0,2.0,0.0,,,,,,,
11876,1741.4881098493306,8,11488,41,12.0,136,2,8.72,1741.4881098493306,1683051807,0,1184.0,219.22,1088.0,2.0,2.0,0.0,2.0,1120.0,0.0,215.57,218.7,0.0,218.34,1088.0,2.0,217.71,1120.0,2.0,0.0,0.0,2.0,1216.0,217.42,216.4,1088.0,2.0,0.0,0.0,217.6,1216.0,2.0,0.0,,,,,,,
14320,1741.131237886369,8,14016,42,10.6,138,2,7.71,1741.131237886369,1683051809,0,1472.0,218.82,1408.0,2.0,2.0,0.0,2.0,1408.0,0.0,215.3,218.41,0.0,219.47,1408.0,2.0,217.58,1408.0,2.0,0.0,0.0,2.0,1504.0,217.29,216.42,1376.0,2.0,0.0,0.0,218.2,1504.0,2.0,0.0,,,,,,,
16749,1739.9258537114888,8,16416,43,9.21,139,2,6.7,1739.9258537114888,1683051810,0,1792.0,219.24,1696.0,2.0,2.0,0.0,2.0,1728.0,0.0,215.0,218.25,0.0,219.61,1728.0,2.0,217.37,1728.0,2.0,0.0,0.0,2.0,1824.0,217.18,216.07,1696.0,2.0,0.0,0.0,218.42,1824.0,2.0,0.0,,,,,,,
19185,1738.6796772037183,8,18848,44,7.81,140,2,5.68,1738.6796772037183,1683051811,0,2080.0,219.07,2016.0,2.0,2.0,0.0,2.0,2048.0,0.0,214.71,217.95,0.0,219.62,2016.0,2.0,217.33,2048.0,2.0,0.0,0.0,2.0,2112.0,217.19,216.06,1984.0,2.0,0.0,0.0,217.98,2112.0,2.0,0.0,,,,,,,
21611,1737.0859860067576,8,21280,45,6.42,142,2,4.67,1737.0859860067576,1683051813,0,2400.0,218.95,2304.0,2.0,2.0,0.0,2.0,2336.0,0.0,214.63,217.77,0.0,219.66,2336.0,2.0,217.28,2336.0,2.0,0.0,0.0,2.0,2400.0,216.87,215.87,2304.0,2.0,0.0,0.0,217.64,2432.0,2.0,0.0,,,,,,,
24049,1735.273273740064,8,23680,46,5.02,143,2,3.65,1735.273273740064,1683051814,0,2688.0,218.9,2592.0,2.0,2.0,0.0,2.0,2656.0,0.0,214.52,217.76,0.0,219.36,2656.0,2.0,217.12,2656.0,2.0,0.0,0.0,2.0,2720.0,216.26,215.71,2592.0,2.0,0.0,0.0,217.47,2720.0,2.0,0.0,,,,,,,
26477,1732.6506351439132,8,26144,47,3.63,145,2,2.64,1732.6506351439132,1683051816,0,3008.0,218.81,2912.0,2.0,2.0,0.0,2.0,2944.0,0.0,214.16,217.58,0.0,219.17,2944.0,2.0,217.18,2944.0,2.0,0.0,0.0,2.0,3008.0,216.36,215.19,2880.0,2.0,0.0,0.0,216.83,3040.0,2.0,0.0,,,,,,,
28923,1735.1162782669956,8,28576,48,2.22,146,2,1.61,1735.1162782669956,1683051817,0,3296.0,218.77,3200.0,2.0,2.0,0.0,2.0,3264.0,0.0,214.61,217.73,0.0,219.48,3264.0,2.0,216.84,3264.0,2.0,0.0,0.0,2.0,3328.0,214.68,215.32,3200.0,2.0,0.0,0.0,215.21,3328.0,2.0,0.0,,,,,,,
31362,1732.732470592339,8,31040,49,0.81,147,2,0.59,1732.732470592339,1683051818,0,3616.0,218.6,3520.0,2.0,2.0,0.0,2.0,3584.0,0.0,214.83,217.29,0.0,219.54,3552.0,2.0,216.9,3552.0,2.0,0.0,0.0,2.0,3616.0,215.38,215.31,3488.0,2.0,0.0,0.0,217.27,3648.0,2.0,0.0,,,,,,,
33796,1730.187679373945,8,32896,50,0.0,149,2,0.5,1730.187679373945,1683051820,0,3904.0,217.94,3808.0,2.0,2.0,0.0,2.0,3872.0,0.0,214.67,216.89,0.0,218.09,3872.0,2.0,216.61,3872.0,2.0,0.0,0.0,2.0,3936.0,215.6,215.07,3808.0,2.0,0.0,0.0,217.86,3968.0,2.0,0.0,,,,,,,
36218,1730.187679373945,8,32896,51,0.0,150,2,0.5,1730.187679373945,1683051821,0,4160.0,217.59,4032.0,2.0,2.0,0.0,2.0,4128.0,0.0,214.76,217.07,0.0,218.87,4096.0,2.0,216.77,4096.0,2.0,0.0,0.0,2.0,4160.0,215.71,214.1,4032.0,2.0,0.0,0.0,215.32,4192.0,2.0,0.0,,,,,,,
38637,1730.187679373945,8,32896,52,0.0,152,2,0.5,1730.187679373945,1683051823,0,4160.0,217.59,4032.0,2.0,2.0,0.0,2.0,4128.0,0.0,214.76,217.07,0.0,218.87,4096.0,2.0,216.77,4096.0,2.0,0.0,0.0,2.0,4160.0,215.71,214.1,4032.0,2.0,0.0,0.0,215.32,4192.0,2.0,0.0,,,,,,,
41061,1730.187679373945,8,32896,53,0.0,153,2,0.5,1730.187679373945,1683051824,0,4160.0,217.59,4032.0,2.0,2.0,0.0,2.0,4128.0,0.0,214.76,217.07,0.0,218.87,4096.0,2.0,216.77,4096.0,2.0,0.0,0.0,2.0,4160.0,215.71,214.1,4032.0,2.0,0.0,0.0,215.32,4192.0,2.0,0.0,,,,,,,
43477,1730.187679373945,8,32896,54,0.0,154,2,0.5,1730.187679373945,1683051825,0,4160.0,217.59,4032.0,2.0,2.0,0.0,2.0,4128.0,0.0,214.76,217.07,0.0,218.87,4096.0,2.0,216.77,4096.0,2.0,0.0,0.0,2.0,4160.0,215.71,214.1,4032.0,2.0,0.0,0.0,215.32,4192.0,2.0,0.0,,,,,,,
924,1730.464774031081,8,608,55,18.4,156,3,10.0,1730.464774031081,1683051827,0,4160.0,217.59,4032.0,2.0,2.0,0.0,2.0,4128.0,0.0,214.76,217.07,0.0,218.87,4096.0,2.0,216.77,4096.0,2.0,0.0,0.0,2.0,4160.0,215.71,214.1,4032.0,2.0,0.0,0.0,215.32,4192.0,2.0,0.0,,,,,,,
3424,1737.1924853243668,8,3040,56,16.89,157,3,10.0,1737.1924853243668,1683051828,0,96.0,220.88,64.0,3.0,3.0,0.0,3.0,64.0,0.0,216.61,219.82,0.0,219.17,64.0,3.0,218.83,96.0,3.0,0.0,0.0,3.0,96.0,202.77,216.14,32.0,3.0,0.0,0.0,216.25,96.0,3.0,0.0,25.2535366890952,0.0,98688.0,32896.0,0.0,1302.6294259292765,3.0
5840,1732.9756488372675,8,5504,57,15.54,159,3,10.0,1732.9756488372675,1683051830,0,384.0,219.32,352.0,3.0,3.0,0.0,3.0,384.0,0.0,215.8,218.14,0.0,219.84,384.0,3.0,217.73,384.0,3.0,0.0,0.0,3.0,384.0,212.71,215.72,352.0,3.0,0.0,0.0,217.94,416.0,3.0,0.0,,,,,,,
8266,1734.7528504569493,8,7872,58,14.12,160,3,10.0,1734.7528504569493,1683051831,0,704.0,218.08,672.0,3.0,3.0,0.0,3.0,672.0,0.0,215.34,217.57,0.0,219.89,704.0,3.0,217.77,704.0,3.0,0.0,0.0,3.0,704.0,211.84,214.75,640.0,3.0,0.0,0.0,217.74,704.0,3.0,0.0,,,,,,,
10680,1734.7148757029531,8,10368,59,12.73,161,3,9.26,1734.7148757029531,1683051832,0,992.0,218.75,960.0,3.0,3.0,0.0,3.0,992.0,0.0,214.98,217.32,0.0,219.85,992.0,3.0,217.79,992.0,3.0,0.0,0.0,3.0,992.0,213.51,214.38,928.0,3.0,0.0,0.0,218.17,1024.0,3.0,0.0,,,,,,,
13112,1734.8142209609098,8,12736,60,11.33,163,3,8.24,1734.8142209609098,1683051834,0,1312.0,218.43,1280.0,3.0,3.0,0.0,3.0,1280.0,0.0,214.84,217.28,0.0,219.74,1312.0,3.0,217.56,1312.0,3.0,0.0,0.0,3.0,1312.0,214.55,214.26,1248.0,3.0,0.0,0.0,218.05,1312.0,3.0,0.0,,,,,,,
15691,1734.8260148505426,8,15200,61,9.84,164,3,7.16,1734.8260148505426,1683051835,0,1600.0,218.1,1568.0,3.0,3.0,0.0,3.0,1600.0,0.0,214.78,217.02,0.0,219.51,1600.0,3.0,217.44,1600.0,3.0,0.0,0.0,3.0,1600.0,215.86,213.99,1536.0,3.0,0.0,0.0,218.1,1632.0,3.0,0.0,,,,,,,
18120,1734.4381710970088,8,17792,62,8.45,166,3,6.14,1734.4381710970088,1683051837,0,1920.0,217.9,1856.0,3.0,3.0,0.0,3.0,1920.0,0.0,214.37,216.73,0.0,219.51,1920.0,3.0,217.22,1920.0,3.0,0.0,0.0,3.0,1888.0,216.42,214.77,1856.0,3.0,0.0,0.0,217.91,1920.0,3.0,0.0,,,,,,,
20515,1720.87393789848,8,20160,63,7.12,167,3,5.18,1720.87393789848,1683051838,0,2240.0,217.56,2176.0,3.0,3.0,0.0,3.0,2240.0,0.0,214.11,216.76,0.0,219.19,2240.0,3.0,217.08,2240.0,3.0,0.0,0.0,3.0,2208.0,216.48,215.42,2176.0,3.0,0.0,0.0,217.83,2272.0,3.0,0.0,,,,,,,
22920,1712.7769261918188,8,22560,64,5.75,168,3,4.18,1712.7769261918188,1683051839,0,2528.0,213.71,2464.0,3.0,3.0,0.0,3.0,2528.0,0.0,208.61,213.16,0.0,218.62,2560.0,3.0,216.86,2528.0,3.0,0.0,0.0,3.0,2528.0,216.56,215.69,2464.0,3.0,0.0,0.0,217.65,2560.0,3.0,0.0,,,,,,,
25351,1725.4416115241588,8,24992,65,4.3,170,3,3.13,1725.4416115241588,1683051841,0,2816.0,215.61,2784.0,3.0,3.0,0.0,3.0,2816.0,0.0,212.04,215.4,0.0,218.28,2848.0,3.0,209.45,2816.0,3.0,0.0,0.0,3.0,2816.0,216.48,207.88,2784.0,3.0,0.0,0.0,217.64,2880.0,3.0,0.0,,,,,,,
27769,1729.4583605369448,8,27392,66,2.89,171,3,2.1,1729.4583605369448,1683051842,0,3136.0,216.93,3072.0,3.0,3.0,0.0,3.0,3136.0,0.0,213.27,216.9,0.0,218.35,3168.0,3.0,213.82,3136.0,3.0,0.0,0.0,3.0,3104.0,216.29,212.44,3072.0,3.0,0.0,0.0,217.43,3168.0,3.0,0.0,,,,,,,
