03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_2_samples_accumulated,04_peers/peer_2_epoch,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,04_peers/peer_2_epoch_oos,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,04_peers/peer_2_samples_per_second,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
2484,2002.2848113796017,2,2272,18,2.85,59,3,1.14,2002.2848113796017,1683032007,0,4608.0,2.0,1152.66,0.0,3648.0,2.0,,,,0.0,,,996.66,,
4928,2049.1320354669797,2,4448,19,1.59,60,3,0.64,2049.1320354669797,1683032008,0,1024.0,3.0,772.83,0.0,1248.0,3.0,8.31355111580342,2.0,20448.0,0.0,8256.0,0.0,1229.45,993.0774328560968,1.0
7080,2128.4257787553947,2,6880,20,0.52,62,3,0.5,2128.4257787553947,1683032010,0,2304.0,3.0,957.26,0.0,2144.0,3.0,,,,0.0,,,1091.87,,
9280,1812.193740516856,2,8160,21,0.0,63,3,0.5,1812.193740516856,1683032011,0,3488.0,3.0,993.76,0.0,3392.0,3.0,,,,0.0,,,1134.66,,
423,1812.193740516856,2,0,22,4.29,64,4,1.71,1812.193740516856,1683032012,0,4160.0,3.0,809.28,0.0,4000.0,3.0,,,,0.0,,,1002.91,,
2582,1812.193740516856,2,0,23,3.1,65,4,1.24,1812.193740516856,1683032013,0,0.0,4.0,809.28,0.0,0.0,4.0,4.75934923812747,3.0,28608.0,0.0,8160.0,0.0,1002.91,1714.5201143529637,1.0
4737,1812.193740516856,2,0,24,1.91,66,4,0.76,1812.193740516856,1683032014,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
6897,1812.193740516856,2,0,25,0.71,68,4,0.5,1812.193740516856,1683032016,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
9054,1812.193740516856,2,0,26,0.0,69,4,0.5,1812.193740516856,1683032017,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
16348,1812.193740516856,2,0,27,0.0,73,4,0.5,1812.193740516856,1683032021,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
18211,1812.193740516856,2,0,28,0.0,74,4,0.5,1812.193740516856,1683032022,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
20064,1812.193740516856,2,0,29,0.0,75,4,0.5,1812.193740516856,1683032023,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
21907,1812.193740516856,2,0,30,0.0,76,4,0.5,1812.193740516856,1683032024,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
23753,1812.193740516856,2,0,31,0.0,77,4,0.5,1812.193740516856,1683032025,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
25599,1812.193740516856,2,0,32,0.0,78,4,0.5,1812.193740516856,1683032026,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
27442,1812.193740516856,2,0,33,0.0,79,4,0.5,1812.193740516856,1683032027,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
29288,1812.193740516856,2,0,34,0.0,80,4,0.5,1812.193740516856,1683032028,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
31134,1812.193740516856,2,0,35,0.0,81,4,0.5,1812.193740516856,1683032029,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
32973,1812.193740516856,2,0,36,0.0,82,4,0.5,1812.193740516856,1683032030,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
34815,1812.193740516856,2,0,37,0.0,83,4,0.5,1812.193740516856,1683032031,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
36657,1812.193740516856,2,0,38,0.0,84,4,0.5,1812.193740516856,1683032032,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
38502,1812.193740516856,2,0,39,0.0,85,4,0.5,1812.193740516856,1683032033,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
40347,1812.193740516856,2,0,40,0.0,86,4,0.5,1812.193740516856,1683032034,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
42197,1812.193740516856,2,0,41,0.0,87,4,0.5,1812.193740516856,1683032035,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
44042,1812.193740516856,2,0,42,0.0,88,4,0.5,1812.193740516856,1683032036,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
45889,1812.193740516856,2,0,43,0.0,89,4,0.5,1812.193740516856,1683032037,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
47736,1812.193740516856,2,0,44,0.0,90,4,0.5,1812.193740516856,1683032038,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
49581,1812.193740516856,2,0,45,0.0,91,4,0.5,1812.193740516856,1683032039,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
51428,1812.193740516856,2,0,46,0.0,92,4,0.5,1812.193740516856,1683032040,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
53273,1812.193740516856,2,0,47,0.0,93,4,0.5,1812.193740516856,1683032041,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
55127,1812.193740516856,2,0,48,0.0,94,4,0.5,1812.193740516856,1683032042,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
56981,1812.193740516856,2,0,49,0.0,95,4,0.5,1812.193740516856,1683032043,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
58828,1812.193740516856,2,0,50,0.0,96,4,0.5,1812.193740516856,1683032044,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
60682,1812.193740516856,2,0,51,0.0,97,4,0.5,1812.193740516856,1683032045,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
62532,1812.193740516856,2,0,52,0.0,98,4,0.5,1812.193740516856,1683032046,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
64380,1812.193740516856,2,0,53,0.0,99,4,0.5,1812.193740516856,1683032047,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
66222,1812.193740516856,2,0,54,0.0,100,4,0.5,1812.193740516856,1683032048,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
68068,1812.193740516856,2,0,55,0.0,101,4,0.5,1812.193740516856,1683032049,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
69916,1812.193740516856,2,0,56,0.0,102,4,0.5,1812.193740516856,1683032050,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
71764,1812.193740516856,2,0,57,0.0,103,4,0.5,1812.193740516856,1683032051,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
73617,1812.193740516856,2,0,58,0.0,104,4,0.5,1812.193740516856,1683032052,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
75476,1812.193740516856,2,0,59,0.0,105,4,0.5,1812.193740516856,1683032053,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
77319,1812.193740516856,2,0,60,0.0,106,4,0.5,1812.193740516856,1683032054,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
79165,1812.193740516856,2,0,61,0.0,107,4,0.5,1812.193740516856,1683032055,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
81018,1812.193740516856,2,0,62,0.0,109,4,0.5,1812.193740516856,1683032057,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
82863,1812.193740516856,2,0,63,0.0,110,4,0.5,1812.193740516856,1683032058,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
84711,1812.193740516856,2,0,64,0.0,111,4,0.5,1812.193740516856,1683032059,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
86563,1812.193740516856,2,0,65,0.0,112,4,0.5,1812.193740516856,1683032060,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
88411,1812.193740516856,2,0,66,0.0,113,4,0.5,1812.193740516856,1683032061,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
90258,1812.193740516856,2,0,67,0.0,114,4,0.5,1812.193740516856,1683032062,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
92103,1812.193740516856,2,0,68,0.0,115,4,0.5,1812.193740516856,1683032063,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
93947,1812.193740516856,2,0,69,0.0,116,4,0.5,1812.193740516856,1683032064,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
95792,1812.193740516856,2,0,70,0.0,117,4,0.5,1812.193740516856,1683032065,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
97639,1812.193740516856,2,0,71,0.0,118,4,0.5,1812.193740516856,1683032066,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
99486,1812.193740516856,2,0,72,0.0,119,4,0.5,1812.193740516856,1683032067,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
101338,1812.193740516856,2,0,73,0.0,120,4,0.5,1812.193740516856,1683032068,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
103190,1812.193740516856,2,0,74,0.0,121,4,0.5,1812.193740516856,1683032069,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
105039,1812.193740516856,2,0,75,0.0,122,4,0.5,1812.193740516856,1683032070,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
106888,1812.193740516856,2,0,76,0.0,123,4,0.5,1812.193740516856,1683032071,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
48555,809.2798307748708,1,0,77,0.0,124,4,0.5,809.2798307748708,1683032072,0,0.0,4.0,809.28,0.0,0.0,4.0,,,,0.0,,,1002.91,,
