04_peers/peer_5_epoch_oos,04_peers/peer_6_samples_per_second,04_peers/peer_7_samples_accumulated,04_peers/peer_5_epoch,04_peers/peer_3_epoch_oos,04_peers/peer_1_epoch_oos,04_peers/peer_4_epoch_oos,04_peers/peer_6_epoch_oos,04_peers/peer_4_samples_per_second,04_peers/peer_1_samples_accumulated,04_peers/peer_8_samples_accumulated,04_peers/peer_8_epoch,03_hivemind/overshot_TBS,04_peers/peer_2_epoch_oos,04_peers/peer_5_samples_per_second,04_peers/peer_3_samples_accumulated,_step,04_peers/peer_1_epoch,04_peers/peer_8_epoch_oos,04_peers/peer_8_samples_per_second,03_hivemind/num_clients,03_hivemind/reached_TBS,03_hivemind/epoch_s,04_peers/peer_2_epoch,04_peers/peer_3_epoch,04_peers/peer_4_epoch,04_peers/peer_7_epoch,03_hivemind/epoch_based_sps,_runtime,_timestamp,03_hivemind/global_samples_accumulated,03_hivemind/total_training_samples,04_peers/peer_7_samples_per_second,04_peers/peer_4_samples_accumulated,04_peers/peer_6_samples_accumulated,03_hivemind/estimated_current_samples,03_hivemind/num_peers,04_peers/peer_7_epoch_oos,03_hivemind/per_epoch_training_samples,03_hivemind/undershot_TBS,03_hivemind/eta_next_epoch_s,03_hivemind/next_fetch_time_s,04_peers/peer_1_samples_per_second,04_peers/peer_2_samples_per_second,04_peers/peer_3_samples_per_second,04_peers/peer_6_epoch,03_hivemind/global_epoch,03_hivemind/actual_total_samples_per_second,03_hivemind/optimistic_total_samples_per_second,04_peers/peer_2_samples_accumulated,04_peers/peer_5_samples_accumulated
0.0,436.04,0.0,3.0,0.0,0.0,0.0,0.0,495.83,0.0,0.0,3.0,,0.0,524.34,0.0,66,3.0,0.0,450.06,0,,,3.0,3.0,3.0,3.0,,181,1680699823.0,0,,490.85,0.0,0.0,117721,8,0.0,,,0.0,0.5,519.67,496.99,523.13,3.0,3,3936.9101043092624,3936.9101043092624,0.0,0.0
0.0,436.04,0.0,3.0,0.0,0.0,0.0,0.0,495.83,0.0,0.0,3.0,,0.0,524.34,0.0,67,3.0,0.0,450.06,0,,,3.0,3.0,3.0,3.0,,182,1680699824.0,0,,490.85,0.0,0.0,121831,8,0.0,,,0.0,0.5,519.67,496.99,523.13,3.0,3,3936.9101043092624,3936.9101043092624,0.0,0.0
0.0,436.04,0.0,3.0,0.0,0.0,0.0,0.0,495.83,0.0,0.0,3.0,,0.0,524.34,0.0,68,3.0,0.0,450.06,0,,,3.0,3.0,3.0,3.0,,183,1680699825.0,0,,490.85,0.0,0.0,125968,8,0.0,,,0.0,0.5,519.67,496.99,523.13,3.0,3,3936.9101043092624,3936.9101043092624,0.0,0.0
0.0,436.04,0.0,3.0,0.0,0.0,0.0,0.0,495.83,0.0,0.0,3.0,,0.0,524.34,0.0,69,3.0,0.0,450.06,0,,,3.0,3.0,3.0,3.0,,184,1680699826.0,0,,490.85,0.0,0.0,130039,8,0.0,,,0.0,0.5,519.67,496.99,523.13,3.0,3,3936.9101043092624,3936.9101043092624,0.0,0.0
0.0,436.04,0.0,3.0,0.0,0.0,0.0,0.0,495.83,0.0,0.0,3.0,,0.0,524.34,0.0,70,3.0,0.0,450.06,0,,,3.0,3.0,3.0,3.0,,186,1680699828.0,0,,490.85,0.0,0.0,134215,8,0.0,,,0.0,0.5,519.67,496.99,523.13,3.0,3,3936.9101043092624,3936.9101043092624,0.0,0.0
0.0,436.04,0.0,3.0,0.0,0.0,0.0,0.0,495.83,0.0,0.0,3.0,,0.0,524.34,0.0,71,3.0,0.0,450.06,0,,,3.0,3.0,3.0,3.0,,187,1680699829.0,0,,490.85,0.0,0.0,138262,8,0.0,,,0.0,0.5,519.67,496.99,523.13,3.0,3,3936.9101043092624,3936.9101043092624,0.0,0.0
0.0,436.04,0.0,3.0,0.0,0.0,0.0,0.0,495.83,0.0,0.0,3.0,,0.0,524.34,0.0,72,3.0,0.0,450.06,0,,,3.0,3.0,3.0,3.0,,188,1680699830.0,0,,490.85,0.0,0.0,142319,8,0.0,,,0.0,0.5,519.67,496.99,523.13,3.0,3,3936.9101043092624,3936.9101043092624,0.0,0.0
0.0,436.04,0.0,3.0,0.0,0.0,0.0,0.0,495.83,0.0,0.0,3.0,,0.0,524.34,0.0,73,3.0,0.0,450.06,0,,,3.0,3.0,3.0,3.0,,189,1680699831.0,0,,490.85,0.0,0.0,146384,8,0.0,,,0.0,0.5,519.67,496.99,523.13,3.0,3,3936.9101043092624,3936.9101043092624,0.0,0.0
0.0,436.04,0.0,3.0,0.0,0.0,0.0,0.0,495.83,0.0,0.0,3.0,,0.0,524.34,0.0,74,3.0,0.0,450.06,0,,,3.0,3.0,3.0,3.0,,190,1680699832.0,0,,490.85,0.0,0.0,150461,8,0.0,,,0.0,0.5,519.67,496.99,523.13,3.0,3,3936.9101043092624,3936.9101043092624,0.0,0.0
0.0,436.04,0.0,3.0,0.0,0.0,0.0,0.0,495.83,0.0,0.0,3.0,,0.0,524.34,0.0,75,3.0,0.0,450.06,0,,,3.0,3.0,3.0,3.0,,191,1680699833.0,0,,490.85,0.0,0.0,154555,8,0.0,,,0.0,0.5,519.67,496.99,523.13,3.0,3,3936.9101043092624,3936.9101043092624,0.0,0.0
0.0,436.04,0.0,3.0,0.0,0.0,0.0,0.0,495.83,0.0,0.0,3.0,,0.0,524.34,0.0,76,3.0,0.0,450.06,0,,,3.0,3.0,3.0,3.0,,192,1680699834.0,0,,490.85,0.0,0.0,158622,8,0.0,,,0.0,0.5,519.67,496.99,523.13,3.0,3,3936.9101043092624,3936.9101043092624,0.0,0.0
0.0,436.04,0.0,3.0,0.0,0.0,0.0,0.0,495.83,0.0,0.0,3.0,,0.0,524.34,0.0,77,3.0,0.0,450.06,0,,,3.0,3.0,3.0,3.0,,193,1680699835.0,0,,490.85,0.0,0.0,162717,8,0.0,,,0.0,0.5,519.67,496.99,523.13,3.0,3,3936.9101043092624,3936.9101043092624,0.0,0.0
0.0,436.04,0.0,3.0,0.0,0.0,0.0,0.0,495.83,0.0,0.0,3.0,,0.0,524.34,0.0,78,3.0,0.0,450.06,0,,,3.0,3.0,3.0,3.0,,194,1680699836.0,0,,490.85,0.0,0.0,166841,8,0.0,,,0.0,0.5,519.67,496.99,523.13,3.0,3,3936.9101043092624,3936.9101043092624,0.0,0.0
0.0,436.04,0.0,3.0,0.0,0.0,0.0,0.0,495.83,0.0,0.0,3.0,,0.0,524.34,0.0,79,3.0,0.0,450.06,0,,,3.0,3.0,3.0,3.0,,195,1680699837.0,0,,490.85,0.0,0.0,170958,8,0.0,,,0.0,0.5,519.67,496.99,523.13,3.0,3,3936.9101043092624,3936.9101043092624,0.0,0.0
0.0,436.04,0.0,3.0,0.0,0.0,0.0,0.0,495.83,0.0,0.0,3.0,,0.0,524.34,0.0,80,3.0,0.0,450.06,0,,,3.0,3.0,3.0,3.0,,196,1680699838.0,0,,490.85,0.0,0.0,175087,8,0.0,,,0.0,0.5,519.67,496.99,523.13,3.0,3,3936.9101043092624,3936.9101043092624,0.0,0.0
0.0,436.04,0.0,3.0,0.0,0.0,0.0,0.0,495.83,0.0,0.0,3.0,,0.0,524.34,0.0,81,3.0,0.0,450.06,0,,,3.0,3.0,3.0,3.0,,197,1680699839.0,0,,490.85,0.0,0.0,19842,1,0.0,,,29.64,7.41,519.67,496.99,523.13,3.0,3,436.043599858574,436.043599858574,0.0,0.0
,436.04,,,,,,0.0,,,,,,,,,82,,,,0,,,,,,,,198,1680699840.0,0,,,,0.0,20287,1,,,,28.62,7.16,,,,3.0,3,436.043599858574,436.043599858574,,
,436.04,,,,,,0.0,,,,,,,,,83,,,,0,,,,,,,,199,1680699841.0,0,,,,0.0,20731,1,,,,27.6,6.9,,,,3.0,3,436.043599858574,436.043599858574,,
,436.04,,,,,,0.0,,,,,,,,,84,,,,0,,,,,,,,200,1680699842.0,0,,,,0.0,21175,1,,,,26.59,6.65,,,,3.0,3,436.043599858574,436.043599858574,,
,436.04,,,,,,0.0,,,,,,,,,85,,,,0,,,,,,,,201,1680699843.0,0,,,,0.0,21619,1,,,,25.57,6.39,,,,3.0,3,436.043599858574,436.043599858574,,
,436.04,,,,,,0.0,,,,,,,,,86,,,,0,,,,,,,,202,1680699844.0,0,,,,0.0,22064,1,,,,24.55,6.14,,,,3.0,3,436.043599858574,436.043599858574,,
,436.04,,,,,,0.0,,,,,,,,,87,,,,0,,,,,,,,203,1680699845.0,0,,,,0.0,22508,1,,,,23.53,5.88,,,,3.0,3,436.043599858574,436.043599858574,,
,436.04,,,,,,0.0,,,,,,,,,88,,,,0,,,,,,,,204,1680699846.0,0,,,,0.0,22951,1,,,,22.51,5.63,,,,3.0,3,436.043599858574,436.043599858574,,
,436.04,,,,,,0.0,,,,,,,,,89,,,,0,,,,,,,,205,1680699847.0,0,,,,0.0,23396,1,,,,21.49,5.37,,,,3.0,3,436.043599858574,436.043599858574,,
,436.04,,,,,,0.0,,,,,,,,,90,,,,0,,,,,,,,206,1680699848.0,0,,,,0.0,23840,1,,,,20.47,5.12,,,,3.0,3,436.043599858574,436.043599858574,,
,436.04,,,,,,0.0,,,,,,,,,91,,,,0,,,,,,,,207,1680699849.0,0,,,,0.0,24285,1,,,,19.46,4.86,,,,3.0,3,436.043599858574,436.043599858574,,
,436.04,,,,,,0.0,,,,,,,,,92,,,,0,,,,,,,,208,1680699850.0,0,,,,0.0,24728,1,,,,18.44,4.61,,,,3.0,3,436.043599858574,436.043599858574,,
,436.04,,,,,,0.0,,,,,,,,,93,,,,0,,,,,,,,209,1680699851.0,0,,,,0.0,25172,1,,,,17.42,4.36,,,,3.0,3,436.043599858574,436.043599858574,,
,436.04,,,,,,0.0,,,,,,,,,94,,,,0,,,,,,,,210,1680699852.0,0,,,,0.0,25615,1,,,,16.4,4.1,,,,3.0,3,436.043599858574,436.043599858574,,
,436.04,,,,,,0.0,,,,,,,,,95,,,,0,,,,,,,,211,1680699853.0,0,,,,0.0,26058,1,,,,15.39,3.85,,,,3.0,3,436.043599858574,436.043599858574,,
