_step,04_peers/peer_2_epoch_oos,04_peers/peer_1_samples_per_second,03_hivemind/actual_total_samples_per_second,04_peers/peer_1_epoch,03_hivemind/global_epoch,03_hivemind/eta_next_epoch_s,03_hivemind/total_training_samples,03_hivemind/next_fetch_time_s,04_peers/peer_2_samples_per_second,_runtime,03_hivemind/num_peers,03_hivemind/reached_TBS,03_hivemind/undershot_TBS,03_hivemind/epoch_based_sps,03_hivemind/per_epoch_training_samples,03_hivemind/global_samples_accumulated,04_peers/peer_2_epoch,03_hivemind/overshot_TBS,04_peers/peer_3_samples_per_second,04_peers/peer_1_samples_accumulated,04_peers/peer_3_samples_accumulated,04_peers/peer_2_samples_accumulated,03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,_timestamp,03_hivemind/epoch_s,04_peers/peer_3_epoch,04_peers/peer_1_epoch_oos,04_peers/peer_3_epoch_oos,03_hivemind/num_clients
133,0.0,35.6,421.49616264974236,1.0,1,40.78,,10.0,36.72,180,3,,,,,15456,1.0,,346.32,1280.0,12288.0,1312.0,15580,421.49616264974236,1681406826.0,,1.0,0.0,0.0,0
134,0.0,35.6,422.19580170960285,1.0,1,39.65,,10.0,36.72,181,3,,,,,15776,1.0,,349.17,1312.0,12800.0,1344.0,16027,422.19580170960285,1681406827.0,,1.0,0.0,0.0,0
135,0.0,35.58,421.8612184200145,1.0,1,38.64,,10.0,36.71,182,3,,,,,16384,1.0,,349.9,1344.0,13056.0,1376.0,16467,421.8612184200145,1681406828.0,,1.0,0.0,0.0,0
136,0.0,35.57,422.0701394796538,1.0,1,37.57,,10.0,36.68,183,3,,,,,16736,1.0,,349.61,1376.0,13568.0,1440.0,16911,422.0701394796538,1681406829.0,,1.0,0.0,0.0,0
137,0.0,35.56,419.57511389555845,1.0,1,36.78,,10.0,36.69,184,3,,,,,17056,1.0,,349.82,1440.0,13824.0,1472.0,17334,419.57511389555845,1681406830.0,,1.0,0.0,0.0,0
138,0.0,35.57,423.319953505017,1.0,1,35.35,,10.0,36.68,185,3,,,,,17632,1.0,,347.33,1472.0,14080.0,1504.0,17803,423.319953505017,1681406831.0,,1.0,0.0,0.0,0
139,0.0,35.57,424.1030687863866,1.0,1,34.22,,10.0,36.68,186,3,,,,,17952,1.0,,351.07,1504.0,14592.0,1536.0,18256,424.1030687863866,1681406832.0,,1.0,0.0,0.0,0
140,0.0,35.58,422.3277287473354,1.0,1,33.34,,10.0,36.67,187,3,,,,,18560,1.0,,351.85,1536.0,14848.0,1568.0,18686,422.3277287473354,1681406833.0,,1.0,0.0,0.0,0
141,0.0,35.59,423.1663858103635,1.0,1,32.21,,10.0,36.69,188,3,,,,,18880,1.0,,350.06,1568.0,15360.0,1632.0,19138,423.1663858103635,1681406834.0,,1.0,0.0,0.0,0
142,0.0,35.6,421.96083013291934,1.0,1,31.27,,10.0,36.69,189,3,,,,,19488,1.0,,350.88,1600.0,15616.0,1664.0,19575,421.96083013291934,1681406835.0,,1.0,0.0,0.0,0
143,0.0,35.59,421.9064890586444,1.0,1,30.23,,10.0,36.68,190,3,,,,,19808,1.0,,349.69,1664.0,16128.0,1696.0,20015,421.9064890586444,1681406836.0,,1.0,0.0,0.0,0
144,0.0,35.57,423.1480414270886,1.0,1,26.07,,10.0,36.68,195,3,,,,,20128,1.0,,349.65,1696.0,16384.0,1728.0,21738,423.1480414270886,1681406841.0,,1.0,0.0,0.0,0
145,0.0,35.57,422.93276495826956,1.0,1,25.04,,10.0,36.67,196,3,,,,,21952,1.0,,350.9,1728.0,16640.0,1760.0,22178,422.93276495826956,1681406842.0,,1.0,0.0,0.0,0
146,0.0,35.59,426.2107250927393,1.0,1,23.74,,10.0,36.64,197,3,,,,,22560,1.0,,350.7,1856.0,18176.0,1920.0,22648,426.2107250927393,1681406843.0,,1.0,0.0,0.0,0
147,0.0,35.59,420.5309599365587,1.0,1,23.1,,10.0,36.64,198,3,,,,,22912,1.0,,353.98,1920.0,18688.0,1952.0,23053,420.5309599365587,1681406844.0,,1.0,0.0,0.0,0
148,0.0,35.6,423.00388072175804,1.0,1,21.88,,10.0,36.64,199,3,,,,,23232,1.0,,348.29,1952.0,18944.0,2016.0,23513,423.00388072175804,1681406845.0,,1.0,0.0,0.0,0
149,0.0,35.61,425.6551560020204,1.0,1,20.65,,10.0,36.63,200,3,,,,,23808,1.0,,350.76,1984.0,19200.0,2048.0,23979,425.6551560020204,1681406846.0,,1.0,0.0,0.0,0
150,0.0,35.62,423.4592066239983,1.0,1,19.74,,9.87,36.62,201,3,,,,,24128,1.0,,353.42,2016.0,19712.0,2080.0,24410,423.4592066239983,1681406847.0,,1.0,0.0,0.0,0
151,0.0,35.63,424.43781029106265,1.0,1,18.63,,9.31,36.6,202,3,,,,,24704,1.0,,351.23,2048.0,19968.0,2112.0,24862,424.43781029106265,1681406848.0,,1.0,0.0,0.0,0
152,0.0,35.63,425.82644517263356,1.0,1,17.49,,8.75,36.6,203,3,,,,,25088,1.0,,352.2,2080.0,20480.0,2144.0,25320,425.82644517263356,1681406849.0,,1.0,0.0,0.0,0
153,0.0,35.62,423.1308007846661,1.0,1,16.6,,8.3,36.59,204,3,,,,,25664,1.0,,353.61,2144.0,20736.0,2208.0,25745,423.1308007846661,1681406850.0,,1.0,0.0,0.0,0
154,0.0,35.64,423.6069697196021,1.0,1,15.52,,7.76,36.59,205,3,,,,,25984,1.0,,350.91,2176.0,21248.0,2240.0,26193,423.6069697196021,1681406851.0,,1.0,0.0,0.0,0
155,0.0,35.65,421.8173421880718,1.0,1,14.56,,7.28,36.58,206,3,,,,,26560,1.0,,351.37,2208.0,21504.0,2272.0,26627,421.8173421880718,1681406852.0,,1.0,0.0,0.0,0
156,0.0,35.65,422.67844227745445,1.0,1,13.47,,6.74,36.57,207,3,,,,,26880,1.0,,349.6,2240.0,22016.0,2304.0,27074,422.67844227745445,1681406853.0,,1.0,0.0,0.0,0
157,0.0,35.65,423.3681735684926,1.0,1,12.39,,6.19,36.55,208,3,,,,,27232,1.0,,350.47,2272.0,22272.0,2336.0,27524,423.3681735684926,1681406854.0,,1.0,0.0,0.0,0
158,0.0,35.65,421.26921419942795,1.0,1,11.43,,5.71,36.54,209,3,,,,,27840,1.0,,351.18,2304.0,22528.0,2400.0,27954,421.26921419942795,1681406855.0,,1.0,0.0,0.0,0
159,0.0,35.65,421.6880263310372,1.0,1,10.36,,5.18,36.53,210,3,,,,,28160,1.0,,349.09,2368.0,23040.0,2432.0,28401,421.6880263310372,1681406856.0,,1.0,0.0,0.0,0
160,0.0,35.66,424.4937492575559,1.0,1,9.2,,4.6,36.51,211,3,,,,,28736,1.0,,349.51,2400.0,23296.0,2464.0,28865,424.4937492575559,1681406857.0,,1.0,0.0,0.0,0
161,0.0,35.68,421.8286195411803,1.0,1,8.24,,4.12,36.52,212,3,,,,,29056,1.0,,352.29,2432.0,23808.0,2496.0,29292,421.8286195411803,1681406858.0,,1.0,0.0,0.0,0
162,0.0,35.68,424.0049056034611,1.0,1,7.11,,3.56,36.52,213,3,,,,,29664,1.0,,349.62,2464.0,24064.0,2528.0,29752,424.0049056034611,1681406859.0,,1.0,0.0,0.0,0
163,0.0,35.7,425.43420925722614,1.0,1,6.02,,3.01,36.5,215,3,,,,,30016,1.0,,351.81,2496.0,24576.0,2592.0,30209,425.43420925722614,1681406861.0,,1.0,0.0,0.0,0
164,0.0,35.74,421.2714140584298,1.0,1,5.09,,2.54,36.51,216,3,,,,,30336,1.0,,353.18,2560.0,24832.0,2624.0,30624,421.2714140584298,1681406862.0,,1.0,0.0,0.0,0
165,0.0,35.73,423.29290533208433,1.0,1,3.98,,1.99,36.51,217,3,,,,,30912,1.0,,349.03,2592.0,25088.0,2656.0,31082,423.29290533208433,1681406863.0,,1.0,0.0,0.0,0
166,0.0,35.75,423.9741031779723,1.0,1,2.92,,1.46,36.49,218,3,,,,,31232,1.0,,351.06,2624.0,25600.0,2688.0,31530,423.9741031779723,1681406864.0,,1.0,0.0,0.0,0
167,0.0,35.76,425.2977217429334,1.0,1,1.84,,0.92,36.49,219,3,,,,,31840,1.0,,351.73,2656.0,25856.0,2720.0,31984,425.2977217429334,1681406865.0,,1.0,0.0,0.0,0
168,0.0,35.77,425.1446412634623,1.0,1,0.79,,0.5,36.49,220,3,,,,,32160,1.0,,353.04,2688.0,26368.0,2784.0,32433,425.1446412634623,1681406866.0,,1.0,0.0,0.0,0
169,0.0,35.79,423.1185204218938,1.0,1,0.0,,0.5,36.48,221,3,,,,,32768,1.0,,352.87,2720.0,26624.0,2816.0,32865,423.1185204218938,1681406867.0,,1.0,0.0,0.0,0
170,0.0,35.82,423.10687216069175,1.0,1,0.0,,0.5,36.49,222,3,,,,,32800,1.0,,350.82,2784.0,27136.0,2848.0,33308,423.10687216069175,1681406868.0,,1.0,0.0,0.0,0
171,0.0,35.82,423.10687216069175,1.0,1,0.0,,0.5,36.47,223,3,,,,,32800,1.0,,350.82,2784.0,27136.0,2880.0,33754,423.10687216069175,1681406869.0,,1.0,0.0,0.0,0
172,0.0,35.82,423.10687216069175,1.0,1,0.0,,0.5,36.47,224,3,,,,,32800,1.0,,350.82,2784.0,27136.0,2880.0,34199,423.10687216069175,1681406870.0,,1.0,0.0,0.0,0
173,0.0,35.82,423.10687216069175,1.0,1,0.0,,0.5,36.47,225,3,,,,,32800,1.0,,350.82,2784.0,27136.0,2880.0,34643,423.10687216069175,1681406871.0,,1.0,0.0,0.0,0
174,0.0,35.82,423.10687216069175,1.0,1,0.0,,0.5,36.47,226,3,,,,,32800,1.0,,350.82,2784.0,27136.0,2880.0,35085,423.10687216069175,1681406872.0,,1.0,0.0,0.0,0
175,0.0,35.82,423.10687216069175,1.0,1,0.0,,0.5,36.47,227,3,,,,,32800,1.0,,350.82,2784.0,27136.0,2880.0,35530,423.10687216069175,1681406873.0,,1.0,0.0,0.0,0
176,0.0,35.82,423.10687216069175,1.0,1,0.0,,0.5,36.47,228,3,,,,,32800,1.0,,350.82,2784.0,27136.0,2880.0,35974,423.10687216069175,1681406874.0,,1.0,0.0,0.0,0
