_runtime,01_general/step,cpu/interrupts/interrupts_count,process/memory/lib_memory_proc_MB,process/voluntary_proc_ctx_switches,bandwidth/net_recv_sys_bandwidth_Mbits,bandwidth/net_sent_sys_bandwidth_Mbits,_step,process/memory/resident_set_size_proc_MB,03_hivemind/global_epoch,disk/time/disk_write_time_sys_s,02_timing/step_time_s,01_general/dataset_iteration_count,02_timing/dataload_cuda_move_time_s,process/memory/shared_memory_proc_MB,disk/counter/disk_read_sys_count,01_general/locally_processed_samples,bandwidth/disk_read_sys_bandwidth_MBs,process/memory/text_resident_set_proc_MB,cpu/load/avg_sys_load_fifteen_min_percent,process/memory/virtual_memory_size_proc_MB,cpu/interrupts/ctx_switches_count,02_timing/loss_calc_time_s,cpu/load/avg_sys_load_five_min_percent,02_timing/backward_time_s,memory/used_memory_sys_percent,process/memory/data_resident_set_proc_MB,memory/used_memory_sys_MB,02_timing/opt_step_time_s,memory/total_memory_sys_MB,cpu/interrupts/soft_interrupts_count,cpu/load/avg_sys_load_one_min_percent,process/involuntary_proc_ctx_switches,process/memory/dirty_pages_proc_count,bandwidth/disk_write_sys_bandwidth_MBs,02_timing/forward_time_s,01_general/lr,03_hivemind/num_peers,cpu/logical_core_count,01_general/minibatch_loss,02_timing/dataload_time_s,disk/time/disk_busy_time_sys_s,disk/time/disk_read_time_sys_s,_timestamp,disk/counter/disk_write_sys_count,memory/available_memory_sys_MB
1270,68.0,,,,,,2692,,2.0,,0.49654046300020127,1.0,,,,45561.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,7.1871337890625,0.00503702300011355,,,1680987277.0,,
1271,69.0,,,,,,2693,,2.0,,0.4985829269999158,1.0,0.006692052999824227,,,45593.0,,,,,,0.0007640630001333193,,0.35146663100022124,,,,0.10721007199981614,,,,,,,0.027601628999946115,0.0001,2.0,,7.1668701171875,0.004848478999974759,,,1680987278.0,,
1271,,2821238.0,5190.053888,22944.0,32.512060780408746,0.07283889999151376,2694,6608.785408,,3.657000000000153,,,,2396.188672,8.0,,0.0,2.654208,14.000000000000002,28963.463168,1975167.0,,16.25,,34.6,0.0,8748.711936,,,1311476.0,17.125,2211.0,0.0,0.04082039929057885,,,,,,,14.611999999999995,0.006999999999999673,1680987278.0,4340.0,20647.518208
1272,70.0,,,,,,2695,,2.0,,0.49607920200060107,1.0,0.006653946000369615,,,45625.0,,,,,,0.0008743229996071022,,0.3473395960004382,,,,0.10683049199997185,,,,,,,0.028940563000105612,0.0001,2.0,,7.0703125,0.005440282000108709,,,1680987279.0,,
1272,,2822872.0,5190.053888,22959.0,33.11456493497135,0.100289786522532,2696,6612.840448,,3.6590000000005602,,,0.006763792999663565,2400.243712,8.0,,0.0,2.654208,14.000000000000002,28944.191488,1976332.0,0.0007539079997513909,16.25,,34.5,0.0,8748.331008,,,1312501.0,17.125,2212.0,0.0,0.01224621290210466,0.027365676000044914,,,,,,14.620000000000005,0.006999999999999673,1680987279.0,4344.0,20667.162624
1273,71.0,,,,,,2697,,2.0,,0.4981998319990453,1.0,,,,45657.0,,,,,,,,0.3519924689999243,,,,0.10681064899972625,,,,,,,,0.0001,2.0,,7.1510009765625,0.004513336999934836,,,1680987280.0,,
1273,,2824470.0,5190.053888,22974.0,40.58959110723668,0.10664881089741798,2698,6612.836352,,3.661000000000058,,,0.006887936999646627,2400.239616,8.0,,0.0,2.654208,14.000000000000002,28944.191488,1977237.0,0.0008818169999358361,16.25,,34.6,0.0,8749.109248,,,1313590.0,17.125,2212.0,0.0,0.008170610682370735,0.027176968999810924,,,,,,14.627999999999986,0.006999999999999673,1680987280.0,4346.0,20647.120896
1274,72.0,,,,,,2699,,2.0,,0.5019383139992897,1.0,,,,45689.0,,,,,,,,0.35500716500018825,,,,0.107500410999819,,,,,,,,0.0001,2.0,,7.427490234375,0.004484014999889041,,,1680987281.0,,
1274,,2825632.0,5190.053888,22986.0,9.53837357905838,0.1066893786335213,2700,6612.840448,,3.662000000000262,,,0.006782114000088768,2400.243712,8.0,,0.0,2.654208,14.000000000000002,28944.191488,1978167.0,0.0007771299997330061,16.25,,34.6,0.0,8746.512384,,,1314251.0,17.125,2212.0,0.0,0.00817127327470169,0.02745089000018197,,,,,,14.635999999999996,0.006999999999999673,1680987281.0,4348.0,20649.713664
1275,73.0,,,,,,2701,,2.0,,0.49811692999992374,1.0,,,,45721.0,,,,,,,,0.3505095089999486,,,,0.10781777500005774,,,,,,,,0.0001,2.0,,7.0555419921875,0.004779511999913666,,,1680987282.0,,
1275,,2827814.0,5190.053888,23000.0,45.08579398904485,0.18830182267039322,2702,6612.832256,,3.66399999999976,,,0.006725789000029181,2400.23552,8.0,,0.0,2.654208,14.000000000000002,28944.191488,1979891.0,0.0007452329996340268,16.125,0.3495686100000057,34.6,0.0,8749.75232,0.10837360599998647,,1315634.0,16.75,2215.0,0.0,0.008171422911646348,0.02953243999991173,,,,,,14.644000000000005,0.006999999999999673,1680987282.0,4350.0,20646.48192
1276,74.0,,,,,,2703,,2.0,,0.49963255899956494,1.0,,,,45753.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,7.115478515625,0.004686880999997811,,,1680987283.0,,
1276,,2829216.0,5190.053888,23015.0,28.17348314448591,0.10242329652361017,2704,6612.836352,,3.667000000000371,,,0.0069128039999668545,2400.239616,8.0,,0.0,2.654208,14.000000000000002,28944.191488,1980801.0,0.0008944420001171238,16.125,0.3467866609998964,34.6,0.0,8746.25024,0.10740481699986049,,1316573.0,16.75,2217.0,0.0,0.09395051718500963,0.028896791999613924,,,,,,14.656000000000006,0.006999999999999673,1680987283.0,4355.0,20649.971712
1276,75.0,,,,,,2705,,2.0,,0.4961007159995461,1.0,,,,45785.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,7.1966552734375,0.005205200000091281,,,1680987283.0,,
1277,,2830688.0,5190.053888,23027.0,34.03388703287764,0.10137883617242636,2706,6612.832256,,3.668999999999869,,,0.006533876000048622,2400.23552,8.0,,0.0,2.654208,14.000000000000002,28944.191488,1981727.0,0.0007160799996199785,16.125,0.34843188700006067,34.6,0.0,8748.089344,0.10812161599960746,,1317532.0,16.75,2218.0,0.0,0.008170307595115549,0.028570106999723066,,,,,,14.663999999999987,0.006999999999999673,1680987284.0,4357.0,20648.144896
1277,76.0,,,,,,2707,,2.0,,0.49732565799877193,1.0,,,,45817.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,7.1932373046875,0.004952091999712138,,,1680987284.0,,
1278,77.0,,,,,,2708,,2.0,,0.49574005400017995,1.0,0.00675080800010619,,,45849.0,,,,,,0.0007760920002510829,,0.348736449000171,,,,0.107302745999732,,,,,,,0.027645837999898504,0.0001,2.0,,7.1451416015625,0.004528121000021201,,,1680987285.0,,
1278,,2831990.0,5190.053888,23051.0,31.49298887883653,0.07173579914247452,2709,6612.832256,,3.6710000000002765,,,0.00677320700015116,2400.23552,8.0,,0.0,2.654208,14.000000000000002,28944.191488,1982616.0,,16.125,,34.5,0.0,8746.799104,,,1318367.0,16.75,2220.0,0.0,0.012251077098451564,,,,,,,14.675999999999988,0.006999999999999673,1680987285.0,4360.0,20668.567552
1279,78.0,,,,,,2710,,2.0,,0.4964895359998991,1.0,,,,45881.0,,,,,,0.0008077629995568714,,0.34651960500013956,,,,0.10752205600010711,,,,,,,0.030392058999950677,0.0001,2.0,,7.1485595703125,0.004474845999993704,,,1680987286.0,,
1279,,2833622.0,5190.053888,23078.0,40.76276612898247,0.10192090033404813,2711,6612.836352,,3.6729999999997744,,,0.006831588999830274,2400.239616,8.0,,0.0,2.654208,14.000000000000002,28944.191488,1983790.0,0.0007090099998094956,16.125,,34.5,0.0,8745.422848,,,1319380.0,16.75,2222.0,0.0,0.008171547286365145,0.027654409000206215,,,,,,14.683999999999997,0.006999999999999673,1680987286.0,4362.0,20670.083072
1280,79.0,,,,,,2712,,2.0,,0.49786616899973524,1.0,,,,45913.0,,,,,,,,0.35007366899981207,,,,0.10809465600004842,,,,,,,,0.0001,2.0,,7.2200927734375,0.004502836000028765,,,1680987287.0,,
1280,,2835464.0,5190.053888,23089.0,50.22233902557953,0.12158119882389694,2713,6612.832256,,3.673999999999978,,,0.006781380000120407,2400.23552,8.0,,0.0,2.654208,14.000000000000002,28944.191488,1984971.0,0.0008291310000458907,16.25,,34.5,0.0,8746.14784,,,1320553.0,17.375,2222.0,0.0,0.008170843841715266,0.031350652999663,,,,,,14.692000000000007,0.006999999999999673,1680987287.0,4364.0,20669.35808
1281,80.0,,,,,,2714,,2.0,,0.4990027789999658,1.0,,,,45945.0,,,,,,,,0.3478687470001205,,,,0.107366619000004,,,,,,,,0.0001,2.0,,7.18310546875,0.004806249000012031,,,1680987288.0,,
1281,,2836998.0,5190.053888,23111.0,43.851319049794775,0.102387388568361,2715,6612.836352,,3.67699999999968,,,0.006725768000251264,2400.239616,8.0,,0.0,2.654208,14.000000000000002,28944.191488,1985941.0,0.0006357090001074539,16.25,0.3500076589998571,34.6,0.0,8747.900928,,,1321583.0,17.375,2222.0,0.0,0.04491710333576978,0.02713677799965808,,,,,,14.707999999999998,0.006999999999999673,1680987288.0,4368.0,20648.321024
1282,81.0,,,,,,2716,,2.0,,0.49620991600022535,1.0,,,,45977.0,,,,,,,,,,,,0.10716544300021269,,,,,,,,0.0001,2.0,,7.2388916015625,0.0045385590001387754,,,1680987289.0,,
1282,,2838717.0,5190.053888,23142.0,37.71674870310285,0.11124281491467695,2717,6612.832256,,3.6790000000000873,,,0.006689487000130612,2400.23552,8.0,,0.0,2.654208,14.000000000000002,28944.191488,1987215.0,0.0009177259998978116,16.25,0.3485911299999316,34.6,0.0,8746.631168,0.10797869700036244,,1322630.0,17.375,2224.0,0.0,0.008171638626460457,0.029143081000256643,,,,,,14.716000000000008,0.006999999999999673,1680987289.0,4370.0,20649.59488
1282,82.0,,,,,,2718,,2.0,,0.4982846190005148,1.0,,,,46009.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,7.37255859375,0.004964497999935702,,,1680987289.0,,
1283,,2840236.0,5190.053888,23159.0,36.66136020194502,0.7232189397441391,2719,6612.836352,,3.680000000000291,,,0.0067675139998755185,2400.239616,8.0,,0.0,2.654208,14.000000000000002,28944.191488,1988260.0,0.0007663819997105747,16.25,0.3493874490000053,34.6,0.0,8748.945408,0.10753736900005606,,1323544.0,17.375,2227.0,0.0,0.00817079331909948,0.028290075000313664,,,,,,14.72399999999999,0.006999999999999673,1680987290.0,4372.0,20647.28064
1283,83.0,,,,,,2720,,2.0,,0.49740206800015585,1.0,,,,46041.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,7.296142578125,0.004653279000194743,,,1680987290.0,,
1284,,2841621.0,5190.053888,23170.0,31.336693136797876,0.09468570724011703,2721,6612.832256,,3.6900000000005093,,,0.006667557000127999,2400.23552,8.0,,0.0,2.654208,14.000000000000002,28944.191488,1989130.0,0.000707351000073686,16.25,0.34952847299973655,34.6,0.0,8748.68736,0.10726251799997044,,1324432.0,17.375,2229.0,0.0,0.04084512775463134,0.0272730120000233,,,,,,14.744,0.006999999999999673,1680987291.0,4382.0,20647.542784
1284,84.0,,,,,,2722,,2.0,,0.49630847999969774,1.0,,,,46073.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,7.34521484375,0.004869568999765761,,,1680987291.0,,
1285,85.0,,,,,,2723,,2.0,,0.49839629899997817,1.0,0.006696292000015092,,,46105.0,,,,,,0.0008806450000520272,,0.3506047209998542,,,,0.10744401200008724,,,,,,,0.02798826200023541,0.0001,2.0,,7.20361328125,0.004782366999734222,,,1680987292.0,,
1285,,2843239.0,5190.053888,23197.0,26.535072926697662,0.12940995550083867,2724,6612.832256,,3.694999999999709,,,0.006354440999984945,2400.23552,8.0,,0.0,2.654208,14.000000000000002,28944.191488,1990418.0,0.0007259399999384186,16.25,,34.5,0.0,8749.064192,,,1325412.0,17.0,2232.0,0.0,0.11030046392172943,0.02714850199981811,,,,,,14.759999999999991,0.006999999999999673,1680987292.0,4388.0,20666.302464
1286,86.0,,,,,,2725,,2.0,,0.49544903899959536,1.0,,,,46137.0,,,,,,,,0.3480156209998313,,,,0.10760844600008568,,,,,,,,0.0001,2.0,,7.262451171875,0.00559608899993691,,,1680987293.0,,
1286,,2845173.0,5190.053888,23213.0,54.37028065503141,0.10680945214525416,2726,6612.836352,,3.69800000000032,,,0.006682190999981685,2400.239616,8.0,,0.0,2.654208,14.000000000000002,28944.191488,1991627.0,0.000739646000056382,16.25,,34.5,0.0,8747.76576,,,1326704.0,17.0,2234.0,0.0,0.06946125759060091,0.027268814999843016,,,,,,14.775999999999982,0.006999999999999673,1680987293.0,4392.0,20666.83904
1287,87.0,,,,,,2727,,2.0,,0.4951514260001204,1.0,,,,46169.0,,,,,,,,0.34893923800018456,,,,0.10685695400024997,,,,,,,,0.0001,2.0,,7.193115234375,0.0046645819998047955,,,1680987294.0,,
1287,,2846885.0,5190.053888,23224.0,50.947303726559284,0.0976986866271403,2728,6612.832256,,3.699000000000524,,,0.006734880000294652,2400.23552,8.0,,0.0,2.654208,14.000000000000002,28944.191488,1992767.0,0.0006821810002293205,16.25,,34.6,0.0,8749.01504,,,1327814.0,17.0,2234.0,0.0,0.008170814696069473,0.027181006999853707,,,,,,14.783999999999992,0.006999999999999673,1680987294.0,4394.0,20647.2192
1288,88.0,,,,,,2729,,2.0,,0.4954865040003824,1.0,,,,46201.0,,,,,,,,0.34850668399985807,,,,0.10792454800002815,,,,,,,,0.0001,2.0,,6.794189453125,0.004457204000118509,,,1680987295.0,,
1288,,2848170.0,5190.053888,23240.0,31.08898445953459,0.09101617223508768,2730,6612.832256,,3.699999999999818,,,0.006620509000185848,2400.23552,8.0,,0.0,2.654208,14.000000000000002,28944.191488,1993566.0,0.0007803369999237475,16.25,0.34959820500034766,34.6,0.0,8749.789184,,,1328668.0,17.0,2234.0,0.0,0.00817047078952268,0.02703599899996334,,,,,,14.792000000000002,0.006999999999999673,1680987295.0,4396.0,20646.445056
1289,89.0,,,,,,2731,,2.0,,0.4962018400001398,1.0,,,,46233.0,,,,,,,,,,,,0.1076181869998436,,,,,,,,0.0001,2.0,,7.1307373046875,0.004548602999875584,,,1680987296.0,,
1289,,2849463.0,5190.053888,23256.0,23.061698965848038,0.10700495944377254,2732,6612.82816,,3.7039999999997235,,,0.006690706999961549,2400.231424,8.0,,0.0,2.654208,14.000000000000002,28944.191488,1994562.0,0.0007490770003641956,16.25,0.34973635100004685,34.6,0.0,8749.903872,0.10721714100009194,,1329411.0,17.0,2235.0,0.0,0.07761290228523722,0.027181254999959492,,,,,,14.799999999999983,0.006999999999999673,1680987296.0,4401.0,20646.322176
1289,90.0,,,,,,2733,,2.0,,0.49606767400018725,1.0,,,,46265.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,7.0809326171875,0.004493142999763222,,,1680987296.0,,
1290,,2850901.0,5190.053888,23273.0,30.056862309039822,0.12089471979773032,2734,6612.832256,,3.706000000000131,,,0.0068276709998826846,2400.23552,8.0,,0.0,2.654208,14.000000000000002,28944.191488,1995633.0,0.0007696900001974427,16.125,0.3502503880004042,34.6,0.0,8750.903296,0.10680104199991547,,1330262.0,16.625,2237.0,0.0,0.01633949621697016,0.027206541999930778,,,,,,14.811999999999983,0.006999999999999673,1680987297.0,4404.0,20645.326848
1290,91.0,,,,,,2735,,2.0,,0.4964971760005028,1.0,,,,46297.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,7.385986328125,0.00464184300017223,,,1680987297.0,,
1291,,2852051.0,5190.053888,23288.0,20.854747734335024,0.08825164830689279,2736,6612.82816,,3.7080000000005384,,,0.006717596999806119,2400.231424,8.0,,0.0,2.654208,14.000000000000002,28944.191488,1996413.0,0.0009054779998223239,16.125,0.3494822799998474,34.6,0.0,8751.194112,0.10701953600027991,,1330976.0,16.625,2240.0,0.0,0.008170119144723717,0.02738344399995185,,,,,,14.823999999999984,0.006999999999999673,1680987298.0,4406.0,20645.036032
1291,92.0,,,,,,2737,,2.0,,0.49604465299989897,1.0,,,,46329.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,7.2769775390625,0.004536318000191386,,,1680987298.0,,
1292,93.0,,,,,,2738,,2.0,,0.494869877000383,1.0,0.0067139460002181295,,,46361.0,,,,,,0.0009860989998742298,,0.34683501400013483,,,,0.1074678509999103,,,,,,,0.02779833700014933,0.0001,2.0,,7.1160888671875,0.005068630000096164,,,1680987299.0,,
1292,,2853747.0,5190.053888,23306.0,40.60318461979894,0.10452258975622952,2739,6612.82816,,3.7100000000000364,,,0.006787088000237418,2400.231424,8.0,,0.0,2.654208,14.000000000000002,28944.191488,1997615.0,0.0010307009997632122,16.125,,34.5,0.0,8749.948928,,,1332096.0,16.625,2242.0,0.0,0.01225453766330392,0.027747141999952873,,,,,,14.835999999999984,0.006999999999999673,1680987299.0,4409.0,20665.421824
1293,94.0,,,,,,2740,,2.0,,0.4963344750003671,1.0,,,,46393.0,,,,,,,,0.34816972399994484,,,,0.1073892560002605,,,,,,,,0.0001,2.0,,7.0792236328125,0.005210564000208251,,,1680987300.0,,
1293,,2855468.0,5190.053888,23317.0,50.912475823841646,0.10733936911067764,2741,6612.832256,,3.712000000000444,,,0.0067022220000581,2400.23552,8.0,,0.0,2.654208,14.000000000000002,28944.191488,1998625.0,0.0007592150000164111,16.125,,34.6,0.0,8748.965888,,,1333277.0,16.625,2243.0,0.0,0.008170334794335397,0.027011403999949835,,,,,,14.843999999999994,0.006999999999999673,1680987300.0,4411.0,20647.407616
1294,95.0,,,,,,2742,,2.0,,0.49413728000035917,1.0,,,,46425.0,,,,,,,,0.3478535490003196,,,,0.10737744400012161,,,,,,,,0.0001,2.0,,7.116455078125,0.004433445999893593,,,1680987301.0,,
1294,,2856915.0,5190.053888,23327.0,36.48440421347462,0.07663771541326748,2743,6612.82816,,3.7150000000001455,,,0.006778121000024839,2400.231424,8.0,,0.0,2.654208,14.000000000000002,28944.191488,1999595.0,0.0006815210003878747,16.125,,34.6,0.0,8750.24384,,,1334173.0,16.625,2243.0,0.0,0.05311335208891363,0.027541829000256257,,,,,,14.859999999999985,0.006999999999999673,1680987301.0,4415.0,20645.986304
1295,96.0,,,,,,2744,,2.0,,0.4970471100004943,1.0,,,,46457.0,,,,,,,,0.3496454299997822,,,,0.10743104799985304,,,,,,,,0.0001,2.0,,7.3101806640625,0.00496916100019007,,,1680987302.0,,
1295,,2858493.0,5190.053888,23352.0,26.81147869822328,0.14901311819660526,2745,6612.832256,,3.7160000000003492,,,0.006384717999935674,2400.23552,8.0,,0.0,2.654208,14.000000000000002,28944.191488,2000869.0,0.0008584050001445576,16.125,0.3454407499998524,34.6,0.0,8748.818432,0.10706062099961855,,1335127.0,16.375,2245.0,0.0,0.00816991128054204,0.03058859900011157,,,,,,14.867999999999995,0.006999999999999673,1680987302.0,4417.0,20647.411712
1296,97.0,,,,,,2746,,2.0,,0.4948225059993092,1.0,,,,46489.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,7.186767578125,0.004489412999646447,,,1680987303.0,,
1296,,2859914.0,5190.053888,23366.0,31.164076247731277,0.10424171371634909,2747,6612.82816,,3.717999999999847,,,0.006727321000198572,2400.231424,8.0,,0.0,2.654208,14.000000000000002,28944.191488,2001855.0,0.0007671729999856325,16.125,0.35049207900010515,34.6,0.0,8748.617728,0.10656727599962323,,1336017.0,16.375,2247.0,0.0,0.00816893815424878,0.0264490360000309,,,,,,14.879999999999995,0.006999999999999673,1680987303.0,4419.0,20647.60832
1296,98.0,,,,,,2748,,2.0,,0.49524200599989854,1.0,,,,46521.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,7.263916015625,0.004239120999955048,,,1680987303.0,,
1297,,2861242.0,5190.053888,23381.0,27.06816667452777,0.08465169215862753,2749,6612.832256,,3.719000000000051,,,0.006637398999828292,2400.23552,8.0,,0.0,2.654208,14.000000000000002,28944.191488,2002718.0,0.0007207789999483794,16.125,0.35133746099972996,34.6,0.0,8749.191168,0.10752593200004412,,1336865.0,16.375,2248.0,0.0,0.008172276120575464,0.025397686999895086,,,,,,14.888000000000005,0.006999999999999673,1680987304.0,4421.0,20647.038976
1297,99.0,,,,,,2750,,2.0,,0.4958730399994238,1.0,,,,46553.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,6.9957275390625,0.004253781999977946,,,1680987304.0,,
1298,100.0,,,,,,2751,,2.0,,0.4953907999997682,1.0,0.0070348429999285145,,,46585.0,,,,,,0.0006982769996284333,,0.34972426100011944,,,,0.10673913699974946,,,,,,,0.026642890999937663,0.0001,2.0,,7.342529296875,0.004551391000404692,,,1680987305.0,,
1298,,2862723.0,5190.053888,23401.0,33.50015909976514,0.07982951585514883,2752,6612.832256,,3.7210000000004584,,,0.006938203999652615,2400.23552,8.0,,0.0,2.654208,14.000000000000002,28944.191488,2003723.0,,16.125,,34.5,0.0,8748.765184,,,1337816.0,16.375,2249.0,0.0,0.012255685785970276,,,,,,,14.903999999999996,0.006999999999999673,1680987305.0,4424.0,20666.605568
1299,101.0,,,,,,2753,,2.0,,0.4960012410001582,1.0,,,,46617.0,,,,,,0.0006555350000780891,,0.35059332699984225,,,,0.10759601700010535,,,,,,,0.02604068000027837,0.0001,2.0,,7.0655517578125,0.004177478000201518,,,1680987306.0,,
1299,,2864462.0,5190.053888,23427.0,42.96120571490955,0.10853201482375066,2754,6612.82816,,3.72400000000016,,,0.006818548000410374,2400.231424,8.0,,0.0,2.654208,14.000000000000002,28944.191488,2004983.0,0.0006590849998246995,16.125,,34.5,0.0,8747.913216,,,1338868.0,16.375,2250.0,0.0,0.04090422644084446,0.025477478000084375,,,,,,14.924000000000007,0.006999999999999673,1680987306.0,4428.0,20667.592704
1300,102.0,,,,,,2755,,2.0,,0.49860466300015105,1.0,,,,46649.0,,,,,,,,0.3529327030000786,,,,0.10832236099986403,,,,,,,,0.0001,2.0,,7.1534423828125,0.004394487999888952,,,1680987307.0,,
1300,,2865942.0,5190.053888,23441.0,40.681775580195364,0.0873930401492275,2756,6612.832256,,3.725000000000364,,,0.006839382000180194,2400.23552,8.0,,0.0,2.654208,14.000000000000002,28944.191488,2005851.0,0.0007891710001786123,16.25,,34.6,0.0,8750.104576,,,1339906.0,17.0,2250.0,0.0,0.008176379449133405,0.0244975919999888,,,,,,14.936000000000007,0.006999999999999673,1680987307.0,4430.0,20646.117376
1301,103.0,,,,,,2757,,2.0,,0.49594554800023616,1.0,,,,46681.0,,,,,,,,0.3519122170000628,,,,0.10713721999991321,,,,,,,,0.0001,2.0,,7.1544189453125,0.004769965999912529,,,1680987308.0,,
1301,,2867161.0,5190.053888,23462.0,27.348369854219698,0.08997646954883737,2758,6612.824064,,3.7269999999998618,,,0.006724781000229996,2400.227328,8.0,,0.0,2.654208,14.000000000000002,28944.191488,2006654.0,0.0007234730001073331,16.25,0.3541222779999771,34.6,0.0,8749.85472,,,1340641.0,17.0,2251.0,0.0,0.008171698873172826,0.023502056999859633,,,,,,14.943999999999988,0.006999999999999673,1680987308.0,4432.0,20646.375424
1302,104.0,,,,,,2759,,2.0,,0.4966793250000592,1.0,,,,46713.0,,,,,,,,,,,,0.10772386799999367,,,,,,,,0.0001,2.0,,7.05029296875,0.0038828679998914595,,,1680987309.0,,
1302,,2868709.0,5190.053888,23484.0,25.064482390383144,0.10970560444454695,2760,6612.82816,,3.7280000000000655,,,0.006945570999960182,2400.231424,8.0,,0.0,2.654208,14.000000000000002,28944.191488,2007832.0,0.0007605470000271453,16.25,0.34751815399977204,34.6,0.0,8749.789184,0.10731840499965983,,1341563.0,17.0,2254.0,0.0,0.008172453003947052,0.028479498000251624,,,,,,14.951999999999998,0.006999999999999673,1680987309.0,4434.0,20646.432768
1303,105.0,,,,,,2761,,2.0,,0.4967481549997501,1.0,,,,46745.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,7.09912109375,0.005725980000079289,,,1680987310.0,,
1303,,2870015.0,5190.053888,23498.0,33.105611472923215,0.09366821113934085,2762,6612.824064,,3.731999999999971,,,0.006855300000097486,2400.227328,8.0,,0.0,2.654208,14.000000000000002,28944.191488,2008717.0,0.0007146749999265012,16.25,0.34846672300000137,34.6,0.0,8750.94016,0.10707201000013811,,1342356.0,17.0,2257.0,0.0,0.08580732777359554,0.02768178899987106,,,,,,14.963999999999999,0.006999999999999673,1680987310.0,4439.0,20645.281792
1303,106.0,,,,,,2763,,2.0,,0.49636051499965106,1.0,,,,46777.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,7.03271484375,0.005570017999616539,,,1680987310.0,,
1304,,2871315.0,5190.053888,23510.0,30.627045960553456,0.0936751401299139,2764,6612.82816,,3.7330000000001746,,,0.0067631760002768715,2400.231424,8.0,,0.0,2.654208,14.000000000000002,28944.191488,2009500.0,0.00068832500028293,16.25,0.3530286800000795,34.6,0.0,8749.543424,0.10827964099962628,,1343189.0,17.0,2259.0,0.0,0.008172730979001853,0.02469934700002341,,,,,,14.972000000000008,0.006999999999999673,1680987311.0,4441.0,20646.682624
1304,107.0,,,,,,2765,,2.0,,0.49742439300052865,1.0,,,,46809.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,7.37353515625,0.003965224000239687,,,1680987311.0,,
1305,108.0,,,,,,2766,,2.0,,0.4948730740006795,1.0,0.006723211000007723,,,46841.0,,,,,,0.0006303519999164564,,0.35169435900024837,,,,0.10728167800016308,,,,,,,0.024485157000071922,0.0001,2.0,,7.2529296875,0.004058317000271927,,,1680987312.0,,
1305,,2873168.0,5190.053888,23529.0,38.36096981110797,0.1584036171386521,2767,6612.82816,,3.7349999999996726,,,0.006708670000080019,2400.231424,8.0,,0.0,2.654208,14.000000000000002,28944.191488,2011165.0,0.0006834200003140722,16.25,,34.5,0.0,8760.107008,,,1344214.0,16.625,2261.0,0.0,0.012258562878107025,0.024159350999980234,,,,,,14.99199999999999,0.006999999999999673,1680987312.0,4444.0,20655.398912
1306,109.0,,,,,,2768,,2.0,,0.4958430229999067,1.0,,,,46873.0,,,,,,,,0.3524442809998618,,,,0.10789122999995016,,,,,,,,0.0001,2.0,,7.006591796875,0.003956070999720396,,,1680987313.0,,
1306,,2874779.0,5190.053888,23544.0,47.02333779564514,0.09523147161193597,2769,6612.824064,,3.73700000000008,,,0.006716665000112698,2400.227328,8.0,,0.0,2.654208,14.000000000000002,28944.191488,2012263.0,0.0008303360000354587,16.25,,34.5,0.0,8758.464512,,,1345191.0,16.625,2263.0,0.0,0.008170676739205504,0.024387828999806516,,,,,,15.0,0.006999999999999673,1680987313.0,4446.0,20657.037312
1307,110.0,,,,,,2770,,2.0,,0.497755056999722,1.0,,,,46905.0,,,,,,,,0.35327217699978064,,,,0.10830613899997843,,,,,,,,0.0001,2.0,,7.1533203125,0.004241911000008258,,,1680987314.0,,
1307,,2876421.0,5190.053888,23561.0,51.121753221062505,0.10418926107040072,2771,6612.82816,,3.7390000000004875,,,0.006395662000159064,2400.231424,8.0,,0.0,2.654208,14.000000000000002,28944.191488,2013246.0,0.000677156999699946,16.25,,34.6,0.0,8761.307136,,,1346293.0,16.625,2263.0,0.0,0.008171080900690821,0.024968221000108315,,,,,,15.007999999999981,0.006999999999999673,1680987314.0,4448.0,20634.923008
1308,111.0,,,,,,2772,,2.0,,0.4975982380001369,1.0,,,,46937.0,,,,,,,,0.3537444999997206,,,,0.1078727010003604,,,,,,,,0.0001,2.0,,7.172607421875,0.003939997000088624,,,1680987315.0,,
